SUBJECT	VERB	OBJECT	typicality	LC_sim	AC_sim	computed_score
bear	pet	water	N	0.4351710643298351	0.547340575653028	0.9825116399828631
bear	smash	glass	P	0.42737826140616336	0.48287442300982847	0.9102526844159918
bear	smash	water	N	0.3394694270909226	0.547340575653028	0.8868100027439505
bear	wrestle	horse	P	0.3577351015592373	0.5530290699411324	0.9107641715003698
bear	wrestle	rock	N	0.3762190571736592	0.5173621880492608	0.89358124522292
bed	poke	baby	P	0.47211521176934584	0.6181709130715467	1.0902861248408926
bed	poke	oil	N	0.31709956932128647	0.49969476859916623	0.8167943379204528
belt	fasten	lion	P	0.29617991464202936	0.48026410672554526	0.7764440213675746
belt	fasten	rain	N	0.3107757147726907	0.4842158741606127	0.7949915889333035
bird	stretch	snake	P	0.5468708618999747	0.5906524198536545	1.1375232817536292
bird	stretch	pebbles	N	0.4120043925370088	0.4609443669905074	0.8729487595275163
boat	hurl	ship	P	0.5606626728323292	0.7775324211599218	1.3381950939922511
boat	hurl	house	N	0.45559656438752744	0.6101457392737697	1.0657423036612972
bone	fracture	candy	P	0.36849366580946574	0.5232169013144419	0.8917105671239076
bone	fracture	mud	N	0.3956735233083355	0.5273078314915038	0.9229813547998393
bottle	ejaculate	gravy	P	0.3760259184000243	0.433124242941325	0.8091501613413493
bottle	ejaculate	shirt	N	0.49342387790285536	0.5683603790975534	1.0617842570004088
bottle	leak	water	P	0.5942093627630994	0.7575775358296081	1.3517868985927075
bottle	leak	cup	N	0.4901513230639618	0.5389395188817058	1.0290908419456675
bottle	spill	rice	P	0.4666863190305775	0.5259768325941282	0.9926631516247058
bottle	spill	air	N	0.4650188731507238	0.5397117431405324	1.0047306162912562
bowl	contain	knife	P	0.3231666014213673	0.4600438003107527	0.78321040173212
bowl	contain	horse	N	0.3527221506163506	0.5329920357337651	0.8857141863501157
bowl	dump	water	P	0.5083789844236796	0.5376440997195582	1.0460230841432376
bowl	dump	elephant	N	0.38737649298152455	0.455047852031679	0.8424243450132036
bowl	spill	water	P	0.5395845458844585	0.5376440997195582	1.0772286456040168
bowl	spill	paper	N	0.40779213197749214	0.47792590016686654	0.8857180321443587
box	spill	legos	P	0.26630857412803843	0.3402873179441388	0.6065958920721772
box	spill	chair	N	0.4148588712724667	0.5577273151132183	0.972586186385685
boxer	attack	robber	P	0.40484553199256396	0.41527509595384005	0.820120627946404
boxer	attack	axe	N	0.35726216548464446	0.4615156278311691	0.8187777933158136
boy	pluck	feather	P	0.4613833754040438	0.5089539042545624	0.9703372796586063
boy	pluck	ant	N	0.39070221596943044	0.5049612934149711	0.8956635093844015
boy	punch	bus	P	0.47758504461127366	0.5621884829310348	1.0397735275423086
boy	punch	vapor	N	0.3948037529483933	0.4929865251424723	0.8877902780908656
brick	hurt	dog	P	0.4064812681230537	0.4725330790422424	0.879014347165296
brick	hurt	ocean	N	0.3475942276704056	0.45660052422519515	0.8041947518956007
brick	kill	rabbit	P	0.4614803505845903	0.4564906247475886	0.917970975332179
brick	kill	table	N	0.3816046524796638	0.4639137106762532	0.845518363155917
brother	heave	bag	P	0.44058463031278416	0.5520852994898311	0.9926699298026153
brother	heave	paper	N	0.35338215418811714	0.5435686673250218	0.896950821513139
brother	hurt	leg	P	0.4980478944401806	0.552722169603385	1.0507700640435655
brother	hurt	chair	N	0.3879121617783512	0.5455128952695978	0.933425057047949
bug	climb	mountain	P	0.5437554075064475	0.5219073097544844	1.0656627172609319
bug	climb	air	N	0.37649303883358126	0.49485731950961603	0.8713503583431973
building	crash	computer	P	0.49685430250289	0.6091663317968692	1.1060206342997592
building	crash	bike	N	0.5000281840689103	0.5316198832265432	1.0316480672954533
bullet	pierce	cheese	P	0.29779160160212736	0.47423811799213833	0.7720297195942657
bullet	pierce	earring	N	0.39524081880868667	0.4719075240819768	0.8671483428906634
butterfly	tug	leaf	P	0.4929271150616861	0.6067151942447216	1.0996423093064078
butterfly	tug	table	N	0.30848690820839697	0.42597962566200714	0.7344665338704042
cake	feed	rabbit	P	0.42419851830012745	0.40729853554311574	0.8314970538432431
cake	feed	arm	N	0.38190482876040677	0.4064945423889571	0.7883993711493639
cake	hit	closet	P	0.38624548799968833	0.39719883427877545	0.7834443222784637
cake	hit	fire	N	0.44835397567412405	0.3903103250621309	0.838664300736255
calculator	count	cup	P	0.3203804133383877	0.41983636571108746	0.7402167790494751
calculator	count	water	N	0.32527885082278407	0.540890806295874	0.8661696571186581
car	pull	truck	P	0.6279132995963479	0.712390268233413	1.340303567829761
car	pull	hill	N	0.4629510661555171	0.5631078271430368	1.026058893298554
car	push	lion	P	0.3150453930928025	0.47729742781279666	0.7923428209055992
car	push	leaf	N	0.4197943345802837	0.5427894014349313	0.962583736015215
casket	cover	head	P	0.4184922755592226		0.4184922755592226
casket	cover	ground	N	0.4556449906036461		0.4556449906036461
cat	exhale	air	P	0.516982682053533	0.538264833054482	1.055247515108015
cat	exhale	pillow	N	0.4047616387569407	0.5840223877865868	0.9887840265435275
cat	flip	egg	P	0.4098249469275386	0.5855688220036388	0.9953937689311774
cat	flip	man	N	0.46431222659514904	0.6172160980649175	1.0815283246600664
cat	kick	girl	P	0.4775406370716217	0.6287956285766606	1.1063362656482822
cat	kick	air	N	0.44115554785582034	0.538264833054482	0.9794203809103024
cat	knead	cream	P	0.3869700621658144	0.5583391599873769	0.9453092221531914
cat	knead	elephant	N	0.368840223764141	0.5948403270324649	0.963680550796606
cat	lick	frosting	P	0.3468330126222101	0.43142548225578625	0.7782584948779964
cat	lick	cloud	N	0.315825054251392	0.494706114658199	0.8105311689095911
cat	lift	rabbit	P	0.5163734311773803	0.6749666421492755	1.1913400733266557
cat	lift	horse	N	0.4992986657243253	0.630928443003087	1.1302271087274123
cat	pet	monkey	P	0.5735534335397675	0.662082050342138	1.2356354838819055
cat	pet	table	N	0.3844064671340671	0.5188826744383819	0.903289141572449
cat	pluck	leaf	P	0.46423415690909037	0.5846821540804854	1.0489163109895758
cat	pluck	pumpkin	N	0.4050615856040013	0.5700609898743179	0.9751225754783192
cat	stomp	ant	P	0.4624709806024673	0.5731488788943393	1.0356198594968067
cat	stomp	boat	N	0.38584817917886266	0.5836225683139495	0.9694707474928121
cat	strike	ball	P	0.547185035943727	0.6211380355757106	1.1683230715194375
cat	strike	pond	N	0.34513601466086824	0.5420337799507773	0.8871697946116455
cat	swallow	pin	P	0.4160756297564178	0.5038527422477966	0.9199283720042144
cat	swallow	chef	N	0.3418337647895437	0.49176543449693383	0.8335991992864775
cat	toss	ant	P	0.4243641008370257	0.5731488788943393	0.997512979731365
cat	toss	student	N	0.34809743702801393	0.5379165107961601	0.886013947824174
cat	vomit	ant	P	0.4368347154395178	0.5731488788943393	1.009983594333857
cat	vomit	infant	N	0.43782274359836765	0.5777081117410862	1.0155308553394538
cat	wrestle	rabbit	P	0.49655854660476206	0.6749666421492755	1.1715251887540377
cat	wrestle	leaf	N	0.3439043680859336	0.5846821540804854	0.928586522166419
chair	absorb	water	P	0.4561857344618489	0.565556958347516	1.021742692809365
chair	absorb	pin	N	0.42792394323620125	0.45722289753996975	0.885146840776171
chair	rub	shirt	P	0.4624350681221427	0.54994311852526	1.0123781866474026
chair	rub	rain	N	0.31124305911349487	0.4638247066000885	0.7750677657135834
chef	burn	cake	P	0.4946839413685971	0.6224691639329976	1.1171531053015946
chef	burn	water	N	0.4091243392249669	0.5411387884821178	0.9502631277070848
chef	create	table	P	0.4582493940400946	0.5961321722163465	1.054381566256441
chef	create	sun	N	0.3490209650710713	0.5018803065894213	0.8509012716604926
chef	exhale	air	P	0.5215805832741899	0.48509688972946574	1.0066774730036556
chef	exhale	oil	N	0.3121532342067287	0.4893312125820579	0.8014844467887866
chef	fry	egg	P	0.51122197496813	0.5313317441984687	1.0425537191665988
chef	fry	water	N	0.4089254042074929	0.5411387884821178	0.9500641926896107
chef	jail	dog	P	0.47992305670695024	0.5597677642787834	1.0396908209857336
chef	jail	air	N	0.36111247421148884	0.48509688972946574	0.8462093639409546
chef	slam	door	P	0.541638704719981	0.46916498686145175	1.0108036915814327
chef	slam	smoke	N	0.31027831042740484	0.4434827576888525	0.7537610681162573
child	chew	gum	P	0.5563735555975706	0.47000374748537216	1.0263773030829428
child	chew	horse	N	0.4459072009236283	0.5690413133278752	1.0149485142515036
child	count	hair	P	0.41439923100396236	0.547887929738897	0.9622871607428594
child	count	oil	N	0.342662783627038	0.4925547064473558	0.8352174900743938
child	fish	spatula	P	0.42409484659242647	0.38631703791618555	0.810411884508612
child	fish	fire	N	0.42557836826405443	0.513141540103842	0.9387199083678965
child	fix	computer	P	0.4828488684511814	0.6204834326748627	1.103332301126044
child	fix	man	N	0.5166639077074988	0.5890277514793012	1.1056916591868
child	grasp	hand	P	0.5721752380591658	0.5879392929351357	1.1601145309943015
child	grasp	air	N	0.4015721216112772	0.5271365037899924	0.9287086254012696
child	grip	bread	P	0.4520945290712225	0.508128199697784	0.9602227287690065
child	grip	water	N	0.4581773488203759	0.5845654775976182	1.042742826417994
child	haul	cat	P	0.4717688782816822	0.5096252528223777	0.9813941311040599
child	haul	ant	N	0.421738330884028	0.48815036259736155	0.9098886934813896
child	jail	monkey	P	0.512845394693478	0.5414619266706044	1.0543073213640826
child	jail	cake	N	0.3951218105671622	0.5175821940704273	0.9127040046375895
child	pack	leaf	P	0.47173394800222795	0.5188371385092899	0.9905710865115178
child	pack	truck	N	0.46573266688418463	0.5537757359876881	1.0195084028718728
child	pull	car	P	0.49070304002193105	0.5945981360613416	1.0853011760832727
child	pull	air	N	0.44799872780408534	0.5271365037899924	0.9751352315940778
child	roll	wheels	P	0.5208172063729063	0.5836667933710799	1.1044839997439861
child	roll	flour	N	0.47364575572648926	0.5094814441751236	0.9831271999016129
child	rotate	ball	P	0.4925244886693487	0.5863871410481076	1.0789116297174564
child	rotate	house	N	0.46300006393932275	0.5989629259261735	1.0619629898654963
child	sew	rug	P	0.38929290496865454	0.43817264322517463	0.8274655481938291
child	sew	boat	N	0.41331634893535085	0.6014521854396274	1.0147685343749782
child	shake	cup	P	0.4209967311286764	0.4958434687217487	0.9168401998504252
child	shake	house	N	0.4918213674267678	0.5989629259261735	1.0907842933529412
child	shove	book	P	0.46007874412568583	0.6224963694295268	1.0825751135552126
child	shove	pond	N	0.3228656836311008	0.516685263604097	0.8395509472351977
child	slide	cup	P	0.4354662010088712	0.4958434687217487	0.9313096697306199
child	slide	ship	N	0.4711035102878053	0.576337078283939	1.0474405885717442
child	snatch	spatula	P	0.329377403740162	0.38631703791618555	0.7156944416563475
child	snatch	car	N	0.4810820665409905	0.5945981360613416	1.075680202602332
child	spill	cream	P	0.3746329292080291	0.48979578220211994	0.864428711410149
child	spill	apple	N	0.45033297557776203	0.5008871771082424	0.9512201526860045
child	spin	dog	P	0.5020632634487632	0.5618604193053597	1.063923682754123
child	spin	car	N	0.5220022374306968	0.5945981360613416	1.1166003734920384
child	steal	cake	P	0.4163388471998083	0.5175821940704273	0.9339210412702356
child	steal	air	N	0.3921089991251549	0.5271365037899924	0.9192455029151474
child	swallow	pen	P	0.3928339394647952	0.485735168541916	0.8785691080067113
child	swallow	pillow	N	0.47747435682110156	0.5291547567423875	1.006629113563489
child	throw	cup	P	0.39013243917116014	0.4958434687217487	0.8859759078929088
child	throw	vapor	N	0.34085629645616855	0.517824033022118	0.8586803294782865
child	tug	chair	P	0.48382850311314324	0.5214622187360116	1.005290721849155
child	tug	car	N	0.4854231804881878	0.5945981360613416	1.0800213165495294
child	wear	cloth	P	0.5404265693618056	0.5633915371841584	1.103818106545964
child	wear	tent	N	0.3859396117892491	0.4746113706439149	0.8605509824331641
child	whisk	dust	P	0.3807864948538884	0.5353161255419484	0.9161026203958368
child	whisk	spatula	N	0.4901084551905935	0.38631703791618555	0.876425493106779
chisel	etch	house	P	0.3402155919734071		0.3402155919734071
chisel	etch	table	N	0.30266305709579777		0.30266305709579777
chisel	scrape	table	P	0.3764636329566613		0.3764636329566613
chisel	scrape	oil	N	0.3493519979869546		0.3493519979869546
claw	rip	wool	P	0.3125865792103418		0.3125865792103418
claw	rip	water	N	0.3381023352968373		0.3381023352968373
claw	seize	beans	P	0.23221843580843163		0.23221843580843163
claw	seize	air	N	0.37508550060225687		0.37508550060225687
cloth	absorb	oil	P	0.44384197603424924		0.44384197603424924
cloth	absorb	concrete	N	0.41493700578980713		0.41493700578980713
cloth	erase	cream	P	0.3942454317942617		0.3942454317942617
cloth	erase	house	N	0.4364466544222677		0.4364466544222677
cloth	mask	table	P	0.42510154015809787		0.42510154015809787
cloth	mask	building	N	0.4033487317903557		0.4033487317903557
clown	bite	chair	P	0.39632378684000574		0.39632378684000574
clown	bite	water	N	0.4272930497304533		0.4272930497304533
clown	clean	boat	P	0.434528159990335		0.434528159990335
clown	clean	mud	N	0.47829789130520317		0.47829789130520317
clown	sew	blanket	P	0.36219065479802826		0.36219065479802826
clown	sew	paper	N	0.37020595232859654		0.37020595232859654
club	crush	egg	P	0.3553318346243806	0.4895994868103587	0.8449313214347394
club	crush	water	N	0.41337008730106983	0.5225110209133372	0.9358811082144071
cow	open	wardrobe	P	0.31009469258190153	0.41330790360312736	0.7234025961850289
cow	open	cream	N	0.4498844616820225	0.5704510285124678	1.0203354901944903
crane	lift	bar	P	0.3235041518693541	0.3573874912266541	0.6808916430960081
crane	lift	paper	N	0.3017409881966818	0.45951749082812	0.7612584790248018
crow	snatch	beans	P	0.34549061402812903		0.34549061402812903
crow	snatch	air	N	0.41501665801920357		0.41501665801920357
cup	pour	rice	P	0.40467017348343204	0.4993656756801353	0.9040358491635674
cup	pour	cloud	N	0.3300477451928189	0.4127591336837337	0.7428068788765525
dagger	mince	paper	P	0.39887177662478146		0.39887177662478146
dagger	mince	vapor	N	0.339234658737581		0.339234658737581
dentist	chafe	chef	P	0.27717898476274405	0.44198821064905647	0.7191671954118005
dentist	chafe	moon	N	0.21864965386898194	0.4594834596307239	0.6781331134997058
desert	absorb	water	P	0.5337377126433202	0.498827724660097	1.0325654373034172
desert	absorb	rubber	N	0.379205310764905	0.3596100430381713	0.7388153538030763
desk	hit	bowling	P	0.3312068832724055	0.35231708442261406	0.6835239676950196
desk	hit	cloud	N	0.33499153048968444	0.4774147851076448	0.8124063155973292
dog	carry	scissors	P	0.3685060826555081	0.5192802723308736	0.8877863549863817
dog	carry	house	N	0.49319840444721375	0.6170218711399447	1.1102202755871584
dog	climb	stairs	P	0.5454165514863636	0.46983498395507167	1.0152515354414353
dog	climb	cake	N	0.44149420104573406	0.5329901561803768	0.9744843572261108
dog	close	door	P	0.49939524375694655	0.5466212096284638	1.0460164533854104
dog	close	chair	N	0.3943319602018038	0.5232920146164057	0.9176239748182096
dog	damage	chair	P	0.4148232115287522	0.5232920146164057	0.938115226145158
dog	damage	hill	N	0.4257769440648371	0.5280804068971244	0.9538573509619616
dog	destroy	pillow	P	0.4144391559610191	0.5845773734647112	0.9990165294257303
dog	destroy	rain	N	0.38107895282213916	0.5323625527352337	0.9134415055573728
dog	exhale	fume	P	0.38552922989858596	0.33787648700931255	0.7234057169078985
dog	exhale	feather	N	0.36934255211144773	0.53316424968406	0.9025068017955077
dog	fold	silk	P	0.4295091526863098	0.5430355560223307	0.9725447087086405
dog	fold	table	N	0.4829563585446875	0.5169023203760047	0.9998586789206922
dog	haul	cat	P	0.6073154584922108	0.7114912409297528	1.3188066994219636
dog	haul	wind	N	0.4034071906440183	0.5445821759595978	0.9479893666036161
dog	lick	tongue	P	0.5312960592799352	0.5813642361043312	1.1126602953842664
dog	lick	wind	N	0.38488250323905504	0.5445821759595978	0.9294646791986528
dog	puff	vapor	P	0.5181471141501196	0.5222826608931488	1.0404297750432683
dog	puff	milk	N	0.47458948127640027	0.5773453643562917	1.051934845632692
dog	shake	monkey	P	0.5380714095891335	0.6185536394883498	1.1566250490774834
dog	shake	elephant	N	0.4081374632697731	0.591959795391665	1.000097258661438
dog	steal	pebbles	P	0.35748792730084306	0.507356580748031	0.864844508048874
dog	steal	elephant	N	0.4056929767362626	0.591959795391665	0.9976527721279276
dog	stretch	dough	P	0.4700758047282453	0.5253551811448464	0.9954309858730916
dog	stretch	table	N	0.4111861411146326	0.5169023203760047	0.9280884614906373
dog	yank	trash	P	0.4801989293741859	0.533144763904636	1.013343693278822
dog	yank	butterfly	N	0.32686244983856527	0.49777453674843286	0.8246369865869981
donkey	kick	sand	P	0.4775474166612889		0.4775474166612889
donkey	kick	milk	N	0.4413116765727437		0.4413116765727437
elephant	haul	truck	P	0.5899840749784213	0.580958271412241	1.1709423463906623
elephant	haul	nail	N	0.3844979119231016	0.38711886815254914	0.7716167800756508
elephant	heave	log	P	0.39661370516264144	0.39968068773481646	0.796294392897458
elephant	heave	pen	N	0.3973307182987478	0.4856393655179775	0.8829700838167253
elephant	move	horse	P	0.5565933946782445	0.6072346083784417	1.163828003056686
elephant	move	ocean	N	0.4174628085783738	0.5581260337001859	0.9755888422785597
elephant	pull	house	P	0.4499741482085011	0.575545868564223	1.025520016772724
elephant	pull	leaf	N	0.4661576357425921	0.5775926905636247	1.043750326306217
elephant	roll	rock	P	0.6302710481109758	0.5675866155187951	1.1978576636297709
elephant	roll	house	N	0.49046767281229964	0.575545868564223	1.0660135413765226
elephant	rotate	car	P	0.40023079079095203	0.5936822440156314	0.9939130348065834
elephant	rotate	sand	N	0.444175333452298	0.5058524268693579	0.9500277603216559
elephant	shake	house	P	0.47372389538143533	0.575545868564223	1.0492697639456583
elephant	shake	air	N	0.4026151812642621	0.4508256022197064	0.8534407834839686
elephant	spin	car	P	0.48145293557410584	0.5936822440156314	1.0751351795897373
elephant	spin	air	N	0.4171767543783311	0.4508256022197064	0.8680023565980375
elephant	squash	bus	P	0.41870558720624446	0.4924629635790248	0.9111685507852693
elephant	squash	water	N	0.4938355802421882	0.5743217257645566	1.0681573060067449
elephant	stomp	girl	P	0.4434647760094941	0.5888088142622956	1.0322735902717897
elephant	stomp	air	N	0.3698945206309446	0.4508256022197064	0.820720122850651
elephant	stroke	tree	P	0.4582887954631108	0.6835683949467048	1.1418571904098156
elephant	stroke	pea	N	0.4250622339685566	0.48609936228867917	0.9111615962572357
elephant	swallow	girl	P	0.448790349564394	0.5888088142622956	1.0375991638266897
elephant	swallow	skyscraper	N	0.34576642079118636	0.43728014301089146	0.7830465638020778
elephant	tug	truck	P	0.5070079035938173	0.580958271412241	1.0879661750060583
elephant	tug	pin	N	0.4185011982606821	0.4344603734212605	0.8529615716819425
elephant	vomit	rabbit	P	0.4589416498395745	0.5375773134526611	0.9965189632922355
elephant	vomit	boat	N	0.46004984215685585	0.5861719094752399	1.0462217516320957
eraser	erase	rust	P	0.3343380832655589		0.3343380832655589
eraser	erase	water	N	0.30661712165794763		0.30661712165794763
faucet	squirt	water	P	0.6223535678072879		0.6223535678072879
faucet	squirt	pumpkin	N	0.35760185147032864		0.35760185147032864
finger	hang	rabbit	P	0.3606487480456405	0.5127666555870827	0.8734154036327232
finger	hang	mud	N	0.42292019000060393	0.5335274108667226	0.9564476008673266
finger	hook	cup	P	0.3626470958273501	0.47307086619393135	0.8357179620212815
finger	hook	lion	N	0.3399887348768694	0.4193172801098443	0.7593060149867137
finger	rub	potato	P	0.38975994756222254	0.5313305251392405	0.921090472701463
finger	rub	air	N	0.40177122620800915	0.5249140008745785	0.9266852270825876
finger	scratch	mud	P	0.4776038198869371	0.5335274108667226	1.0111312307536597
finger	scratch	milk	N	0.346212088244097	0.46790763963501575	0.8141197278791128
finger	stroke	cup	P	0.41422220887254807	0.47307086619393135	0.8872930750664794
finger	stroke	vapor	N	0.36736072210923165	0.4801150186217533	0.847475740730985
finger	tap	door	P	0.4659711659308807	0.5844503287591185	1.0504214946899992
finger	tap	water	N	0.4960488837216363	0.5545785827419	1.0506274664635362
finger	tick	dog	P	0.4480624283372015	0.5217371523958445	0.969799580733046
finger	tick	tree	N	0.3742863653439566	0.5159221913673149	0.8902085567112714
fist	break	hand	P	0.6177422794051448		0.6177422794051448
fist	break	rock	N	0.47487685370328125		0.47487685370328125
fist	tap	finger	P	0.589673206340163		0.589673206340163
fist	tap	wind	N	0.40247559464272525		0.40247559464272525
food	poison	bird	P	0.4512931389866371	0.5541071970981174	1.0054003360847545
food	poison	table	N	0.44460194512956813	0.5193447645679566	0.9639467096975247
foot	squash	ant	P	0.4398298411726552	0.5125563168231797	0.9523861579958349
foot	squash	tree	N	0.4632355533477965	0.5459949741187019	1.0092305274664983
fox	snatch	pen	P	0.43213340687463475	0.48357864890449637	0.9157120557791312
fox	snatch	lion	N	0.48587485682925313	0.5799788968144418	1.065853753643695
freezer	chill	juice	P	0.4313091898266063		0.4313091898266063
freezer	chill	ice	N	0.578832815630691		0.578832815630691
girl	burn	shirt	P	0.46279292814724976	0.6790138362331972	1.141806764380447
girl	burn	desert	N	0.42995326940034106	0.5050582890356106	0.9350115584359516
girl	capsize	turtle	P	0.46850472072410315	0.5247195579252969	0.9932242786494001
girl	capsize	lion	N	0.3765906793731352	0.4982099215570508	0.874800600930186
girl	catch	dentist	P	0.36403453101461547	0.44744649568122724	0.8114810266958428
girl	catch	desert	N	0.3465151814465744	0.5050582890356106	0.8515734704821849
girl	chew	dust	P	0.44175233389399904	0.5174215618095148	0.9591738957035139
girl	chew	laptop	N	0.4056817771570177	0.5519811133508777	0.9576628905078954
girl	choke	dog	P	0.48701504425214476	0.5554361656678947	1.0424512099200394
girl	choke	elephant	N	0.4385085020186049	0.49743362558340004	0.935942127602005
girl	chop	monkey	P	0.5339775931865053	0.5621112328114157	1.0960888259979211
girl	chop	smoke	N	0.39478536092963545	0.502565548711047	0.8973509096406824
girl	clench	hand	P	0.5312401554665949	0.5334906956123612	1.0647308510789562
girl	clench	water	N	0.4291620405654799	0.5638960775932832	0.9930581181587631
girl	climb	skyscraper	P	0.44845876078809854	0.48246523274558806	0.9309239935336866
girl	climb	oil	N	0.39282498911556346	0.4892730860152788	0.8820980751308423
girl	clip	dog	P	0.5435643265710082	0.5554361656678947	1.0990004922389027
girl	clip	oil	N	0.3776297428485999	0.4892730860152788	0.8669028288638787
girl	close	book	P	0.46074884678156686	0.618503769920306	1.0792526167018728
girl	close	rock	N	0.4138942641603513	0.5796919231563649	0.9935861873167162
girl	construct	building	P	0.5658494530622495	0.5723310368375039	1.1381804898997534
girl	construct	cream	N	0.4064895836864054	0.540079522902172	0.9465691065885774
girl	cook	fish	P	0.5382499480439754	0.5655677339934237	1.1038176820373993
girl	cook	spatula	N	0.46045823117443285	0.4103764187343932	0.870834649908826
girl	create	infant	P	0.4616446479329652	0.5234146766359936	0.9850593245689588
girl	create	air	N	0.4129972706602062	0.5165302198768575	0.9295274905370637
girl	crop	paper	P	0.44174713270455257	0.5513203440786258	0.9930674767831784
girl	crop	air	N	0.39309053835321156	0.5165302198768575	0.909620758230069
girl	crush	infant	P	0.454914963604195	0.5234146766359936	0.9783296402401886
girl	crush	pillow	N	0.4861090235380206	0.5878148397274591	1.0739238632654797
girl	damage	cup	P	0.37128810477643004	0.5262089641741133	0.8974970689505434
girl	damage	wind	N	0.4650783262607307	0.5538629468559317	1.0189412731166625
girl	drain	water	P	0.5531887839106788	0.5638960775932832	1.1170848615039621
girl	drain	ocean	N	0.45679068573525383	0.5168399296875671	0.9736306154228209
girl	drink	beer	P	0.6667750151288014	0.5206809332266782	1.1874559483554796
girl	drink	ocean	N	0.4615612610613213	0.5168399296875671	0.9784011907488883
girl	drive	tractor	P	0.48753278668509553	0.5296759922660397	1.0172087789511353
girl	drive	elephant	N	0.404728484996792	0.49743362558340004	0.902162110580192
girl	drop	water	P	0.5073138514296951	0.5638960775932832	1.0712099290229782
girl	drop	car	N	0.46559585138740595	0.6188512065905143	1.0844470579779202
girl	enter	house	P	0.52987269794795	0.6293754028145525	1.1592481007625026
girl	enter	cup	N	0.417809742201404	0.5262089641741133	0.9440187063755173
girl	erect	wall	P	0.5055386192496747	0.5529801139425715	1.0585187331922463
girl	erect	water	N	0.40704322439024077	0.5638960775932832	0.970939301983524
girl	fry	turtle	P	0.4681183251356051	0.5247195579252969	0.9928378830609019
girl	fry	air	N	0.39662583269855406	0.5165302198768575	0.9131560525754117
girl	grope	stranger	P	0.5241445612348616	0.5343050022947178	1.0584495635295794
girl	grope	oil	N	0.3647089824434235	0.4892730860152788	0.8539820684587023
girl	kill	dog	P	0.5110233576696671	0.5554361656678947	1.0664595233375618
girl	kill	book	N	0.4622873042324275	0.618503769920306	1.0807910741527333
girl	pluck	potato	P	0.38338424280114536	0.534315176369054	0.9176994191701994
