SUBJECT	VERB	OBJECT	LOCATION	typicality	mean_rat	std_rat	LM	sentence	computed_score	best_completions	baseline_score
surgeon	examine	patient	hospital	T	6.55	1.32	at	The surgeon examined the patient at the hospital .	0.08578438311815262	bedside_(0.2759255);hospital_(0.08578438);hip_(0.05849339);chest_(0.038659483);table_(0.03585166);	2.6729803721536882e-06
policeman	check	bag	airport	T	5.95	1.32	at	The policeman checked the bag at the airport .	0.008630861528217793	door_(0.18456358);desk_(0.073977694);gate_(0.057601966);bottom_(0.05199315);front_(0.04255862);	1.559012343932409e-05
chemist	mix	substance	laboratory	T	6.65	1.11	in	The chemist mixed the substance in the laboratory .	0.005423545837402344	water_(0.15699778);glass_(0.074787356);mixture_(0.043475766);pot_(0.041163795);drink_(0.022064596);	2.524144292692654e-06
cyclist	complete	race	peak	T	4.2	2.2	on	The cyclist completed the race on the peak .	1.0438905064802384e-06	road_(0.37784222);descent_(0.1261866);podium_(0.09476056);climb_(0.04075636);stage_(0.028374564);	6.921823660377413e-05
botanist	examine	plant	greenhouse	T	6.05	1.2	in	The botanist examined the plant in the greenhouse .	0.02902338095009327	laboratory_(0.18850742);field_(0.060399942);morning_(0.041626245);garden_(0.040622946);dark_(0.037984643);	2.3839766072342172e-05
engineer	complete	project	office	T	6.1	0.99	in	The engineer completed the project in the office .	0.0011333584552630782	1990s_(0.090264134);1980s_(0.08288848);1970s_(0.07298395);summer_(0.07096862);morning_(0.06973688);	3.3747837733244523e-05
passenger	buy	ticket	station	T	6.55	0.86	at	The passenger bought the ticket at the station .	0.4861464202404022	station_(0.48614642);gate_(0.07024299);terminal_(0.03381277);airport_(0.033056248);counter_(0.026357304);	0.00024611596018075943
porter	carry	bag	room	T	4.25	2.61	in	The porter carried the bag in the room .	0.02117982693016529	back_(0.16828325);carriage_(0.05769344);car_(0.056179352);cart_(0.048126906);backseat_(0.028929712);	2.251628575322684e-05
priest	celebrate	marriage	church	T	6.15	1.39	in	The priest celebrated the marriage in the church .	0.43189534544944763	church_(0.43189535);chapel_(0.12774938);temple_(0.065960295);village_(0.028567577);cathedral_(0.0224364);	7.089143036864698e-05
scoutmaster	assemble	tent	forest	T	6.4	0.66	in	The scoutmaster assembled the tent in the forest .	0.015666203573346138	morning_(0.18058906);afternoon_(0.11935388);woods_(0.07927795);clearing_(0.03927381);camp_(0.035637468);	8.13297156128101e-05
soldier	gather	ammunition	armory	T	6.2	1.36	in	The soldier gathered the ammunition in the armory .			
musician	entertain	crowd	theater	T	6.4	1.36	in	The musician entertained the crowd in the theater .	0.01818923093378544	hall_(0.043236084);background_(0.042415958);streets_(0.04007797);park_(0.031665064);audience_(0.03084732);	4.870238626608625e-06
fisherman	catch	fish	sea	T	6.7	1.1	in	The fisherman caught the fish in the sea .	0.09726182371377945	river_(0.14236169);sea_(0.09726182);lake_(0.08082668);water_(0.062910125);pond_(0.039670907);	7.358133734669536e-05
soldier	dig	trench	battlefield	T	5.7	1.76	in	The soldier dug the trench in the battlefield .	0.00047303654719144106	ground_(0.11365791);dirt_(0.07715684);mud_(0.04015308);sand_(0.036747504);snow_(0.033562083);	4.51781170340837e-06
child	draw	flower	school	T	6.35	1.01	at	The child drew the flower at the school .	0.0010411411058157682	bottom_(0.1311186);top_(0.1181106);end_(0.0912279);center_(0.04988366);window_(0.035171457);	2.908741771534551e-05
singer	hold	microphone	stage	T	6.75	0.62	on	The singer held the microphone on the stage .	0.04527030512690544	floor_(0.19881491);ground_(0.18728694);table_(0.11314831);stage_(0.045270305);wall_(0.023815744);	0.0001775141281541437
professor	deliver	lecture	university	T	6.65	0.65	at	The professor delivered the lecture at the university .	0.03914716839790344	ceremony_(0.1148501);inauguration_(0.079336815);event_(0.05271471);university_(0.03914717);end_(0.031691946);	0.00022432550031226128
soldier	celebrate	victory	battlefield	T	5.6	1.85	in	The soldier celebrated the victory in the battlefield .	0.0028029223904013634	village_(0.11754816);morning_(0.06618987);temple_(0.04630268);evening_(0.038593076);town_(0.030487271);	4.51781170340837e-06
carver	build	sculpture	workshop	T	6.2	0.75	in	The carver built the sculpture in the workshop .	0.021532101556658745	woods_(0.051277895);studio_(0.042472288);forest_(0.040089272);garden_(0.031279884);desert_(0.029406903);	2.2130796423880383e-05
philologist	examine	book	library	T	6.2	1.12	in	The philologist examined the book in the library .	0.20474910736083984	library_(0.2047491);morning_(0.090031415);laboratory_(0.026477572);evening_(0.025237838);museum_(0.025088286);	7.388794620055705e-05
spectator	buy	ticket	box-office	T	6.55	0.59	in	The spectator bought the ticket in the box-office .			
cook	clean	fish	kitchen	T	6.7	0.71	in	The cook cleaned the fish in the kitchen .	0.10515865683555603	kitchen_(0.10515866);oven_(0.102561735);sun_(0.07316613);morning_(0.058397077);pot_(0.03641791);	3.947937784687383e-06
mother	hang	laundry	terrace	T	5.65	1.24	in	The mother hung the laundry in the terrace .	1.7571186617715284e-05	closet_(0.20946813);bathroom_(0.118665494);shed_(0.10834476);laundry_(0.092744336);sink_(0.068500005);	3.964856659877114e-06
soldier	carry	rifle	battlefield	T	6.55	1.32	in	The soldier carried the rifle in the battlefield .	6.0761216445825994e-05	back_(0.14789443);hand_(0.10350544);front_(0.08076225);rear_(0.033385385);other_(0.031017361);	4.51781170340837e-06
actor	win	award	theater	T	5.6	1.43	in	The actor won the award in the theater .	0.001427392940968275	final_(0.1724875);end_(0.15667571);film_(0.07795662);ceremony_(0.06577797);category_(0.06443801);	4.870238626608625e-06
farmer	use	shovel	field	T	6.2	1.6	in	The farmer used the shovel in the field .	0.11338833719491959	field_(0.11338834);yard_(0.06952395);backyard_(0.06666227);morning_(0.051701058);garden_(0.035698522);	0.0001859042386058718
skater	ride	skateboard	sidewalk	T	6.15	1.49	on	The skater rode the skateboard on the sidewalk .	0.013057219795882702	ice_(0.28788114);ground_(0.05375397);track_(0.042364784);water_(0.036446616);beach_(0.036277425);	1.2369486285024323e-05
programmer	use	computer	office	T	6.65	1.11	in	The programmer used the computer in the office .	0.01918601430952549	background_(0.10889974);game_(0.09537208);studio_(0.04433945);study_(0.025320949);beginning_(0.023071967);	3.3747837733244523e-05
sailor	tie	rope	boat	T	6.2	1.5	on	The sailor tied the rope on the boat .	0.06456010788679123	boat_(0.06456011);hook_(0.033616867);tree_(0.029971259);mast_(0.028124128);pole_(0.026913991);	2.1915679099038243e-05
cook	mix	ingredients	kitchen	T	6.85	0.36	in	The cook mixed the ingredients in the kitchen .	0.02092299610376358	pot_(0.320357);dish_(0.14216894);oven_(0.07428266);soup_(0.055962358);pan_(0.036390785);	3.947937784687383e-06
policeman	hit	demonstrator	square	T	4.55	1.99	in	The policeman hit the demonstrator in the square .	1.0622455192788038e-05	head_(0.43675643);face_(0.2715964);stomach_(0.029234748);back_(0.029203733);forehead_(0.027730849);	0.001959527377039194
guard	tie	prisoner	jail	T	5.7	1.85	in	The guard tied the prisoner in the jail .	0.009640084579586983	cell_(0.12442528);chair_(0.09662114);cage_(0.07400228);corner_(0.06485557);room_(0.03638838);	4.103139417566126e-06
demonstrator	throw	stone	street	T	5.7	1.0	in	The demonstrator threw the stone in the street .	0.03789548948407173	air_(0.47431228);river_(0.044362538);water_(0.039217025);street_(0.03789549);face_(0.026980856);	8.011081808945164e-05
student	read	book	library	T	6.5	0.5	in	The student read the book in the library .	0.13318127393722534	classroom_(0.13491794);library_(0.13318127);class_(0.06190215);background_(0.039758895);room_(0.031068109);	0.0001510238362243399
pyromaniac	start	fire	forest	T	4.2	2.32	in	The pyromaniac started the fire in the forest .	0.019883856177330017	house_(0.14116107);basement_(0.03871729);apartment_(0.03350232);kitchen_(0.031089395);hotel_(0.031001965);	0.00013106255210004747
author	sign	book	bookshop	T	5.75	1.76	at	The author signed the book at the bookshop .			
horse	move	cart	field	T	5.1	1.79	in	The horse moved the cart in the field .	0.026702553033828735	morning_(0.06564385);distance_(0.06279714);darkness_(0.041001685);dark_(0.03781264);yard_(0.032972593);	0.0003437889681663364
businessman	wear	tie	office	T	6.45	1.2	in	The businessman wore the tie in the office .	0.021495437249541283	suit_(0.19964606);picture_(0.091046624);photo_(0.07024255);photograph_(0.04384007);mirror_(0.02991972);	3.3747837733244523e-05
doctor	visit	patient	clinic	T	6.1	1.34	at	The doctor visited the patient at the clinic .	0.02799871936440468	hospital_(0.75944805);clinic_(0.02799872);house_(0.019380316);hotel_(0.017751506);bedside_(0.009283855);	1.9704455098690232e-06
politician	sign	agreement	parliament	T	6.05	1.2	in	The politician signed the agreement in the parliament .	0.02800067700445652	morning_(0.110892996);house_(0.04750922);office_(0.030241985);parliament_(0.028000677);afternoon_(0.027036915);	3.1476876756642014e-05
gardener	push	mower	garden	T	6.05	1.91	in	The gardener pushed the mower in the garden .	0.12322601675987244	garden_(0.12322602);driveway_(0.093735926);yard_(0.09186333);distance_(0.03985487);grass_(0.031342767);	8.308436372317374e-05
guest	hold	drink	bar	T	6.05	1.2	in	The guest held the drink in the bar .	0.0007731055375188589	air_(0.42917556);hand_(0.13817057);glass_(0.1045726);light_(0.03160728);cup_(0.019267395);	0.00022853545669931918
businessman	read	report	office	T	6.65	0.57	in	The businessman read the report in the office .	0.008520836010575294	paper_(0.12882623);file_(0.07634376);newspaper_(0.056266114);papers_(0.04748282);computer_(0.02629114);	3.3747837733244523e-05
tourist	read	map	street	T	6.2	1.63	in	The tourist read the map in the street .	0.0023620605934411287	book_(0.19734167);paper_(0.0419294);box_(0.037243914);bag_(0.035581697);notebook_(0.032487724);	0.00010961492080241442
illusionist	perform	trick	circus	T	6.1	1.41	in	The illusionist performed the trick in the circus .	0.01079172920435667	audience_(0.06749734);dark_(0.039031547);air_(0.03184104);theater_(0.028683797);theatre_(0.026645852);	0.0002319899358553812
soldier	throw	bomb	battlefield	T	6.45	0.92	in	The soldier threw the bomb in the battlefield .	0.00014279509196057916	air_(0.101197764);street_(0.06540689);water_(0.043093625);river_(0.043042243);car_(0.033945434);	4.51781170340837e-06
librarian	stack	books	shelf	T	6.4	0.58	on	The librarian stacked the books on the shelf .	0.24029524624347687	shelf_(0.24029525);table_(0.20692039);desk_(0.16888286);counter_(0.15394098);shelves_(0.13462512);	6.716248321936291e-07
champion	hold	cup	podium	T	6.5	0.87	on	The champion held the cup on the podium .	0.14455904066562653	ground_(0.192913);podium_(0.14455904);field_(0.09316998);table_(0.06266732);floor_(0.046314973);	6.545402357005514e-06
porter	stack	suitcases	lobby	T	5.0	2.43	in	The porter stacked the suitcases in the lobby .	0.0060438839718699455	trunk_(0.33559465);back_(0.17829265);corner_(0.12354707);backseat_(0.065239415);middle_(0.013912731);	0.00010248567559756339
deejay	mix	music	discotheque	T	6.25	1.61	at	The deejay mixed the music at the discotheque .			
athlete	win	cup	stadium	T	5.45	1.63	in	The athlete won the cup in the stadium .	0.0011494291247799993	final_(0.5690964);end_(0.07900627);event_(0.05966522);finals_(0.042922247);competition_(0.017583868);	1.9115712348138914e-05
violinist	wear	tuxedo	theater	T	5.35	1.88	in	The violinist wore the tuxedo in the theater .	0.0030658135656267405	picture_(0.14893696);photo_(0.098418035);photograph_(0.07673479);film_(0.04968267);portrait_(0.049293637);	3.065799319301732e-06
tourist	ride	camel	desert	T	5.25	1.64	in	The tourist rode the camel in the desert .	0.2339913547039032	desert_(0.23399135);distance_(0.06467597);park_(0.05006755);rain_(0.04700447);morning_(0.030354792);	0.000112533823994454
spectator	watch	game	stadium	T	6.9	0.44	at	The spectator watched the game at the stadium .	0.1359047144651413	park_(0.1417575);stadium_(0.13590471);time_(0.04461704);field_(0.036370765);gate_(0.032982953);	2.3929575036163442e-05
hairstylist	wash	hair	salon	T	5.75	1.41	at	The hairstylist washed the hair at the salon .	0.80464768409729	salon_(0.8046477);sink_(0.03567105);bathroom_(0.013008784);spa_(0.01008046);mirror_(0.0077317);	2.1333728454919765e-06
lumberjack	stack	wood	truck	T	5.35	1.49	on	The lumberjack stacked the wood on the truck .	0.010850029066205025	table_(0.099199764);ground_(0.093560085);floor_(0.08773814);counter_(0.06293415);porch_(0.05157471);	4.540440204436891e-05
child	visit	grandmother	hospice	T	4.85	1.59	at	The child visited the grandmother at the hospice .			
teacher	use	blackboard	classroom	T	6.9	0.3	in	The teacher used the blackboard in the classroom .	0.6970623731613159	classroom_(0.6970624);room_(0.025668385);study_(0.02132553);hallway_(0.01756884);morning_(0.015425381);	6.31774537396268e-06
singer	perform	music	stage	T	6.6	0.97	on	The singer performed the music on the stage .	0.1033545508980751	show_(0.3556815);stage_(0.10335455);radio_(0.027293045);album_(0.025571264);night_(0.025559416);	0.0001775141281541437
doctor	sew	wound	clinic	T	5.65	1.42	in	The doctor sewed the wound in the clinic .	0.0006518996669910848	bandage_(0.12591319);back_(0.060784195);cloth_(0.03741364);arm_(0.024906062);shirt_(0.023688074);	3.0943833735364024e-06
chemist	sell	drug	pharmacy	T	5.6	1.74	at	The chemist sold the drug at the pharmacy .	0.046561360359191895	market_(0.08012853);bar_(0.05355736);pharmacy_(0.04656136);store_(0.04184454);auction_(0.041762177);	3.917711666190371e-08
climber	use	rope	mountain	T	6.3	1.42	on	The climber used the rope on the mountain .	0.010714024305343628	top_(0.06290635);ground_(0.051979743);left_(0.036030494);wall_(0.030282613);bottom_(0.028906096);	2.656169090187177e-05
professor	open	congress	university	T	5.1	1.79	at	The professor opened the congress at the university .	0.049290236085653305	university_(0.049290236);museum_(0.040795915);library_(0.03640529);palace_(0.033530515);hall_(0.031561907);	0.00022432550031226128
violinist	play	violin	theater	T	5.4	2.03	in	The violinist played the violin in the theater .	0.0011439193040132523	orchestra_(0.52518165);background_(0.071489535);film_(0.024008626);opera_(0.017954454);song_(0.014581744);	4.870238626608625e-06
passenger	pass	check	airport	T	4.15	2.22	at	The passenger passed the check at the airport .	0.012075413018465042	counter_(0.2547782);desk_(0.20185123);gate_(0.08174573);door_(0.062144764);table_(0.053128425);	1.559012343932409e-05
sailor	mop	deck	boat	T	6.3	1.23	on	The sailor mopped the deck on the boat .	0.006022196728736162	way_(0.2805039);morning_(0.05957204);night_(0.046227057);day_(0.03885068);second_(0.013905795);	2.8337512048892677e-05
surgeon	perform	surgery	hospital	T	6.45	1.32	at	The surgeon performed the surgery at the hospital .	0.41059359908103943	hospital_(0.4105936);hotel_(0.06928675);house_(0.032986253);clinic_(0.02535297);airport_(0.018890422);	2.6729803721536882e-06
passenger	pull	suitcase	station	T	6.25	1.13	at	The passenger pulled the suitcase at the station .	0.00012876685650553554	door_(0.124361426);back_(0.10041518);curb_(0.06797827);handle_(0.044701554);side_(0.03716829);	0.00024611596018075943
waiter	prepare	drink	bar	T	6.15	1.62	in	The waiter prepared the drink in the bar .	0.009680233895778656	kitchen_(0.42669734);restaurant_(0.03257059);lounge_(0.031260937);microwave_(0.022833962);parlor_(0.021894049);	0.00022853545669931918
farmer	pick	vegetables	greenhouse	T	4.75	2.14	in	The farmer picked the vegetables in the greenhouse .	0.009825827553868294	fields_(0.28841195);garden_(0.2596615);field_(0.17336456);yard_(0.02091823);morning_(0.017100485);	2.3839766072342172e-05
guard	open	jail	prison	T	6.35	0.91	in	The guard opened the jail in the prison .	0.005499450955539942	morning_(0.4768126);afternoon_(0.07980651);night_(0.07387944);evening_(0.02694401);courtyard_(0.016895205);	3.0434275686275214e-06
terrorist	release	hostage	desert	T	4.15	1.31	in	The terrorist released the hostage in the desert .	0.0017651892267167568	helicopter_(0.112953424);car_(0.06260116);hospital_(0.032899924);process_(0.030173741);morning_(0.029321129);	0.00011086207814514637
cameraman	record	video	set	T	6.35	1.01	on	The cameraman recorded the video on the set .	0.05022262781858444	spot_(0.11167505);set_(0.050222628);phone_(0.03929539);camera_(0.03305673);fly_(0.031459317);	0.00293038715608418
customer	read	menu	restaurant	T	6.65	0.91	at	The customer read the menu at the restaurant .	0.0027499133720993996	counter_(0.59698606);table_(0.10019813);bar_(0.04359809);window_(0.033892985);door_(0.026668089);	1.989476913877297e-06
nurse	push	wheelchair	hospital	T	5.9	1.37	at	The nurse pushed the wheelchair at the hospital .	0.00243038940243423	door_(0.2809727);bed_(0.064402595);table_(0.06286567);desk_(0.04528252);patient_(0.03475194);	2.6729803721536882e-06
nurse	wash	infant	hospital	T	6.15	1.56	at	The nurse washed the infant at the hospital .	0.003916638903319836	sink_(0.59854984);basin_(0.07523297);bath_(0.028592682);table_(0.023213075);stream_(0.020110099);	2.6729803721536882e-06
binman	pick	trash	street	T	6.25	1.13	in	The binman picked the trash in the street .	0.10623462498188019	street_(0.106234625);corner_(0.09664898);alley_(0.03629989);kitchen_(0.035771925);yard_(0.03306539);	0.00015759661619085819
student	pass	exam	university	T	6.35	1.01	at	The student passed the exam at the university .	0.181354358792305	school_(0.27498314);university_(0.18135436);college_(0.09425226);Gymnasium_(0.08922935);College_(0.06237547);	0.00022432550031226128
singer	record	song	studio	T	6.95	0.22	in	The singer recorded the song in the studio .	0.3640269935131073	studio_(0.364027);UK_(0.067246646);1980s_(0.05342108);1990s_(0.05129813);Netherlands_(0.04753926);	1.61290772666689e-05
smuggler	sell	weapon	black-market	T	6.1	0.94	on	The smuggler sold the weapon on the black-market .			
soldier	wear	helmet	battlefield	T	6.8	0.4	in	The soldier wore the helmet in the battlefield .	0.002810233272612095	field_(0.13077807);photo_(0.05425397);parade_(0.04145219);photograph_(0.033836585);picture_(0.029021315);	4.51781170340837e-06
surfer	wear	swimsuit	beach	T	6.5	0.92	at	The surfer wore the swimsuit at the beach .	0.32164713740348816	beach_(0.32164714);time_(0.14312835);end_(0.07757117);moment_(0.029107254);wedding_(0.01919748);	2.4007633328437805e-05
bodybuilder	lift	weight	gym	T	5.25	2.28	at	The bodybuilder lifted the weight at the gym .	0.012650491669774055	end_(0.13020024);start_(0.044505384);event_(0.043331817);competition_(0.030443233);pole_(0.023801465);	1.412925121258013e-05
dog	pull	sled	mountain	T	4.4	1.91	up	The dog pulled the sled up the mountain .	0.022024305537343025	hill_(0.28095374);slope_(0.24146317);ramp_(0.06101257);bank_(0.041794986);path_(0.032302175);	2.656169090187177e-05
child	throw	snowball	courtyard	T	5.25	1.92	in	The child threw the snowball in the courtyard .	0.0003995893057435751	air_(0.7815231);face_(0.024594542);sky_(0.011633593);fire_(0.010448673);fireplace_(0.007880253);	3.618924165493809e-05
undertaker	dig	grave	cemetery	T	6.55	0.97	in	The undertaker dug the grave in the cemetery .	0.03403756767511368	garden_(0.20063168);woods_(0.062311076);morning_(0.04973063);afternoon_(0.037124705);backyard_(0.03582916);	3.838405609712936e-05
student	wear	jeans	pub	T	6.05	0.86	in	The student wore the jeans in the pub .	0.00023259020235855132	picture_(0.13258097);photo_(0.12056401);photograph_(0.05503166);classroom_(0.054413714);morning_(0.023608722);	1.2773502930940595e-06
housewife	clean	table	kitchen	T	6.95	0.22	in	The housewife cleaned the table in the kitchen .	0.5482646822929382	kitchen_(0.5482647);morning_(0.14541109);afternoon_(0.050355155);evening_(0.024530848);mornings_(0.021655066);	3.66619678970892e-06
mechanic	fix	tire	garage	T	6.65	0.65	in	The mechanic fixed the tire in the garage .	0.14210109412670135	garage_(0.1421011);car_(0.081037916);morning_(0.06318411);back_(0.058057584);truck_(0.04406972);	1.0195766662945971e-05
dog	dig	hole	garden	T	6.45	0.8	in	The dog dug the hole in the garden .	0.009207889437675476	ground_(0.2289482);dirt_(0.08667819);floor_(0.08052949);snow_(0.060423132);sand_(0.041047838);	9.991141996579245e-05
artist	hang	picture	gallery	T	6.55	0.86	in	The artist hung the picture in the gallery .	0.1373019814491272	gallery_(0.13730198);hall_(0.05700637);attic_(0.05662492);studio_(0.04524178);window_(0.043098386);	9.72806560639583e-07
musician	hold	guitar	stage	T	6.8	0.4	on	The musician held the guitar on the stage .	0.044115178287029266	ground_(0.15979724);floor_(0.15200801);table_(0.08553534);stand_(0.047500238);stage_(0.04411518);	0.0001775141281541437
journalist	write	article	newsroom	T	6.6	0.49	in	The journalist wrote the article in the newsroom .			
dog	chase	ball	park	T	6.5	0.59	at	The dog chased the ball at the park .	0.010200772434473038	net_(0.13562903);goal_(0.115836866);fence_(0.057670157);ball_(0.041218065);wall_(0.040079594);	4.0063059714157134e-05
soldier	hang	rifle	armory	T	6.0	0.77	in	The soldier hung the rifle in the armory .			
painter	paint	picture	square	T	5.8	0.98	in	The painter painted the picture in the square .	0.00667177140712738	church_(0.101256);morning_(0.08410018);studio_(0.057185743);chapel_(0.046238188);afternoon_(0.04621888);	0.0009366368758492172
gardener	gather	grass	garden	T	6.7	0.56	in	The gardener gathered the grass in the garden .	0.3889789283275604	garden_(0.38897893);yard_(0.15656748);courtyard_(0.11592644);backyard_(0.08154748);field_(0.019557027);	0.00011931100743822753
cheerleader	shake	flag	stadium	T	5.95	1.24	in	The cheerleader shook the flag in the stadium .	5.283061909722164e-05	air_(0.9788619);breeze_(0.003774385);wind_(0.0035586166);dirt_(0.0012666042);sand_(0.0010610736);	2.3929575036163442e-05
sculptor	carve	stone	workshop	T	5.85	1.53	in	The sculptor carved the stone in the workshop .	0.0016995741752907634	church_(0.08970347);garden_(0.08014646);courtyard_(0.0671004);park_(0.04168763);chapel_(0.041243784);	2.003073677769862e-05
teenager	hear	music	bus	T	5.95	0.8	on	The teenager heard the music on the bus .	0.0006296681240200996	radio_(0.6975707);stereo_(0.13706107);TV_(0.02380175);television_(0.02177086);speakers_(0.013228516);	2.9297778382897377e-05
ant	stack	supply	burrow	T	5.2	1.83	in	The ant stacked the supply in the burrow .			
mother	push	stroller	sidewalk	T	5.6	1.85	on	The mother pushed the stroller on the sidewalk .	0.06622916460037231	floor_(0.19630128);ground_(0.11315394);sidewalk_(0.066229165);lawn_(0.039281227);bed_(0.03361693);	7.731588084425312e-06
spectator	hear	speech	auditorium	T	6.4	0.97	in	The spectator heard the speech in the auditorium .	0.011190986260771751	background_(0.15256289);audience_(0.10989112);crowd_(0.040029842);ear_(0.036597498);microphone_(0.031567372);	2.4196197045966983e-06
gardener	decorate	garden	mansion	T	4.9	1.79	in	The gardener decorated the garden in the mansion .	0.0006359676481224597	1950s_(0.09270548);1920s_(0.089279145);1930s_(0.08641522);1880s_(0.083269864);1870s_(0.06535391);	2.3605271053384058e-05
cook	check	grocery	pantry	T	5.65	1.62	in	The cook checked the grocery in the pantry .			
