SUBJECT	VERB	OBJECT	LOCATION	typicality	mean_rat	std_rat	LM	sentence	computed_score	best_completions	baseline_score
president	deliver	speech	parliament	T	6.3	1.31	in	The president delivered the speech in the parliament .	8.664319466333836e-05	Senate_(0.30839366);Capitol_(0.123191044);Oval_(0.08338354);House_(0.07360846);Philippines_(0.05068167);	4.491067500111967e-07
lumberjack	cut	tree	forest	T	6.55	1.16	in	The lumberjack cut the tree in the forest .	0.06691347062587738	foreground_(0.0670402);forest_(0.06691347);photo_(0.050959878);fall_(0.038766455);backyard_(0.034964904);	1.2155996387264167e-07
policeman	capture	thief	street	T	6.3	1.35	in	The policeman captured the thief in the street .	0.020257841795682907	act_(0.22121024);car_(0.10856078);process_(0.024883091);video_(0.02059311);street_(0.020257842);	3.284759486632538e-06
veterinarian	examine	dog	clinic	T	6.5	1.24	at	The veterinarian examined the dog at the clinic .	0.012969057075679302	scene_(0.65688455);hospital_(0.06890892);shelter_(0.021099174);time_(0.019052064);home_(0.016884862);	3.0137211837200084e-08
monkey	grab	banana	zoo	T	6.2	0.75	at	The monkey grabbed the banana at the zoo .	0.012166809290647507	end_(0.20134512);bottom_(0.045207422);top_(0.030408308);time_(0.02510927);entrance_(0.024211178);	2.3509338120675238e-07
burglar	climb	wall	garden	T	4.95	2.04	in	The burglar climbed the wall in the garden .	0.01668478362262249	video_(0.10049668);basement_(0.070319824);photo_(0.057635363);backyard_(0.053913616);alley_(0.037634753);	4.551279175757372e-08
surgeon	examine	patient	hospital	T	6.55	1.32	at	The surgeon examined the patient at the hospital .	0.625501811504364	hospital_(0.6255018);scene_(0.10243027);time_(0.06953447);surgery_(0.02236343);clinic_(0.01678154);	9.70906398833904e-07
policeman	check	bag	airport	T	5.95	1.32	at	The policeman checked the bag at the airport .	0.06895428895950317	checkpoint_(0.2762228);airport_(0.06895429);entrance_(0.048953768);gate_(0.042898886);scene_(0.038022984);	5.614567726297537e-07
chemist	mix	substance	laboratory	T	6.65	1.11	in	The chemist mixed the substance in the laboratory .	0.13112497329711914	laboratory_(0.13112497);solution_(0.05265349);water_(0.051442213);solvent_(0.032499935);lab_(0.029554753);	1.1197118254813176e-07
cyclist	complete	race	peak	T	4.2	2.2	on	The cyclist completed the race on the peak .	2.8758589905919507e-05	bike_(0.08624312);road_(0.076270886);track_(0.049691033);weekend_(0.036543276);course_(0.03521808);	6.858647907392879e-07
botanist	examine	plant	greenhouse	T	6.05	1.2	in	The botanist examined the plant in the greenhouse .	0.04410071671009064	lab_(0.20650843);laboratory_(0.20479041);field_(0.056582175);greenhouse_(0.044100717);microscope_(0.043825846);	4.73844124826428e-07
engineer	complete	project	office	T	6.1	0.99	in	The engineer completed the project in the office .	0.0024837558157742023	fall_(0.1316023);summer_(0.121639356);spring_(0.11445632);end_(0.04576177);winter_(0.027158914);	6.591649707843317e-06
passenger	buy	ticket	station	T	6.55	0.86	at	The passenger bought the ticket at the station .	0.43489447236061096	station_(0.43489447);airport_(0.092683434);gate_(0.06506731);counter_(0.06263959);terminal_(0.030369429);	4.754255087391357e-07
porter	carry	bag	room	T	4.25	2.61	in	The porter carried the bag in the room .	0.009155649691820145	back_(0.06105545);street_(0.0521769);carriage_(0.047138438);morning_(0.044964887);taxi_(0.031189784);	1.944531788922177e-07
priest	celebrate	marriage	church	T	6.15	1.39	in	The priest celebrated the marriage in the church .	0.44519972801208496	church_(0.44519973);chapel_(0.07293932);temple_(0.049355097);cathedral_(0.041326705);synagogue_(0.028539816);	5.5357122619170696e-06
scoutmaster	assemble	tent	forest	T	6.4	0.66	in	The scoutmaster assembled the tent in the forest .	0.01122286543250084	tent_(0.108578466);dark_(0.09628477);field_(0.08451165);morning_(0.048864223);barn_(0.04192881);	1.2155996387264167e-07
soldier	gather	ammunition	armory	T	6.2	1.36	in	The soldier gathered the ammunition in the armory .			
musician	entertain	crowd	theater	T	6.4	1.36	in	The musician entertained the crowd in the theater .	0.005177979823201895	evening_(0.19798493);stadium_(0.06313849);afternoon_(0.0499478);park_(0.031516705);morning_(0.030972386);	7.358844413829502e-07
fisherman	catch	fish	sea	T	6.7	1.1	in	The fisherman caught the fish in the sea .	0.03949180990457535	water_(0.078922674);river_(0.06866711);nets_(0.055098165);boat_(0.04016532);sea_(0.03949181);	1.1028413609892596e-05
soldier	dig	trench	battlefield	T	5.7	1.76	in	The soldier dug the trench in the battlefield .	0.0018610106781125069	sand_(0.17587882);snow_(0.10563881);desert_(0.06548362);dirt_(0.06284036);mud_(0.060301498);	1.220053178485614e-07
child	draw	flower	school	T	6.35	1.01	at	The child drew the flower at the school .	0.004500902723520994	bottom_(0.42160347);top_(0.20315677);right_(0.089777224);end_(0.04721498);left_(0.04304027);	1.081225263988017e-06
singer	hold	microphone	stage	T	6.75	0.62	on	The singer held the microphone on the stage .	0.19240234792232513	stage_(0.19240235);floor_(0.07879777);ground_(0.04690481);left_(0.031493522);right_(0.027183104);	8.508714017807506e-06
professor	deliver	lecture	university	T	6.65	0.65	at	The professor delivered the lecture at the university .	0.25562188029289246	university_(0.25562188);University_(0.12251405);event_(0.06766023);college_(0.033224083);institute_(0.026750838);	2.7279213554720627e-07
soldier	celebrate	victory	battlefield	T	5.6	1.85	in	The soldier celebrated the victory in the battlefield .	0.0018881892319768667	streets_(0.12331819);street_(0.10774976);field_(0.08415796);barracks_(0.053121507);courtyard_(0.04292338);	1.220053178485614e-07
carver	build	sculpture	workshop	T	6.2	0.75	in	The carver built the sculpture in the workshop .	0.06506749242544174	Netherlands_(0.1480296);workshop_(0.06506749);dark_(0.038264047);woods_(0.030914677);nude_(0.029058164);	3.60277638833395e-08
philologist	examine	book	library	T	6.2	1.12	in	The philologist examined the book in the library .	0.17793211340904236	library_(0.17793211);journal_(0.03954467);lab_(0.03330605);field_(0.029000562);laboratory_(0.028979992);	4.5426435235640383e-07
spectator	buy	ticket	box-office	T	6.55	0.59	in	The spectator bought the ticket in the box-office .			
cook	clean	fish	kitchen	T	6.7	0.71	in	The cook cleaned the fish in the kitchen .	0.20864707231521606	kitchen_(0.20864707);oven_(0.12496155);sink_(0.11242792);water_(0.040104385);bowl_(0.018009424);	4.4781171482100035e-07
mother	hang	laundry	terrace	T	5.65	1.24	in	The mother hung the laundry in the terrace .			
soldier	carry	rifle	battlefield	T	6.55	1.32	in	The soldier carried the rifle in the battlefield .	0.00017580548592377454	backpack_(0.059906695);holster_(0.0464687);pocket_(0.042632643);back_(0.037780806);shoulder_(0.03768796);	1.220053178485614e-07
actor	win	award	theater	T	5.6	1.43	in	The actor won the award in the theater .	0.00021066302724648267	category_(0.31017733);ceremony_(0.09862638);film_(0.03338179);year_(0.031164905);competition_(0.028786125);	7.358844413829502e-07
farmer	use	shovel	field	T	6.2	1.6	in	The farmer used the shovel in the field .	0.006607506424188614	photo_(0.4241078);video_(0.10457116);picture_(0.09955134);photograph_(0.051769048);fall_(0.016802078);	1.6532007066416554e-05
skater	ride	skateboard	sidewalk	T	6.15	1.49	on	The skater rode the skateboard on the sidewalk .	0.09928150475025177	street_(0.11577776);sidewalk_(0.099281505);ice_(0.048080143);beach_(0.039672796);ground_(0.0361742);	4.0604470541438786e-07
programmer	use	computer	office	T	6.65	1.11	in	The programmer used the computer in the office .	0.06804132461547852	office_(0.068041325);room_(0.06300985);lab_(0.046316504);kitchen_(0.03650739);background_(0.03294546);	6.591649707843317e-06
sailor	tie	rope	boat	T	6.2	1.5	on	The sailor tied the rope on the boat .	0.14644472301006317	boat_(0.14644472);ship_(0.07111925);bow_(0.045816556);mast_(0.044934668);line_(0.038096152);	4.134716618864331e-06
cook	mix	ingredients	kitchen	T	6.85	0.36	in	The cook mixed the ingredients in the kitchen .	0.040965735912323	bowl_(0.15924987);pan_(0.1549461);pot_(0.11135514);microwave_(0.09856829);blender_(0.08072331);	4.4781171482100035e-07
policeman	hit	demonstrator	square	T	4.55	1.99	in	The policeman hit the demonstrator in the square .	6.046376074664295e-05	head_(0.3384311);face_(0.24876978);back_(0.09416517);chest_(0.07228961);stomach_(0.038503896);	8.903501225177024e-07
guard	tie	prisoner	jail	T	5.7	1.85	in	The guard tied the prisoner in the jail .	0.01348776463419199	cell_(0.13738169);chair_(0.049394008);yard_(0.045091946);corridor_(0.030198788);car_(0.025970297);	5.957783173471398e-07
demonstrator	throw	stone	street	T	5.7	1.0	in	The demonstrator threw the stone in the street .	0.051777470856904984	air_(0.38614073);water_(0.12118194);crowd_(0.09154274);street_(0.05177747);river_(0.04756572);	7.383599154309195e-07
student	read	book	library	T	6.5	0.5	in	The student read the book in the library .	0.48408856987953186	library_(0.48408857);classroom_(0.064586215);class_(0.028092975);book_(0.024613861);room_(0.0140234325);	1.615407967392457e-07
pyromaniac	start	fire	forest	T	4.2	2.32	in	The pyromaniac started the fire in the forest .	0.006808083970099688	car_(0.06103429);bathroom_(0.040017493);kitchen_(0.03076839);basement_(0.030369932);house_(0.02635266);	4.07225934395683e-06
author	sign	book	bookshop	T	5.75	1.76	at	The author signed the book at the bookshop .			
horse	move	cart	field	T	5.1	1.79	in	The horse moved the cart in the field .	0.06956900656223297	field_(0.06956901);snow_(0.054510437);morning_(0.033830162);dark_(0.028643899);distance_(0.025457466);	1.6532007066416554e-05
businessman	wear	tie	office	T	6.45	1.2	in	The businessman wore the tie in the office .	0.011164918541908264	photo_(0.15144251);suit_(0.09294331);video_(0.05590632);ad_(0.046684045);photograph_(0.035489075);	6.591649707843317e-06
doctor	visit	patient	clinic	T	6.1	1.34	at	The doctor visited the patient at the clinic .	0.014155947603285313	hospital_(0.8365976);clinic_(0.014155948);home_(0.011558773);residence_(0.0074448204);airport_(0.0070268954);	3.0137211837200084e-08
politician	sign	agreement	parliament	T	6.05	1.2	in	The politician signed the agreement in the parliament .	0.05292803794145584	Senate_(0.10713396);morning_(0.05475229);parliament_(0.052928038);afternoon_(0.0489103);evening_(0.03697539);	4.491067500111967e-07
gardener	push	mower	garden	T	6.05	1.91	in	The gardener pushed the mower in the garden .	0.061452388763427734	water_(0.09440909);garden_(0.06145239);wind_(0.052940924);dirt_(0.045200627);yard_(0.04197344);	2.7046669401897816e-06
guest	hold	drink	bar	T	6.05	1.2	in	The guest held the drink in the bar .	0.007193536497652531	photo_(0.16538003);glass_(0.097192615);air_(0.07856798);foreground_(0.050604958);hand_(0.05018932);	7.806962457834743e-06
businessman	read	report	office	T	6.65	0.57	in	The businessman read the report in the office .	0.0007894158479757607	newspaper_(0.5390117);paper_(0.10552889);newspapers_(0.06560616);media_(0.03943718);press_(0.019584056);	6.591649707843317e-06
tourist	read	map	street	T	6.2	1.63	in	The tourist read the map in the street .	0.01637500524520874	newspaper_(0.13750327);book_(0.07301184);paper_(0.032785464);window_(0.01699772);dark_(0.016864797);	3.284759486632538e-06
illusionist	perform	trick	circus	T	6.1	1.41	in	The illusionist performed the trick in the circus .	0.003926759120076895	video_(0.29702562);film_(0.044300415);studio_(0.036643766);UK_(0.03234628);Netherlands_(0.030011315);	1.3535617426896351e-07
soldier	throw	bomb	battlefield	T	6.45	0.92	in	The soldier threw the bomb in the battlefield .	8.80521401995793e-05	river_(0.19176707);water_(0.12335071);sea_(0.06685185);canal_(0.06491304);air_(0.054241017);	1.220053178485614e-07
librarian	stack	books	shelf	T	6.4	0.58	on	The librarian stacked the books on the shelf .	0.2258368283510208	shelf_(0.22583683);shelves_(0.17823777);floor_(0.16212769);table_(0.105062746);counter_(0.10435774);	1.9677611362567404e-07
champion	hold	cup	podium	T	6.5	0.87	on	The champion held the cup on the podium .	0.5935865044593811	podium_(0.5935865);stage_(0.033307713);stand_(0.029370975);table_(0.021205133);ground_(0.020107122);	4.5042438046039024e-07
porter	stack	suitcases	lobby	T	5.0	2.43	in	The porter stacked the suitcases in the lobby .	0.029606791213154793	room_(0.11427294);hallway_(0.09222177);kitchen_(0.038837455);corner_(0.03571179);hall_(0.033567965);	2.720817704471301e-08
deejay	mix	music	discotheque	T	6.25	1.61	at	The deejay mixed the music at the discotheque .			
athlete	win	cup	stadium	T	5.45	1.63	in	The athlete won the cup in the stadium .	0.0006852837395854294	final_(0.5350029);semifinals_(0.034251727);competition_(0.03367661);event_(0.031172637);tournament_(0.025527136);	4.920876790492912e-07
violinist	wear	tuxedo	theater	T	5.35	1.88	in	The violinist wore the tuxedo in the theater .	0.0008222139440476894	video_(0.2222505);film_(0.13882002);photo_(0.06601466);show_(0.030226601);movie_(0.026358176);	6.1073114920873195e-06
tourist	ride	camel	desert	T	5.25	1.64	in	The tourist rode the camel in the desert .	0.11236735433340073	desert_(0.112367354);video_(0.06182406);photo_(0.054103784);zoo_(0.032507733);film_(0.026295254);	5.477567810885375e-06
spectator	watch	game	stadium	T	6.9	0.44	at	The spectator watched the game at the stadium .	0.27441227436065674	stadium_(0.27441227);end_(0.03173803);stands_(0.02776659);ground_(0.017613735);game_(0.014129353);	4.920876790492912e-07
hairstylist	wash	hair	salon	T	5.75	1.41	at	The hairstylist washed the hair at the salon .	0.1925385296344757	salon_(0.19253853);hotel_(0.080786966);sink_(0.06554243);beach_(0.045178086);spa_(0.042359207);	1.9408135187859443e-07
lumberjack	stack	wood	truck	T	5.35	1.49	on	The lumberjack stacked the wood on the truck .	0.05945795401930809	roof_(0.13079384);truck_(0.059457954);ground_(0.050461113);trailer_(0.0343901);pile_(0.032799244);	3.20813200005432e-07
child	visit	grandmother	hospice	T	4.85	1.59	at	The child visited the grandmother at the hospice .			
teacher	use	blackboard	classroom	T	6.9	0.3	in	The teacher used the blackboard in the classroom .	0.6959567666053772	classroom_(0.69595677);class_(0.0328803);room_(0.02604948);hallway_(0.0160838);cafeteria_(0.014628218);	2.139245047771965e-08
singer	perform	music	stage	T	6.6	0.97	on	The singer performed the music on the stage .	0.30263519287109375	stage_(0.3026352);show_(0.091592476);occasion_(0.048384562);song_(0.041486986);video_(0.028546864);	8.508714017807506e-06
doctor	sew	wound	clinic	T	5.65	1.42	in	The doctor sewed the wound in the clinic .	0.0021811160258948803	hospital_(0.09177138);abdomen_(0.06496503);back_(0.035093363);chest_(0.025465528);neck_(0.02409474);	1.1213926676134633e-08
chemist	sell	drug	pharmacy	T	5.6	1.74	at	The chemist sold the drug at the pharmacy .	0.22328494489192963	pharmacy_(0.22328494);time_(0.1894785);store_(0.085966855);counter_(0.06778627);supermarket_(0.03315405);	2.42130766991977e-07
climber	use	rope	mountain	T	6.3	1.42	on	The climber used the rope on the mountain .	0.01818249747157097	left_(0.11106605);ground_(0.08609013);wall_(0.05603745);right_(0.05071066);rope_(0.046093915);	3.074560694926731e-08
professor	open	congress	university	T	5.1	1.79	at	The professor opened the congress at the university .	0.1397220343351364	university_(0.13972203);University_(0.0988867);conference_(0.03140706);UN_(0.028989438);event_(0.022611216);	2.7279213554720627e-07
violinist	play	violin	theater	T	5.4	2.03	in	The violinist played the violin in the theater .	0.0026235308032482862	video_(0.18159588);film_(0.09180915);background_(0.086869135);orchestra_(0.028798368);movie_(0.026202118);	4.152389365685849e-08
passenger	pass	check	airport	T	4.15	2.22	at	The passenger passed the check at the airport .	0.26076066493988037	airport_(0.26076066);gate_(0.1638354);checkpoint_(0.16283412);border_(0.04809843);counter_(0.04334471);	5.614567726297537e-07
sailor	mop	deck	boat	T	6.3	1.23	on	The sailor mopped the deck on the boat .	0.11503615230321884	ship_(0.29332736);Titanic_(0.1648716);boat_(0.11503615);destroyer_(0.032032244);yacht_(0.030104483);	7.250322937579767e-07
surgeon	perform	surgery	hospital	T	6.45	1.32	at	The surgeon performed the surgery at the hospital .	0.7296110987663269	hospital_(0.7296111);scene_(0.0712984);time_(0.026836477);clinic_(0.021195253);site_(0.007979526);	9.70906398833904e-07
passenger	pull	suitcase	station	T	6.25	1.13	at	The passenger pulled the suitcase at the station .	0.011677428148686886	airport_(0.08540754);end_(0.064702064);door_(0.06225281);handle_(0.04242035);time_(0.03670433);	4.754255087391357e-07
waiter	prepare	drink	bar	T	6.15	1.62	in	The waiter prepared the drink in the bar .	0.05281280726194382	kitchen_(0.4409699);bar_(0.052812807);restaurant_(0.03909339);fridge_(0.02263726);refrigerator_(0.018663216);	7.806962457834743e-06
farmer	pick	vegetables	greenhouse	T	4.75	2.14	in	The farmer picked the vegetables in the greenhouse .	0.004214457701891661	field_(0.522924);fields_(0.09081096);morning_(0.07842353);garden_(0.035139196);afternoon_(0.018608969);	3.329974731514085e-07
guard	open	jail	prison	T	6.35	0.91	in	The guard opened the jail in the prison .	0.004809100646525621	morning_(0.4492491);afternoon_(0.083537534);night_(0.05420154);evening_(0.051914766);dark_(0.017751869);	9.609796052245656e-07
terrorist	release	hostage	desert	T	4.15	1.31	in	The terrorist released the hostage in the desert .	0.008077642880380154	end_(0.095509276);morning_(0.06344863);street_(0.04903323);evening_(0.03376332);car_(0.029727908);	5.477567810885375e-06
cameraman	record	video	set	T	6.35	1.01	on	The cameraman recorded the video on the set .	0.0006463314057327807	phone_(0.27929255);iPhone_(0.26595947);smartphone_(0.1101673);camera_(0.034762215);laptop_(0.028379995);	6.337467766570626e-06
customer	read	menu	restaurant	T	6.65	0.91	at	The customer read the menu at the restaurant .	0.06729865819215775	counter_(0.3899424);register_(0.0788267);restaurant_(0.06729866);bar_(0.06706109);checkout_(0.036736917);	8.37094887629064e-07
nurse	push	wheelchair	hospital	T	5.9	1.37	at	The nurse pushed the wheelchair at the hospital .	0.1573779433965683	hospital_(0.15737794);scene_(0.10462217);end_(0.088334925);time_(0.049994174);entrance_(0.043005537);	9.70906398833904e-07
nurse	wash	infant	hospital	T	6.15	1.56	at	The nurse washed the infant at the hospital .	0.44494330883026123	hospital_(0.4449433);sink_(0.211887);station_(0.05537575);scene_(0.012076037);clinic_(0.011483148);	9.70906398833904e-07
binman	pick	trash	street	T	6.25	1.13	in	The binman picked the trash in the street .	0.13266046345233917	street_(0.13266046);alley_(0.07867282);bin_(0.067446105);morning_(0.051552005);park_(0.046735305);	7.383599154309195e-07
student	pass	exam	university	T	6.35	1.01	at	The student passed the exam at the university .	0.1295299530029297	school_(0.1547228);university_(0.12952995);college_(0.06712649);University_(0.03328737);end_(0.026498137);	2.7279213554720627e-07
singer	record	song	studio	T	6.95	0.22	in	The singer recorded the song in the studio .	0.21308472752571106	studio_(0.21308473);video_(0.08038939);US_(0.06540499);UK_(0.061718553);Philippines_(0.04314933);	8.107832627501921e-07
smuggler	sell	weapon	black-market	T	6.1	0.94	on	The smuggler sold the weapon on the black-market .			
soldier	wear	helmet	battlefield	T	6.8	0.4	in	The soldier wore the helmet in the battlefield .	5.235886783339083e-05	photo_(0.5001353);picture_(0.10417469);photograph_(0.07484782);video_(0.06409648);image_(0.024389982);	1.220053178485614e-07
surfer	wear	swimsuit	beach	T	6.5	0.92	at	The surfer wore the swimsuit at the beach .	0.12086541950702667	time_(0.14472596);Olympics_(0.13764513);beach_(0.12086542);event_(0.06063323);Oscars_(0.055291913);	3.276506959082326e-06
bodybuilder	lift	weight	gym	T	5.25	2.28	at	The bodybuilder lifted the weight at the gym .	0.32375386357307434	gym_(0.32375386);time_(0.13186854);event_(0.079007976);weekend_(0.025609072);Olympics_(0.020581236);	1.8081867381170014e-07
dog	pull	sled	mountain	T	4.4	1.91	up	The dog pulled the sled up the mountain .	0.07569433748722076	hill_(0.6989618);mountain_(0.07569434);slope_(0.06414691);ramp_(0.017207637);road_(0.016043933);	2.5783945147850318e-06
child	throw	snowball	courtyard	T	5.25	1.92	in	The child threw the snowball in the courtyard .	0.00040049615199677646	water_(0.21823443);air_(0.10576503);pool_(0.07069025);lake_(0.05990211);river_(0.042427726);	1.1431821178575774e-07
undertaker	dig	grave	cemetery	T	6.55	0.97	in	The undertaker dug the grave in the cemetery .	0.13908644020557404	cemetery_(0.13908644);backyard_(0.1374545);dark_(0.048355542);sand_(0.043215856);dirt_(0.03457252);	9.693342661876159e-08
student	wear	jeans	pub	T	6.05	0.86	in	The student wore the jeans in the pub .	1.600235373189207e-05	photo_(0.51047903);video_(0.11607938);picture_(0.092608355);photograph_(0.05063729);photos_(0.0170123);	7.67983146943152e-06
housewife	clean	table	kitchen	T	6.95	0.22	in	The housewife cleaned the table in the kitchen .	0.531642735004425	kitchen_(0.53164274);morning_(0.042252082);house_(0.035742793);background_(0.028609699);evening_(0.021684557);	5.326144787431986e-07
mechanic	fix	tire	garage	T	6.65	0.65	in	The mechanic fixed the tire in the garage .	0.09515868872404099	truck_(0.09577195);garage_(0.09515869);shop_(0.06208935);morning_(0.055727918);car_(0.04117294);	1.8518058197969367e-07
dog	dig	hole	garden	T	6.45	0.8	in	The dog dug the hole in the garden .	0.020976707339286804	ground_(0.14442559);backyard_(0.11589924);snow_(0.08191413);sand_(0.081752114);dirt_(0.045913566);	2.570596734585706e-06
artist	hang	picture	gallery	T	6.55	0.86	in	The artist hung the picture in the gallery .	0.1454809010028839	gallery_(0.1454809);studio_(0.07251476);museum_(0.04342394);kitchen_(0.038937144);house_(0.036890127);	1.7478788549851743e-07
musician	hold	guitar	stage	T	6.8	0.4	on	The musician held the guitar on the stage .	0.13347949087619781	stage_(0.13347949);ground_(0.08752062);floor_(0.08194592);left_(0.04352281);table_(0.03344707);	8.508714017807506e-06
journalist	write	article	newsroom	T	6.6	0.49	in	The journalist wrote the article in the newsroom .			
dog	chase	ball	park	T	6.5	0.59	at	The dog chased the ball at the park .	0.210316002368927	park_(0.210316);zoo_(0.07858126);end_(0.061173465);playground_(0.053886842);beach_(0.053542804);	9.518077490611176e-07
soldier	hang	rifle	armory	T	6.0	0.77	in	The soldier hung the rifle in the armory .			
painter	paint	picture	square	T	5.8	0.98	in	The painter painted the picture in the square .	0.0036961950827389956	studio_(0.1061211);background_(0.04739896);middle_(0.027708488);foreground_(0.021922646);book_(0.020513427);	8.792412700131536e-07
gardener	gather	grass	garden	T	6.7	0.56	in	The gardener gathered the grass in the garden .	0.10799676179885864	field_(0.123753734);garden_(0.10799676);morning_(0.09097292);yard_(0.059647392);spring_(0.042375956);	4.551279175757372e-08
cheerleader	shake	flag	stadium	T	5.95	1.24	in	The cheerleader shook the flag in the stadium .	0.00045867907465435565	air_(0.9049223);wind_(0.034012523);crowd_(0.00758132);breeze_(0.005314363);stands_(0.004752275);	5.2255995797168e-07
sculptor	carve	stone	workshop	T	5.85	1.53	in	The sculptor carved the stone in the workshop .	0.017203308641910553	process_(0.054790173);dark_(0.036967535);Netherlands_(0.034600973);center_(0.03204306);sand_(0.030355582);	3.60277638833395e-08
teenager	hear	music	bus	T	5.95	0.8	on	The teenager heard the music on the bus .	0.07068506628274918	radio_(0.57247347);bus_(0.07068507);phone_(0.056708068);subway_(0.028318403);street_(0.025690243);	3.170401328134176e-07
ant	stack	supply	burrow	T	5.2	1.83	in	The ant stacked the supply in the burrow .			
mother	push	stroller	sidewalk	T	5.6	1.85	on	The mother pushed the stroller on the sidewalk .	0.2721687853336334	sidewalk_(0.2721688);street_(0.14427342);road_(0.043042004);pavement_(0.03781961);ground_(0.027700255);	9.157224667433184e-08
spectator	hear	speech	auditorium	T	6.4	0.97	in	The spectator heard the speech in the auditorium .			
gardener	decorate	garden	mansion	T	4.9	1.79	in	The gardener decorated the garden in the mansion .	0.0020543530117720366	summer_(0.06354101);backyard_(0.060439587);spring_(0.048073176);kitchen_(0.031911813);background_(0.029507749);	6.400581753496226e-08
cook	check	grocery	pantry	T	5.65	1.62	in	The cook checked the grocery in the pantry .			
