SUBJECT	VERB	OBJECT	typicality	mean_rat	std_rat	sentence	computed_score	best_completions	baseline_score
pilot	begin	race	T	4.8	2.23	The pilot began the race .	-5.592135429382324	flight_(-2.5464814);process_(-3.3942444);day_(-3.5500364);mission_(-4.009982);night_(-4.0300474);	-8.691658973693848
mother	hold	child	T	6.9	0.3	The mother held the child .	-2.750220775604248	baby_(-2.0657344);child_(-2.7502208);boy_(-3.3000865);infant_(-3.9345775);girl_(-4.1344066);	-10.699271202087402
customer	read	menu	T	5.45	2.29	The customer read the menu .	-6.530027389526367	email_(-3.304472);letter_(-3.435728);fine_(-3.6846447);following_(-3.8434277);statement_(-4.1790295);	-10.075604438781738
philologist	examine	book	T	6.2	1.25	The philologist examined the book .	-6.420506954193115	bones_(-4.894239);evidence_(-4.9041877);remains_(-4.954717);body_(-5.123998);ancient_(-5.31986);	-14.84062385559082
confectioner	decorate	cake	T	6.05	1.36	The confectioner decorated the cake .	-5.183513641357422	front_(-3.981342);walls_(-4.2723045);room_(-4.3742256);top_(-4.4573174);box_(-4.4633904);	-20.56975555419922
sweeper	clean	street	T	6.5	0.92	The sweeper cleaned the street .	-6.784745693206787	room_(-3.2336285);floor_(-3.5125592);house_(-3.6837018);area_(-4.034097);air_(-4.0871673);	-8.214210510253906
cobbler	sew	shoe	T	6.6	0.49	The cobbler sewed the shoe .	-6.8989129066467285	first_(-4.2640023);new_(-4.964495);letters_(-5.0182824);two_(-5.055453);wooden_(-5.136103);	-20.246788024902344
surfer	catch	wave	T	7.0	0.0	The surfer caught the wave .	-1.7312800884246826	wave_(-1.7312801);waves_(-3.7092235);eye_(-3.9897945);attention_(-4.249247);moment_(-4.2992578);	-8.61158275604248
guard	tie	prisoner	T	4.8	2.29	The guard tied the prisoner .	-8.315841674804688	knot_(-1.3761673);ball_(-2.5322266);game_(-2.978714);door_(-4.480713);team_(-4.483719);	-11.44729232788086
producer	release	film	T	6.3	1.31	The producer released the film .	-4.544155597686768	following_(-2.1404846);video_(-2.8015945);track_(-3.0190704);album_(-3.1273773);song_(-3.3711212);	-12.444798469543457
general	win	battle	T	6.1	1.04	The general won the battle .	-3.77701473236084	election_(-3.1557379);first_(-3.5274725);battle_(-3.7770147);race_(-3.8115757);title_(-3.9849386);	-8.185253143310547
horse	pull	cart	T	4.95	1.69	The horse pulled the cart .	-3.8007125854492188	car_(-3.0063705);wagon_(-3.046959);carriage_(-3.5785522);horse_(-3.6389542);cart_(-3.8007126);	-20.273433685302734
butcher	sell	meat	T	6.95	0.22	The butcher sold the meat .	-2.3904378414154053	meat_(-2.3904378);body_(-3.4931142);animal_(-3.6821096);dog_(-3.6900442);baby_(-3.7930257);	-13.698200225830078
mechanic	fix	tire	T	6.45	0.86	The mechanic fixed the tire .	-5.834742546081543	problem_(-2.1675596);car_(-3.0575056);issue_(-3.3174467);engine_(-3.8090162);bug_(-4.2494);	-18.105913162231445
footballer	chase	ball	T	5.75	1.95	The footballer chased the ball .	-2.58709979057312	ball_(-2.5870998);attacker_(-3.6186244);woman_(-3.7057216);man_(-3.7880352);girl_(-4.1358213);	-11.942694664001465
artist	assemble	art	T	6.35	1.19	The artist assembled the art .	-4.749807834625244	artwork_(-3.745192);piece_(-3.8124604);pieces_(-3.8475862);image_(-4.3696046);images_(-4.4028535);	-11.392038345336914
astronaut	reach	moon	T	5.4	1.83	The astronaut reached the moon .	-2.4197847843170166	surface_(-2.3846133);moon_(-2.4197848);International_(-2.7507555);space_(-3.1574671);top_(-3.2454493);	-10.735700607299805
engineer	complete	project	T	6.25	1.48	The engineer completed the project .	-2.006305456161499	project_(-2.0063055);job_(-3.1340063);first_(-3.311817);work_(-3.4094732);design_(-3.52721);	-5.880392074584961
killer	pull	trigger	T	6.6	0.58	The killer pulled the trigger .	-0.4534255266189575	trigger_(-0.45342553);gun_(-3.0207322);knife_(-4.2825117);lever_(-4.4154005);woman_(-4.7096357);	-10.669126510620117
cheerleader	shake	flag	T	5.15	2.06	The cheerleader shook the flag .	-6.409826278686523	hand_(-2.5212767);boy_(-3.353781);girl_(-3.6483672);hands_(-3.9165938);back_(-4.294363);	-12.82133674621582
surgeon	use	lancet	T	4.95	2.25	The surgeon used the lancet .			
florist	sell	flower	T	6.15	1.74	The florist sold the flower .	-2.932077407836914	flowers_(-2.2336369);flower_(-2.9320774);house_(-3.510706);wedding_(-3.6789799);roses_(-4.3502293);	-12.969766616821289
player	gain	ball	T	5.45	1.16	The player gained the ball .	-6.183601379394531	nickname_(-1.8789903);title_(-2.2959824);ability_(-2.8059695);following_(-3.9643633);upper_(-4.088135);	-11.942694664001465
nanny	hear	baby	T	6.35	1.35	The nanny heard the baby .	-3.226958751678467	screams_(-3.0070643);baby_(-3.2269588);cries_(-3.2286296);child_(-3.491859);scream_(-3.517486);	-12.803250312805176
barber	cut	hair	T	6.65	1.11	The barber cut the hair .	-1.1722912788391113	hair_(-1.1722913);man_(-2.9991727);top_(-3.6221967);beard_(-4.297589);ribbon_(-4.4375043);	-12.614863395690918
violinist	wear	tuxedo	T	5.9	0.89	The violinist wore the tuxedo .			
child	throw	snowball	T	5.95	1.2	The child threw the snowball .	-5.839977264404297	ball_(-3.515255);knife_(-3.5165825);bottle_(-3.7604024);object_(-3.857189);first_(-3.9814873);	-19.503747940063477
mover	move	furniture	T	4.9	2.43	The mover moved the furniture .	-6.796286106109619	car_(-3.7896333);truck_(-3.8403687);ball_(-4.0588975);vehicle_(-4.113623);bus_(-4.5749955);	-27.054765701293945
dog	chase	ball	T	6.5	0.67	The dog chased the ball .	-5.719699382781982	cat_(-2.823314);man_(-2.9263873);car_(-3.2043793);dog_(-3.5845444);woman_(-3.8428683);	-11.942694664001465
hairstylist	flip	hair	T	6.35	0.65	The hairstylist flipped the hair .	-4.476494789123535	script_(-1.487298);bird_(-1.6281824);switch_(-2.2818995);table_(-4.2750483);hair_(-4.476495);	-12.837703704833984
cook	cut	fish	T	5.75	1.37	The cook cut the fish .	-4.875945091247559	meat_(-2.7051766);chicken_(-2.8704903);potatoes_(-3.214553);vegetables_(-3.8012383);beef_(-3.810897);	-17.556982040405273
musician	read	music	T	6.35	1.39	The musician read the music .	-6.064444541931152	lyrics_(-1.930381);letter_(-3.1917562);poem_(-3.4038);script_(-3.5213845);book_(-3.6482003);	-11.921004295349121
passenger	buy	ticket	T	6.5	1.16	The passenger bought the ticket .	-2.0063652992248535	ticket_(-2.0063653);car_(-2.9535546);plane_(-3.082232);tickets_(-3.1585183);vehicle_(-3.841784);	-12.515060424804688
student	wear	glass	T	6.0	0.89	The student wore the glass .	-9.090682983398438	same_(-2.8007581);shirt_(-3.2221982);hijab_(-3.4784238);uniform_(-3.5720212);black_(-3.9901578);	-17.67957305908203
barber	use	razor	T	6.55	1.02	The barber used the razor .	-4.17938232421875	same_(-3.233612);word_(-3.623642);phrase_(-3.8888092);term_(-3.9422302);razor_(-4.1793823);	-14.980575561523438
player	enjoy	game	T	6.65	0.79	The player enjoyed the game .	-3.357285737991333	best_(-2.6990826);most_(-3.130342);experience_(-3.244569);game_(-3.3572857);opportunity_(-3.4865582);	-9.236682891845703
mother	prepare	food	T	6.4	0.92	The mother prepared the food .	-3.0867464542388916	meal_(-2.5361865);baby_(-2.9512026);dinner_(-3.0856326);food_(-3.0867465);child_(-3.721802);	-12.683794021606445
dog	carry	ball	T	6.0	1.38	The dog carried the ball .	-5.932262420654297	body_(-2.7833061);remains_(-2.9924889);dead_(-3.7219353);baby_(-4.1067314);severed_(-4.156269);	-11.942694664001465
soldier	dig	trench	T	5.15	2.26	The soldier dug the trench .	-2.2303993701934814	hole_(-1.4571145);grave_(-2.0301964);trench_(-2.2303994);tunnel_(-3.1329339);pit_(-3.500541);	-10.754444122314453
general	gather	soldier	T	5.9	1.87	The general gathered the soldier .	-8.27319049835205	troops_(-3.3220947);information_(-3.9192626);men_(-4.0014462);rest_(-4.06622);other_(-4.477185);	-10.724034309387207
housemaid	clean	window	T	6.65	0.57	The housemaid cleaned the window .	-5.227755546569824	kitchen_(-2.4816313);house_(-2.7923079);room_(-2.932437);dishes_(-3.266635);bathroom_(-3.4859343);	-13.184696197509766
cyclist	ride	bike	T	6.5	1.5	The cyclist rode the bike .	-2.5131683349609375	bike_(-2.5131683);wrong_(-3.407837);route_(-3.8159792);bus_(-3.9421542);last_(-3.9745483);	-13.97706413269043
waiter	mix	drink	T	5.4	1.53	The waiter mixed the drink .	-3.346909761428833	drinks_(-2.602159);wine_(-3.3309417);drink_(-3.3469098);soup_(-3.5151153);sauce_(-3.56109);	-8.949480056762695
hairstylist	fix	hair	T	6.85	0.36	The hairstylist fixed the hair .	-2.1730337142944336	hair_(-2.1730337);problem_(-2.6775658);man_(-3.6834326);hairst_(-4.1357107);mess_(-4.2009344);	-12.837703704833984
player	touch	base	T	5.5	1.32	The player touched the base .	-5.6078033447265625	ball_(-1.3182374);ground_(-3.148468);puck_(-4.201515);floor_(-4.5348663);back_(-4.6410675);	-10.041175842285156
biker	wear	helmet	T	6.8	0.51	The biker wore the helmet .	-3.087364673614502	same_(-1.838143);helmet_(-3.0873647);jacket_(-3.943215);uniform_(-4.113091);red_(-4.223725);	-14.27662181854248
musician	hold	guitar	T	6.55	0.5	The musician held the guitar .	-5.594109058380127	first_(-3.6835256);world_(-3.68525);position_(-4.0651174);record_(-4.114693);event_(-4.1486745);	-13.378739356994629
truck	hit	car	T	4.0	1.7	The truck hit the car .	-4.501562118530273	back_(-3.3175335);side_(-3.756155);wall_(-3.9987698);truck_(-4.0603695);tree_(-4.253561);	-11.726816177368164
spectator	enjoy	game	T	6.05	1.47	The spectator enjoyed the game .	-3.2498621940612793	spectacle_(-2.8525157);show_(-3.0919871);game_(-3.2498622);sight_(-3.4868236);view_(-3.888473);	-9.236682891845703
receiver	catch	baseball	T	4.75	2.28	The receiver caught the baseball .	-8.244490623474121	ball_(-0.7987506);pass_(-3.3349903);first_(-3.474303);touchdown_(-4.163222);game_(-4.2958055);	-10.341222763061523
mother	push	stroller	T	6.1	1.41	The mother pushed the stroller .			
student	drink	coffee	T	4.95	1.66	The student drank the coffee .	-4.019105911254883	beer_(-2.3686392);alcohol_(-2.6948264);water_(-3.2115958);contents_(-3.2546866);wine_(-3.5943167);	-12.844998359680176
painter	mix	paint	T	6.35	1.59	The painter mixed the paint .	-3.5628767013549805	colors_(-3.296695);paint_(-3.5628767);two_(-3.6434128);colours_(-4.314883);color_(-4.317363);	-12.162895202636719
child	chase	toy	T	6.1	1.34	The child chased the toy .	-4.566463947296143	dog_(-2.3631556);mother_(-3.6531415);car_(-3.8289225);man_(-3.9103205);child_(-3.9488492);	-11.155285835266113
comedian	entertain	audience	T	6.35	1.65	The comedian entertained the audience .	-1.7892667055130005	audience_(-1.7892667);crowd_(-2.228781);idea_(-2.5495436);public_(-3.7157958);world_(-4.202574);	-10.739938735961914
woman	carry	bag	T	6.25	0.83	The woman carried the bag .	-4.262073993682861	body_(-2.6721234);baby_(-2.707356);child_(-3.3170362);dead_(-3.58231);remains_(-4.24033);	-17.35936737060547
cook	flip	pancake	T	6.3	0.9	The cook flipped the pancake .			
porter	carry	bag	T	5.1	2.53	The porter carried the bag .	-4.096539497375488	bag_(-4.0965395);message_(-4.4809084);body_(-4.658063);coffin_(-4.664029);two_(-4.7797365);	-17.387048721313477
gardener	gather	grass	T	5.65	1.74	The gardener gathered the grass .	-5.876380443572998	plants_(-3.6263423);flowers_(-3.737716);leaves_(-4.0509486);materials_(-4.143646);herbs_(-4.4465938);	-15.602788925170898
lumberjack	cut	tree	T	6.55	1.32	The lumberjack cut the tree .	-4.536218643188477	rope_(-3.175989);ribbon_(-3.1823976);wood_(-3.764139);cord_(-4.108667);grass_(-4.1223235);	-9.639859199523926
policeman	check	bag	T	5.55	1.5	The policeman checked the bag .	-4.443780899047852	driver_(-3.2430134);car_(-3.418726);vehicle_(-3.7053318);man_(-3.9944403);door_(-4.224207);	-17.35936737060547
player	begin	match	T	5.7	1.49	The player began the match .	-3.1765148639678955	season_(-1.5504925);game_(-2.3219922);day_(-2.8318036);year_(-2.9365857);match_(-3.1765149);	-9.01711368560791
painter	complete	painting	T	6.35	1.49	The painter completed the painting .	-1.8766041994094849	painting_(-1.8766042);work_(-2.7024176);portrait_(-3.5151236);project_(-3.771021);mural_(-3.9408514);	-10.046195983886719
child	visit	grandmother	T	5.95	1.72	The child visited the grandmother .	-7.719184398651123	hospital_(-2.7709649);home_(-3.6091607);house_(-3.8000863);school_(-3.9084237);family_(-4.0806727);	-16.538637161254883
programmer	describe	software	T	5.55	1.63	The programmer described the software .	-5.290622234344482	process_(-3.501743);situation_(-3.7101476);problem_(-3.7670324);project_(-3.7926748);code_(-3.9250066);	-11.583383560180664
child	draw	flower	T	4.95	1.72	The child drew the flower .	-9.709553718566895	line_(-2.6069157);attention_(-2.7322972);picture_(-3.596616);gun_(-4.261579);blood_(-4.4711123);	-11.791853904724121
poet	write	sonnet	T	5.8	1.33	The poet wrote the sonnet .			
president	deliver	speech	T	6.8	0.4	The president delivered the speech .	-1.4021462202072144	speech_(-1.4021462);remarks_(-2.289712);keynote_(-3.0061579);address_(-3.0156944);message_(-3.1592798);	-14.175018310546875
climber	face	wall	T	5.5	2.04	The climber faced the wall .	-5.014385223388672	same_(-3.336498);steep_(-3.424442);challenge_(-3.4302557);worst_(-3.5227697);prospect_(-3.5388222);	-18.776010513305664
child	pick	flower	T	5.4	1.46	The child picked the flower .	-5.615453720092773	wrong_(-2.792448);lock_(-3.4156246);gun_(-4.158682);right_(-4.5870724);name_(-4.65473);	-11.791853904724121
model	face	camera	T	6.9	0.3	The model faced the camera .	-4.655054092407227	same_(-2.5333655);media_(-3.6659644);prospect_(-3.9081824);wrath_(-4.0192814);challenge_(-4.226946);	-11.25601863861084
artist	hang	picture	T	5.5	1.63	The artist hung the picture .	-4.070273399353027	painting_(-2.8832767);piece_(-3.6767642);mural_(-3.6970432);statue_(-3.9228733);artwork_(-3.9287326);	-15.285796165466309
roofer	climb	ladder	T	6.6	1.02	The roofer climbed the ladder .	-2.122407913208008	stairs_(-2.1029606);ladder_(-2.122408);roof_(-2.4922962);steps_(-3.804445);wall_(-3.902193);	-14.358527183532715
mason	build	house	T	6.45	0.74	The mason built the house .	-3.301877737045288	first_(-3.1035745);house_(-3.3018777);world_(-3.845106);building_(-4.3409705);most_(-4.6427283);	-13.508946418762207
guide	describe	monument	T	5.9	1.58	The guide described the monument .	-9.755505561828613	process_(-3.932691);situation_(-4.372083);procedure_(-4.625608);steps_(-4.6361365);following_(-4.835279);	-18.862762451171875
child	grab	frisbee	T	4.95	1.47	The child grabbed the frisbee .			
tourist	visit	museum	T	5.95	1.32	The tourist visited the museum .	-5.097123146057129	site_(-2.5624933);city_(-3.3889475);area_(-3.4481363);village_(-3.5689862);town_(-3.8759775);	-11.317200660705566
mechanic	assemble	bicycle	T	4.5	2.09	The mechanic assembled the bicycle .	-6.628574371337891	car_(-2.7057152);vehicle_(-3.6503105);machine_(-4.2763557);bike_(-4.3598366);truck_(-4.575367);	-15.114533424377441
cyclist	complete	race	T	6.25	1.22	The cyclist completed the race .	-2.1037957668304443	race_(-2.1037958);course_(-3.2020624);stage_(-3.46475);ride_(-3.4717157);journey_(-3.5953274);	-8.691658973693848
assistant	help	cook	T	5.25	1.34	The assistant helped the cook .	-9.171517372131348	team_(-3.031632);man_(-4.1617055);woman_(-4.307839);boy_(-4.4994206);police_(-4.5022664);	-12.699307441711426
butcher	use	knife	T	6.35	1.42	The butcher used the knife .	-1.8928428888320923	knife_(-1.8928429);same_(-3.6514335);blade_(-4.0002494);meat_(-4.003614);word_(-4.228185);	-12.05120849609375
veterinarian	examine	dog	T	6.85	0.36	The veterinarian examined the dog .	-2.135838031768799	dog_(-2.135838);animal_(-3.1987271);body_(-3.809445);patient_(-3.883328);boy_(-3.939709);	-16.607742309570312
horse	draw	carriage	T	4.05	2.65	The horse drew the carriage .	-5.9706501960754395	attention_(-2.4968114);line_(-2.831986);crowd_(-3.3543248);first_(-3.4460835);horse_(-4.0326543);	-25.98961639404297
swimmer	wear	goggles	T	6.2	1.4	The swimmer wore the goggles .	-6.749721050262451	same_(-2.4403722);No_(-3.7154882);swim_(-3.9777868);black_(-4.0569496);number_(-4.082111);	-17.458763122558594
mechanic	check	tire	T	6.7	0.56	The mechanic checked the tire .	-5.376266956329346	engine_(-3.1153798);car_(-3.3240895);vehicle_(-3.7815251);door_(-4.311501);battery_(-4.551743);	-18.105913162231445
scoutmaster	assemble	tent	T	4.7	2.24	The scoutmaster assembled the tent .	-8.384336471557617	team_(-2.106726);squad_(-3.4242003);group_(-3.700247);troops_(-3.8076537);first_(-4.2203813);	-13.137682914733887
policeman	fight	crime	T	6.4	0.86	The policeman fought the crime .	-5.464478969573975	man_(-2.7692275);crowd_(-3.6044707);fight_(-3.7832427);suspect_(-4.2178206);attacker_(-4.299455);	-11.570805549621582
painter	sign	paint	T	5.9	1.87	The painter signed the paint .	-8.582976341247559	contract_(-2.5433574);painting_(-3.1773598);document_(-3.8837883);book_(-3.8972695);letter_(-4.0486903);	-12.162895202636719
carver	build	sculpture	T	6.05	1.77	The carver built the sculpture .	-6.180708885192871	first_(-3.4980383);car_(-3.8721075);house_(-4.14614);world_(-4.1893682);original_(-4.254081);	-14.793606758117676
guard	open	jail	T	6.5	0.81	The guard opened the jail .	-9.349262237548828	door_(-0.41595024);gate_(-2.898563);doors_(-4.4448733);box_(-4.562717);locker_(-4.626529);	-16.081153869628906
cook	check	grocery	T	6.2	1.21	The cook checked the grocery .	-8.040502548217773	food_(-3.3331509);ingredients_(-3.7377224);temperature_(-3.8462353);oven_(-4.1054134);menu_(-4.293928);	-12.771248817443848
cook	mix	ingredient	T	6.15	1.59	The cook mixed the ingredient .	-8.461861610412598	meat_(-3.1171503);chicken_(-3.1532373);sauce_(-3.2471476);rice_(-3.4488993);ingredients_(-3.8480082);	-15.738424301147461
surfer	ride	wave	T	6.2	1.44	The surfer rode the wave .	-0.9080386757850647	wave_(-0.9080387);waves_(-1.3721081);surf_(-4.8988376);crest_(-4.965915);wind_(-5.138889);	-8.61158275604248
spectator	hear	speech	T	4.4	1.83	The spectator heard the speech .	-7.383333206176758	sound_(-3.0009556);screams_(-3.5639286);roar_(-3.6377048);noise_(-3.7554874);shots_(-3.8331547);	-14.175018310546875
tourist	ride	camel	T	4.55	1.47	The tourist rode the camel .	-5.744504928588867	bus_(-3.2175577);train_(-3.5609722);roller_(-4.357374);bike_(-4.4537106);escal_(-4.479719);	-19.003904342651367
student	pass	exam	T	6.35	0.91	The student passed the exam .	-2.1998534202575684	exam_(-2.1998534);test_(-2.2470946);bar_(-4.0489593);exams_(-4.072656);first_(-4.10914);	-8.7202787399292
cook	clean	fish	T	6.1	0.77	The cook cleaned the fish .	-4.885796070098877	kitchen_(-2.8831563);meat_(-3.4855886);dishes_(-3.5827794);house_(-3.8134694);grill_(-3.9439168);	-17.556982040405273
gardener	cut	grass	T	6.5	0.74	The gardener cut the grass .	-2.7178361415863037	grass_(-2.7178361);tree_(-3.2317064);top_(-3.9527376);roots_(-4.248438);cord_(-4.285349);	-15.602788925170898
businessman	tie	necktie	T	6.5	0.67	The businessman tied the necktie .			
lumberjack	stack	wood	T	6.75	0.54	The lumberjack stacked the wood .	-4.915755271911621	deck_(-3.7423084);crates_(-3.7538898);logs_(-4.104651);boxes_(-4.2141867);log_(-4.801818);	-13.305712699890137
footballer	hit	ball	T	6.05	1.77	The footballer hit the ball .	-3.488032579421997	ground_(-2.0107605);headlines_(-2.0413926);back_(-3.241855);ball_(-3.4880326);post_(-3.5979874);	-11.942694664001465
sailor	face	ocean	T	6.75	0.43	The sailor faced the ocean .	-7.376256942749023	same_(-3.577383);prospect_(-3.826147);death_(-3.9451046);wrath_(-4.162466);court_(-4.2713985);	-11.370315551757812
illusionist	perform	trick	T	5.05	2.58	The illusionist performed the trick .	-2.2794389724731445	trick_(-2.279439);illusion_(-2.42027);act_(-3.4228868);stunt_(-3.643758);same_(-4.0717516);	-19.238052368164062
monkey	grab	banana	T	6.15	1.42	The monkey grabbed the banana .	-6.1058220863342285	ball_(-4.0185876);gun_(-4.2625604);dog_(-4.3445764);knife_(-4.6327844);phone_(-4.7152047);	-11.975492477416992
singer	begin	performance	T	6.5	1.02	The singer began the performance .	-4.70510196685791	day_(-2.9253933);song_(-3.105096);show_(-3.137124);year_(-3.3638852);night_(-3.4030697);	-13.506255149841309
fisherman	check	net	T	6.15	1.77	The fisherman checked the net .	-5.227849006652832	boat_(-3.0357788);water_(-3.2172515);waters_(-3.4295776);weather_(-4.161191);fish_(-4.262532);	-11.117534637451172
cobbler	fix	shoe	T	6.25	1.18	The cobbler fixed the shoe .	-7.760228157043457	problem_(-3.647832);car_(-3.9625597);roof_(-4.0602922);door_(-4.492154);hole_(-4.616246);	-19.830951690673828
fisherman	catch	fish	T	6.45	1.12	The fisherman caught the fish .	-2.3444459438323975	fish_(-2.344446);shark_(-3.8060167);rare_(-4.384203);whale_(-4.4433155);first_(-4.4491596);	-17.556982040405273
student	wear	jeans	T	5.6	1.24	The student wore the jeans .	-6.586692810058594	same_(-2.8007581);shirt_(-3.2221982);hijab_(-3.4784238);uniform_(-3.5720212);black_(-3.9901578);	-15.623786926269531
librarian	stack	book	T	6.5	0.67	The librarian stacked the book .	-3.286553382873535	books_(-0.79253495);shelves_(-2.293931);stacks_(-3.0186398);book_(-3.2865534);library_(-3.6868067);	-14.84062385559082
cyclist	fix	bike	T	6.1	0.89	The cyclist fixed the bike .	-1.7384371757507324	bike_(-1.7384372);wheel_(-3.1995044);rear_(-3.8493228);problem_(-4.156078);front_(-4.215442);	-13.97706413269043
nurse	wash	infant	T	6.45	0.8	The nurse washed the infant .	-5.135976791381836	blood_(-2.6751766);patient_(-2.9614773);baby_(-2.979086);body_(-3.5467663);girl_(-3.75675);	-15.271398544311523
child	enjoy	ride	T	6.7	0.56	The child enjoyed the ride .	-4.183835983276367	show_(-3.6948068);company_(-3.9251611);game_(-4.137769);attention_(-4.1686993);ride_(-4.183836);	-15.97189998626709
mason	fix	roof	T	4.15	2.2	The mason fixed the roof .	-3.810964345932007	door_(-3.3038614);problem_(-3.7602365);roof_(-3.8109643);hole_(-3.886892);screw_(-4.0215893);	-18.263504028320312
dog	eat	bone	T	6.25	1.34	The dog ate the bone .	-7.224559307098389	cat_(-3.5827444);dog_(-4.1244235);food_(-4.3189197);chicken_(-4.420116);apple_(-4.622234);	-10.74225902557373
businessman	wear	tie	T	6.55	1.12	The businessman wore the tie .	-6.117673873901367	same_(-2.2722223);uniform_(-3.6666315);shirt_(-3.9019601);suit_(-4.019621);jacket_(-4.0547237);	-12.5111083984375
child	climb	tree	T	5.2	1.21	The child climbed the tree .	-3.24252986907959	stairs_(-1.7861013);ladder_(-2.4176397);fence_(-3.230094);tree_(-3.2425299);steps_(-3.2626562);	-9.485352516174316
mother	hang	laundry	T	5.8	1.96	The mother hung the laundry .	-7.243021011352539	baby_(-3.0342808);body_(-3.228838);picture_(-4.051531);child_(-4.162714);boy_(-4.2915516);	-19.02402687072754
cat	drink	milk	T	5.6	1.53	The cat drank the milk .	-2.983583688735962	water_(-2.7334235);milk_(-2.9835837);coffee_(-3.7131522);blood_(-3.740969);beer_(-3.7429068);	-12.019743919372559
coach	check	team	T	6.95	0.22	The coach checked the team .	-4.631541728973389	clock_(-4.073047);score_(-4.4132037);time_(-4.4349093);team_(-4.6315417);weather_(-4.7214465);	-7.871706962585449
