SUBJECT	VERB	OBJECT	typicality	mean_rat	std_rat	sentence	computed_score	best_completions	baseline_score
journalist	write	article	T	6.85	0.36	The journalist wrote the article .	0.20163868367671967	article_(0.20163868);piece_(0.11292626);book_(0.085701585);story_(0.05922035);column_(0.03276377);	6.729099550284445e-05
mother	hold	child	T	6.9	0.3	The mother held the child .	0.0639137551188469	baby_(0.1267252);child_(0.063913755);boy_(0.03687998);infant_(0.019553961);girl_(0.016012166);	2.256137304357253e-05
customer	read	menu	T	5.45	2.29	The customer read the menu .	0.001458965940400958	email_(0.036718596);letter_(0.032201957);fine_(0.025106093);following_(0.021420056);statement_(0.015313363);	4.2094019590876997e-05
goalkeeper	throw	ball	T	6.15	1.24	The goalkeeper threw the ball .	0.7651338577270508	ball_(0.76513386);first_(0.025952142);match_(0.007220023);game_(0.006528422);goal_(0.005808803);	6.506593308586162e-06
philologist	examine	book	T	6.2	1.25	The philologist examined the book .	0.001627830439247191	bones_(0.007489606);evidence_(0.007415463);remains_(0.007050073);body_(0.0059521766);ancient_(0.004893438);	3.5875569892596104e-07
confectioner	decorate	cake	T	6.05	1.36	The confectioner decorated the cake .	0.005608267150819302	front_(0.018660577);walls_(0.013949601);room_(0.012597896);top_(0.011593425);box_(0.011523231);	1.1659194720792243e-09
sweeper	clean	street	T	6.5	0.92	The sweeper cleaned the street .	0.001130895339883864	room_(0.03941422);floor_(0.029820498);house_(0.025129776);area_(0.017701656);air_(0.01678672);	0.0002707781095523387
cobbler	sew	shoe	T	6.6	0.49	The cobbler sewed the shoe .	0.0010088816052302718	first_(0.014065893);new_(0.0069814743);letters_(0.0066158804);two_(0.0063744793);wooden_(0.005880561);	1.6103931521627146e-09
surfer	catch	wave	T	7.0	0.0	The surfer caught the wave .	0.17705762386322021	wave_(0.17705762);waves_(0.024496539);eye_(0.018503517);attention_(0.014274975);moment_(0.013578632);	0.00018198559700977057
guard	tie	prisoner	T	4.8	2.29	The guard tied the prisoner .	0.0002446109429001808	knot_(0.25254464);ball_(0.079481855);game_(0.0508582);door_(0.011325337);team_(0.011291345);	1.0678350918169599e-05
demonstrator	sign	petition	T	5.25	1.97	The demonstrator signed the petition .	0.3582412302494049	petition_(0.35824123);document_(0.047937583);bill_(0.024371741);letter_(0.023111522);paper_(0.02204644);	0.00011795101454481483
businessman	read	report	T	6.45	0.67	The businessman read the report .	0.011285888962447643	letter_(0.051621534);newspaper_(0.036221217);statement_(0.020989798);book_(0.018875232);news_(0.016921975);	0.0028331135399639606
producer	release	film	T	6.3	1.31	The producer released the film .	0.010629141703248024	following_(0.11759785);video_(0.06071318);track_(0.048846606);album_(0.043832608);song_(0.034351103);	3.938153895433061e-06
general	win	battle	T	6.1	1.04	The general won the battle .	0.022890927270054817	election_(0.042606954);first_(0.029379081);battle_(0.022890927);race_(0.022113306);title_(0.018593587);	0.00027873393264599144
horse	pull	cart	T	4.95	1.69	The horse pulled the cart .	0.022354837507009506	car_(0.04947091);wagon_(0.047503166);carriage_(0.027916087);horse_(0.026279816);cart_(0.022354838);	1.5680481357804865e-09
butcher	sell	meat	T	6.95	0.22	The butcher sold the meat .	0.09158957749605179	meat_(0.09158958);body_(0.030406035);animal_(0.025169821);dog_(0.0249709);baby_(0.022527339);	1.1244682127653505e-06
professor	write	book	T	5.5	1.43	The professor wrote the book .	0.13722111284732819	book_(0.13722111);paper_(0.07426792);article_(0.069151945);essay_(0.05669004);letter_(0.048207007);	6.394008096322068e-07
mechanic	fix	tire	T	6.45	0.86	The mechanic fixed the tire .	0.0029241761658340693	problem_(0.114456594);car_(0.047004797);issue_(0.03624526);engine_(0.022169977);bug_(0.014272793);	1.3699413159429241e-08
candidate	celebrate	victory	T	5.9	1.81	The candidate celebrated the victory .	0.05604618415236473	election_(0.085596606);victory_(0.056046184);end_(0.026635204);success_(0.016736442);results_(0.014462319);	1.7571673893712614e-08
footballer	chase	ball	T	5.75	1.95	The footballer chased the ball .	0.07523792237043381	ball_(0.07523792);attacker_(0.026819542);woman_(0.02458247);man_(0.02264004);girl_(0.015989529);	6.506593308586162e-06
artist	assemble	art	T	6.35	1.19	The artist assembled the art .	0.00865335762500763	artwork_(0.02363109);piece_(0.022093752);pieces_(0.021331165);image_(0.012656244);images_(0.012242357);	1.1284971151326317e-05
astronaut	reach	moon	T	5.4	1.83	The astronaut reached the moon .	0.08894075453281403	surface_(0.092124596);moon_(0.088940755);International_(0.06387958);space_(0.042533334);top_(0.038951058);	2.1754261979367584e-05
engineer	complete	project	T	6.25	1.48	The engineer completed the project .	0.13448460400104523	project_(0.1344846);job_(0.043543);first_(0.036449883);work_(0.03305861);design_(0.029386789);	0.002793689491227269
soldier	carry	rifle	T	7.0	0.0	The soldier carried the rifle .	0.010338020510971546	body_(0.07703434);coffin_(0.054521438);wounded_(0.029960651);flag_(0.028933592);dead_(0.025200538);	0.00016360034351237118
terrorist	release	hostage	T	3.45	1.77	The terrorist released the hostage .	0.001996309496462345	video_(0.19929484);following_(0.033148084);videos_(0.016742207);bomb_(0.015390025);statement_(0.014549766);	6.689645601909433e-07
killer	pull	trigger	T	6.6	0.58	The killer pulled the trigger .	0.6354476809501648	trigger_(0.6354477);gun_(0.048765507);knife_(0.013807937);lever_(0.012089711);woman_(0.009008057);	2.3251825041370466e-05
spectator	buy	ticket	T	6.45	1.32	The spectator bought the ticket .	0.3948419690132141	ticket_(0.39484197);tickets_(0.1595805);game_(0.016602665);item_(0.0058694035);match_(0.005172306);	3.670949126899359e-06
cheerleader	shake	flag	T	5.15	2.06	The cheerleader shook the flag .	0.0016453099669888616	hand_(0.080356956);boy_(0.034951955);girl_(0.026033605);hands_(0.019908795);back_(0.013645259);	2.7024914288631408e-06
painter	decorate	wall	T	6.6	0.58	The painter decorated the wall .	0.013565256260335445	walls_(0.04712504);house_(0.018304672);room_(0.01743103);front_(0.015950521);wall_(0.013565256);	1.6455361517841993e-08
surgeon	use	lancet	T	4.95	2.25	The surgeon used the lancet .			
florist	sell	flower	T	6.15	1.74	The florist sold the flower .	0.05328622832894325	flowers_(0.107138075);flower_(0.05328623);house_(0.029875815);wedding_(0.02524872);roses_(0.012903854);	2.329710923731909e-06
player	gain	ball	T	5.45	1.16	The player gained the ball .	0.002062984509393573	nickname_(0.15274425);title_(0.10066245);ability_(0.060448144);following_(0.018980118);upper_(0.016770482);	6.506593308586162e-06
nanny	hear	baby	T	6.35	1.35	The nanny heard the baby .	0.03967798501253128	screams_(0.049436595);baby_(0.039677985);cries_(0.039611746);child_(0.030444227);scream_(0.02967394);	2.751814008661313e-06
teacher	help	child	T	6.1	1.45	The teacher helped the child .	0.016948796808719635	students_(0.14713305);student_(0.10446517);boy_(0.079014644);girl_(0.046390813);children_(0.02156172);	2.256137304357253e-05
barber	cut	hair	T	6.65	1.11	The barber cut the hair .	0.30965662002563477	hair_(0.30965662);man_(0.049828276);top_(0.026723908);beard_(0.013601314);ribbon_(0.011825414);	3.3222670481336536e-06
violinist	wear	tuxedo	T	5.9	0.89	The violinist wore the tuxedo .			
child	throw	snowball	T	5.95	1.2	The child threw the snowball .	0.0029089089948683977	ball_(0.029740222);knife_(0.029700767);bottle_(0.02327437);object_(0.021127304);first_(0.01865787);	3.3855522829639995e-09
mover	move	furniture	T	4.9	2.43	The mover moved the furniture .	0.0011179192224517465	car_(0.022603888);truck_(0.021485675);ball_(0.017268047);vehicle_(0.016348433);bus_(0.010306344);	1.7793627899234665e-12
referee	move	ball	T	5.05	2.18	The referee moved the ball .	0.4923640489578247	ball_(0.49236405);game_(0.019306341);puck_(0.017082691);goal_(0.015971363);match_(0.013223967);	6.506593308586162e-06
waiter	open	bottle	T	6.25	0.99	The waiter opened the bottle .	0.012659136205911636	door_(0.527245);menu_(0.039809603);restaurant_(0.025071807);window_(0.023503598);fridge_(0.013524193);	1.2872226307081291e-06
dog	chase	ball	T	6.5	0.67	The dog chased the ball .	0.003280697390437126	cat_(0.05940873);man_(0.053590298);car_(0.04058408);dog_(0.027749304);woman_(0.02143204);	6.506593308586162e-06
hairstylist	flip	hair	T	6.35	0.65	The hairstylist flipped the hair .	0.011373208835721016	script_(0.22598243);bird_(0.19628601);switch_(0.102090105);table_(0.013911377);hair_(0.011373209);	2.6586194508126937e-06
cook	cut	fish	T	5.75	1.37	The cook cut the fish .	0.0076278806664049625	meat_(0.06685852);chicken_(0.05667114);potatoes_(0.040173285);vegetables_(0.02234309);beef_(0.02212832);	2.371917595667128e-08
musician	read	music	T	6.35	1.39	The musician read the music .	0.0023240484297275543	lyrics_(0.14509292);letter_(0.041099623);poem_(0.03324669);script_(0.029558487);book_(0.02603795);	6.649266651947983e-06
passenger	buy	ticket	T	6.5	1.16	The passenger bought the ticket .	0.13447655737400055	ticket_(0.13447656);car_(0.052153982);plane_(0.045856785);tickets_(0.042488646);vehicle_(0.02145529);	3.670949126899359e-06
guest	hang	coat	T	5.2	1.89	The guest hung the coat .	0.0012978778686374426	door_(0.023925884);flag_(0.022698415);banner_(0.021592159);sign_(0.021425435);poster_(0.017405206);	4.8815318223205395e-06
student	wear	glass	T	6.0	0.89	The student wore the glass .	0.00011271108814980835	same_(0.060763977);shirt_(0.039867323);hijab_(0.030856004);uniform_(0.028099);black_(0.018496793);	2.0982598769592187e-08
barber	use	razor	T	6.55	1.02	The barber used the razor .	0.015307961031794548	same_(0.039414875);word_(0.026685314);phrase_(0.020469708);term_(0.01940489);razor_(0.015307961);	3.1190242566481174e-07
waiter	clear	bar	T	6.05	1.5	The waiter cleared the bar .	0.008490500040352345	table_(0.45148176);plate_(0.042416163);glass_(0.04086318);plates_(0.040553838);way_(0.034236364);	1.0076426406158134e-05
player	enjoy	game	T	6.65	0.79	The player enjoyed the game .	0.03482966497540474	best_(0.06726719);most_(0.043702852);experience_(0.038985357);game_(0.034829665);opportunity_(0.030606028);	9.740013047121465e-05
passenger	pass	check	T	3.75	1.79	The passenger passed the check .	0.007057055365294218	checkpoint_(0.030036094);plane_(0.014644902);airport_(0.013299081);vehicle_(0.012963582);bus_(0.011533041);	0.0004228881443850696
mother	prepare	food	T	6.4	0.92	The mother prepared the food .	0.045650236308574677	meal_(0.07916774);baby_(0.0522768);dinner_(0.04570112);food_(0.045650236);child_(0.024190338);	3.100975163761177e-06
animal	find	food	T	5.85	1.85	The animal found the food .	0.0027607870288193226	body_(0.03379274);carc_(0.02433777);dead_(0.022970922);next_(0.0181998);victim_(0.018039992);	3.100975163761177e-06
pyromaniac	start	fire	T	6.2	1.47	The pyromaniac started the fire .	0.024754242971539497	game_(0.053675316);day_(0.053221054);season_(0.050916176);night_(0.042245787);year_(0.036933273);	3.014377216459252e-05
dog	carry	ball	T	6.0	1.38	The dog carried the ball .	0.0026524742133915424	body_(0.061833743);remains_(0.05016244);dead_(0.024187116);baby_(0.016461493);severed_(0.015665898);	6.506593308586162e-06
pilot	win	race	T	4.8	2.14	The pilot won the race .	0.006142143160104752	award_(0.083435014);$_(0.025487239);competition_(0.02447253);Emmy_(0.02420994);hearts_(0.02271071);	0.00016798119759187102
soldier	dig	trench	T	5.15	2.26	The soldier dug the trench .	0.10748549550771713	hole_(0.23290737);grave_(0.13130973);trench_(0.107485496);tunnel_(0.043589726);pit_(0.03018105);	2.1350317183532752e-05
general	gather	soldier	T	5.9	1.87	The general gathered the soldier .	0.0002552696387283504	troops_(0.036077186);information_(0.019855732);men_(0.018289167);rest_(0.017142065);other_(0.011365363);	2.200955532316584e-05
demonstrator	carry	flag	T	5.85	1.24	The demonstrator carried the flag .	0.040785904973745346	banner_(0.11169281);sign_(0.09901778);flag_(0.040785905);coffin_(0.022220977);message_(0.02206892);	2.7024914288631408e-06
astronaut	touch	ground	T	4.8	2.11	The astronaut touched the ground .	0.12796440720558167	ground_(0.1279644);surface_(0.07671537);moon_(0.026378958);space_(0.012529556);first_(0.012290025);	1.2047668462855654e-07
housemaid	clean	window	T	6.65	0.57	The housemaid cleaned the window .	0.0053655547089874744	kitchen_(0.08360673);house_(0.06127963);room_(0.05326707);dishes_(0.038134538);bathroom_(0.030625133);	1.8791397451423109e-06
cyclist	ride	bike	T	6.5	1.5	The cyclist rode the bike .	0.08101115375757217	bike_(0.081011154);wrong_(0.033112746);route_(0.022016147);bus_(0.019406367);last_(0.018787785);	8.508212658853154e-07
waiter	mix	drink	T	5.4	1.53	The waiter mixed the drink .	0.03519293665885925	drinks_(0.0741134);wine_(0.03575942);drink_(0.035192937);soup_(0.029744375);sauce_(0.028407846);	0.00012980465544387698
waiter	hold	bottle	T	6.15	1.39	The waiter held the bottle .	0.019320249557495117	door_(0.02728482);tray_(0.026509391);phone_(0.022169206);glass_(0.01935315);bottle_(0.01932025);	1.2872226307081291e-06
hairstylist	fix	hair	T	6.85	0.36	The hairstylist fixed the hair .	0.11383175104856491	hair_(0.11383175);problem_(0.06873026);man_(0.025136542);hairst_(0.015991295);mess_(0.014981571);	2.6586194508126937e-06
player	touch	base	T	5.5	1.32	The player touched the base .	0.003669119905680418	ball_(0.26760656);ground_(0.04291782);puck_(0.01497287);floor_(0.01072834);back_(0.009647392);	4.3568506953306496e-05
biker	wear	helmet	T	6.8	0.51	The biker wore the helmet .	0.045622020959854126	same_(0.15911263);helmet_(0.04562202);jacket_(0.01938579);uniform_(0.016357137);red_(0.014643994);	6.305825195340731e-07
soldier	reach	trench	T	6.25	0.89	The soldier reached the trench .	0.00011611852823989466	top_(0.08158044);front_(0.023394417);end_(0.0217175);base_(0.015731573);bottom_(0.015459345);	2.1350317183532752e-05
musician	hold	guitar	T	6.55	0.5	The musician held the guitar .	0.0037197116762399673	first_(0.025134204);world_(0.025090903);position_(0.017160974);record_(0.016330948);event_(0.015785325);	1.547702254356409e-06
truck	hit	car	T	4.0	1.7	The truck hit the car .	0.011091657914221287	back_(0.036242116);side_(0.02337344);wall_(0.018338187);truck_(0.017242648);tree_(0.01421353);	8.074366633081809e-06
spectator	enjoy	game	T	6.05	1.47	The spectator enjoyed the game .	0.03877955302596092	spectacle_(0.057698984);show_(0.045411624);game_(0.038779553);sight_(0.03059791);view_(0.020476589);	9.740013047121465e-05
footballer	kick	ball	T	6.6	1.07	The footballer kicked the ball .	0.7141128182411194	ball_(0.7141128);door_(0.008435702);football_(0.007009253);referee_(0.003727247);first_(0.003481579);	6.506593308586162e-06
chemist	sell	drug	T	4.45	2.48	The chemist sold the drug .	0.02324501983821392	product_(0.02577233);drug_(0.02324502);sample_(0.012670345);drugs_(0.011155126);samples_(0.010205794);	0.0003348427708260715
receiver	catch	baseball	T	4.75	2.28	The receiver caught the baseball .	0.00026270197122357786	ball_(0.4498907);pass_(0.035614934);first_(0.030983424);touchdown_(0.0155573515);game_(0.01362559);	3.2274838304147124e-05
mother	push	stroller	T	6.1	1.41	The mother pushed the stroller .			
skater	ride	skateboard	T	6.25	1.55	The skater rode the skateboard .			
student	drink	coffee	T	4.95	1.66	The student drank the coffee .	0.01796901971101761	beer_(0.09360802);alcohol_(0.067554116);water_(0.040292267);contents_(0.038592916);wine_(0.027479453);	2.639295189510449e-06
painter	mix	paint	T	6.35	1.59	The painter mixed the paint .	0.0283571295440197	colors_(0.03700527);paint_(0.02835713);two_(0.026162904);colours_(0.013368108);color_(0.013335003);	5.220616912993137e-06
child	chase	toy	T	6.1	1.34	The child chased the toy .	0.010394652374088764	dog_(0.09412273);mother_(0.025909608);car_(0.021733018);man_(0.020034077);child_(0.019276874);	1.42994977068156e-05
comedian	entertain	audience	T	6.35	1.65	The comedian entertained the audience .	0.16708263754844666	audience_(0.16708264);crowd_(0.10765959);idea_(0.07811731);public_(0.02433607);world_(0.014957028);	2.166227022826206e-05
musician	entertain	crowd	T	6.4	1.16	The musician entertained the crowd .	0.18177349865436554	crowd_(0.1817735);audience_(0.15554793);public_(0.028187683);idea_(0.027254235);crowds_(0.025812455);	2.2571159163931043e-08
woman	carry	bag	T	6.25	0.83	The woman carried the bag .	0.014093044213950634	body_(0.069105335);baby_(0.06671297);child_(0.036260143);dead_(0.027811378);remains_(0.014402836);	2.8901654403057364e-08
cook	flip	pancake	T	6.3	0.9	The cook flipped the pancake .			
musician	touch	instrument	T	6.4	1.36	The musician touched the instrument .	0.0002085876913042739	hearts_(0.13989468);heart_(0.060776025);audience_(0.022662917);lives_(0.01802838);microphone_(0.016455153);	2.6554429496172816e-05
singer	hold	microphone	T	6.55	1.16	The singer held the microphone .	0.016530927270650864	first_(0.023808986);world_(0.019860094);event_(0.019506002);microphone_(0.016530927);title_(0.015170674);	3.324402314319741e-06
porter	carry	bag	T	5.1	2.53	The porter carried the bag .	0.016630122438073158	bag_(0.016630122);message_(0.01132312);body_(0.009484815);coffin_(0.009428397);two_(0.008398211);	2.8112552286074788e-08
guest	hold	drink	T	5.3	1.42	The guest held the drink .	9.990541730076075e-05	position_(0.060299024);microphone_(0.014799927);first_(0.014375916);title_(0.013593825);door_(0.012145237);	0.00012980465544387698
cameraman	record	video	T	6.85	0.48	The cameraman recorded the video .	0.034453608095645905	moment_(0.11222424);incident_(0.10734852);video_(0.034453608);scene_(0.034298085);event_(0.01695794);	0.004503179807215929
biker	start	motorcycle	T	6.15	1.8	The biker started the motorcycle .	0.0025430689565837383	race_(0.060805973);fight_(0.04499863);day_(0.035909444);chase_(0.0242605);rally_(0.021446763);	8.999766123451991e-07
gardener	gather	grass	T	5.65	1.74	The gardener gathered the grass .	0.00280491984449327	plants_(0.026613353);flowers_(0.023808418);leaves_(0.017405856);materials_(0.015864907);herbs_(0.011718416);	1.6741522301799705e-07
dog	dig	hole	T	6.5	0.74	The dog dug the hole .	0.23563246428966522	hole_(0.23563246);grave_(0.03562081);holes_(0.018879572);dog_(0.01563095);pit_(0.013852692);	3.58092506758112e-06
refugee	find	shelter	T	6.0	1.55	The refugee found the shelter .	0.002855470636859536	body_(0.088514484);girl_(0.016024042);woman_(0.014994051);bodies_(0.01331555);dead_(0.012552204);	9.533049478704925e-07
lumberjack	cut	tree	T	6.55	1.32	The lumberjack cut the tree .	0.010713844560086727	rope_(0.041752793);ribbon_(0.04148607);wood_(0.023187568);cord_(0.016429659);grass_(0.01620681);	6.50822403258644e-05
policeman	check	bag	T	5.55	1.5	The policeman checked the bag .	0.01175142265856266	driver_(0.039046053);car_(0.032754134);vehicle_(0.024592055);man_(0.018417753);door_(0.014636937);	2.8901654403057364e-08
player	begin	match	T	5.7	1.49	The player began the match .	0.041730836033821106	season_(0.21214345);game_(0.098078005);day_(0.05890651);year_(0.053046536);match_(0.041730836);	0.00012131578841945156
painter	complete	painting	T	6.35	1.49	The painter completed the painting .	0.15310914814472198	painting_(0.15310915);work_(0.06704324);portrait_(0.029744128);project_(0.02302854);mural_(0.019431664);	4.335034827818163e-05
cat	chase	bird	T	5.85	1.39	The cat chased the bird .	0.007182805333286524	dog_(0.3912952);mouse_(0.071816854);rabbit_(0.029088447);dogs_(0.02218308);cat_(0.021818511);	2.1945519179666917e-08
child	visit	grandmother	T	5.95	1.72	The child visited the grandmother .	0.00044422285282053053	hospital_(0.062601574);home_(0.027074562);house_(0.02236884);school_(0.020072117);family_(0.016896099);	6.566913413053044e-08
programmer	describe	software	T	5.55	1.63	The programmer described the software .	0.005038623232394457	process_(0.030144796);situation_(0.024473913);problem_(0.023120577);project_(0.022535246);code_(0.019742008);	9.319664968643337e-06
child	draw	flower	T	4.95	1.72	The child drew the flower .	6.0700782341882586e-05	line_(0.073761694);attention_(0.06506964);picture_(0.027416341);gun_(0.014100024);blood_(0.011434589);	7.56594272388611e-06
poet	write	sonnet	T	5.8	1.33	The poet wrote the sonnet .			
president	deliver	speech	T	6.8	0.4	The president delivered the speech .	0.24606826901435852	speech_(0.24606827);remarks_(0.10129564);keynote_(0.04948143);address_(0.049011786);message_(0.04245631);	6.980195621508756e-07
climber	face	wall	T	5.5	2.04	The climber faced the wall .	0.006641714833676815	same_(0.03556127);steep_(0.032567445);challenge_(0.03237866);worst_(0.029517565);prospect_(0.029047523);	7.0094174908774676e-09
child	pick	flower	T	5.4	1.46	The child picked the flower .	0.0036411574110388756	wrong_(0.061271038);lock_(0.03285588);gun_(0.015628144);right_(0.010182627);name_(0.009516484);	7.56594272388611e-06
dog	pull	sled	T	5.05	1.86	The dog pulled the sled .	0.0026828323025256395	trigger_(0.04897076);man_(0.029689578);woman_(0.018461563);girl_(0.017612517);car_(0.017163357);	6.697332022298497e-09
mother	decorate	house	T	6.45	1.07	The mother decorated the house .	0.03116113692522049	house_(0.031161137);room_(0.025139937);front_(0.019815385);home_(0.017853288);walls_(0.015413528);	1.8280178437635186e-06
