SUBJECT	VERB	OBJECT	typicality	mean_rat	std_rat	sentence	computed_score	best_completions	baseline_score
thief	grab	money	T	5.0	2.21	The thief grabbed the money .	0.011281406506896019	gun_(0.08040847);knife_(0.06098107);bag_(0.028111828);pistol_(0.024093617);book_(0.01717868);	0.0002763905795291066
knight	hold	sword	T	6.5	0.92	The knight held the sword .	0.14506129920482635	sword_(0.1450613);knife_(0.06286725);dagger_(0.03916227);blade_(0.03706632);torch_(0.035617758);	0.00017739954637363553
sailor	tie	rope	T	6.25	0.7	The sailor tied the rope .	0.12459903210401535	knot_(0.18767944);rope_(0.12459903);boat_(0.06287823);knots_(0.058185916);ropes_(0.049391683);	8.645590241940226e-06
deejay	mix	music	T	6.65	1.11	The deejay mixed the music .	0.07940027862787247	songs_(0.08372109);music_(0.07940028);song_(0.072402135);beats_(0.06877999);vocals_(0.04013918);	5.701524787582457e-05
athlete	start	match	T	4.15	2.37	The athlete started the match .	0.0007831233670003712	final_(0.5213586);race_(0.37085226);event_(0.069505);sprint_(0.006826268);competition_(0.00423887);	7.874891889514402e-05
librarian	climb	ladder	T	5.1	1.67	The librarian climbed the ladder .	0.11474259197711945	stairs_(0.43738866);steps_(0.21997185);ladder_(0.11474259);wall_(0.04690685);staircase_(0.046092864);	2.356768618483329e-06
photographer	use	camera	T	6.65	1.31	The photographer used the camera .	0.09521489590406418	camera_(0.095214896);phone_(0.06147137);mirror_(0.019493483);knife_(0.01784071);microphone_(0.013251573);	2.97808728646487e-05
politician	sign	agreement	T	6.35	0.73	The politician signed the agreement .	0.03467661514878273	document_(0.17925608);petition_(0.13170555);letter_(0.08006177);statement_(0.0630551);bill_(0.06093364);	1.0138989637198392e-05
magician	read	hand	T	4.4	2.08	The magician read the hand .	0.0008647015201859176	note_(0.19980623);card_(0.10035254);letter_(0.061378453);message_(0.05624797);sign_(0.04574258);	1.1573106348805595e-05
doctor	use	stethoscope	T	5.85	1.68	The doctor used the stethoscope .			
champion	hold	cup	T	6.4	0.86	The champion held the cup .	0.026136331260204315	title_(0.70379275);championship_(0.15913932);trophy_(0.05021931);cup_(0.026136331);Cup_(0.009592077);	2.4161945475498214e-05
bartender	shake	drink	T	6.25	1.37	The bartender shook the drink .	0.01398337259888649	bottle_(0.60345984);glass_(0.17461513);can_(0.020239944);drink_(0.013983373);beer_(0.013247931);	1.8075625121127814e-06
dealer	check	car	T	5.9	0.94	The dealer checked the car .	0.003769209608435631	clock_(0.04095274);time_(0.037394658);cards_(0.036882624);card_(0.029790767);watch_(0.017321836);	8.955553494160995e-05
botanist	examine	plant	T	6.55	1.16	The botanist examined the plant .	0.01835010200738907	leaves_(0.042216163);specimen_(0.03823786);tree_(0.025172554);fruit_(0.023127805);paper_(0.019493887);	3.7184645407251082e-06
porter	stack	suitcase	T	5.5	2.27	The porter stacked the suitcase .	0.0003931026440113783	bags_(0.060214892);boxes_(0.05966948);plates_(0.05123039);sacks_(0.029472746);luggage_(0.028791687);	2.5269342586398125e-05
carpenter	flip	board	T	6.35	0.91	The carpenter flipped the board .	0.003722742898389697	switch_(0.27776748);lever_(0.069354504);lid_(0.067071296);lock_(0.0518909);page_(0.05139838);	6.229739028640324e-06
climber	climb	rock	T	6.8	0.4	The climber climbed the rock .	0.031578660011291504	wall_(0.1325589);tree_(0.116918236);ladder_(0.11241162);hill_(0.054977812);rope_(0.04850114);	2.369163439652766e-06
electrician	check	device	T	5.35	1.77	The electrician checked the device .	0.0010212564375251532	wires_(0.035543803);lights_(0.025398862);cables_(0.022248961);clock_(0.021304194);equipment_(0.019109327);	1.3541050066123717e-05
skipper	assemble	sailboat	T	3.8	1.83	The skipper assembled the sailboat .			
baker	sell	bread	T	6.45	1.16	The baker sold the bread .	0.40641289949417114	bread_(0.4064129);cheese_(0.058840573);cakes_(0.043480508);dough_(0.026986698);eggs_(0.025776831);	1.1882533726748079e-05
driver	hear	horn	T	5.75	1.79	The driver heard the horn .	0.03237251564860344	commotion_(0.052499548);noise_(0.04455324);gunshot_(0.04093452);scream_(0.038104735);horn_(0.032372516);	6.460447821154958e-06
sculptor	carve	stone	T	5.55	1.66	The sculptor carved the stone .	0.026727575808763504	statue_(0.13455237);figures_(0.041420724);monument_(0.03748548);figure_(0.0364925);statues_(0.036367014);	0.00011156049004057422
pilot	begin	race	T	4.8	2.23	The pilot began the race .	0.00023079979291651398	descent_(0.52871835);takeoff_(0.10103843);approach_(0.07383661);climb_(0.051552404);ascent_(0.032192655);	0.002184060402214527
journalist	write	article	T	6.85	0.36	The journalist wrote the article .	0.2160358726978302	article_(0.21603587);story_(0.13250768);letter_(0.050337717);book_(0.028342713);report_(0.020137325);	6.21522412984632e-05
mother	hold	child	T	6.9	0.3	The mother held the child .	0.23305805027484894	baby_(0.39650977);child_(0.23305805);children_(0.02812103);boy_(0.024310602);infant_(0.016904918);	7.346457277890295e-05
customer	read	menu	T	5.45	2.29	The customer read the menu .	0.02692166157066822	card_(0.12636986);sign_(0.0704073);note_(0.05739526);message_(0.045868456);bill_(0.035034228);	7.27083886431501e-08
goalkeeper	throw	ball	T	6.15	1.24	The goalkeeper threw the ball .	0.8725222945213318	ball_(0.8725223);coin_(0.014042643);cross_(0.005088572);stick_(0.004755848);shot_(0.0045327153);	3.963416747865267e-05
philologist	examine	book	T	6.2	1.25	The philologist examined the book .	0.02864471636712551	manuscript_(0.14066814);text_(0.07320603);inscription_(0.06700998);document_(0.049892902);letter_(0.04776818);	3.434186146478169e-05
confectioner	decorate	cake	T	6.05	1.36	The confectioner decorated the cake .	0.017840128391981125	walls_(0.05595913);interior_(0.04331624);table_(0.036054067);ceiling_(0.03101109);room_(0.030726537);	7.552696843049489e-06
sweeper	clean	street	T	6.5	0.92	The sweeper cleaned the street .	0.011527675203979015	floor_(0.1753308);floors_(0.07212676);yard_(0.035189442);house_(0.034568634);carpet_(0.033851393);	4.7717821871628985e-05
cobbler	sew	shoe	T	6.6	0.49	The cobbler sewed the shoe .	0.0013544263783842325	cloth_(0.12949276);clothes_(0.05403119);dress_(0.04443798);fabric_(0.020358039);garments_(0.019233307);	1.1704105418175459e-05
surfer	catch	wave	T	7.0	0.0	The surfer caught the wave .	0.25335201621055603	wave_(0.25335202);ball_(0.07122058);line_(0.02291318);waves_(0.022378512);wind_(0.018467616);	1.0667456081137061e-05
guard	tie	prisoner	T	4.8	2.29	The guard tied the prisoner .	0.00774045055732131	knot_(0.15356964);rope_(0.09341593);ropes_(0.042227868);knots_(0.039625283);horses_(0.023416761);	4.401281330501661e-06
demonstrator	sign	petition	T	5.25	1.97	The demonstrator signed the petition .	0.208552286028862	petition_(0.20855229);document_(0.14802809);statement_(0.10865159);letter_(0.039013542);bill_(0.030928634);	4.130811066715978e-05
businessman	read	report	T	6.45	0.67	The businessman read the report .	0.00658872677013278	card_(0.14907545);note_(0.11593876);letter_(0.04864741);paper_(0.04749141);message_(0.045051135);	0.0007533493917435408
producer	release	film	T	6.3	1.31	The producer released the film .	0.06947389245033264	song_(0.17489904);album_(0.10886108);video_(0.09690896);single_(0.08041278);film_(0.06947389);	1.232965132658137e-05
general	win	battle	T	6.1	1.04	The general won the battle .	0.04851197451353073	election_(0.5781124);battle_(0.048511975);nomination_(0.043864127);runoff_(0.034635805);vote_(0.03206253);	7.226542220450938e-05
horse	pull	cart	T	4.95	1.69	The horse pulled the cart .	0.1374102234840393	reins_(0.4013508);cart_(0.13741022);wagon_(0.05856264);rope_(0.04198948);lever_(0.032587435);	1.0568132893240545e-05
butcher	sell	meat	T	6.95	0.22	The butcher sold the meat .	0.22605745494365692	meat_(0.22605745);pig_(0.040134806);body_(0.037597887);chicken_(0.035386097);dog_(0.029631874);	1.7447833670303226e-05
professor	write	book	T	5.5	1.43	The professor wrote the book .	0.04727949947118759	letter_(0.05179664);book_(0.0472795);article_(0.034986548);report_(0.028746314);notes_(0.026320474);	2.873794801416807e-05
mechanic	fix	tire	T	6.45	0.86	The mechanic fixed the tire .	0.013289577327668667	problem_(0.12926269);car_(0.11972483);engine_(0.026642853);damage_(0.026357781);wheel_(0.019798154);	7.026968660284183e-07
candidate	celebrate	victory	T	5.9	1.81	The candidate celebrated the victory .	0.12081951647996902	election_(0.124611236);victory_(0.12081952);event_(0.06579351);ceremony_(0.029424958);results_(0.028396405);	3.21501693179016e-06
footballer	chase	ball	T	5.75	1.95	The footballer chased the ball .	0.030140243470668793	girl_(0.077727705);car_(0.030450163);ball_(0.030140243);woman_(0.028579758);boy_(0.02550243);	3.963416747865267e-05
artist	assemble	art	T	6.35	1.19	The artist assembled the art .	0.004135803785175085	group_(0.035166938);pieces_(0.02980003);work_(0.02254239);team_(0.0190696);material_(0.017388893);	8.778712071944028e-06
astronaut	reach	moon	T	5.4	1.83	The astronaut reached the moon .	0.018810536712408066	surface_(0.18716922);ground_(0.12707573);planet_(0.03979689);bottom_(0.024995076);floor_(0.024939194);	6.898311403347179e-05
engineer	complete	project	T	6.25	1.48	The engineer completed the project .	0.06881914287805557	work_(0.24478704);project_(0.06881914);construction_(0.06234742);job_(0.061541654);task_(0.03560036);	4.7757486754562706e-05
soldier	carry	rifle	T	7.0	0.0	The soldier carried the rifle .	0.07672513276338577	rifle_(0.07672513);gun_(0.04180394);boy_(0.02958308);girl_(0.027944798);child_(0.027026454);	0.0016055075684562325
terrorist	release	hostage	T	3.45	1.77	The terrorist released the hostage .	0.02298351377248764	hostages_(0.06963346);bomb_(0.06425534);grenade_(0.030897422);hostage_(0.022983514);explosives_(0.022163779);	4.9173882871400565e-05
killer	pull	trigger	T	6.6	0.58	The killer pulled the trigger .	0.9857609868049622	trigger_(0.985761);gun_(0.004594022);knife_(0.0036155859);chain_(0.0006688314);pin_(0.00042834898);	0.000167820107890293
spectator	buy	ticket	T	6.45	1.32	The spectator bought the ticket .	0.1929837167263031	ticket_(0.19298372);tickets_(0.06404042);book_(0.025394544);ball_(0.016005062);game_(0.015930004);	9.390396371600218e-06
cheerleader	shake	flag	T	5.15	2.06	The cheerleader shook the flag .	0.004690125118941069	table_(0.04521188);microphone_(0.033146624);bag_(0.032521166);box_(0.02832943);bottle_(0.027757522);	0.00022291911591310054
painter	decorate	wall	T	6.6	0.58	The painter decorated the wall .	0.005516283679753542	interior_(0.2648359);chapel_(0.05466923);church_(0.04455675);walls_(0.03207717);altar_(0.031938527);	4.891702701570466e-06
surgeon	use	lancet	T	4.95	2.25	The surgeon used the lancet .			
florist	sell	flower	T	6.15	1.74	The florist sold the flower .	0.03626955300569534	flowers_(0.4806922);roses_(0.047144443);flower_(0.036269553);rose_(0.024493672);tickets_(0.016760102);	1.569929622746713e-06
player	gain	ball	T	5.45	1.16	The player gained the ball .	0.005614945665001869	prize_(0.065173596);bonus_(0.05828656);points_(0.041255943);money_(0.032930117);point_(0.03179274);	3.963416747865267e-05
nanny	hear	baby	T	6.35	1.35	The nanny heard the baby .	0.0012096344726160169	commotion_(0.10420996);noise_(0.06925256);scream_(0.028209757);gunshot_(0.02381445);cry_(0.02259649);	4.26353290094994e-06
teacher	help	child	T	6.1	1.45	The teacher helped the child .	0.11911191046237946	student_(0.2450485);students_(0.16906935);child_(0.11911191);children_(0.06399547);boy_(0.05562877);	7.346457277890295e-05
barber	cut	hair	T	6.65	1.11	The barber cut the hair .	0.04481182247400284	rope_(0.1146358);ropes_(0.09552574);cord_(0.07978772);ribbon_(0.05004067);hair_(0.044811822);	0.00040727463783696294
violinist	wear	tuxedo	T	5.9	0.89	The violinist wore the tuxedo .			
child	throw	snowball	T	5.95	1.2	The child threw the snowball .			
mover	move	furniture	T	4.9	2.43	The mover moved the furniture .	0.021719129756093025	body_(0.04298272);box_(0.039218146);boxes_(0.030230787);car_(0.026633987);chair_(0.022501657);	1.9128594885842176e-06
referee	move	ball	T	5.05	2.18	The referee moved the ball .	0.6350481510162354	ball_(0.63504815);throw_(0.014078561);pin_(0.013995083);corner_(0.0118425);fight_(0.0094722565);	3.963416747865267e-05
waiter	open	bottle	T	6.25	0.99	The waiter opened the bottle .	0.016597438603639603	door_(0.2995443);menu_(0.27695104);wine_(0.030693641);tray_(0.016811945);bottle_(0.016597439);	1.3251174095785245e-06
dog	chase	ball	T	6.5	0.67	The dog chased the ball .	0.0040627093985676765	dog_(0.109493166);cat_(0.08496238);man_(0.074132085);boy_(0.06658035);girl_(0.044942204);	3.963416747865267e-05
hairstylist	flip	hair	T	6.35	0.65	The hairstylist flipped the hair .	0.0019133847672492266	switch_(0.38555938);page_(0.26365206);pages_(0.07218908);sign_(0.009473066);lever_(0.009309529);	0.00039349490543827415
cook	cut	fish	T	5.75	1.37	The cook cut the fish .	0.013340217992663383	cake_(0.23094486);meat_(0.1389147);bread_(0.12823518);steak_(0.09002685);cord_(0.023070524);	8.957355817074131e-07
musician	read	music	T	6.35	1.39	The musician read the music .	0.00238631758838892	note_(0.26465252);letter_(0.070740335);card_(0.04356964);words_(0.031715944);paper_(0.0302436);	8.157710544764996e-05
passenger	buy	ticket	T	6.5	1.16	The passenger bought the ticket .	0.30808281898498535	ticket_(0.30808282);tickets_(0.093180925);car_(0.0652234);money_(0.018006224);book_(0.013667423);	9.077486538444646e-06
guest	hang	coat	T	5.2	1.89	The guest hung the coat .	0.04653143510222435	coat_(0.046531435);bell_(0.04413287);candle_(0.029512743);hat_(0.029406149);flag_(0.028782241);	1.350623006146634e-05
student	wear	glass	T	6.0	0.89	The student wore the glass .	6.28937195870094e-05	uniform_(0.14669861);suit_(0.051571496);hat_(0.04463196);dress_(0.032938745);tie_(0.02877479);	4.7316766540461686e-06
barber	use	razor	T	6.55	1.02	The barber used the razor .	0.0002902266860473901	bathroom_(0.028248925);toilet_(0.02437576);kitchen_(0.023543745);house_(0.019256242);telephone_(0.016018292);	8.596833254159719e-07
waiter	clear	bar	T	6.05	1.5	The waiter cleared the bar .	0.0005295834271237254	table_(0.8519204);dishes_(0.061087187);plates_(0.038691908);plate_(0.010825195);glass_(0.009593912);	3.077827568631619e-05
player	enjoy	game	T	6.65	0.79	The player enjoyed the game .	0.6016973257064819	game_(0.6016973);match_(0.032894712);song_(0.027108405);challenge_(0.01379231);experience_(0.012069087);	1.520973182778107e-05
passenger	pass	check	T	3.75	1.79	The passenger passed the check .	0.004860909655690193	window_(0.045508906);door_(0.03959686);sign_(0.031056376);car_(0.024794279);gate_(0.01983429);	1.695281025604345e-05
mother	prepare	food	T	6.4	0.92	The mother prepared the food .	0.1672135293483734	meal_(0.1686094);food_(0.16721353);eggs_(0.036833208);soup_(0.0326093);meals_(0.031762872);	9.602364343663794e-07
animal	find	food	T	5.85	1.85	The animal found the food .	0.008199642412364483	body_(0.044832297);nest_(0.037319474);water_(0.014165807);cave_(0.0129098855);egg_(0.012180117);	9.602364343663794e-07
pyromaniac	start	fire	T	6.2	1.47	The pyromaniac started the fire .	0.3344050645828247	fire_(0.33440506);fight_(0.122679815);fireworks_(0.03182869);blaze_(0.024152689);attack_(0.022423493);	9.945202327799052e-05
dog	carry	ball	T	6.0	1.38	The dog carried the ball .	0.004465336911380291	boy_(0.039087605);child_(0.03778877);baby_(0.033715326);body_(0.021204311);torch_(0.017369717);	3.963416747865267e-05
pilot	win	race	T	4.8	2.14	The pilot won the race .	0.15707235038280487	competition_(0.35270706);race_(0.15707235);award_(0.05598659);prize_(0.052623484);championship_(0.04644883);	0.002184060402214527
soldier	dig	trench	T	5.15	2.26	The soldier dug the trench .	0.047460585832595825	hole_(0.5763484);grave_(0.111617245);trench_(0.047460586);pit_(0.030240024);ditch_(0.025964499);	3.7055116990813985e-05
general	gather	soldier	T	5.9	1.87	The general gathered the soldier .	0.00023536119260825217	men_(0.101116255);others_(0.08615648);troops_(0.042553775);papers_(0.03195555);soldiers_(0.030754602);	8.072495256783441e-05
demonstrator	carry	flag	T	5.85	1.24	The demonstrator carried the flag .	0.022782249376177788	torch_(0.04395915);camera_(0.038236175);microphone_(0.02650862);briefcase_(0.02396456);flag_(0.02278225);	0.00012918496213387698
astronaut	touch	ground	T	4.8	2.11	The astronaut touched the ground .	0.018071481958031654	button_(0.11115773);screen_(0.054303527);object_(0.032805964);surface_(0.028125158);sphere_(0.022287268);	0.00014432732132263482
housemaid	clean	window	T	6.65	0.57	The housemaid cleaned the window .	0.007163018453866243	dishes_(0.22171678);house_(0.15676528);kitchen_(0.06301067);floor_(0.042488743);room_(0.03502409);	7.189235475379974e-05
cyclist	ride	bike	T	6.5	1.5	The cyclist rode the bike .	0.0015280800871551037	race_(0.1733656);distance_(0.12446086);climb_(0.087296404);stage_(0.06445033);course_(0.05849574);	2.8816202757298015e-05
waiter	mix	drink	T	5.4	1.53	The waiter mixed the drink .	0.030323108658194542	drinks_(0.7816593);drink_(0.030323109);beers_(0.0265613);two_(0.023790918);coffee_(0.01793016);	1.8075625121127814e-06
waiter	hold	bottle	T	6.15	1.39	The waiter held the bottle .	0.04028286039829254	glass_(0.10062848);door_(0.07314903);tray_(0.06414833);menu_(0.043121938);bottle_(0.04028286);	1.3251174095785245e-06
hairstylist	fix	hair	T	6.85	0.36	The hairstylist fixed the hair .	0.39217284321784973	hair_(0.39217284);problem_(0.036241896);cut_(0.019570306);ponytail_(0.015857497);knot_(0.012969918);	0.00039349490543827415
player	touch	base	T	5.5	1.32	The player touched the base .	0.000623031985014677	ball_(0.49623537);button_(0.072319284);screen_(0.0152600575);card_(0.013922468);board_(0.011187924);	6.53658207738772e-05
biker	wear	helmet	T	6.8	0.51	The biker wore the helmet .	0.15151673555374146	helmet_(0.15151674);black_(0.0677146);hat_(0.05682766);vest_(0.041642077);uniform_(0.03701954);	0.0003440281725488603
soldier	reach	trench	T	6.25	0.89	The soldier reached the trench .	0.00022977478511165828	door_(0.11808323);top_(0.03244998);wall_(0.028377162);gate_(0.023314385);bottom_(0.023067499);	3.7055116990813985e-05
musician	hold	guitar	T	6.55	0.5	The musician held the guitar .	0.019218463450670242	instrument_(0.07751226);microphone_(0.042213157);flute_(0.038763724);bow_(0.023642179);knife_(0.0220543);	2.7022018912248313e-05
truck	hit	car	T	4.0	1.7	The truck hit the car .	0.010612846352159977	ground_(0.10782324);road_(0.0741754);wall_(0.066074215);pavement_(0.058413144);brakes_(0.029998565);	8.955553494160995e-05
spectator	enjoy	game	T	6.05	1.47	The spectator enjoyed the game .	0.04612618684768677	moment_(0.102013566);spectacle_(0.07373137);show_(0.07146003);view_(0.05751456);game_(0.046126187);	1.9049613911192864e-05
footballer	kick	ball	T	6.6	1.07	The footballer kicked the ball .	0.15157313644886017	ball_(0.15157314);ground_(0.06170575);boy_(0.028613228);man_(0.02505697);wall_(0.018213745);	3.963416747865267e-05
chemist	sell	drug	T	4.45	2.48	The chemist sold the drug .	0.0292575191706419	bottle_(0.0890582);patent_(0.03369216);product_(0.031612452);drug_(0.02925752);house_(0.024616774);	3.110808756900951e-05
receiver	catch	baseball	T	4.75	2.28	The receiver caught the baseball .	0.0001301892043557018	signal_(0.048145648);wind_(0.043569703);call_(0.034820378);receiver_(0.024048902);switch_(0.023012538);	1.3723010852118023e-05
mother	push	stroller	T	6.1	1.41	The mother pushed the stroller .			
skater	ride	skateboard	T	6.25	1.55	The skater rode the skateboard .			
student	drink	coffee	T	4.95	1.66	The student drank the coffee .	0.1325031965970993	water_(0.18061243);coffee_(0.1325032);tea_(0.07940504);beer_(0.065893404);wine_(0.058321226);	1.0204847058048472e-05
painter	mix	paint	T	6.35	1.59	The painter mixed the paint .	0.020262042060494423	two_(0.3031651);colors_(0.036442783);paintings_(0.02777184);pieces_(0.025406905);paint_(0.020262042);	2.813539140333887e-06
child	chase	toy	T	6.1	1.34	The child chased the toy .	0.0007882322533987463	dog_(0.07112069);man_(0.048400983);boy_(0.04079516);monster_(0.04064286);woman_(0.040594865);	3.39989856001921e-06
comedian	entertain	audience	T	6.35	1.65	The comedian entertained the audience .	0.46436041593551636	audience_(0.46436042);guests_(0.14693019);crowd_(0.04694756);audiences_(0.017977206);spectators_(0.017498175);	5.4993412049952894e-05
musician	entertain	crowd	T	6.4	1.16	The musician entertained the crowd .	0.10246077179908752	guests_(0.13840379);crowd_(0.10246077);audience_(0.08245416);people_(0.04884567);children_(0.03208994);	0.0009410071652382612
woman	carry	bag	T	6.25	0.83	The woman carried the bag .	0.013617340475320816	baby_(0.11047833);child_(0.10112174);gun_(0.053920172);boy_(0.040468387);rifle_(0.031795766);	0.0001857242314144969
cook	flip	pancake	T	6.3	0.9	The cook flipped the pancake .			
musician	touch	instrument	T	6.4	1.36	The musician touched the instrument .	0.010133152827620506	strings_(0.025969818);glass_(0.02568418);keys_(0.020304611);air_(0.0179377);table_(0.01489943);	2.030660198215628e-06
singer	hold	microphone	T	6.55	1.16	The singer held the microphone .	0.15066036581993103	microphone_(0.15066037);knife_(0.043178875);guitar_(0.016591024);phone_(0.015561927);mirror_(0.015398412);	0.0003544779901858419
porter	carry	bag	T	5.1	2.53	The porter carried the bag .	0.010388736613094807	luggage_(0.07127312);coffin_(0.05203767);tray_(0.033407334);baggage_(0.026080532);bags_(0.013891733);	0.0001834152062656358
guest	hold	drink	T	5.3	1.42	The guest held the drink .	0.003018604591488838	key_(0.0385922);knife_(0.034584984);door_(0.02136121);gun_(0.019352872);glass_(0.0167723);	1.8075625121127814e-06
cameraman	record	video	T	6.85	0.48	The cameraman recorded the video .	0.03797408938407898	event_(0.096132964);scene_(0.064214736);video_(0.03797409);action_(0.032469872);performance_(0.030104764);	5.6550788940512575e-06
biker	start	motorcycle	T	6.15	1.8	The biker started the motorcycle .	0.04119156673550606	engine_(0.4074393);bike_(0.17932296);car_(0.15549687);motorcycle_(0.041191567);motor_(0.038635314);	4.486370016820729e-05
gardener	gather	grass	T	5.65	1.74	The gardener gathered the grass .	0.003175655845552683	flowers_(0.29298443);plants_(0.038304955);tools_(0.03624528);vegetables_(0.028243119);herbs_(0.027672978);	4.205664936307585e-06
dog	dig	hole	T	6.5	0.74	The dog dug the hole .	0.4326055347919464	hole_(0.43260553);grave_(0.0851318);pit_(0.025281193);ditch_(0.020876098);holes_(0.020818403);	0.00016565628175158054
refugee	find	shelter	T	6.0	1.55	The refugee found the shelter .	0.001439873711206019	girl_(0.018954528);door_(0.017790847);body_(0.017649047);man_(0.014955885);book_(0.014721467);	4.99655970997992e-06
lumberjack	cut	tree	T	6.55	1.32	The lumberjack cut the tree .	0.09250100702047348	rope_(0.2971776);tree_(0.09250101);cord_(0.065640844);ropes_(0.05446121);line_(0.05198376);	5.9922662330791354e-05
policeman	check	bag	T	5.55	1.5	The policeman checked the bag .	0.01157650537788868	door_(0.0427961);clock_(0.039766);window_(0.032223053);time_(0.02537997);phone_(0.021609347);	0.0001857242314144969
player	begin	match	T	5.7	1.49	The player began the match .	0.014386422000825405	game_(0.41494542);turn_(0.11017841);play_(0.057428032);move_(0.024330316);sequence_(0.020662403);	7.874891889514402e-05
painter	complete	painting	T	6.35	1.49	The painter completed the painting .	0.17165613174438477	painting_(0.17165613);work_(0.13731024);portrait_(0.07912242);picture_(0.033555362);composition_(0.02005462);	4.434489255800145e-06
cat	chase	bird	T	5.85	1.39	The cat chased the bird .	0.028919240459799767	dog_(0.2771693);mouse_(0.081137575);cat_(0.057959765);rabbit_(0.037760988);bird_(0.02891924);	1.8118314983439632e-05
child	visit	grandmother	T	5.95	1.72	The child visited the grandmother .	0.002552064834162593	hospital_(0.04714165);school_(0.04069321);house_(0.034037728);mother_(0.020456875);doctor_(0.01946649);	1.6663436781527707e-06
programmer	describe	software	T	5.55	1.63	The programmer described the software .	0.0033446731977164745	problem_(0.07946186);process_(0.040071674);situation_(0.035579354);procedure_(0.0288068);system_(0.022723189);	1.257558869838249e-05
child	draw	flower	T	4.95	1.72	The child drew the flower .	0.0002980894932989031	sword_(0.26754013);knife_(0.18316251);blade_(0.13004416);gun_(0.058964282);dagger_(0.050187487);	6.144750841485802e-07
poet	write	sonnet	T	5.8	1.33	The poet wrote the sonnet .			
president	deliver	speech	T	6.8	0.4	The president delivered the speech .	0.5391992926597595	speech_(0.5391993);address_(0.10822797);message_(0.10099449);remarks_(0.019058568);statement_(0.018671557);	1.8016766262007877e-05
climber	face	wall	T	5.5	2.04	The climber faced the wall .	0.06736017018556595	wall_(0.06736017);door_(0.059277516);window_(0.042721);sky_(0.03211826);camera_(0.021788042);	8.215161869884469e-06
child	pick	flower	T	5.4	1.46	The child picked the flower .	0.016336647793650627	lock_(0.119018994);flowers_(0.025745038);apple_(0.01775875);flower_(0.016336648);fruit_(0.014943218);	6.144750841485802e-07
dog	pull	sled	T	5.05	1.86	The dog pulled the sled .			
mother	decorate	house	T	6.45	1.07	The mother decorated the house .	0.13968832790851593	house_(0.13968833);room_(0.08437771);walls_(0.04224714);furniture_(0.024429627);interior_(0.024106544);	3.26313529512845e-05
model	face	camera	T	6.9	0.3	The model faced the camera .	0.2674332559108734	camera_(0.26743326);viewer_(0.21058026);audience_(0.07849899);wall_(0.025911437);mirror_(0.020631326);	2.97808728646487e-05
