SUBJECT	VERB	OBJECT	RECIPIENT	typicality	mean_rat	std_rat	sentence	computed_score	best_completions	baseline_score
librarian	put	book	shelf	T	6.6	0.49	The librarian put the book to the shelf .	0.09570363163948059	side_(0.29194987);shelf_(0.09570363);test_(0.07637846);back_(0.06654482);front_(0.026231471);	6.5171819052523006e-09
reporter	bring	news	editor	T	6.1	1.26	The reporter brought the news to the editor .	0.0026131405029445887	attention_(0.2643361);president_(0.01864133);White_(0.015427112);press_(0.014716835);office_(0.010884514);	0.0001993229816434905
collector	donate	painting	museum	T	5.5	1.2	The collector donated the painting to the museum .	0.1080721989274025	museum_(0.1080722);Museum_(0.053075183);National_(0.0430249);Smithsonian_(0.03553634);University_(0.028674759);	3.5276375456305686e-06
porter	load	luggage	van	T	4.65	2.2	The porter loaded the luggage to the van .	0.00843139924108982	plane_(0.07564582);back_(0.06703945);truck_(0.06284286);car_(0.05787678);front_(0.047533736);	5.170240342522447e-07
mechanic	rent	truck	dealer	T	4.5	1.86	The mechanic rented the truck to the dealer .	0.0007007892127148807	woman_(0.023095146);family_(0.022340395);man_(0.021738132);couple_(0.021222584);driver_(0.019876022);	2.464534532009566e-07
programmer	load	file	server	T	6.3	0.71	The programmer loaded the file to the server .	0.010589308105409145	console_(0.052538417);memory_(0.03245651);program_(0.0246901);system_(0.02320447);file_(0.022810757);	0.00021292964811436832
traveller	hand	bag	policeman	T	2.75	1.48	The traveller handed the bag to the policeman .	0.010761864483356476	police_(0.063260704);driver_(0.046615634);woman_(0.039080683);officer_(0.03603524);man_(0.023664603);	6.278189175645821e-06
sergeant	assign	mission	soldier	T	6.1	1.37	The sergeant assigned the mission to the soldier .	0.00026804808294400573	village_(0.013878925);USS_(0.012796599);area_(0.012138152);mission_(0.008724592);site_(0.008511701);	1.6333068515450577e-06
diplomat	carry	message	ally	T	5.6	1.36	The diplomat carried the message to the ally .	3.2176641980186105e-05	president_(0.034097426);UN_(0.026500659);Russian_(0.024367029);United_(0.021766938);US_(0.018910868);	4.5288740579962905e-07
witness	report	crime	policeman	T	6.4	1.16	The witness reported the crime to the policeman .	0.00030715015600435436	police_(0.34116572);authorities_(0.016879966);sheriff_(0.016177667);officer_(0.015122794);local_(0.012744973);	6.278189175645821e-06
student	send	email	professor	T	6.25	0.89	The student sent the email to the professor .	0.00853800866752863	school_(0.12457615);university_(0.079910666);college_(0.020876024);dean_(0.020764196);student_(0.020733802);	0.00022884832287672907
sculptor	teach	art	pupil	T	5.55	1.36	The sculptor taught the art to the pupil .	0.0004121455713175237	children_(0.06889205);students_(0.051117774);young_(0.04190294);first_(0.017627593);artist_(0.012700457);	4.3133098870384856e-07
demonstrator	throw	stone	policeman	T	4.7	1.68	The demonstrator threw the stone to the policeman .	0.0006381073035299778	ground_(0.20968297);floor_(0.06582883);crowd_(0.059962533);side_(0.059027947);wall_(0.024493938);	5.966034677840071e-06
nurse	hand	lancet	surgeon	T	6.0	1.3	The nurse handed the lancet to the surgeon .	0.019508395344018936	doctor_(0.17202649);patient_(0.073211655);man_(0.042553075);boy_(0.02471592);nurse_(0.023991525);	3.1866227345744846e-06
doctor	offer	support	patient	T	6.65	0.79	The doctor offered the support to the patient .	0.04644322767853737	woman_(0.048972305);patient_(0.046443228);family_(0.044638123);young_(0.032774266);mother_(0.022072537);	0.00011790399003075436
investor	rent	land	farmer	T	4.3	2.0	The investor rented the land to the farmer .	0.0011702353367581964	company_(0.055444896);city_(0.018926453);developer_(0.018632883);family_(0.013181379);firm_(0.008686608);	1.5512237951043062e-05
beautician	spread	cream	face	T	6.15	1.49	The beautician spread the cream to the face .	0.02022079937160015	skin_(0.029487606);face_(0.0202208);area_(0.016651459);top_(0.012707257);floor_(0.011951213);	8.881821122486144e-05
professor	donate	book	student	T	6.0	1.05	The professor donated the book to the student .	0.0035386127419769764	university_(0.090146504);University_(0.08572489);library_(0.052455377);school_(0.035859443);museum_(0.01928695);	0.0003621840151026845
jeweller	put	necklace	safe	T	6.15	1.46	The jeweller put the necklace to the safe .	0.00010943962843157351	test_(0.4337271);side_(0.18987422);auction_(0.010846057);back_(0.007418097);fire_(0.0067551304);	3.373069432655029e-07
hairstylist	spray	foam	hair	T	5.85	1.11	The hairstylist sprayed the foam to the hair .	0.01698773354291916	floor_(0.071530305);face_(0.05375264);ceiling_(0.053138968);side_(0.052737907);top_(0.038799666);	1.6110026308524539e-06
patient	report	symptom	doctor	T	6.65	0.48	The patient reported the symptom to the doctor .	0.08167571574449539	physician_(0.14035632);doctor_(0.081675716);patient_(0.044175185);nurse_(0.043615915);hospital_(0.0339847);	3.4026161301881075e-06
witness	explain	circumstances	policeman	T	6.3	1.49	The witness explained the circumstances to the policeman .	0.0008991610375232995	court_(0.19750546);police_(0.100708276);judge_(0.09262475);jury_(0.058563624);prosecutor_(0.015819773);	6.278189175645821e-06
mechanic	spread	coating	car	T	5.3	1.38	The mechanic spread the coating to the car .	0.031092103570699692	outside_(0.03141232);car_(0.031092104);front_(0.029087575);other_(0.02773058);rest_(0.023688119);	5.6142566791095305e-06
crew	load	container	ship	T	6.0	1.64	The crew loaded the container to the ship .	0.13135020434856415	ship_(0.1313502);port_(0.03507892);back_(0.02890603);plane_(0.022323731);boat_(0.015870405);	6.164389105833834e-07
boss	promise	promotion	employee	T	6.15	0.57	The boss promised the promotion to the employee .	1.006624097499298e-05	Premier_(0.31768695);top_(0.078207344);Championship_(0.040717013);next_(0.021166297);Premiership_(0.020549385);	2.725666490732692e-06
scientist	report	finding	journalist	T	5.55	1.32	The scientist reported the finding to the journalist .	4.705774335889146e-05	journal_(0.047969293);American_(0.04727895);National_(0.045727592);US_(0.032914996);World_(0.0298722);	1.5953389720380073e-06
soldier	throw	bomb	enemy	T	6.35	0.85	The soldier threw the bomb to the enemy .	0.004346585366874933	ground_(0.16424575);floor_(0.03630089);roof_(0.03626131);side_(0.03167428);crowd_(0.026055746);	6.314346683211625e-05
waiter	pour	wine	glass	T	6.1	1.51	The waiter poured the wine to the glass .	0.011196481063961983	table_(0.254415);bar_(0.019651935);customer_(0.018967548);two_(0.016856194);guests_(0.016203888);	2.945274912846685e-09
grandfather	tell	story	grandchild	T	6.85	0.36	The grandfather told the story to the grandchild .			
professor	teach	language	refugee	T	3.45	1.63	The professor taught the language to the refugee .	0.0001419906911905855	students_(0.22150014);children_(0.043459848);class_(0.033203054);first_(0.01905135);student_(0.016230468);	3.7775216696900316e-06
journalist	carry	article	editor	T	5.9	1.61	The journalist carried the article to the editor .	0.013426155783236027	police_(0.025271222);press_(0.020948023);front_(0.017177688);media_(0.015188778);editor_(0.013426156);	0.0001993229816434905
blacksmith	pour	metal	mold	T	6.0	1.48	The blacksmith poured the metal to the mold .	0.004055798053741455	forge_(0.03724467);furnace_(0.025620528);surface_(0.025533691);edge_(0.024053205);top_(0.018093945);	2.2995132908931737e-08
priest	teach	bible	child	T	5.7	1.35	The priest taught the bible to the child .	0.01335493940860033	children_(0.1452195);poor_(0.067454554);young_(0.041504);students_(0.028175507);kids_(0.025950948);	1.7666588973952457e-05
traveller	hand	bag	porter	T	4.6	2.56	The traveller handed the bag to the porter .			
billionaire	donate	money	foundation	T	6.75	0.54	The billionaire donated the money to the foundation .	0.01813623681664467	Clinton_(0.049164936);charity_(0.03754337);Democratic_(0.032783907);Republican_(0.021806492);foundation_(0.018136237);	3.7730959689952215e-08
salesperson	send	questionnaire	consumer	T	5.2	1.69	The salesperson sent the questionnaire to the consumer .	0.0014433617470785975	company_(0.033617225);school_(0.017313248);students_(0.016890654);university_(0.014407385);student_(0.013295001);	1.3093607265091123e-07
bartender	hand	drink	customer	T	6.85	0.36	The bartender handed the drink to the customer .	0.044730763882398605	man_(0.07059023);woman_(0.06558633);waitress_(0.05397866);customer_(0.044730764);girl_(0.03279396);	3.857921456074109e-06
dealer	sell	car	family	T	6.5	0.59	The dealer sold the car to the family .	0.01019064150750637	buyer_(0.18287706);owner_(0.04967946);seller_(0.040705264);victim_(0.03506444);man_(0.029249197);	1.6059932022471912e-05
president	give	speech	people	T	6.6	0.73	The president gave the speech to the people .	0.000917841971386224	National_(0.072574675);nation_(0.0599443);American_(0.059688278);United_(0.024829628);U_(0.023187766);	5.746796372108065e-10
farmer	spray	pesticide	tree	T	6.4	0.97	The farmer sprayed the pesticide to the tree .	0.005219104699790478	ground_(0.12079136);roof_(0.03320543);point_(0.026400462);surface_(0.022553276);ceiling_(0.021556634);	4.384525527711958e-05
bank	assign	code	customer	T	6.45	1.02	The bank assigned the code to the customer .	0.005579120479524136	bank_(0.02055775);vehicle_(0.011576634);account_(0.011122188);first_(0.010833587);car_(0.009271478);	3.857921456074109e-06
diplomat	carry	message	president	T	6.55	1.12	The diplomat carried the message to the president .	0.034097425639629364	president_(0.034097426);UN_(0.026500659);Russian_(0.024367029);United_(0.021766938);US_(0.018910868);	1.5997980881365947e-05
student	send	email	friend	T	6.65	0.91	The student sent the email to the friend .	0.00010949801071546972	school_(0.12457615);university_(0.079910666);college_(0.020876024);dean_(0.020764196);student_(0.020733802);	5.254712959867902e-06
boss	assign	job	employee	T	6.95	0.22	The boss assigned the job to the employee .	0.0013399736490100622	man_(0.034669288);former_(0.022304563);head_(0.018749967);company_(0.016621947);president_(0.014806216);	2.725666490732692e-06
mechanic	spread	coating	boat	T	2.9	1.26	The mechanic spread the coating to the boat .	0.000426199083449319	outside_(0.03141232);car_(0.031092104);front_(0.029087575);other_(0.02773058);rest_(0.023688119);	2.822846170147386e-07
witness	explain	circumstances	judge	T	6.55	0.59	The witness explained the circumstances to the judge .	0.09262475371360779	court_(0.19750546);police_(0.100708276);judge_(0.09262475);jury_(0.058563624);prosecutor_(0.015819773);	1.7476842913310975e-05
vandal	spray	paint	train	T	6.0	1.18	The vandal sprayed the paint to the train .	0.0001909080456243828	ceiling_(0.049015667);roof_(0.03470008);windows_(0.0295049);floor_(0.026962874);face_(0.023676764);	4.37764765592874e-06
child	tell	lie	teacher	T	5.85	1.62	The child told the lie to the teacher .	0.02420812100172043	police_(0.29745972);authorities_(0.032301866);doctor_(0.025332756);parents_(0.025189754);teacher_(0.024208121);	3.5770466638496146e-05
soldier	throw	bomb	tank	T	6.3	1.38	The soldier threw the bomb to the tank .	0.0011470039607957006	ground_(0.16424575);floor_(0.03630089);roof_(0.03626131);side_(0.03167428);crowd_(0.026055746);	7.982183092281048e-07
chauffeur	carry	passenger	hotel	T	6.5	0.87	The chauffeur carried the passenger to the hotel .	0.009415913373231888	hospital_(0.06356587);car_(0.055119228);back_(0.036122985);bus_(0.02927628);front_(0.023448715);	5.820235401188256e-06
crew	load	container	barge	T	5.5	2.18	The crew loaded the container to the barge .			
scientist	report	finding	colleague	T	6.85	0.36	The scientist reported the finding to the colleague .	6.520395345432917e-06	journal_(0.047969293);American_(0.04727895);National_(0.045727592);US_(0.032914996);World_(0.0298722);	3.6974213344365126e-06
teacher	give	homework	student	T	6.9	0.3	The teacher gave the homework to the student .	0.13347041606903076	students_(0.29017037);student_(0.13347042);class_(0.06745965);kids_(0.023483556);boy_(0.021267647);	0.0003621840151026845
government	offer	protection	refugee	T	6.4	0.92	The government offered the protection to the refugee .	0.0003463429457042366	country_(0.015256387);people_(0.012861779);families_(0.010613362);company_(0.010542826);city_(0.0099293385);	3.7775216696900316e-06
waiter	pour	wine	jug	T	4.6	1.66	The waiter poured the wine to the jug .	0.00012665888061746955	table_(0.254415);bar_(0.019651935);customer_(0.018967548);two_(0.016856194);guests_(0.016203888);	3.132060328425723e-06
student	send	email	secretariat	T	3.2	1.75	The student sent the email to the secretariat .			
general	send	soldier	fort	T	5.65	1.68	The general sent the soldier to the fort .	0.001252275425940752	hospital_(0.17748134);front_(0.03447517);rear_(0.009942701);police_(0.009024315);barracks_(0.0089343665);	1.0944645509880502e-05
porter	load	luggage	elevator	T	5.45	1.63	The porter loaded the luggage to the elevator .	0.00243233609944582	plane_(0.07564582);back_(0.06703945);truck_(0.06284286);car_(0.05787678);front_(0.047533736);	1.5612587889179963e-09
president	promise	reform	people	T	6.9	0.3	The president promised the reform to the people .	0.0003141376073472202	tax_(0.042417906);nation_(0.02777529);U_(0.025365824);law_(0.022047125);system_(0.017058548);	5.746796372108065e-10
farmer	sell	corn	factory	T	6.05	1.32	The farmer sold the corn to the factory .	0.008250861428678036	company_(0.03279102);farmer_(0.024256552);city_(0.020603709);local_(0.018531574);store_(0.016850935);	1.6115014659590088e-05
waiter	bring	glass	guest	T	6.95	0.22	The waiter brought the glass to the guest .	0.0004235551168676466	table_(0.6828699);bar_(0.01874876);front_(0.01381066);edge_(0.013252632);side_(0.011485134);	1.8204072205207922e-07
doctor	offer	support	soldier	T	5.95	1.24	The doctor offered the support to the soldier .	0.0009900294244289398	woman_(0.048972305);patient_(0.046443228);family_(0.044638123);young_(0.032774266);mother_(0.022072537);	1.6333068515450577e-06
doctor	offer	support	wounded	T	6.8	0.51	The doctor offered the support to the wounded .	0.0022354614920914173	woman_(0.048972305);patient_(0.046443228);family_(0.044638123);young_(0.032774266);mother_(0.022072537);	4.163611083640717e-05
teacher	explain	exercise	student	T	6.7	1.1	The teacher explained the exercise to the student .	0.06624774634838104	students_(0.2581713);class_(0.116961494);student_(0.06624775);group_(0.036592457);children_(0.01966289);	0.0003621840151026845
billionaire	donate	money	hospital	T	5.3	1.23	The billionaire donated the money to the hospital .	0.002617062069475651	Clinton_(0.049164936);charity_(0.03754337);Democratic_(0.032783907);Republican_(0.021806492);foundation_(0.018136237);	0.00021439882402773947
professor	donate	book	library	T	5.3	1.52	The professor donated the book to the library .	0.05245537683367729	university_(0.090146504);University_(0.08572489);library_(0.052455377);school_(0.035859443);museum_(0.01928695);	0.00028209309675730765
policeman	put	criminal	car	T	6.3	1.27	The policeman put the criminal to the car .	0.0006671441369690001	ground_(0.37948456);test_(0.2094594);floor_(0.047994934);sword_(0.025056468);witness_(0.01635988);	5.6142566791095305e-06
president	promise	reform	voter	T	6.8	0.51	The president promised the reform to the voter .	0.00022033143613953143	tax_(0.042417906);nation_(0.02777529);U_(0.025365824);law_(0.022047125);system_(0.017058548);	4.9390338972443715e-05
manager	rent	room	landlord	T	3.7	1.9	The manager rented the room to the landlord .	0.0011542720021679997	couple_(0.02751278);woman_(0.018433478);family_(0.016556093);club_(0.015080015);man_(0.014062985);	1.0536932677496225e-06
chauffeur	carry	passenger	airport	T	5.6	1.93	The chauffeur carried the passenger to the airport .	0.020704472437500954	hospital_(0.06356587);car_(0.055119228);back_(0.036122985);bus_(0.02927628);front_(0.023448715);	9.719750778458547e-06
employer	offer	job	worker	T	6.6	1.32	The employer offered the job to the worker .	0.017643334344029427	employee_(0.09400347);applicant_(0.06647815);candidate_(0.05143072);student_(0.04300707);person_(0.037305087);	2.2747341063222848e-05
jeweller	put	necklace	showcase	T	6.6	0.8	The jeweller put the necklace to the showcase .	2.418095937173348e-05	test_(0.4337271);side_(0.18987422);auction_(0.010846057);back_(0.007418097);fire_(0.0067551304);	1.1134337682960904e-06
footballer	pass	ball	teammate	T	6.9	0.3	The footballer passed the ball to the teammate .	0.001000387710519135	goalkeeper_(0.04465967);midfielder_(0.029060159);referee_(0.024760509);striker_(0.020042649);other_(0.018482191);	8.494706804640373e-08
child	throw	ball	dog	T	6.1	0.83	The child threw the ball to the dog .	0.0017958583775907755	other_(0.046665527);ground_(0.0409216);left_(0.037297368);right_(0.026543815);back_(0.018865945);	1.48363445973132e-08
anchorman	tell	news	audience	T	6.7	1.1	The anchorman told the news to the audience .	0.08730477094650269	audience_(0.08730477);crowd_(0.061754093);crew_(0.019893965);assembled_(0.01739225);camera_(0.015437037);	1.1337859177729115e-05
government	offer	protection	witness	T	5.35	1.46	The government offered the protection to the witness .	4.976465061190538e-05	country_(0.015256387);people_(0.012861779);families_(0.010613362);company_(0.010542826);city_(0.0099293385);	5.880957360204775e-06
beautician	spread	cream	hand	T	5.9	1.14	The beautician spread the cream to the hand .	0.0014293740969151258	skin_(0.029487606);face_(0.0202208);area_(0.016651459);top_(0.012707257);floor_(0.011951213);	6.327868959488114e-06
professor	teach	language	child	T	5.75	1.26	The professor taught the language to the child .	0.0015882266452535987	students_(0.22150014);children_(0.043459848);class_(0.033203054);first_(0.01905135);student_(0.016230468);	1.7666588973952457e-05
witness	report	crime	journalist	T	4.45	1.56	The witness reported the crime to the journalist .	5.2879389841109514e-05	police_(0.34116572);authorities_(0.016879966);sheriff_(0.016177667);officer_(0.015122794);local_(0.012744973);	1.5953389720380073e-06
footballer	pass	ball	goalkeeper	T	6.45	1.43	The footballer passed the ball to the goalkeeper .	0.04465967044234276	goalkeeper_(0.04465967);midfielder_(0.029060159);referee_(0.024760509);striker_(0.020042649);other_(0.018482191);	1.489977279334198e-07
chemist	pour	compound	phial	T	6.25	1.26	The chemist poured the compound to the phial .			
confectioner	spread	icing	cake	T	6.6	0.73	The confectioner spread the icing to the cake .	0.0032029799185693264	top_(0.028482584);outside_(0.016066024);floor_(0.01588188);ground_(0.013844708);front_(0.01366578);	4.1102907188950155e-10
professor	teach	language	foreigner	T	5.9	1.14	The professor taught the language to the foreigner .	1.511557275080122e-05	students_(0.22150014);children_(0.043459848);class_(0.033203054);first_(0.01905135);student_(0.016230468);	1.2438403196313175e-08
teacher	lend	book	colleague	T	6.35	1.01	The teacher lent the book to the colleague .	0.00023230334045365453	students_(0.17920592);student_(0.10496063);school_(0.050286178);class_(0.033726558);boy_(0.028920796);	3.6974213344365126e-06
hostess	explain	procedure	butcher	AT	2.0	1.22	The hostess explained the procedure to the butcher .	4.005280425189994e-05	guests_(0.036326513);host_(0.027945947);audience_(0.02393683);woman_(0.022382848);man_(0.019262861);	2.4774308258201927e-06
porter	load	luggage	shuttle	AT	5.4	1.93	The porter loaded the luggage to the shuttle .	0.0007166531286202371	plane_(0.07564582);back_(0.06703945);truck_(0.06284286);car_(0.05787678);front_(0.047533736);	4.75815596701068e-07
priest	promise	salvation	plumber	AT	2.95	1.6	The priest promised the salvation to the plumber .			
volunteer	bring	food	judge	AT	2.15	1.82	The volunteer brought the food to the judge .	0.00018234853632748127	hospital_(0.056103118);front_(0.022294834);table_(0.021873958);restaurant_(0.020578805);house_(0.019733755);	1.7476842913310975e-05
demonstrator	throw	stone	porter	AT	1.4	0.66	The demonstrator threw the stone to the porter .			
spy	pass	information	bartender	AT	2.4	1.16	The spy passed the information to the bartender .	6.558549557666993e-06	FBI_(0.16601576);CIA_(0.088172995);US_(0.027374594);U_(0.026482819);British_(0.021111207);	3.733659104909748e-05
programmer	load	file	television	AT	2.8	1.57	The programmer loaded the file to the television .	1.200661154143745e-05	console_(0.052538417);memory_(0.03245651);program_(0.0246901);system_(0.02320447);file_(0.022810757);	1.0430777592773666e-06
mechanic	rent	truck	baker	AT	2.0	1.76	The mechanic rented the truck to the baker .	2.7763497200794518e-05	woman_(0.023095146);family_(0.022340395);man_(0.021738132);couple_(0.021222584);driver_(0.019876022);	5.686574544583323e-10
usurer	lend	money	librarian	AT	2.55	1.53	The usurer lent the money to the librarian .			
grandfather	tell	story	beautician	AT	2.85	1.59	The grandfather told the story to the beautician .			
president	give	speech	nurse	AT	2.7	1.38	The president gave the speech to the nurse .	1.5644651512047858e-06	National_(0.072574675);nation_(0.0599443);American_(0.059688278);United_(0.024829628);U_(0.023187766);	1.7676513380138204e-05
crew	load	container	car	AT	3.95	2.11	The crew loaded the container to the car .	0.0028905465733259916	ship_(0.1313502);port_(0.03507892);back_(0.02890603);plane_(0.022323731);boat_(0.015870405);	5.6142566791095305e-06
soldier	throw	bomb	postman	AT	2.0	1.87	The soldier threw the bomb to the postman .			
waiter	bring	glass	soldier	AT	3.65	1.74	The waiter brought the glass to the soldier .	1.741976484481711e-05	table_(0.6828699);bar_(0.01874876);front_(0.01381066);edge_(0.013252632);side_(0.011485134);	1.6333068515450577e-06
dealer	sell	car	child	AT	2.1	1.97	The dealer sold the car to the child .	0.0005781804793514311	buyer_(0.18287706);owner_(0.04967946);seller_(0.040705264);victim_(0.03506444);man_(0.029249197);	1.7666588973952457e-05
child	tell	lie	dancer	AT	2.15	1.59	The child told the lie to the dancer .	9.279366395276156e-07	police_(0.29745972);authorities_(0.032301866);doctor_(0.025332756);parents_(0.025189754);teacher_(0.024208121);	3.432909778666726e-08
professor	donate	book	actor	AT	2.25	1.41	The professor donated the book to the actor .	0.00010182591358898208	university_(0.090146504);University_(0.08572489);library_(0.052455377);school_(0.035859443);museum_(0.01928695);	1.4034118976269383e-05
employer	offer	job	patient	AT	2.2	1.66	The employer offered the job to the patient .	0.0020877369679510593	employee_(0.09400347);applicant_(0.06647815);candidate_(0.05143072);student_(0.04300707);person_(0.037305087);	0.00011790399003075436
professor	teach	language	surfer	AT	3.1	1.81	The professor taught the language to the surfer .			
doctor	offer	support	dolphin	AT	1.85	0.85	The doctor offered the support to the dolphin .	7.720885150774848e-06	woman_(0.048972305);patient_(0.046443228);family_(0.044638123);young_(0.032774266);mother_(0.022072537);	1.5423631122279957e-11
journalist	carry	article	cook	AT	2.15	1.68	The journalist carried the article to the cook .	3.857334831991466e-06	police_(0.025271222);press_(0.020948023);front_(0.017177688);media_(0.015188778);editor_(0.013426156);	8.015039156816783e-07
student	send	email	president	AT	2.9	1.48	The student sent the email to the president .	0.01851489767432213	school_(0.12457615);university_(0.079910666);college_(0.020876024);dean_(0.020764196);student_(0.020733802);	1.5997980881365947e-05
waiter	pour	wine	tub	AT	1.95	1.66	The waiter poured the wine to the tub .	1.5359839380835183e-05	table_(0.254415);bar_(0.019651935);customer_(0.018967548);two_(0.016856194);guests_(0.016203888);	1.5859527580097676e-10
beautician	spread	cream	car	AT	1.85	1.46	The beautician spread the cream to the car .	0.0022214376367628574	skin_(0.029487606);face_(0.0202208);area_(0.016651459);top_(0.012707257);floor_(0.011951213);	5.20984076501918e-06
pusher	sell	drug	lawyer	AT	2.85	1.68	The pusher sold the drug to the lawyer .	0.00031267746817320585	police_(0.042095944);patient_(0.02607065);undercover_(0.021007573);victim_(0.0199461);man_(0.018799344);	9.081343159778044e-05
traveller	hand	bag	teacher	AT	2.2	1.69	The traveller handed the bag to the teacher .	0.0019293194636702538	police_(0.063260704);driver_(0.046615634);woman_(0.039080683);officer_(0.03603524);man_(0.023664603);	3.5770466638496146e-05
jeweller	put	necklace	oven	AT	1.7	1.23	The jeweller put the necklace to the oven .	0.0003060541348531842	test_(0.4337271);side_(0.18987422);auction_(0.010846057);back_(0.007418097);fire_(0.0067551304);	1.3040212820669694e-07
collector	donate	painting	supermarket	AT	2.0	1.55	The collector donated the painting to the supermarket .	5.742638222727692e-06	museum_(0.1080722);Museum_(0.053075183);National_(0.0430249);Smithsonian_(0.03553634);University_(0.028674759);	6.542356345562439e-07
witness	explain	circumstances	clown	AT	1.7	1.49	The witness explained the circumstances to the clown .	6.796492016292177e-06	court_(0.19750546);police_(0.100708276);judge_(0.09262475);jury_(0.058563624);prosecutor_(0.015819773);	9.09077968458405e-08
teacher	lend	book	gambler	AT	2.3	1.79	The teacher lent the book to the gambler .			
patient	report	symptom	architect	AT	1.9	1.79	The patient reported the symptom to the architect .	2.1627763999276794e-05	physician_(0.14035632);doctor_(0.081675716);patient_(0.044175185);nurse_(0.043615915);hospital_(0.0339847);	6.801790277677355e-07
mechanic	spread	coating	wall	AT	2.25	1.84	The mechanic spread the coating to the wall .	0.0015567488735541701	outside_(0.03141232);car_(0.031092104);front_(0.029087575);other_(0.02773058);rest_(0.023688119);	1.9274106755062803e-09
