SUBJECT	VERB	OBJECT	typicality	mean_rat	std_rat	sentence	computed_score	best_completions	baseline_score
producer	release	film	T	6.3	1.31	The producer released the film .	0.005540573503822088	company_(0.15374105);band_(0.06138272);label_(0.04691749);group_(0.03484066);BBC_(0.030332824);	1.0771517011676224e-08
general	win	battle	T	6.1	1.04	The general won the battle .	0.00045198341831564903	Romans_(0.024736755);enemy_(0.024466814);French_(0.022156466);British_(0.02132883);Germans_(0.020016031);	5.5051454950216794e-08
horse	pull	cart	T	4.95	1.69	The horse pulled the cart .	0.002988198772072792	man_(0.15635817);driver_(0.10054791);woman_(0.06773244);boy_(0.05209278);guard_(0.047268044);	8.709560850306275e-12
butcher	sell	meat	T	6.95	0.22	The butcher sold the meat .	0.01117738988250494	men_(0.046302736);women_(0.04156377);farmers_(0.036197048);family_(0.026864111);farmer_(0.022837358);	1.8002754842427748e-10
mechanic	fix	tire	T	6.45	0.86	The mechanic fixed the tire .	0.02062658593058586	man_(0.110397905);driver_(0.07757573);guy_(0.037103858);woman_(0.03409995);boy_(0.025873411);	6.584279788057756e-10
footballer	chase	ball	T	5.75	1.95	The footballer chased the ball .	0.0007152028265409172	crowd_(0.048039168);referee_(0.03212645);ball_(0.029777804);man_(0.023065465);captain_(0.021716967);	7.580812366736467e-11
artist	assemble	art	T	6.35	1.19	The artist assembled the art .	0.0233328714966774	others_(0.042320803);men_(0.024250424);artist_(0.023332871);group_(0.020247934);man_(0.019947568);	3.634898249060825e-08
astronaut	reach	moon	T	5.4	1.83	The astronaut reached the moon .	4.8335282372136135e-06	sun_(0.19317104);light_(0.089128435);moon_(0.029856337);sound_(0.0269684);wind_(0.013660293);	2.9322643488663425e-13
engineer	complete	project	T	6.25	1.48	The engineer completed the project .	0.002681583631783724	team_(0.049107455);government_(0.031658415);company_(0.022998033);city_(0.017600225);project_(0.016325787);	2.820546107784594e-08
killer	pull	trigger	T	6.6	0.58	The killer pulled the trigger .	0.004798742942512035	man_(0.18772964);guard_(0.0995176);gun_(0.030972956);shooter_(0.02558862);doctor_(0.024486486);	1.511371827689345e-08
cheerleader	shake	flag	T	5.15	2.06	The cheerleader shook the flag .			
surgeon	use	lancet	T	4.95	2.25	The surgeon used the lancet .	3.4300195693504065e-05	Romans_(0.18018329);French_(0.064016245);British_(0.036688693);infantry_(0.030439936);Germans_(0.026787322);	1.2357037615373656e-10
florist	sell	flower	T	6.15	1.74	The florist sold the flower .			
player	gain	ball	T	5.45	1.16	The player gained the ball .	0.014514436945319176	referee_(0.07238677);goalkeeper_(0.030641967);defender_(0.029095601);man_(0.026530655);captain_(0.01878168);	8.216115565673476e-10
nanny	hear	baby	T	6.35	1.35	The nanny heard the baby .			
barber	cut	hair	T	6.65	1.11	The barber cut the hair .			
violinist	wear	tuxedo	T	5.9	0.89	The violinist wore the tuxedo .	8.63370078150183e-05	man_(0.53123474);guy_(0.10987381);vampire_(0.014498897);woman_(0.014463846);boy_(0.014087391);	1.932009413563307e-11
child	throw	snowball	T	5.95	1.2	The child threw the snowball .	0.010092495009303093	man_(0.14285305);boy_(0.06556057);girl_(0.0642745);woman_(0.060600035);guy_(0.034740645);	1.7435135557519743e-09
mover	move	furniture	T	4.9	2.43	The mover moved the furniture .			
dog	chase	ball	T	6.5	0.67	The dog chased the ball .	0.009427245706319809	crowd_(0.048039168);referee_(0.03212645);ball_(0.029777804);man_(0.023065465);captain_(0.021716967);	2.899178119797341e-11
hairstylist	flip	hair	T	6.35	0.65	The hairstylist flipped the hair .			
cook	cut	fish	T	5.75	1.37	The cook cut the fish .	0.015616741962730885	man_(0.10694852);boy_(0.0432806);men_(0.038921293);woman_(0.036616527);girl_(0.024846066);	2.343606905763629e-11
musician	read	music	T	6.35	1.39	The musician read the music .	0.003092866623774171	man_(0.13218898);boy_(0.10516945);girl_(0.071968116);woman_(0.06352339);guard_(0.01934806);	2.3289387085512203e-10
passenger	buy	ticket	T	6.5	1.16	The passenger bought the ticket .	0.0032005724497139454	driver_(0.10104152);man_(0.04488135);girl_(0.025968693);boy_(0.02460121);woman_(0.021262651);	3.432212847265248e-10
student	wear	glass	T	6.0	0.89	The student wore the glass .	0.0004227595345582813	man_(0.24049506);woman_(0.12280134);girl_(0.064603604);boy_(0.034316573);guy_(0.025128389);	7.055771078512407e-09
barber	use	razor	T	6.55	1.02	The barber used the razor .			
player	enjoy	game	T	6.65	0.79	The player enjoyed the game .	0.049371544271707535	team_(0.120480046);reviewers_(0.089610815);player_(0.049371544);reviewer_(0.04679529);community_(0.045515873);	8.216115565673476e-10
mother	prepare	food	T	6.4	0.92	The mother prepared the food .	0.004756447393447161	men_(0.056332618);woman_(0.05001123);women_(0.040833898);servants_(0.04043283);man_(0.035574272);	1.5703884415074754e-08
dog	carry	ball	T	6.0	1.38	The dog carried the ball .	0.002030768897384405	man_(0.06629011);captain_(0.056543905);referee_(0.04003133);player_(0.024664681);boy_(0.023884999);	2.899178119797341e-11
soldier	dig	trench	T	5.15	2.26	The soldier dug the trench .	0.012117533013224602	men_(0.08667406);soldiers_(0.042586792);others_(0.029955236);man_(0.026490029);Germans_(0.023537477);	2.092754164406685e-10
general	gather	soldier	T	5.9	1.87	The general gathered the soldier .	0.0040383427403867245	guards_(0.1617881);men_(0.048292644);others_(0.045262937);guard_(0.035523426);soldiers_(0.035230745);	5.5051454950216794e-08
housemaid	clean	window	T	6.65	0.57	The housemaid cleaned the window .			
cyclist	ride	bike	T	6.5	1.5	The cyclist rode the bike .	0.0003466719062998891	man_(0.1230181);boy_(0.0662103);woman_(0.044830948);girl_(0.04470543);guy_(0.031528916);	4.774851694588911e-11
waiter	mix	drink	T	5.4	1.53	The waiter mixed the drink .	0.08065298944711685	bartender_(0.15562648);man_(0.13995053);waiter_(0.08065299);waitress_(0.07064502);woman_(0.060856275);	5.09289062745194e-13
hairstylist	fix	hair	T	6.85	0.36	The hairstylist fixed the hair .			
player	touch	base	T	5.5	1.32	The player touched the base .	0.00034047121880576015	blade_(0.06369791);hand_(0.037414692);knife_(0.03609371);fingers_(0.031669244);light_(0.025492325);	8.216115565673476e-10
biker	wear	helmet	T	6.8	0.51	The biker wore the helmet .			
musician	hold	guitar	T	6.55	0.5	The musician held the guitar .	0.0008178725838661194	man_(0.3274898);boy_(0.07337914);woman_(0.06730118);girl_(0.06260489);guy_(0.04893599);	2.3289387085512203e-10
truck	hit	car	T	4.0	1.7	The truck hit the car .	0.00932417530566454	bullet_(0.12702283);bullets_(0.050076894);man_(0.03247664);guy_(0.027139492);car_(0.022835355);	9.381340149161588e-11
spectator	enjoy	game	T	6.05	1.47	The spectator enjoyed the game .			
receiver	catch	baseball	T	4.75	2.28	The receiver caught the baseball .	0.0004897906328551471	man_(0.14582591);kid_(0.11324736);boy_(0.086749226);guy_(0.06939256);girl_(0.03737712);	4.964970212739672e-09
mother	push	stroller	T	6.1	1.41	The mother pushed the stroller .	0.0016123567475005984	man_(0.13137335);driver_(0.09766618);woman_(0.07105258);boy_(0.04969839);girl_(0.043328073);	1.5703884415074754e-08
student	drink	coffee	T	4.95	1.66	The student drank the coffee .	0.0005033583729527891	man_(0.12326138);boy_(0.07090135);woman_(0.06934775);girl_(0.056213588);men_(0.030558776);	7.055771078512407e-09
painter	mix	paint	T	6.35	1.59	The painter mixed the paint .	0.010247749276459217	man_(0.04440478);men_(0.036137342);boys_(0.027733475);woman_(0.024750987);artist_(0.02335895);	1.15840181891258e-09
child	chase	toy	T	6.1	1.34	The child chased the toy .	0.03990734741091728	dog_(0.06837067);boy_(0.05839181);cat_(0.04760096);child_(0.039907347);children_(0.032040134);	1.7435135557519743e-09
comedian	entertain	audience	T	6.35	1.65	The comedian entertained the audience .	0.0019157856004312634	singer_(0.03962408);speaker_(0.018542144);director_(0.01727017);priest_(0.016901098);musicians_(0.0151679665);	1.462439502830648e-09
woman	carry	bag	T	6.25	0.83	The woman carried the bag .	0.11662925034761429	man_(0.17096482);woman_(0.11662925);boy_(0.06168248);girl_(0.056128755);guard_(0.037966594);	1.3609177784701387e-08
cook	flip	pancake	T	6.3	0.9	The cook flipped the pancake .	0.03809455409646034	man_(0.12688707);woman_(0.09336884);girl_(0.07929054);boy_(0.07287547);guy_(0.045983598);	2.343606905763629e-11
porter	carry	bag	T	5.1	2.53	The porter carried the bag .			
gardener	gather	grass	T	5.65	1.74	The gardener gathered the grass .			
lumberjack	cut	tree	T	6.55	1.32	The lumberjack cut the tree .			
policeman	check	bag	T	5.55	1.5	The policeman checked the bag .	0.005383674520999193	man_(0.16337776);guard_(0.067120984);woman_(0.05873242);boy_(0.040328454);doctor_(0.039178852);	1.2894552613162968e-11
player	begin	match	T	5.7	1.49	The player began the match .	0.013654820621013641	referee_(0.11161897);winner_(0.06390518);players_(0.055640463);team_(0.03641131);crowd_(0.016773475);	8.216115565673476e-10
painter	complete	painting	T	6.35	1.49	The painter completed the painting .	0.03279104083776474	artist_(0.10042904);couple_(0.05118502);painter_(0.03279104);pair_(0.029721443);sculptor_(0.026047012);	1.15840181891258e-09
child	visit	grandmother	T	5.95	1.72	The child visited the grandmother .	0.020919423550367355	children_(0.059521757);boy_(0.034584466);family_(0.032270286);couple_(0.02355109);child_(0.020919424);	1.7435135557519743e-09
programmer	describe	software	T	5.55	1.63	The programmer described the software .	0.0008616284467279911	company_(0.08524157);article_(0.06801322);author_(0.04951239);authors_(0.028717047);report_(0.024491576);	1.3884332572544622e-10
child	draw	flower	T	4.95	1.72	The child drew the flower .	0.01804843544960022	man_(0.08753878);boy_(0.07118461);girl_(0.06381221);woman_(0.061661277);angel_(0.024380684);	1.7435135557519743e-09
poet	write	sonnet	T	5.8	1.33	The poet wrote the sonnet .	0.4479062259197235	poet_(0.44790623);composer_(0.09120435);author_(0.07242648);king_(0.035016406);latter_(0.02097466);	2.0030319625163884e-09
president	deliver	speech	T	6.8	0.4	The president delivered the speech .	0.05063891410827637	President_(0.09432288);president_(0.050638914);Governor_(0.020996122);Mayor_(0.018557997);mayor_(0.018308008);	2.6635975203248563e-08
climber	face	wall	T	5.5	2.04	The climber faced the wall .			
child	pick	flower	T	5.4	1.46	The child picked the flower .	0.02137828804552555	boy_(0.1125698);man_(0.10804722);girl_(0.101307556);woman_(0.07886967);child_(0.021378288);	1.7435135557519743e-09
model	face	camera	T	6.9	0.3	The model faced the camera .	0.0012957166181877255	man_(0.23902404);woman_(0.09765023);guy_(0.048276562);reporter_(0.032007117);guard_(0.028361442);	1.4145341786786503e-08
artist	hang	picture	T	5.5	1.63	The artist hung the picture .	0.028573324903845787	woman_(0.06590012);photographer_(0.052824974);man_(0.051177166);clerk_(0.031806886);girl_(0.030723833);	3.634898249060825e-08
roofer	climb	ladder	T	6.6	1.02	The roofer climbed the ladder .			
mason	build	house	T	6.45	0.74	The mason built the house .			
guide	describe	monument	T	5.9	1.58	The guide described the monument .	0.0031768502667546272	author_(0.07439433);artist_(0.035254076);architect_(0.016658606);inscription_(0.016271094);report_(0.0148468325);	6.733649748902337e-10
child	grab	frisbee	T	4.95	1.47	The child grabbed the frisbee .	0.0069245705381035805	girl_(0.124378495);boy_(0.10561504);kid_(0.10213227);man_(0.083156325);guy_(0.053572226);	1.7435135557519743e-09
tourist	visit	museum	T	5.95	1.32	The tourist visited the museum .	0.0004760169831570238	couple_(0.07583845);family_(0.048690848);children_(0.043355133);pair_(0.031584937);group_(0.030510897);	4.250038099229414e-09
mechanic	assemble	bicycle	T	4.5	2.09	The mechanic assembled the bicycle .	0.002209982369095087	men_(0.042630088);driver_(0.0387926);man_(0.028963877);group_(0.023141092);pair_(0.022946317);	6.584279788057756e-10
cyclist	complete	race	T	6.25	1.22	The cyclist completed the race .	0.00046308996388688684	winner_(0.49982464);winners_(0.105900854);team_(0.046777926);pair_(0.021891633);riders_(0.010922349);	4.774851694588911e-11
assistant	help	cook	T	5.25	1.34	The assistant helped the cook .	0.0020936201326549053	man_(0.057051487);boy_(0.056497004);woman_(0.05578264);girl_(0.037115082);maid_(0.03256141);	4.930824082371998e-10
butcher	use	knife	T	6.35	1.42	The butcher used the knife .	0.0005755655583925545	man_(0.16290724);woman_(0.05290085);boy_(0.041878402);girl_(0.033776112);guy_(0.025792204);	1.8002754842427748e-10
veterinarian	examine	dog	T	6.85	0.36	The veterinarian examined the dog .			
horse	draw	carriage	T	4.05	2.65	The horse drew the carriage .	0.006820585113018751	driver_(0.19595592);man_(0.061018493);boy_(0.03380657);woman_(0.024754867);captain_(0.02416927);	8.709560850306275e-12
swimmer	wear	goggles	T	6.2	1.4	The swimmer wore the goggles .	0.00012982643966097385	man_(0.1662277);woman_(0.06477202);boy_(0.04462299);girl_(0.04146583);men_(0.030703994);	5.324179899041104e-12
mechanic	check	tire	T	6.7	0.56	The mechanic checked the tire .	0.020617792382836342	driver_(0.22833452);man_(0.15174137);guy_(0.041882973);guard_(0.04076052);cop_(0.032407522);	6.584279788057756e-10
scoutmaster	assemble	tent	T	4.7	2.24	The scoutmaster assembled the tent .			
policeman	fight	crime	T	6.4	0.86	The policeman fought the crime .	0.0007982016541063786	police_(0.03486563);men_(0.03054365);women_(0.020848056);children_(0.020590987);family_(0.019880097);	1.2894552613162968e-11
painter	sign	paint	T	5.9	1.87	The painter signed the paint .	0.01022651232779026	man_(0.09168311);artist_(0.037817158);woman_(0.03764426);clerk_(0.035653856);guy_(0.03378006);	1.15840181891258e-09
carver	build	sculpture	T	6.05	1.77	The carver built the sculpture .			
guard	open	jail	T	6.5	0.81	The guard opened the jail .	0.044807299971580505	man_(0.059679713);guards_(0.04853537);guard_(0.0448073);sheriff_(0.02413487);Mayor_(0.023120185);	2.5902626710205823e-09
cook	check	grocery	T	6.2	1.21	The cook checked the grocery .	0.003762394655495882	man_(0.08046165);clerk_(0.079823464);woman_(0.07684363);girl_(0.05512777);boy_(0.05115937);	2.343606905763629e-11
cook	mix	ingredient	T	6.15	1.59	The cook mixed the ingredient .	0.03468242660164833	chef_(0.06907186);company_(0.03789799);cook_(0.034682427);team_(0.031612456);group_(0.025113063);	2.343606905763629e-11
surfer	ride	wave	T	6.2	1.44	The surfer rode the wave .			
spectator	hear	speech	T	4.4	1.83	The spectator heard the speech .			
tourist	ride	camel	T	4.55	1.47	The tourist rode the camel .	0.0001514527393737808	man_(0.12274946);boy_(0.05900732);woman_(0.031322118);king_(0.0229262);girl_(0.021687528);	4.250038099229414e-09
student	pass	exam	T	6.35	0.91	The student passed the exam .	0.15614676475524902	student_(0.15614676);girl_(0.059653528);boy_(0.05673855);students_(0.041558225);man_(0.022446867);	7.055771078512407e-09
cook	clean	fish	T	6.1	0.77	The cook cleaned the fish .	0.04046383872628212	man_(0.07923296);men_(0.07711491);woman_(0.05781354);boy_(0.054711506);cook_(0.04046384);	2.343606905763629e-11
gardener	cut	grass	T	6.5	0.74	The gardener cut the grass .			
businessman	tie	necktie	T	6.5	0.67	The businessman tied the necktie .	0.00024486114853061736	man_(0.08846301);woman_(0.072222956);girl_(0.049662925);boy_(0.04349021);men_(0.032318253);	3.6282885584881797e-09
lumberjack	stack	wood	T	6.75	0.54	The lumberjack stacked the wood .			
footballer	hit	ball	T	6.05	1.77	The footballer hit the ball .	0.0005424470291472971	man_(0.07054036);batter_(0.0692309);pitcher_(0.053677227);guy_(0.043055493);quarterback_(0.039778486);	7.580812366736467e-11
sailor	face	ocean	T	6.75	0.43	The sailor faced the ocean .	2.3307251467485912e-05	window_(0.104244344);windows_(0.066651635);house_(0.052316166);building_(0.0333936);door_(0.025057683);	1.3991879486627279e-12
illusionist	perform	trick	T	5.05	2.58	The illusionist performed the trick .			
monkey	grab	banana	T	6.15	1.42	The monkey grabbed the banana .	0.003928247839212418	girl_(0.12172447);man_(0.11862791);boy_(0.1020136);woman_(0.08642109);kid_(0.040814254);	9.292023530824145e-13
singer	begin	performance	T	6.5	1.02	The singer began the performance .	0.017884816974401474	band_(0.14500275);audience_(0.055864956);orchestra_(0.039570764);choir_(0.035616964);group_(0.034358304);	1.0189105115188113e-09
fisherman	check	net	T	6.15	1.77	The fisherman checked the net .			
cobbler	fix	shoe	T	6.25	1.18	The cobbler fixed the shoe .			
fisherman	catch	fish	T	6.45	1.12	The fisherman caught the fish .			
student	wear	jeans	T	5.6	1.24	The student wore the jeans .	0.00018603717035148293	man_(0.24574141);guy_(0.22081542);woman_(0.08353662);girl_(0.0570061);boy_(0.045104958);	7.055771078512407e-09
librarian	stack	book	T	6.5	0.67	The librarian stacked the book .	0.006606774870306253	man_(0.07476247);boy_(0.067519404);men_(0.04789957);woman_(0.038046584);girl_(0.03617681);	2.660643233509674e-11
cyclist	fix	bike	T	6.1	0.89	The cyclist fixed the bike .	0.00022699007240589708	man_(0.06315891);driver_(0.048214838);guy_(0.036357);woman_(0.030295912);boy_(0.0297162);	4.774851694588911e-11
nurse	wash	infant	T	6.45	0.8	The nurse washed the infant .	0.040179770439863205	woman_(0.08407167);doctor_(0.052487027);men_(0.051969767);man_(0.045962505);women_(0.040666386);	2.4471873416587187e-09
child	enjoy	ride	T	6.7	0.56	The child enjoyed the ride .	0.002541495952755213	children_(0.065249674);others_(0.05501741);boys_(0.05210663);kids_(0.040872723);men_(0.03896563);	1.7435135557519743e-09
mason	fix	roof	T	4.15	2.2	The mason fixed the roof .			
dog	eat	bone	T	6.25	1.34	The dog ate the bone .	0.025646379217505455	man_(0.042586315);beast_(0.029987914);dog_(0.02564638);wolf_(0.020534014);creature_(0.020192705);	2.899178119797341e-11
businessman	wear	tie	T	6.55	1.12	The businessman wore the tie .	0.0020141378045082092	man_(0.27163532);guy_(0.039394516);woman_(0.035206992);boy_(0.028428163);girl_(0.013269865);	3.6282885584881797e-09
child	climb	tree	T	5.2	1.21	The child climbed the tree .	0.006341366097331047	boy_(0.10369124);man_(0.060955428);two_(0.03639565);girl_(0.035296366);men_(0.034693748);	1.7435135557519743e-09
mother	hang	laundry	T	5.8	1.96	The mother hung the laundry .	0.01027377974241972	woman_(0.08084797);man_(0.07043015);men_(0.058426246);maid_(0.048638046);women_(0.03598006);	1.5703884415074754e-08
cat	drink	milk	T	5.6	1.53	The cat drank the milk .	0.006098207551985979	boy_(0.102864385);girl_(0.08285218);man_(0.07371429);woman_(0.066546805);men_(0.025661953);	1.9345954005434152e-10
coach	check	team	T	6.95	0.22	The coach checked the team .	0.0013727303594350815	captain_(0.12157004);man_(0.05029871);pilot_(0.04849956);doctor_(0.043024);guard_(0.04142323);	5.655309553986854e-10
footballer	deliver	kick	T	5.9	1.81	The footballer delivered the kick .	0.00035106358700431883	man_(0.15128274);guy_(0.0664613);guard_(0.053518225);woman_(0.0377231);boy_(0.03616289);	7.580812366736467e-11
surfer	wear	swimsuit	T	6.25	1.18	The surfer wore the swimsuit .			
student	hear	lecture	T	6.75	0.54	The student heard the lecture .	0.0030875925440341234	crowd_(0.04754361);boy_(0.042669017);others_(0.030783385);children_(0.026161397);man_(0.02393781);	7.055771078512407e-09
doctor	sew	wound	T	5.65	1.42	The doctor sewed the wound .	0.05376065894961357	woman_(0.079864696);surgeon_(0.061776306);doctor_(0.05376066);man_(0.053374246);nurse_(0.03588346);	2.513904817647017e-08
passenger	pull	suitcase	T	5.6	1.59	The passenger pulled the suitcase .	0.0012651231372728944	man_(0.1717297);woman_(0.13997094);girl_(0.086090624);boy_(0.06220658);guard_(0.03785064);	3.432212847265248e-10
boxer	deliver	punch	T	6.15	1.65	The boxer delivered the punch .	0.001780491671524942	man_(0.14993736);guy_(0.06817808);woman_(0.049777646);guard_(0.047275864);boy_(0.040173426);	6.96114650297619e-12
speaker	entertain	audience	T	5.9	1.45	The speaker entertained the audience .	0.01854214444756508	singer_(0.03962408);speaker_(0.018542144);director_(0.01727017);priest_(0.016901098);musicians_(0.0151679665);	2.412478550262165e-10
baker	gather	bread	T	6.3	1.14	The baker gathered the bread .			
photographer	examine	camera	T	6.7	0.56	The photographer examined the camera .	0.009083472192287445	man_(0.05743146);woman_(0.03487918);doctor_(0.031548724);professor_(0.019087816);men_(0.01751965);	5.981919404263181e-10
ant	stack	supply	T	4.4	2.42	The ant stacked the supply .	2.6365945814177394e-05	men_(0.11595857);man_(0.048207566);others_(0.036547396);soldiers_(0.032722495);guards_(0.024738051);	5.4914380334669666e-12
soldier	gather	flag	T	4.7	1.85	The soldier gathered the flag .	0.02801549807190895	men_(0.07037871);others_(0.06501652);man_(0.044961);soldiers_(0.04323899);captain_(0.036445655);	2.092754164406685e-10
policeman	push	demonstrator	T	4.6	2.2	The policeman pushed the demonstrator .	0.0032892983872443438	man_(0.11174227);guard_(0.0421414);boy_(0.04173342);woman_(0.031901017);girl_(0.024611754);	1.2894552613162968e-11
waiter	deliver	drink	T	6.35	1.53	The waiter delivered the drink .	0.24559485912322998	waiter_(0.24559486);waitress_(0.14341456);bartender_(0.13688485);man_(0.0608907);woman_(0.036660995);	5.09289062745194e-13
goalkeeper	catch	ball	T	6.0	1.34	The goalkeeper caught the ball .	0.01222477201372385	man_(0.098097086);referee_(0.060505528);captain_(0.044638023);kid_(0.037258245);guy_(0.02939667);	4.07481992592551e-10
gardener	decorate	garden	T	6.3	1.05	The gardener decorated the garden .			
undertaker	dig	grave	T	4.15	1.98	The undertaker dug the grave .			
singer	start	concert	T	5.4	2.35	The singer started the concert .	0.026036513969302177	band_(0.36891657);group_(0.039886784);crowd_(0.037116896);singer_(0.026036514);audience_(0.024490668);	1.0189105115188113e-09
student	throw	frisbee	T	4.7	1.73	The student threw the frisbee .	0.002842394169420004	girl_(0.09601135);man_(0.06928865);boy_(0.06370776);woman_(0.048447132);kid_(0.04137182);	7.055771078512407e-09
doctor	visit	patient	T	6.05	1.53	The doctor visited the patient .	0.25553786754608154	doctor_(0.25553787);physician_(0.043333292);nurse_(0.041052774);priest_(0.033948656);surgeon_(0.033528384);	2.513904817647017e-08
soldier	hang	rifle	T	5.8	1.75	The soldier hung the rifle .	0.04332507401704788	man_(0.20339477);guard_(0.076393664);boy_(0.060666114);soldier_(0.043325074);woman_(0.04299062);	2.092754164406685e-10
goalkeeper	grab	ball	T	5.6	1.88	The goalkeeper grabbed the ball .	0.001815115218050778	man_(0.13258389);boy_(0.08407483);kid_(0.067284375);girl_(0.050865743);guy_(0.04551386);	4.07481992592551e-10
waiter	cut	cake	T	4.85	1.53	The waiter cut the cake .	0.0409284383058548	man_(0.049140878);woman_(0.04824798);waiter_(0.04092844);waitress_(0.03696998);girl_(0.030278455);	5.09289062745194e-13
priest	celebrate	marriage	T	6.5	1.32	The priest celebrated the marriage .	0.0043664490804076195	crowd_(0.043709114);family_(0.03658625);community_(0.032313716);church_(0.028193394);couple_(0.027580429);	3.5672625964267013e-10
child	build	snowman	T	6.15	1.11	The child built the snowman .	0.0027571546379476786	family_(0.046218567);company_(0.041610613);brothers_(0.037868764);couple_(0.033887655);man_(0.027184773);	1.7435135557519743e-09
surgeon	perform	surgery	T	6.85	0.48	The surgeon performed the surgery .	0.1092655286192894	team_(0.16293797);doctors_(0.11266585);surgeon_(0.10926553);doctor_(0.076490745);hospital_(0.062998466);	1.2357037615373656e-10
