SUBJECT	VERB	OBJECT	typicality	mean_rat	std_rat	sentence	computed_score	best_completions	baseline_score
magician	read	hand	T	4.4	2.08	The magician read the hand .	0.00018765477580018342	man_(0.03992238);machine_(0.028055385);hand_(0.022026217);reader_(0.01961632);computer_(0.01455905);	3.0725544775123126e-08
doctor	use	stethoscope	T	5.85	1.68	The doctor used the stethoscope .	0.2649630606174469	doctor_(0.26496306);patient_(0.052602187);physician_(0.038516305);doctors_(0.036015816);surgeon_(0.033005875);	5.813052439407329e-07
bartender	shake	drink	T	6.25	1.37	The bartender shook the drink .	0.15914034843444824	bartender_(0.15914035);man_(0.12805542);woman_(0.067976005);waiter_(0.051133953);boy_(0.047694642);	1.7538779673031968e-07
dealer	check	car	T	5.9	0.94	The dealer checked the car .	0.003976729232817888	police_(0.57479435);driver_(0.032848246);officer_(0.02535548);cops_(0.021066267);owner_(0.019265752);	2.702679857691237e-08
botanist	examine	plant	T	6.55	1.16	The botanist examined the plant .			
porter	stack	suitcase	T	5.5	2.27	The porter stacked the suitcase .			
climber	climb	rock	T	6.8	0.4	The climber climbed the rock .			
skipper	assemble	sailboat	T	3.8	1.83	The skipper assembled the sailboat .			
driver	hear	horn	T	5.75	1.79	The driver heard the horn .	0.01623113639652729	man_(0.06631559);horse_(0.032242183);boy_(0.022634208);men_(0.022028815);woman_(0.018027605);	3.2922869763751805e-07
sculptor	carve	stone	T	5.55	1.66	The sculptor carved the stone .			
pilot	begin	race	T	4.8	2.23	The pilot began the race .	0.00024007186584640294	team_(0.05596961);winner_(0.048892297);drivers_(0.0447444);leaders_(0.03485761);teams_(0.029650832);	7.210271633084631e-07
mother	hold	child	T	6.9	0.3	The mother held the child .	0.2112986147403717	mother_(0.21129861);father_(0.12864743);woman_(0.10723708);man_(0.065921836);nurse_(0.04369985);	3.557462378012133e-07
customer	read	menu	T	5.45	2.29	The customer read the menu .	0.02394246682524681	user_(0.039348766);author_(0.030111913);reader_(0.024338903);customer_(0.023942467);waitress_(0.019941213);	1.9978178045221284e-07
philologist	examine	book	T	6.2	1.25	The philologist examined the book .			
confectioner	decorate	cake	T	6.05	1.36	The confectioner decorated the cake .			
sweeper	clean	street	T	6.5	0.92	The sweeper cleaned the street .			
cobbler	sew	shoe	T	6.6	0.49	The cobbler sewed the shoe .			
surfer	catch	wave	T	7.0	0.0	The surfer caught the wave .			
guard	tie	prisoner	T	4.8	2.29	The guard tied the prisoner .	0.12845031917095184	guards_(0.29063234);guard_(0.12845032);police_(0.055414222);policeman_(0.03802521);officers_(0.027898055);	3.042001708308817e-06
producer	release	film	T	6.3	1.31	The producer released the film .	0.0019512271974235773	studio_(0.120858684);company_(0.08556934);BBC_(0.07656763);Academy_(0.034950398);festival_(0.023813834);	3.0718524612893816e-07
general	win	battle	T	6.1	1.04	The general won the battle .	0.0004624334687832743	Muslims_(0.03314234);Americans_(0.025536273);army_(0.023772933);Russians_(0.023736142);Turks_(0.018032312);	1.3754444808000699e-05
horse	pull	cart	T	4.95	1.69	The horse pulled the cart .	0.010109607130289078	driver_(0.106683105);man_(0.06752229);woman_(0.043123443);men_(0.027556552);boy_(0.02694502);	2.048576789093204e-06
butcher	sell	meat	T	6.95	0.22	The butcher sold the meat .	0.11954672634601593	butcher_(0.11954673);farmer_(0.06928262);man_(0.043121245);store_(0.031607203);woman_(0.025939342);	2.424425701974542e-06
mechanic	fix	tire	T	6.45	0.86	The mechanic fixed the tire .	0.17082683742046356	mechanic_(0.17082684);owner_(0.06518551);company_(0.04796093);man_(0.03692868);driver_(0.033122737);	1.9648047100417898e-07
footballer	chase	ball	T	5.75	1.95	The footballer chased the ball .	0.0004221083945594728	dog_(0.06174488);boys_(0.03983995);man_(0.02643183);cat_(0.026421145);dogs_(0.025930878);	2.3458650844077056e-07
artist	assemble	art	T	6.35	1.19	The artist assembled the art .	0.42684513330459595	artist_(0.42684513);artists_(0.047803085);author_(0.04003677);curator_(0.022055734);team_(0.02027812);	1.411325683875475e-06
astronaut	reach	moon	T	5.4	1.83	The astronaut reached the moon .	0.010286461561918259	astronauts_(0.066763185);spacecraft_(0.044388447);rover_(0.031659763);team_(0.021810442);crew_(0.018917607);	1.2664312976085057e-07
engineer	complete	project	T	6.25	1.48	The engineer completed the project .	0.007174550089985132	team_(0.09349604);students_(0.075093515);contractor_(0.046074267);company_(0.036067117);school_(0.028714983);	2.6308345013603684e-07
killer	pull	trigger	T	6.6	0.58	The killer pulled the trigger .	0.0045570130459964275	president_(0.10981909);NRA_(0.06735372);man_(0.03505774);FBI_(0.030334504);government_(0.025699617);	1.003360011964105e-06
cheerleader	shake	flag	T	5.15	2.06	The cheerleader shook the flag .			
surgeon	use	lancet	T	4.95	2.25	The surgeon used the lancet .	0.0038094331976026297	procedure_(0.045521542);author_(0.04293893);algorithm_(0.028408954);researchers_(0.024086189);technique_(0.022856252);	6.804211238886637e-08
florist	sell	flower	T	6.15	1.74	The florist sold the flower .			
player	gain	ball	T	5.45	1.16	The player gained the ball .	0.04401320219039917	team_(0.07106674);player_(0.044013202);opponent_(0.028174734);referee_(0.02520937);defender_(0.02029613);	7.658856588932395e-07
nanny	hear	baby	T	6.35	1.35	The nanny heard the baby .			
barber	cut	hair	T	6.65	1.11	The barber cut the hair .			
violinist	wear	tuxedo	T	5.9	0.89	The violinist wore the tuxedo .			
child	throw	snowball	T	5.95	1.2	The child threw the snowball .	0.02465284802019596	boy_(0.1457511);girl_(0.10674937);man_(0.07632701);kid_(0.030361716);woman_(0.028131139);	9.701814178697532e-07
mover	move	furniture	T	4.9	2.43	The mover moved the furniture .			
dog	chase	ball	T	6.5	0.67	The dog chased the ball .	0.06174487993121147	dog_(0.06174488);boys_(0.03983995);man_(0.02643183);cat_(0.026421145);dogs_(0.025930878);	2.2933345462661237e-06
hairstylist	flip	hair	T	6.35	0.65	The hairstylist flipped the hair .			
cook	cut	fish	T	5.75	1.37	The cook cut the fish .	0.0021878478582948446	man_(0.043155175);knife_(0.035121866);surgeon_(0.034825556);doctor_(0.02936793);fisherman_(0.024571544);	5.300461793922295e-07
musician	read	music	T	6.35	1.39	The musician read the music .	0.008623089641332626	lyrics_(0.16846399);musicians_(0.027666507);words_(0.022393312);notes_(0.020556316);music_(0.014707085);	3.8763772636229987e-07
passenger	buy	ticket	T	6.5	1.16	The passenger bought the ticket .	0.008953819051384926	man_(0.048275545);woman_(0.043103073);driver_(0.04112265);police_(0.029135862);customer_(0.013274193);	2.69994018253783e-07
student	wear	glass	T	6.0	0.89	The student wore the glass .	0.0010939992498606443	man_(0.052506335);woman_(0.03348575);girl_(0.025925776);boy_(0.018129997);glass_(0.016272841);	2.0475678752518434e-07
barber	use	razor	T	6.55	1.02	The barber used the razor .			
player	enjoy	game	T	6.65	0.79	The player enjoyed the game .	0.04492311179637909	children_(0.139488);players_(0.13669199);kids_(0.12419246);player_(0.04492311);girls_(0.04272293);	7.658856588932395e-07
mother	prepare	food	T	6.4	0.92	The mother prepared the food .	0.006216507405042648	cook_(0.05657499);women_(0.04498317);girls_(0.035423715);cooks_(0.033818573);chef_(0.028720507);	3.557462378012133e-07
dog	carry	ball	T	6.0	1.38	The dog carried the ball .	0.008803298696875572	man_(0.027930867);girl_(0.020127675);boys_(0.01901569);boy_(0.018101687);referee_(0.01777576);	2.2933345462661237e-06
soldier	dig	trench	T	5.15	2.26	The soldier dug the trench .	0.012727919034659863	army_(0.07589211);soldiers_(0.075429745);men_(0.07225947);Army_(0.058594346);engineers_(0.033805892);	1.8611209497976233e-06
general	gather	soldier	T	5.9	1.87	The general gathered the soldier .	0.009787749499082565	commander_(0.07577021);officer_(0.052591715);officers_(0.037928976);soldiers_(0.028485293);captain_(0.02681566);	1.3754444808000699e-05
housemaid	clean	window	T	6.65	0.57	The housemaid cleaned the window .			
cyclist	ride	bike	T	6.5	1.5	The cyclist rode the bike .	0.005842326208949089	kids_(0.067038104);police_(0.03289035);boy_(0.03183455);man_(0.031180609);boys_(0.02428756);	1.8781869925987849e-07
waiter	mix	drink	T	5.4	1.53	The waiter mixed the drink .	0.014287017285823822	bartender_(0.10884555);chemist_(0.08185685);woman_(0.0344404);man_(0.03082769);girl_(0.019391153);	2.247741122118896e-07
hairstylist	fix	hair	T	6.85	0.36	The hairstylist fixed the hair .			
player	touch	base	T	5.5	1.32	The player touched the base .	0.006758595816791058	ball_(0.24642745);man_(0.015130318);hand_(0.013120948);foot_(0.011067508);car_(0.010657088);	7.658856588932395e-07
biker	wear	helmet	T	6.8	0.51	The biker wore the helmet .			
musician	hold	guitar	T	6.55	0.5	The musician held the guitar .	0.012985166162252426	man_(0.073221885);woman_(0.05717403);girl_(0.05230896);boy_(0.03583323);other_(0.028195865);	3.8763772636229987e-07
truck	hit	car	T	4.0	1.7	The truck hit the car .	0.10036640614271164	truck_(0.100366406);bus_(0.088647746);driver_(0.07414457);train_(0.03233766);car_(0.027884144);	8.096681085589807e-07
spectator	enjoy	game	T	6.05	1.47	The spectator enjoyed the game .	0.0004920075880363584	children_(0.139488);players_(0.13669199);kids_(0.12419246);player_(0.04492311);girls_(0.04272293);	2.9215245334057727e-08
receiver	catch	baseball	T	4.75	2.28	The receiver caught the baseball .	0.0021588848903775215	camera_(0.07125911);glove_(0.034688137);sun_(0.032946467);dog_(0.030236147);net_(0.027392048);	2.8691870284092147e-06
mother	push	stroller	T	6.1	1.41	The mother pushed the stroller .	0.1302725076675415	mother_(0.13027251);woman_(0.08715175);man_(0.078381136);boy_(0.03975346);father_(0.03497754);	3.557462378012133e-07
student	drink	coffee	T	4.95	1.66	The student drank the coffee .	0.000941046979278326	man_(0.0701299);dog_(0.047900755);cat_(0.039686587);boy_(0.01840325);men_(0.017939672);	2.0475678752518434e-07
painter	mix	paint	T	6.35	1.59	The painter mixed the paint .	0.023038193583488464	artist_(0.14706954);chemist_(0.033922616);woman_(0.031191075);man_(0.023099089);painter_(0.023038194);	5.8803383495842354e-08
child	chase	toy	T	6.1	1.34	The child chased the toy .	0.025733977556228638	dog_(0.15192948);cat_(0.14163114);boy_(0.026827786);child_(0.025733978);kitten_(0.020318385);	9.701814178697532e-07
comedian	entertain	audience	T	6.35	1.65	The comedian entertained the audience .	0.027825752273201942	singer_(0.051148552);song_(0.036360353);show_(0.028530208);comedian_(0.027825752);duo_(0.027675748);	1.99128209033006e-07
woman	carry	bag	T	6.25	0.83	The woman carried the bag .	0.09294138103723526	man_(0.10061135);woman_(0.09294138);boy_(0.05585294);girl_(0.05495976);driver_(0.04191434);	3.6578385333996266e-06
cook	flip	pancake	T	6.3	0.9	The cook flipped the pancake .	0.03408382460474968	chef_(0.08305961);baker_(0.05084135);man_(0.03518683);cook_(0.034083825);batter_(0.03024963);	5.300461793922295e-07
porter	carry	bag	T	5.1	2.53	The porter carried the bag .			
gardener	gather	grass	T	5.65	1.74	The gardener gathered the grass .			
lumberjack	cut	tree	T	6.55	1.32	The lumberjack cut the tree .			
policeman	check	bag	T	5.55	1.5	The policeman checked the bag .	0.017394091933965683	police_(0.24366313);officer_(0.15242931);man_(0.047426376);officers_(0.039719142);woman_(0.032725465);	5.850245088367956e-08
player	begin	match	T	5.7	1.49	The player began the match .	0.0010288883931934834	referee_(0.17465717);referees_(0.04302963);Indians_(0.023839846);Americans_(0.018653385);teams_(0.016941072);	7.658856588932395e-07
painter	complete	painting	T	6.35	1.49	The painter completed the painting .	0.03798968717455864	artist_(0.4037602);painter_(0.037989687);students_(0.029939722);student_(0.027598394);author_(0.02259848);	5.8803383495842354e-08
child	visit	grandmother	T	5.95	1.72	The child visited the grandmother .	0.010947966948151588	family_(0.14628227);children_(0.04476342);grandson_(0.039281026);police_(0.034027204);grandmother_(0.02479267);	9.701814178697532e-07
programmer	describe	software	T	5.55	1.63	The programmer described the software .	0.011410681530833244	developers_(0.124839485);company_(0.095951356);researchers_(0.0717878);developer_(0.06760041);authors_(0.064490736);	1.0760000890286392e-07
child	draw	flower	T	4.95	1.72	The child drew the flower .	0.0472961850464344	artist_(0.30008873);author_(0.0687384);boy_(0.05132425);child_(0.047296185);girl_(0.04062282);	9.701814178697532e-07
poet	write	sonnet	T	5.8	1.33	The poet wrote the sonnet .	0.3958933651447296	poet_(0.39589337);author_(0.08253074);Pope_(0.027457472);Buddha_(0.025065532);pope_(0.023912316);	1.3169153589842608e-07
president	deliver	speech	T	6.8	0.4	The president delivered the speech .	0.24686194956302643	president_(0.24686195);President_(0.14738889);governor_(0.0917112);speaker_(0.06173332);Governor_(0.02915998);	1.291517861545799e-07
climber	face	wall	T	5.5	2.04	The climber faced the wall .			
child	pick	flower	T	5.4	1.46	The child picked the flower .	0.03297148644924164	girl_(0.07782043);boy_(0.0716508);woman_(0.059965223);man_(0.054138325);child_(0.032971486);	9.701814178697532e-07
model	face	camera	T	6.9	0.3	The model faced the camera .	0.0014144835295155644	man_(0.03521133);woman_(0.028043699);driver_(0.01738525);girl_(0.016869463);officer_(0.011828155);	3.073893822147511e-06
artist	hang	picture	T	5.5	1.63	The artist hung the picture .	0.0283464677631855	family_(0.0450444);woman_(0.03924663);man_(0.03708999);artist_(0.028346468);boy_(0.027016833);	1.411325683875475e-06
roofer	climb	ladder	T	6.6	1.02	The roofer climbed the ladder .			
mason	build	house	T	6.45	0.74	The mason built the house .			
guide	describe	monument	T	5.9	1.58	The guide described the monument .	0.0009283728431910276	museum_(0.06792542);artist_(0.06393771);city_(0.038660243);Smithsonian_(0.024969786);Times_(0.023171725);	9.46085378927819e-07
child	grab	frisbee	T	4.95	1.47	The child grabbed the frisbee .	0.01796632818877697	boy_(0.10088318);man_(0.06449053);girl_(0.042571034);woman_(0.031016752);dog_(0.026983723);	9.701814178697532e-07
tourist	visit	museum	T	5.95	1.32	The tourist visited the museum .	0.0017123478464782238	author_(0.057691384);family_(0.038972262);students_(0.038332794);couple_(0.030836182);children_(0.030719364);	5.093536401545862e-07
mechanic	assemble	bicycle	T	4.5	2.09	The mechanic assembled the bicycle .	0.02387804538011551	man_(0.03803247);boy_(0.03395166);boys_(0.03164063);children_(0.029130818);team_(0.025556887);	1.9648047100417898e-07
cyclist	complete	race	T	6.25	1.22	The cyclist completed the race .	0.01151910237967968	team_(0.12549892);winner_(0.09705798);runners_(0.034794528);pair_(0.029484486);two_(0.024870422);	1.8781869925987849e-07
assistant	help	cook	T	5.25	1.34	The assistant helped the cook .	0.0034299385733902454	children_(0.022188485);kids_(0.022035642);police_(0.017244324);man_(0.01710334);students_(0.015480962);	1.152092522715975e-06
butcher	use	knife	T	6.35	1.42	The butcher used the knife .	0.0031123103108257055	man_(0.09455302);suspect_(0.058265097);woman_(0.056547914);teen_(0.038883314);victim_(0.037738357);	2.424425701974542e-06
veterinarian	examine	dog	T	6.85	0.36	The veterinarian examined the dog .	0.28405994176864624	vet_(0.49034932);veterinarian_(0.28405994);vets_(0.05869292);owner_(0.020542566);doctor_(0.012737908);	1.0648897159626358e-06
horse	draw	carriage	T	4.05	2.65	The horse drew the carriage .	0.284545361995697	horse_(0.28454536);horses_(0.21281567);driver_(0.07005425);carriage_(0.015312749);donkey_(0.01500953);	2.048576789093204e-06
swimmer	wear	goggles	T	6.2	1.4	The swimmer wore the goggles .			
mechanic	check	tire	T	6.7	0.56	The mechanic checked the tire .	0.15109196305274963	driver_(0.18415539);mechanic_(0.15109196);owner_(0.070989564);police_(0.052450955);man_(0.025731811);	1.9648047100417898e-07
scoutmaster	assemble	tent	T	4.7	2.24	The scoutmaster assembled the tent .			
policeman	fight	crime	T	6.4	0.86	The policeman fought the crime .	0.004197675734758377	police_(0.16983727);community_(0.02753356);people_(0.026575303);law_(0.022170557);victims_(0.021034267);	5.850245088367956e-08
painter	sign	paint	T	5.9	1.87	The painter signed the paint .	0.04254202917218208	artist_(0.3986376);painter_(0.04254203);author_(0.035721224);artists_(0.03382198);owner_(0.015564602);	5.8803383495842354e-08
carver	build	sculpture	T	6.05	1.77	The carver built the sculpture .			
guard	open	jail	T	6.5	0.81	The guard opened the jail .	0.006654093973338604	police_(0.05923381);governor_(0.05182236);mayor_(0.045131344);government_(0.04185463);authorities_(0.037849743);	3.042001708308817e-06
cook	check	grocery	T	6.2	1.21	The cook checked the grocery .	0.0017566699534654617	police_(0.1606408);man_(0.029660976);inspector_(0.01877364);woman_(0.014921701);government_(0.013662139);	5.300461793922295e-07
cook	mix	ingredient	T	6.15	1.59	The cook mixed the ingredient .	0.018328052014112473	chemist_(0.18440269);user_(0.1351545);author_(0.03846683);manufacturer_(0.020213762);cook_(0.018328052);	5.300461793922295e-07
surfer	ride	wave	T	6.2	1.44	The surfer rode the wave .			
spectator	hear	speech	T	4.4	1.83	The spectator heard the speech .	2.0318617316661403e-05	audience_(0.18786956);president_(0.045828972);jury_(0.027340375);court_(0.025257563);President_(0.02315078);	2.9215245334057727e-08
tourist	ride	camel	T	4.55	1.47	The tourist rode the camel .	0.0004975876654498279	boy_(0.04802503);prince_(0.04099893);children_(0.026887547);king_(0.024017954);elephant_(0.022051468);	5.093536401545862e-07
student	pass	exam	T	6.35	0.91	The student passed the exam .	0.10290558636188507	student_(0.10290559);girl_(0.08959951);students_(0.08388727);candidate_(0.068481945);candidates_(0.047396988);	2.0475678752518434e-07
cook	clean	fish	T	6.1	0.77	The cook cleaned the fish .	0.005884411279112101	man_(0.058899842);woman_(0.03932251);boy_(0.024519786);doctor_(0.023188315);vet_(0.021086639);	5.300461793922295e-07
gardener	cut	grass	T	6.5	0.74	The gardener cut the grass .			
businessman	tie	necktie	T	6.5	0.67	The businessman tied the necktie .	0.0006169552216306329	man_(0.08126609);boy_(0.04418681);woman_(0.040278617);girl_(0.023763819);groom_(0.022501621);	3.72633834899716e-08
lumberjack	stack	wood	T	6.75	0.54	The lumberjack stacked the wood .			
footballer	hit	ball	T	6.05	1.77	The footballer hit the ball .	0.00031567850965075195	ball_(0.111531734);pitcher_(0.06314916);batter_(0.05813137);player_(0.036028557);man_(0.034358367);	2.3458650844077056e-07
sailor	face	ocean	T	6.75	0.43	The sailor faced the ocean .	0.00011195131082786247	house_(0.034633357);ship_(0.020401806);lighthouse_(0.018773528);island_(0.015856124);hotel_(0.015338941);	9.762806740809538e-08
illusionist	perform	trick	T	5.05	2.58	The illusionist performed the trick .			
monkey	grab	banana	T	6.15	1.42	The monkey grabbed the banana .	0.007312729023396969	man_(0.109546624);boy_(0.06147494);woman_(0.060559966);girl_(0.036660362);child_(0.028715508);	1.7466537372001767e-07
singer	begin	performance	T	6.5	1.02	The singer began the performance .	0.014029447920620441	band_(0.2005629);choir_(0.08583922);orchestra_(0.07948011);cast_(0.026487168);group_(0.023567973);	6.955826847843127e-07
fisherman	check	net	T	6.15	1.77	The fisherman checked the net .	7.736450061202049e-05	author_(0.076249495);FBI_(0.0200732);authors_(0.01917606);researchers_(0.019072248);user_(0.015302725);	6.544647703776718e-07
cobbler	fix	shoe	T	6.25	1.18	The cobbler fixed the shoe .			
fisherman	catch	fish	T	6.45	1.12	The fisherman caught the fish .	0.09692951291799545	fisherman_(0.09692951);man_(0.06395856);fishermen_(0.048814207);boy_(0.032782063);farmer_(0.018032841);	6.544647703776718e-07
student	wear	jeans	T	5.6	1.24	The student wore the jeans .	0.0013037844328209758	model_(0.056372173);actress_(0.047806866);singer_(0.036761362);designer_(0.03533054);man_(0.031805567);	2.0475678752518434e-07
librarian	stack	book	T	6.5	0.67	The librarian stacked the book .			
cyclist	fix	bike	T	6.1	0.89	The cyclist fixed the bike .	0.0025681324768811464	police_(0.16936369);owner_(0.13463965);mechanic_(0.097165786);man_(0.025099544);driver_(0.018509433);	1.8781869925987849e-07
nurse	wash	infant	T	6.45	0.8	The nurse washed the infant .	0.0747794583439827	mother_(0.19637683);nurse_(0.07477946);woman_(0.060601927);doctor_(0.052344456);father_(0.037951794);	4.6325723701556853e-07
child	enjoy	ride	T	6.7	0.56	The child enjoyed the ride .	0.007787267677485943	children_(0.2351483);kids_(0.192173);family_(0.10880236);girls_(0.05295044);boys_(0.038235497);	9.701814178697532e-07
mason	fix	roof	T	4.15	2.2	The mason fixed the roof .			
dog	eat	bone	T	6.25	1.34	The dog ate the bone .	0.20637060701847076	dog_(0.2063706);cat_(0.09553256);bird_(0.03859658);fish_(0.03777073);fox_(0.021537537);	2.2933345462661237e-06
businessman	wear	tie	T	6.55	1.12	The businessman wore the tie .	0.0017033793264999986	president_(0.097380966);actor_(0.048596103);man_(0.038748182);President_(0.022921572);groom_(0.020485094);	3.72633834899716e-08
child	climb	tree	T	5.2	1.21	The child climbed the tree .	0.03625623136758804	boy_(0.08529943);girl_(0.04593422);man_(0.038713112);cat_(0.03656751);child_(0.03625623);	9.701814178697532e-07
mother	hang	laundry	T	5.8	1.96	The mother hung the laundry .	0.008952736854553223	kids_(0.056621037);man_(0.055761077);woman_(0.036779277);boys_(0.03490371);girls_(0.0340858);	3.557462378012133e-07
cat	drink	milk	T	5.6	1.53	The cat drank the milk .	0.013844247907400131	cows_(0.04921317);cow_(0.0442251);children_(0.04118429);baby_(0.039404605);dog_(0.03914601);	2.1150805196157307e-07
coach	check	team	T	6.95	0.22	The coach checked the team .	0.020715665072202682	team_(0.118836746);coach_(0.020715665);NCAA_(0.018646134);referee_(0.017445272);FBI_(0.011970981);	3.34618732722447e-07
footballer	deliver	kick	T	5.9	1.81	The footballer delivered the kick .	0.0015679224161431193	kicker_(0.22582757);referee_(0.14660613);player_(0.036653597);official_(0.036313184);team_(0.019754963);	2.3458650844077056e-07
surfer	wear	swimsuit	T	6.25	1.18	The surfer wore the swimsuit .			
student	hear	lecture	T	6.75	0.54	The student heard the lecture .	0.055634163320064545	students_(0.15057425);audience_(0.10867944);student_(0.055634163);president_(0.021698568);author_(0.01882531);	2.0475678752518434e-07
doctor	sew	wound	T	5.65	1.42	The doctor sewed the wound .	0.3677257299423218	doctor_(0.36772573);surgeon_(0.15983936);nurse_(0.101738155);doctors_(0.055708367);nurses_(0.03329012);	5.813052439407329e-07
passenger	pull	suitcase	T	5.6	1.59	The passenger pulled the suitcase .	0.011583513580262661	man_(0.1608378);driver_(0.10371484);woman_(0.08720148);boy_(0.027056871);men_(0.026871927);	2.69994018253783e-07
boxer	deliver	punch	T	6.15	1.65	The boxer delivered the punch .	0.023859357461333275	referee_(0.06776627);man_(0.04712656);doctor_(0.03868194);boxer_(0.023859357);judge_(0.015640903);	1.4241966539429995e-07
speaker	entertain	audience	T	5.9	1.45	The speaker entertained the audience .	0.0031993770971894264	singer_(0.051148552);song_(0.036360353);show_(0.028530208);comedian_(0.027825752);duo_(0.027675748);	6.329367465696123e-07
baker	gather	bread	T	6.3	1.14	The baker gathered the bread .	0.01799793168902397	children_(0.057311535);women_(0.05212903);men_(0.049205884);angels_(0.04013617);disciples_(0.03801147);	5.806492708870792e-07
photographer	examine	camera	T	6.7	0.56	The photographer examined the camera .	0.007718273438513279	FBI_(0.15586829);police_(0.08513456);researchers_(0.052920368);investigators_(0.031428166);jury_(0.031015603);	3.041116514168607e-08
ant	stack	supply	T	4.4	2.42	The ant stacked the supply .	2.340703304071212e-06	government_(0.044811126);Fed_(0.039668214);market_(0.028735898);demand_(0.027101466);buyers_(0.021475859);	1.9797098502749577e-06
soldier	gather	flag	T	4.7	1.85	The soldier gathered the flag .	0.00607837550342083	crowd_(0.09670999);soldiers_(0.058854815);men_(0.046374355);protesters_(0.04347204);group_(0.02787921);	1.8611209497976233e-06
policeman	push	demonstrator	T	4.6	2.2	The policeman pushed the demonstrator .	0.022843923419713974	officer_(0.24213938);police_(0.1048592);man_(0.10094217);woman_(0.041245878);cop_(0.029917436);	5.850245088367956e-08
waiter	deliver	drink	T	6.35	1.53	The waiter delivered the drink .	0.1837693750858307	bartender_(0.22160478);waiter_(0.18376938);waitress_(0.12829953);server_(0.08218644);driver_(0.026601134);	2.247741122118896e-07
goalkeeper	catch	ball	T	6.0	1.34	The goalkeeper caught the ball .	0.025401072576642036	defender_(0.06317454);referee_(0.04212797);player_(0.042020593);keeper_(0.034022693);man_(0.033439174);	3.30678687987529e-07
gardener	decorate	garden	T	6.3	1.05	The gardener decorated the garden .			
undertaker	dig	grave	T	4.15	1.98	The undertaker dug the grave .			
singer	start	concert	T	5.4	2.35	The singer started the concert .	0.03940251097083092	band_(0.49140987);orchestra_(0.06654113);choir_(0.056899797);singer_(0.03940251);singers_(0.018815527);	6.955826847843127e-07
student	throw	frisbee	T	4.7	1.73	The student threw the frisbee .	0.01997588761150837	boy_(0.123398885);girl_(0.062286243);man_(0.041952018);boys_(0.034459192);kids_(0.03084522);	2.0475678752518434e-07
doctor	visit	patient	T	6.05	1.53	The doctor visited the patient .	0.3873147666454315	doctor_(0.38731477);doctors_(0.09688254);surgeon_(0.03501499);nurse_(0.025278721);family_(0.023421217);	5.813052439407329e-07
soldier	hang	rifle	T	5.8	1.75	The soldier hung the rifle .	0.02734380029141903	man_(0.061476514);owner_(0.03493978);boy_(0.034023028);police_(0.032184597);soldier_(0.0273438);	1.8611209497976233e-06
goalkeeper	grab	ball	T	5.6	1.88	The goalkeeper grabbed the ball .	0.032487012445926666	referee_(0.1892279);defender_(0.074316725);official_(0.03983263);coach_(0.037114784);ref_(0.03665175);	3.30678687987529e-07
waiter	cut	cake	T	4.85	1.53	The waiter cut the cake .	0.004974436946213245	baker_(0.14628054);bride_(0.10130702);kids_(0.032043234);chef_(0.032014154);children_(0.03155656);	2.247741122118896e-07
priest	celebrate	marriage	T	6.5	1.32	The priest celebrated the marriage .	0.002315409714356065	family_(0.1333627);church_(0.12212632);community_(0.084404245);congregation_(0.05689832);couple_(0.030795204);	1.8661032186173543e-07
child	build	snowman	T	6.15	1.11	The child built the snowman .	0.013809035532176495	kids_(0.13285194);boys_(0.06142493);children_(0.048415713);girls_(0.03577626);boy_(0.03139721);	9.701814178697532e-07
