SUBJECT	VERB	OBJECT	LOCATION	typicality	mean_rat	std_rat	LM	sentence	computed_score	best_completions	baseline_score
hound	fetch	bird	forest	T	3.9	2.39	in	The hound fetched the bird in the forest .	0.00474219536408782	morning_(0.0837508);middle_(0.0631466);early_(0.054543022);nick_(0.022010323);night_(0.019636517);	1.128335384237289e-06
soldier	fight	enemy	battlefield	T	5.85	1.82	in	The soldier fought the enemy in the battlefield .	0.015520980581641197	field_(0.09009455);trenches_(0.067599304);battle_(0.030832322);front_(0.028331777);desert_(0.02413566);	4.044089223498304e-07
surfer	grab	board	beach	T	6.65	1.11	at	The surfer grabbed the board at the beach .	0.022676700726151466	top_(0.06997824);end_(0.061273124);edge_(0.05270078);bottom_(0.049375024);front_(0.022699377);	5.676894943462685e-05
demonstrator	carry	flag	square	T	5.05	1.77	in	The demonstrator carried the flag in the square .	0.018337856978178024	street_(0.058307834);air_(0.053900428);middle_(0.035687763);face_(0.03107664);direction_(0.02659566);	1.1728147910616826e-06
librarian	climb	ladder	library	T	6.4	0.8	in	The librarian climbed the ladder in the library .	0.14172041416168213	library_(0.14172041);back_(0.0852225);basement_(0.045034338);middle_(0.02178765);room_(0.020562453);	0.00020097983360756189
coach	check	team	locker-room	T	5.85	1.65	in	The coach checked the team in the locker-room .			
athlete	celebrate	victory	podium	T	6.5	0.67	on	The athlete celebrated the victory on the podium .	0.061433058232069016	field_(0.12114026);podium_(0.06143306);sidelines_(0.02999198);ice_(0.029664962);court_(0.027221268);	4.130888520137432e-09
child	climb	tree	garden	T	5.0	1.87	in	The child climbed the tree in the garden .	0.01945011131465435	middle_(0.06249802);forest_(0.04785751);woods_(0.0446551);backyard_(0.030135954);back_(0.029711777);	1.3505097058441606e-06
refugee	find	shelter	church	T	4.8	1.81	in	The refugee found the shelter in the church .	0.004867081064730883	middle_(0.053269424);woods_(0.030943323);basement_(0.02967764);village_(0.025255397);town_(0.02385084);	2.0532831968012033e-07
president	deliver	speech	parliament	T	6.3	1.31	in	The president delivered the speech in the parliament .	3.654871761682443e-05	Rose_(0.11678666);Oval_(0.05222066);East_(0.043623343);White_(0.037348054);Roosevelt_(0.024253756);	2.3009852156974375e-06
lumberjack	cut	tree	forest	T	6.55	1.16	in	The lumberjack cut the tree in the forest .	0.07276289910078049	woods_(0.113765135);middle_(0.08578799);forest_(0.0727629);back_(0.021127122);park_(0.018984523);	1.1489062217151513e-06
policeman	capture	thief	street	T	6.3	1.35	in	The policeman captured the thief in the street .	0.01860014721751213	act_(0.13857044);video_(0.11550996);middle_(0.030485205);car_(0.021292172);parking_(0.020093307);	0.00012285679986234754
veterinarian	examine	dog	clinic	T	6.5	1.24	at	The veterinarian examined the dog at the clinic .	0.014247595332562923	hospital_(0.17406856);scene_(0.117399395);vet_(0.02752652);veterinary_(0.020132842);time_(0.018434243);	6.351919728331268e-05
monkey	grab	banana	zoo	T	6.2	0.75	at	The monkey grabbed the banana at the zoo .	0.001591695356182754	end_(0.084566);top_(0.06138224);bottom_(0.054634083);same_(0.031986646);last_(0.02233982);	2.1592160237560165e-07
burglar	climb	wall	garden	T	4.95	2.04	in	The burglar climbed the wall in the garden .	0.0032343543134629726	basement_(0.087288976);back_(0.043392215);kitchen_(0.024604088);middle_(0.021588812);garage_(0.017824305);	1.013017481454881e-06
surgeon	examine	patient	hospital	T	6.55	1.32	at	The surgeon examined the patient at the hospital .	0.38120099902153015	hospital_(0.381201);emergency_(0.02918011);scene_(0.028875377);University_(0.027365994);time_(0.019711137);	0.00021439882402773947
policeman	check	bag	airport	T	5.95	1.32	at	The policeman checked the bag at the airport .	0.036158837378025055	entrance_(0.07564894);front_(0.06894697);door_(0.06597262);gate_(0.05871846);back_(0.042580824);	8.694005373399705e-06
chemist	mix	substance	laboratory	T	6.65	1.11	in	The chemist mixed the substance in the laboratory .	0.015470024198293686	bottle_(0.048860002);same_(0.04383426);lab_(0.039054874);glass_(0.01895051);form_(0.016937174);	4.2922267311951146e-05
cyclist	complete	race	peak	T	4.2	2.2	on	The cyclist completed the race on the peak .	5.747031173086725e-05	same_(0.06915693);final_(0.064026594);first_(0.05402862);second_(0.027876344);day_(0.02194392);	1.69255415016778e-07
botanist	examine	plant	greenhouse	T	6.05	1.2	in	The botanist examined the plant in the greenhouse .	0.004682238679379225	garden_(0.04530417);hope_(0.0399875);lab_(0.038940385);field_(0.03673325);laboratory_(0.02758339);	4.3603856636487137e-10
engineer	complete	project	office	T	6.1	0.99	in	The engineer completed the project in the office .	0.000693808717187494	summer_(0.083921485);early_(0.061358936);spring_(0.058020387);late_(0.040841132);last_(0.023932269);	1.0827071491803508e-05
passenger	buy	ticket	station	T	6.55	0.86	at	The passenger bought the ticket at the station .	0.009362083859741688	airport_(0.11272562);last_(0.023336906);ticket_(0.021533437);same_(0.021000942);gate_(0.017570656);	1.977667307073716e-05
porter	carry	bag	room	T	4.25	2.61	in	The porter carried the bag in the room .	0.001074455794878304	back_(0.18768173);front_(0.07875001);other_(0.043794543);same_(0.0301982);middle_(0.029397333);	2.4966027922346257e-05
priest	celebrate	marriage	church	T	6.15	1.39	in	The priest celebrated the marriage in the church .	0.1453997790813446	church_(0.14539978);presence_(0.04083206);chapel_(0.029878385);Church_(0.018551065);village_(0.016640995);	2.0532831968012033e-07
scoutmaster	assemble	tent	forest	T	6.4	0.66	in	The scoutmaster assembled the tent in the forest .	0.011838924139738083	middle_(0.0946857);morning_(0.045868833);woods_(0.044843554);back_(0.031675838);early_(0.019257125);	1.1489062217151513e-06
soldier	gather	ammunition	armory	T	6.2	1.36	in	The soldier gathered the ammunition in the armory .			
musician	entertain	crowd	theater	T	6.4	1.36	in	The musician entertained the crowd in the theater .	0.001627555349841714	audience_(0.023720492);middle_(0.01700642);first_(0.0137651805);front_(0.013604604);crowd_(0.013047634);	7.548424605374748e-07
fisherman	catch	fish	sea	T	6.7	1.1	in	The fisherman caught the fish in the sea .	0.028364049270749092	middle_(0.035522245);water_(0.03407707);sea_(0.02836405);river_(0.026132181);waters_(0.022047851);	3.759961828109226e-06
soldier	dig	trench	battlefield	T	5.7	1.76	in	The soldier dug the trench in the battlefield .	0.00032336206641048193	middle_(0.07777861);village_(0.021193843);woods_(0.021017205);sand_(0.016013829);ground_(0.015511071);	4.044089223498304e-07
child	draw	flower	school	T	6.35	1.01	at	The child drew the flower at the school .	0.011625301092863083	end_(0.07046238);top_(0.05424097);center_(0.026152888);bottom_(0.025829274);centre_(0.022034872);	0.00016205893189180642
singer	hold	microphone	stage	T	6.75	0.62	on	The singer held the microphone on the stage .	0.1565255969762802	stage_(0.1565256);floor_(0.029698677);podium_(0.025078535);balcony_(0.018589638);left_(0.014383164);	2.1904070308664814e-06
professor	deliver	lecture	university	T	6.65	0.65	at	The professor delivered the lecture at the university .	0.010929953306913376	University_(0.24210814);National_(0.018733297);annual_(0.018173702);American_(0.016108256);university_(0.010929953);	1.0517182090552524e-05
soldier	celebrate	victory	battlefield	T	5.6	1.85	in	The soldier celebrated the victory in the battlefield .	0.0029631652869284153	battle_(0.109009705);Battle_(0.062041767);war_(0.032815915);first_(0.02672254);second_(0.010838147);	4.044089223498304e-07
carver	build	sculpture	workshop	T	6.2	0.75	in	The carver built the sculpture in the workshop .	0.0007959764916449785	early_(0.08996581);late_(0.05935046);1960_(0.031650923);1930_(0.030130636);1950_(0.02221592);	1.424503750513395e-07
philologist	examine	book	library	T	6.2	1.12	in	The philologist examined the book in the library .	0.11730828881263733	library_(0.11730829);museum_(0.014928875);Library_(0.014791354);presence_(0.013843553);hope_(0.011708157);	0.00020097983360756189
spectator	buy	ticket	box-office	T	6.55	0.59	in	The spectator bought the ticket in the box-office .			
cook	clean	fish	kitchen	T	6.7	0.71	in	The cook cleaned the fish in the kitchen .	0.06993699073791504	sink_(0.07974938);kitchen_(0.06993699);microwave_(0.046018273);dish_(0.039318293);same_(0.02997346);	6.493640736238149e-09
mother	hang	laundry	terrace	T	5.65	1.24	in	The mother hung the laundry in the terrace .			
soldier	carry	rifle	battlefield	T	6.55	1.32	in	The soldier carried the rifle in the battlefield .	0.00042280074558220804	back_(0.063285746);first_(0.019110575);front_(0.018299269);air_(0.017441047);middle_(0.017078932);	4.044089223498304e-07
actor	win	award	theater	T	5.6	1.43	in	The actor won the award in the theater .	0.00030422487179748714	category_(0.13314015);role_(0.07287912);Best_(0.06497897);best_(0.045990594);acting_(0.028531166);	7.548424605374748e-07
farmer	use	shovel	field	T	6.2	1.6	in	The farmer used the shovel in the field .	0.07631487399339676	field_(0.076314874);village_(0.025739586);middle_(0.020040965);snow_(0.016363822);fields_(0.015303815);	2.63589208771009e-06
skater	ride	skateboard	sidewalk	T	6.15	1.49	on	The skater rode the skateboard on the sidewalk .	0.032189756631851196	ice_(0.056280967);back_(0.032599527);sidewalk_(0.032189757);ground_(0.031052621);roof_(0.024171263);	1.269939616577176e-06
programmer	use	computer	office	T	6.65	1.11	in	The programmer used the computer in the office .	0.03602425381541252	office_(0.036024254);lab_(0.025183735);room_(0.023951417);house_(0.014748499);basement_(0.014421036);	1.0827071491803508e-05
sailor	tie	rope	boat	T	6.2	1.5	on	The sailor tied the rope on the boat .	0.05401089787483215	boat_(0.054010898);rope_(0.035579387);back_(0.022710385);ship_(0.019164082);end_(0.011670788);	2.822846170147386e-07
cook	mix	ingredients	kitchen	T	6.85	0.36	in	The cook mixed the ingredients in the kitchen .	0.004432367160916328	pot_(0.11155864);pan_(0.07930513);blender_(0.059550162);bowl_(0.04451874);microwave_(0.041917957);	6.493640736238149e-09
policeman	hit	demonstrator	square	T	4.55	1.99	in	The policeman hit the demonstrator in the square .	7.169135642470792e-05	head_(0.39111745);face_(0.2548139);back_(0.053624626);neck_(0.040137872);chest_(0.03956446);	1.1728147910616826e-06
guard	tie	prisoner	jail	T	5.7	1.85	in	The guard tied the prisoner in the jail .	0.0014587788609787822	chair_(0.11452806);back_(0.051287375);trunk_(0.028534401);rope_(0.02586655);neck_(0.02434131);	1.5317878876430768e-07
demonstrator	throw	stone	street	T	5.7	1.0	in	The demonstrator threw the stone in the street .	0.02838917076587677	direction_(0.38898116);air_(0.12128011);face_(0.09854362);middle_(0.039663628);street_(0.02838917);	8.67673588800244e-05
student	read	book	library	T	6.5	0.5	in	The student read the book in the library .	0.09061525017023087	library_(0.09061525);middle_(0.051776174);classroom_(0.036812417);first_(0.025208293);back_(0.01946906);	0.00028209309675730765
pyromaniac	start	fire	forest	T	4.2	2.32	in	The pyromaniac started the fire in the forest .	0.0045715151354670525	basement_(0.060172897);kitchen_(0.053496838);backyard_(0.024876442);bathroom_(0.02205108);house_(0.019962873);	1.2096875252609607e-06
author	sign	book	bookshop	T	5.75	1.76	at	The author signed the book at the bookshop .			
horse	move	cart	field	T	5.1	1.79	in	The horse moved the cart in the field .	0.007175232749432325	direction_(0.08340615);same_(0.037972003);opposite_(0.037534773);right_(0.026803616);middle_(0.024288319);	2.63589208771009e-06
businessman	wear	tie	office	T	6.45	1.2	in	The businessman wore the tie in the office .	0.0030007134191691875	photo_(0.03161815);video_(0.01617141);wake_(0.016057812);background_(0.013260694);middle_(0.011690475);	1.0827071491803508e-05
doctor	visit	patient	clinic	T	6.1	1.34	at	The doctor visited the patient at the clinic .	0.029932649806141853	hospital_(0.3840836);clinic_(0.02993265);home_(0.01612554);University_(0.01446521);end_(0.010699882);	6.351919728331268e-05
politician	sign	agreement	parliament	T	6.05	1.2	in	The politician signed the agreement in the parliament .	0.004182025324553251	presence_(0.14900796);early_(0.0333946);middle_(0.023175042);wake_(0.020850351);capital_(0.017389249);	2.3009852156974375e-06
gardener	push	mower	garden	T	6.05	1.91	in	The gardener pushed the mower in the garden .	0.009122624062001705	direction_(0.19170137);wrong_(0.068016134);back_(0.032779478);car_(0.027296491);air_(0.026725879);	9.919067451846786e-07
guest	hold	drink	bar	T	6.05	1.2	in	The guest held the drink in the bar .	0.0043450165539979935	middle_(0.07336938);air_(0.04149416);face_(0.03914556);hand_(0.025928967);back_(0.020346135);	4.279330369172385e-06
businessman	read	report	office	T	6.65	0.57	in	The businessman read the report in the office .	0.00811080727726221	presence_(0.037208445);morning_(0.034611773);Senate_(0.020366315);middle_(0.020326884);lobby_(0.015859848);	1.0827071491803508e-05
tourist	read	map	street	T	6.2	1.63	in	The tourist read the map in the street .	0.003336039837449789	hotel_(0.055496674);back_(0.048990216);window_(0.03600151);book_(0.025971306);middle_(0.01973518);	0.00012285679986234754
illusionist	perform	trick	circus	T	6.1	1.41	in	The illusionist performed the trick in the circus .	0.0007903871010057628	movie_(0.020090995);film_(0.01942686);early_(0.017991323);late_(0.016111823);first_(0.015222047);	1.7789019146619012e-09
soldier	throw	bomb	battlefield	T	6.45	0.92	in	The soldier threw the bomb in the battlefield .	0.0001376402360619977	direction_(0.11959277);air_(0.069619074);middle_(0.037385434);face_(0.030160375);back_(0.02763831);	4.044089223498304e-07
librarian	stack	books	shelf	T	6.4	0.58	on	The librarian stacked the books on the shelf .	0.14654991030693054	shelf_(0.14654991);table_(0.1374652);shelves_(0.1041687);desk_(0.08317227);books_(0.06854208);	6.5171819052523006e-09
champion	hold	cup	podium	T	6.5	0.87	on	The champion held the cup on the podium .	0.03317493200302124	left_(0.048112247);right_(0.04458593);table_(0.038477723);back_(0.034760132);podium_(0.033174932);	4.130888520137432e-09
porter	stack	suitcases	lobby	T	5.0	2.43	in	The porter stacked the suitcases in the lobby .	0.004950928036123514	back_(0.19276185);front_(0.056393415);car_(0.035486653);kitchen_(0.021599907);garage_(0.02093934);	2.0268831576686352e-05
deejay	mix	music	discotheque	T	6.25	1.61	at	The deejay mixed the music at the discotheque .			
athlete	win	cup	stadium	T	5.45	1.63	in	The athlete won the cup in the stadium .	3.463474058662541e-05	men_(0.06400738);women_(0.046644095);first_(0.024047539);100_(0.02081903);2012_(0.020125916);	2.4485436256327375e-07
violinist	wear	tuxedo	theater	T	5.35	1.88	in	The violinist wore the tuxedo in the theater .	0.0009174858569167554	film_(0.053627294);movie_(0.03753455);video_(0.027397458);photo_(0.023815129);opening_(0.02006537);	7.186786774582288e-07
tourist	ride	camel	desert	T	5.25	1.64	in	The tourist rode the camel in the desert .	0.04659145697951317	desert_(0.046591457);first_(0.016922785);village_(0.016248304);famous_(0.011928305);ancient_(0.011796264);	3.147854865659383e-09
spectator	watch	game	stadium	T	6.9	0.44	at	The spectator watched the game at the stadium .	0.01010214351117611	same_(0.016205868);end_(0.012731005);stadium_(0.0101021435);University_(0.008178344);home_(0.007944038);	2.4485436256327375e-07
hairstylist	wash	hair	salon	T	5.75	1.41	at	The hairstylist washed the hair at the salon .	0.14262540638446808	salon_(0.1426254);end_(0.032297328);same_(0.027150637);studio_(0.013327402);beginning_(0.01124045);	1.4548499294164685e-08
lumberjack	stack	wood	truck	T	5.35	1.49	on	The lumberjack stacked the wood on the truck .	0.013786977156996727	deck_(0.03831093);floor_(0.034720007);back_(0.024899933);table_(0.022521319);bed_(0.020215876);	2.7584258077695267e-07
child	visit	grandmother	hospice	T	4.85	1.59	at	The child visited the grandmother at the hospice .			
teacher	use	blackboard	classroom	T	6.9	0.3	in	The teacher used the blackboard in the classroom .	0.5521330237388611	classroom_(0.552133);class_(0.102199815);middle_(0.028244644);room_(0.02033082);school_(0.014656035);	2.199813025072217e-06
singer	perform	music	stage	T	6.6	0.97	on	The singer performed the music on the stage .	0.03000923991203308	cover_(0.04634608);set_(0.030197108);stage_(0.03000924);opening_(0.027546853);show_(0.026979858);	2.1904070308664814e-06
doctor	sew	wound	clinic	T	5.65	1.42	in	The doctor sewed the wound in the clinic .	0.0009408278856426477	back_(0.064690284);middle_(0.026063958);patient_(0.019489007);neck_(0.016157202);chest_(0.01574852);	7.000402547419071e-05
chemist	sell	drug	pharmacy	T	5.6	1.74	at	The chemist sold the drug at the pharmacy .	0.015164179727435112	same_(0.026102988);time_(0.025587957);price_(0.01702381);University_(0.015659994);pharmacy_(0.01516418);	8.176714345609071e-07
climber	use	rope	mountain	T	6.3	1.42	on	The climber used the rope on the mountain .	0.014407881535589695	rope_(0.03705125);summit_(0.03650355);top_(0.03609644);wall_(0.024647957);ledge_(0.021811238);	7.771163836878259e-07
professor	open	congress	university	T	5.1	1.79	at	The professor opened the congress at the university .	0.02131519466638565	University_(0.15313402);end_(0.029142419);National_(0.028780716);university_(0.021315195);U_(0.008765241);	1.0517182090552524e-05
violinist	play	violin	theater	T	5.4	2.03	in	The violinist played the violin in the theater .	0.0015697460621595383	film_(0.03521041);first_(0.028708752);opera_(0.020008938);movie_(0.018360535);famous_(0.01607334);	6.837737487330742e-07
passenger	pass	check	airport	T	4.15	2.22	at	The passenger passed the check at the airport .	0.09699898958206177	gate_(0.10052574);airport_(0.09699899);checkpoint_(0.02976845);border_(0.02073548);front_(0.01856208);	8.694005373399705e-06
sailor	mop	deck	boat	T	6.3	1.23	on	The sailor mopped the deck on the boat .	0.027834981679916382	USS_(0.07352028);ship_(0.060626738);boat_(0.027834982);yacht_(0.011206095);deck_(0.011124149);	2.4292324951602495e-07
surgeon	perform	surgery	hospital	T	6.45	1.32	at	The surgeon performed the surgery at the hospital .	0.04627460986375809	University_(0.1818241);hospital_(0.04627461);Mayo_(0.02192505);Royal_(0.013582244);Hospital_(0.013541477);	0.00021439882402773947
passenger	pull	suitcase	station	T	6.25	1.13	at	The passenger pulled the suitcase at the station .	0.0042831082828342915	airport_(0.15287645);front_(0.05798022);gate_(0.04477289);back_(0.04272487);wheel_(0.03829482);	1.977667307073716e-05
waiter	prepare	drink	bar	T	6.15	1.62	in	The waiter prepared the drink in the bar .	0.009663796052336693	kitchen_(0.12283807);restaurant_(0.057982113);same_(0.043431234);back_(0.031458978);dining_(0.028081134);	4.279330369172385e-06
farmer	pick	vegetables	greenhouse	T	4.75	2.14	in	The farmer picked the vegetables in the greenhouse .	0.004220311529934406	morning_(0.08247511);garden_(0.08134775);field_(0.057240963);market_(0.023210522);fields_(0.017955415);	4.2656370102811536e-10
guard	open	jail	prison	T	6.35	0.91	in	The guard opened the jail in the prison .	0.003609745530411601	middle_(0.105173185);early_(0.08042649);morning_(0.04689196);afternoon_(0.021669464);town_(0.018552985);	1.427098595740972e-06
terrorist	release	hostage	desert	T	4.15	1.31	in	The terrorist released the hostage in the desert .	0.001691871671937406	middle_(0.02236951);early_(0.020231536);video_(0.01705552);basement_(0.014720398);hope_(0.014330665);	3.147854865659383e-09
cameraman	record	video	set	T	6.35	1.01	on	The cameraman recorded the video on the set .	0.0027647584211081266	roof_(0.06811464);phone_(0.048652235);night_(0.029050024);back_(0.024141816);street_(0.023473075);	2.5626988644944504e-05
customer	read	menu	restaurant	T	6.65	0.91	at	The customer read the menu at the restaurant .	0.0394180491566658	counter_(0.24322687);register_(0.06377761);front_(0.054889202);restaurant_(0.03941805);bar_(0.030134223);	2.9441475817293394e-06
nurse	push	wheelchair	hospital	T	5.9	1.37	at	The nurse pushed the wheelchair at the hospital .	0.06292469799518585	front_(0.096143626);wheel_(0.06463105);hospital_(0.0629247);back_(0.05289097);end_(0.035573043);	0.00021439882402773947
nurse	wash	infant	hospital	T	6.15	1.56	at	The nurse washed the infant at the hospital .	0.3589998185634613	hospital_(0.35899982);scene_(0.036910493);clinic_(0.012736377);home_(0.00934369);same_(0.0092261005);	0.00021439882402773947
binman	pick	trash	street	T	6.25	1.13	in	The binman picked the trash in the street .	0.029631106182932854	middle_(0.08076168);back_(0.039031755);street_(0.029631106);parking_(0.02371065);front_(0.019722765);	8.67673588800244e-05
student	pass	exam	university	T	6.35	1.01	at	The student passed the exam at the university .	0.016836518421769142	end_(0.16670555);age_(0.091008335);same_(0.055119388);University_(0.035773948);beginning_(0.025792971);	1.0517182090552524e-05
singer	record	song	studio	T	6.95	0.22	in	The singer recorded the song in the studio .	0.16123631596565247	studio_(0.16123632);early_(0.07712748);late_(0.045186885);middle_(0.025548689);wake_(0.015075781);	1.691920442681294e-05
smuggler	sell	weapon	black-market	T	6.1	0.94	on	The smuggler sold the weapon on the black-market .			
soldier	wear	helmet	battlefield	T	6.8	0.4	in	The soldier wore the helmet in the battlefield .	0.0007676894310861826	photo_(0.046160597);video_(0.043912534);first_(0.018795842);same_(0.015536124);image_(0.01469876);	4.044089223498304e-07
surfer	wear	swimsuit	beach	T	6.5	0.92	at	The surfer wore the swimsuit at the beach .	0.0931452214717865	beach_(0.09314522);time_(0.03789771);event_(0.029071154);end_(0.017776262);start_(0.017165579);	5.751685603172518e-05
bodybuilder	lift	weight	gym	T	5.25	2.28	at	The bodybuilder lifted the weight at the gym .	0.12187523394823074	gym_(0.121875234);end_(0.027188854);age_(0.01642796);same_(0.014677249);top_(0.014139763);	4.135632480029017e-06
dog	pull	sled	mountain	T	4.4	1.91	up	The dog pulled the sled up the mountain .	0.16231665015220642	hill_(0.4000309);mountain_(0.16231665);stairs_(0.049109917);slope_(0.018080458);steep_(0.017112097);	1.2096832051611273e-06
child	throw	snowball	courtyard	T	5.25	1.92	in	The child threw the snowball in the courtyard .	0.0010314250830560923	air_(0.13373435);direction_(0.071757816);face_(0.053463977);child_(0.017806418);middle_(0.01778768);	2.345753046029131e-06
undertaker	dig	grave	cemetery	T	6.55	0.97	in	The undertaker dug the grave in the cemetery .	0.011732898652553558	middle_(0.062966995);morning_(0.030319497);garden_(0.022800263);back_(0.015790269);village_(0.015211211);	1.856806534306088e-06
student	wear	jeans	pub	T	6.05	0.86	in	The student wore the jeans in the pub .	8.969425107352436e-05	photo_(0.20862447);video_(0.053685173);picture_(0.037034873);image_(0.025848592);photograph_(0.02420408);	0.00013024837244302034
housewife	clean	table	kitchen	T	6.95	0.22	in	The housewife cleaned the table in the kitchen .	0.25529369711875916	kitchen_(0.2552937);living_(0.10465968);dining_(0.09717766);middle_(0.034090452);morning_(0.02215061);	3.6310472406597682e-09
mechanic	fix	tire	garage	T	6.65	0.65	in	The mechanic fixed the tire in the garage .	0.018412167206406593	car_(0.07145773);middle_(0.044273756);rear_(0.039187286);back_(0.026326768);wrong_(0.020740878);	3.308534335388913e-09
dog	dig	hole	garden	T	6.45	0.8	in	The dog dug the hole in the garden .	0.013026067055761814	ground_(0.10471177);wall_(0.027487332);snow_(0.023486601);sand_(0.023329085);floor_(0.018120121);	1.3505097058441606e-06
artist	hang	picture	gallery	T	6.55	0.86	in	The artist hung the picture in the gallery .	0.04940171167254448	gallery_(0.04940171);window_(0.024525503);lobby_(0.02433687);studio_(0.018451342);office_(0.013330623);	2.881369709939463e-06
musician	hold	guitar	stage	T	6.8	0.4	on	The musician held the guitar on the stage .	0.04287613928318024	left_(0.09682359);table_(0.046903417);right_(0.04298357);stage_(0.04287614);floor_(0.037156347);	2.1904070308664814e-06
journalist	write	article	newsroom	T	6.6	0.49	in	The journalist wrote the article in the newsroom .			
dog	chase	ball	park	T	6.5	0.59	at	The dog chased the ball at the park .	0.004551290068775415	end_(0.16599678);top_(0.056067556);goal_(0.040274713);start_(0.018055169);ball_(0.011770074);	1.7534926882945e-05
soldier	hang	rifle	armory	T	6.0	0.77	in	The soldier hung the rifle in the armory .			
painter	paint	picture	square	T	5.8	0.98	in	The painter painted the picture in the square .	0.00023853222955949605	painting_(0.03608413);early_(0.035371084);late_(0.027439842);book_(0.027145619);first_(0.023309045);	1.2155649073974928e-06
gardener	gather	grass	garden	T	6.7	0.56	in	The gardener gathered the grass in the garden .	0.1595514416694641	garden_(0.15955144);front_(0.029106176);yard_(0.028400714);back_(0.027582834);field_(0.023910325);	1.013017481454881e-06
cheerleader	shake	flag	stadium	T	5.95	1.24	in	The cheerleader shook the flag in the stadium .	0.007412808481603861	air_(0.12064309);middle_(0.06863084);face_(0.027200915);crowd_(0.025975104);background_(0.025350172);	2.224153519136962e-07
sculptor	carve	stone	workshop	T	5.85	1.53	in	The sculptor carved the stone in the workshop .	0.00043006555642932653	shape_(0.28322706);likeness_(0.047778618);form_(0.046507962);style_(0.036082257);middle_(0.019969735);	1.424503750513395e-07
teenager	hear	music	bus	T	5.95	0.8	on	The teenager heard the music on the bus .	0.0069488477893173695	radio_(0.18804461);phone_(0.056125376);other_(0.040367033);street_(0.02970172);night_(0.01846573);	2.7296706321067177e-05
ant	stack	supply	burrow	T	5.2	1.83	in	The ant stacked the supply in the burrow .			
mother	push	stroller	sidewalk	T	5.6	1.85	on	The mother pushed the stroller on the sidewalk .	0.2085111290216446	sidewalk_(0.20851113);ground_(0.05133386);street_(0.037106648);floor_(0.036329024);road_(0.03280226);	1.45152228014922e-06
spectator	hear	speech	auditorium	T	6.4	0.97	in	The spectator heard the speech in the auditorium .			
gardener	decorate	garden	mansion	T	4.9	1.79	in	The gardener decorated the garden in the mansion .	0.00023534611682407558	early_(0.040336363);garden_(0.027678791);village_(0.024121251);name_(0.02389504);late_(0.01803706);	2.1373720571205013e-09
cook	check	grocery	pantry	T	5.65	1.62	in	The cook checked the grocery in the pantry .			
artist	assemble	art	museum	T	6.05	0.74	in	The artist assembled the art in the museum .	0.0011639711447060108	studio_(0.0996229);form_(0.039970364);style_(0.038754202);same_(0.01840562);hopes_(0.01673883);	3.5276375456305686e-06
painter	decorate	wall	mansion	T	5.45	1.4	in	The painter decorated the wall in the mansion .	0.0013046659296378493	room_(0.013995268);basement_(0.011075392);church_(0.011013544);house_(0.010804974);home_(0.009679606);	3.0789075733395066e-09
