SUBJECT	VERB	OBJECT	typicality	sentence	computed_score	best_completions	baseline_score
raft	capsize	ship	N	The raft capsized the ship .	-3.1393182277679443	boat_(-1.2418305);yacht_(-3.1182344);ship_(-3.1393182);vessel_(-3.3391473);car_(-3.4451578);	-13.984554290771484
net	catch	ball	P	The net caught the ball .	-5.049607276916504	fish_(-2.3052342);shark_(-3.174844);whale_(-3.6313527);sharks_(-3.90508);cat_(-4.3591013);	-14.07390022277832
water	catch	ball	N	The water caught the ball .	-6.7788004875183105	sun_(-2.9592125);fish_(-3.0783343);fire_(-3.4287066);cold_(-3.9598954);wind_(-3.9621272);	-14.07390022277832
daughter	catch	bird	P	The daughter caught the bird .	-3.9729936122894287	mother_(-3.5716493);dog_(-3.6222014);cat_(-3.7263162);man_(-3.742681);mouse_(-3.7509325);	-14.933156967163086
rabbit	catch	bird	N	The rabbit caught the bird .	-5.27028751373291	mouse_(-1.697339);eye_(-2.3809862);attention_(-2.3936777);fish_(-3.0856028);mice_(-3.352254);	-14.933156967163086
closet	chafe	girl	P	The closet chafed the girl .	-4.955021381378174	nerves_(-3.2342458);skin_(-3.365437);children_(-3.8071446);soul_(-4.1675153);edges_(-4.1760526);	-16.090293884277344
air	chafe	girl	N	The air chafed the girl .	-7.140233993530273	skin_(-1.750944);lungs_(-4.0091114);flesh_(-4.1144047);body_(-4.3431187);face_(-4.4506817);	-16.090293884277344
elephant	chew	turtle	P	The elephant chewed the turtle .	-8.52192497253418	paper_(-3.7210708);gum_(-4.104589);grass_(-4.1069427);rope_(-4.2933135);meat_(-4.3023467);	-16.336875915527344
infant	chew	turtle	N	The infant chewed the turtle .	-10.119240760803223	gum_(-3.2517827);paper_(-3.5855422);toy_(-3.708463);straw_(-4.363832);plastic_(-4.4494185);	-16.336875915527344
freezer	chill	juice	P	The freezer chilled the juice .	-5.768316745758057	water_(-3.4920943);blood_(-3.5266707);meat_(-3.8813574);wine_(-4.099268);food_(-4.2167034);	-14.566862106323242
man	chill	juice	N	The man chilled the juice .	-7.789295673370361	freezer_(-3.9115717);gun_(-4.0793386);car_(-4.1722074);water_(-4.3268056);case_(-4.3541913);	-14.566862106323242
wind	chill	table	P	The wind chilled the table .	-7.049345016479492	air_(-2.5908756);water_(-2.8199825);earth_(-3.2997112);ground_(-3.7877102);city_(-3.9224567);	-15.724859237670898
stove	chill	table	N	The stove chilled the table .	-7.661857604980469	water_(-1.7501601);milk_(-3.612457);beer_(-3.6579132);wine_(-3.8141212);eggs_(-3.86256);	-15.724859237670898
wind	chill	water	P	The wind chilled the water .	-2.8199825286865234	air_(-2.5908756);water_(-2.8199825);earth_(-3.2997112);ground_(-3.7877102);city_(-3.9224567);	-13.93812370300293
student	chill	water	N	The student chilled the water .	-6.44290828704834	teacher_(-3.7736464);story_(-4.4329443);police_(-4.4405165);video_(-4.506839);question_(-4.5225134);	-13.93812370300293
knife	chop	tree	P	The knife chopped the tree .	-5.408000469207764	flesh_(-3.443588);meat_(-3.460571);skin_(-3.72628);wood_(-4.0364604);head_(-4.2251735);	-16.850915908813477
chicken	chop	tree	N	The chicken chopped the tree .	-5.509250640869141	egg_(-3.2554474);chicken_(-3.6076927);head_(-4.102398);eggs_(-4.170288);apple_(-4.1790237);	-16.850915908813477
water	clean	house	P	The water cleaned the house .	-4.467191219329834	soil_(-2.971334);air_(-3.832498);earth_(-3.8453574);dirt_(-3.9822478);skin_(-4.162397);	-14.955656051635742
dirt	clean	house	N	The dirt cleaned the house .	-3.7001657485961914	dirt_(-3.3940973);soil_(-3.4216928);earth_(-3.5160685);floor_(-3.6318521);house_(-3.7001657);	-14.955656051635742
broom	clean	room	P	The broom cleaned the room .	-2.746154308319092	floor_(-1.719543);house_(-2.6310534);room_(-2.7461543);dust_(-3.9501567);table_(-3.9945903);	-15.961545944213867
mud	clean	room	N	The mud cleaned the room .	-5.826976776123047	water_(-3.5661774);soil_(-3.6346817);floor_(-3.7474365);house_(-3.9151535);dirt_(-4.0021286);	-15.961545944213867
girl	clip	dog	P	The girl clipped the dog .	-5.3275861740112305	wings_(-3.8743353);hair_(-4.0249624);nail_(-4.40351);girl_(-4.436927);tree_(-4.473193);	-14.203401565551758
woman	clip	dog	N	The woman clipped the dog .	-4.875509262084961	coupon_(-4.039274);bill_(-4.0679073);wings_(-4.138651);hair_(-4.216379);man_(-4.296789);	-14.203401565551758
scissors	clip	magazine	P	The scissors clipped the magazine .	-7.235534191131592	hair_(-3.3251452);skin_(-3.9848704);paper_(-4.15155);nail_(-4.3499713);top_(-4.5133357);	-16.668272018432617
dog	clip	magazine	N	The dog clipped the magazine .	-7.491638660430908	cat_(-2.929146);bird_(-3.8459475);man_(-4.0531163);tree_(-4.2490273);leash_(-4.3262367);	-16.668272018432617
knife	clip	paper	P	The knife clipped the paper .	-6.289938449859619	artery_(-2.7064688);skin_(-3.2644026);bone_(-3.762934);blade_(-3.7924063);flesh_(-3.8037856);	-12.941781997680664
pillow	clip	paper	N	The pillow clipped the paper .	-7.094056606292725	wall_(-2.6939673);ceiling_(-2.8352637);door_(-3.363866);floor_(-3.6896183);roof_(-3.7069373);	-12.941781997680664
child	close	bottle	P	The child closed the bottle .	-6.203856468200684	door_(-0.8862942);book_(-2.7925327);window_(-3.4958637);gate_(-3.5178745);lid_(-3.5776203);	-13.604047775268555
water	close	bottle	N	The water closed the bottle .	-6.62398099899292	hole_(-2.672519);valve_(-2.9383461);gap_(-3.0801842);door_(-3.1151268);dam_(-3.1759598);	-13.604047775268555
monkey	close	door	P	The monkey closed the door .	-2.160757064819336	door_(-2.160757);hole_(-2.8670328);gap_(-2.8693445);book_(-3.3277798);gate_(-3.4785137);	-15.613275527954102
water	close	door	N	The water closed the door .	-3.115126848220825	hole_(-2.672519);valve_(-2.9383461);gap_(-3.0801842);door_(-3.1151268);dam_(-3.1759598);	-15.613275527954102
brick	construct	boat	P	The brick constructed the boat .	-7.12864875793457	wall_(-2.4081402);building_(-3.2795124);roof_(-3.286707);brick_(-3.2936268);house_(-3.3118763);	-14.812883377075195
hay	construct	boat	N	The hay constructed the boat .	-7.736267566680908	barn_(-3.7888377);house_(-3.8688662);hay_(-3.8987963);roof_(-4.0441823);structure_(-4.0992703);	-14.812883377075195
girl	construct	building	P	The girl constructed the building .	-5.431785583496094	sign_(-3.7306976);sculpture_(-3.7525291);bridge_(-3.916813);doll_(-3.9504852);robot_(-3.9602773);	-13.467172622680664
dog	construct	building	N	The dog constructed the building .	-5.383512496948242	bridge_(-3.0223215);house_(-3.4372957);nest_(-3.7046106);fence_(-3.974157);puzzle_(-4.078413);	-13.467172622680664
boat	contain	lion	P	The boat contained the lion .	-9.172369003295898	following_(-0.97130746);cargo_(-3.405481);:_(-3.655874);._(-4.020105);goods_(-4.438684);	-16.645658493041992
purse	contain	lion	N	The purse contained the lion .	-10.84426212310791	following_(-0.66997266);:_(-2.62103);._(-3.5508397);items_(-3.7546208);:_(-4.4706397);	-16.645658493041992
cup	cook	egg	P	The cup cooked the egg .	-3.996131181716919	tea_(-1.9966234);coffee_(-2.9034762);water_(-3.1904175);beans_(-3.8853981);liquid_(-3.9518616);	-15.081422805786133
elephant	cook	egg	N	The elephant cooked the egg .	-4.087361812591553	chicken_(-3.3160107);elephant_(-3.6644146);buffalo_(-3.8069968);pig_(-3.8121161);fish_(-3.8251889);	-15.081422805786133
woman	cook	turkey	P	The woman cooked the turkey .	-4.194446563720703	chicken_(-2.0036736);food_(-3.1150322);meal_(-3.1280403);meat_(-3.1744003);fish_(-3.2016144);	-16.330671310424805
rabbit	cook	turkey	N	The rabbit cooked the turkey .	-4.756102085113525	rabbit_(-2.533549);mouse_(-2.7917736);cat_(-2.9092853);chicken_(-2.9878833);egg_(-3.0897167);	-16.330671310424805
freezer	cool	oil	P	The freezer cooled the oil .	-4.877585411071777	water_(-3.5287426);meat_(-3.7272327);room_(-3.792899);food_(-4.101672);air_(-4.207465);	-13.88953971862793
moon	cool	oil	N	The moon cooled the oil .	-6.566937446594238	earth_(-2.5220003);planet_(-2.5795107);Earth_(-2.621526);water_(-2.9818242);city_(-3.440156);	-13.88953971862793
ac	cool	water	P	The ac cooled the water .	-3.4641976356506348	room_(-2.4355302);water_(-3.4641976);car_(-3.5607133);air_(-3.5829988);house_(-4.109076);	-13.93812370300293
sun	cool	water	N	The sun cooled the water .	-3.6512513160705566	earth_(-2.8577218);city_(-3.2096238);water_(-3.6512513);Earth_(-3.6713815);air_(-3.7432733);	-13.93812370300293
train	crash	bike	P	The train crashed the bike .	-7.481215476989746	night_(-2.3538277);train_(-2.8805726);bridge_(-3.1040375);day_(-3.70214);bus_(-3.768016);	-15.288679122924805
spatula	crash	bike	N	The spatula crashed the bike .	-6.46907377243042	car_(-3.229072);computer_(-3.6785693);internet_(-3.7455745);party_(-3.9943385);Internet_(-4.093326);	-15.060070037841797
plane	crash	house	P	The plane crashed the house .	-8.659402847290039	next_(-1.6432822);following_(-1.7196219);night_(-1.9441664);day_(-3.1165602);runway_(-3.2493043);	-14.955656051635742
water	crash	house	N	The water crashed the house .	-3.1341941356658936	car_(-2.6078346);boat_(-2.7279518);house_(-3.1341941);ship_(-3.4624107);roof_(-3.5716712);	-14.955656051635742
boat	crash	scooter	P	The boat crashed the scooter .			
pillow	crash	scooter	N	The pillow crashed the scooter .			
sand	create	house	P	The sand created the house .	-6.355778217315674	water_(-3.011788);sea_(-3.295136);ocean_(-3.600514);sun_(-3.7147717);waves_(-4.077004);	-14.955656051635742
rabbit	create	house	N	The rabbit created the house .	-7.258362293243408	problem_(-3.721417);world_(-3.7774167);web_(-3.8129582);rabbit_(-4.1393056);noise_(-4.283238);	-14.955656051635742
girl	create	skyscraper	P	The girl created the skyscraper .			
horse	create	skyscraper	N	The horse created the skyscraper .			
clown	crop	bush	P	The clown cropped the bush .	-10.359065055847168	image_(-2.9363205);picture_(-3.4749863);video_(-3.532718);photo_(-3.7868073);story_(-4.088989);	-16.837263107299805
shirt	crop	bush	N	The shirt cropped the bush .	-11.775046348571777	image_(-2.4949446);shirt_(-3.5162382);text_(-3.7618704);logo_(-3.8023024);message_(-4.097377);	-16.837263107299805
scissors	crop	pants	P	The scissors cropped the pants .	-8.396588325500488	image_(-3.410798);words_(-3.6663942);text_(-3.7658472);picture_(-3.8524752);rest_(-4.1598673);	-13.931394577026367
fire	crop	pants	N	The fire cropped the pants .	-9.064821243286133	scene_(-4.0822697);world_(-4.121027);story_(-4.226568);building_(-4.2481174);image_(-4.4198704);	-13.931394577026367
scissors	crop	paper	P	The scissors cropped the paper .	-4.8215227127075195	image_(-3.410798);words_(-3.6663942);text_(-3.7658472);picture_(-3.8524752);rest_(-4.1598673);	-12.941781997680664
fire	crop	paper	N	The fire cropped the paper .	-7.190771102905273	scene_(-4.0822697);world_(-4.121027);story_(-4.226568);building_(-4.2481174);image_(-4.4198704);	-12.941781997680664
student	crop	plant	P	The student cropped the plant .	-10.525750160217285	image_(-1.5429467);video_(-1.9658822);photo_(-2.2790954);picture_(-3.1084223);text_(-3.855294);	-16.965017318725586
pillow	crop	plant	N	The pillow cropped the plant .	-9.223431587219238	image_(-2.2026799);photo_(-3.0018628);video_(-3.198888);picture_(-3.5061543);view_(-3.6991627);	-16.965017318725586
house	curb	bike	P	The house curbed the bike .	-8.039844512939453	view_(-2.8426702);flow_(-4.063556);noise_(-4.0965195);growth_(-4.3600345);wind_(-4.3765483);	-15.060070037841797
water	curb	bike	N	The water curbed the bike .	-10.024500846862793	fire_(-2.6723962);flames_(-3.084498);growth_(-3.4418893);heat_(-3.4994836);fires_(-3.6980538);	-15.060070037841797
stairs	curb	scooter	P	The stairs curbed the scooter .			
ant	curb	scooter	N	The ant curbed the scooter .			
house	curb	train	P	The house curbed the train .	-7.72049617767334	view_(-2.8426733);flow_(-4.063552);noise_(-4.096511);growth_(-4.360038);wind_(-4.3765326);	-13.666027069091797
rabbit	curb	train	N	The rabbit curbed the train .	-9.465476989746094	problem_(-3.0634272);bleeding_(-3.075783);violence_(-3.732796);madness_(-3.8026583);damage_(-3.850033);	-13.666027069091797
coach	cut	bread	P	The coach cut the bread .	-8.75940227508545	team_(-3.2255282);deal_(-3.5428882);ties_(-3.5478702);bait_(-3.552013);strings_(-3.7419848);	-14.055402755737305
pillow	cut	bread	N	The pillow cut the bread .	-6.630151748657227	paper_(-3.482172);skin_(-3.6812153);cord_(-3.8479214);throat_(-4.242304);screen_(-4.4479504);	-14.055402755737305
knife	damage	pillow	P	The knife damaged the pillow .	-8.303325653076172	car_(-2.721538);door_(-3.224258);wall_(-3.3534427);window_(-3.7693667);vehicle_(-3.8921847);	-18.8008975982666
cotton	damage	pillow	N	The cotton damaged the pillow .	-9.785664558410645	soil_(-2.756848);plant_(-3.490216);skin_(-3.7460678);wood_(-3.9133537);grass_(-4.143376);	-18.8008975982666
scissors	damage	shirt	P	The scissors damaged the shirt .	-6.661500930786133	screen_(-3.9443305);camera_(-4.1410317);computer_(-4.2338204);car_(-4.3451943);skin_(-4.3832917);	-16.5958309173584
wool	damage	shirt	N	The wool damaged the shirt .	-7.062783241271973	skin_(-2.721425);wood_(-3.9006243);wool_(-3.9916503);fabric_(-4.2149477);paint_(-4.52464);	-16.5958309173584
water	dampen	cloth	P	The water dampened the cloth .	-6.260316371917725	blow_(-3.8058372);wind_(-3.806768);fire_(-4.0349555);flames_(-4.2650275);snow_(-4.275556);	-13.531177520751953
pebbles	dampen	cloth	N	The pebbles dampened the cloth .	-7.166562080383301	water_(-2.135701);air_(-2.7572677);surface_(-3.6095247);wind_(-3.7930572);rain_(-3.9363184);	-12.78818130493164
lion	destroy	house	P	The lion destroyed the house .	-3.455740213394165	car_(-3.0536788);house_(-3.4557402);statue_(-4.279623);tree_(-4.4560833);man_(-4.793352);	-14.955656051635742
grass	destroy	house	N	The grass destroyed the house .	-4.073569297790527	car_(-3.741595);tree_(-3.9600472);house_(-4.0735693);trees_(-4.1926827);flowers_(-4.241442);	-14.955656051635742
pen	dig	dirt	P	The pen dug the dirt .	-3.3895511627197266	hole_(-1.1161631);grave_(-2.8119907);dirt_(-3.3895512);well_(-3.6524982);web_(-4.2333546);	-15.463285446166992
grass	dig	dirt	N	The grass dug the dirt .	-3.0283143520355225	hole_(-0.7236687);holes_(-2.846624);dirt_(-3.0283144);soil_(-3.0580382);grave_(-3.6036582);	-15.463285446166992
knife	dig	ground	P	The knife dug the ground .	-5.5753960609436035	hole_(-0.733519);grave_(-3.410334);wound_(-3.6218133);dirt_(-4.065356);crater_(-4.179911);	-13.469419479370117
air	dig	ground	N	The air dug the ground .	-3.388305425643921	hole_(-1.1249236);earth_(-2.63636);soil_(-2.710571);holes_(-2.9575307);ground_(-3.3883054);	-13.469419479370117
shovel	dig	hole	P	The shovel dug the hole .	-0.7508313059806824	hole_(-0.7508313);dirt_(-3.0190504);ditch_(-3.2896154);grave_(-3.3568265);earth_(-3.434593);	-15.652189254760742
water	dig	hole	N	The water dug the hole .	-1.3623086214065552	hole_(-1.3623086);earth_(-2.606354);soil_(-2.8781626);tunnel_(-3.1980631);holes_(-3.2088892);	-15.652189254760742
pin	dig	mud	P	The pin dug the mud .	-7.186155319213867	hole_(-0.34222627);shaft_(-4.1670175);nail_(-4.583193);pin_(-5.034106);grave_(-5.1145573);	-15.075872421264648
air	dig	mud	N	The air dug the mud .	-5.8383941650390625	hole_(-1.1249236);earth_(-2.63636);soil_(-2.710571);holes_(-2.9575307);ground_(-3.3883054);	-15.075872421264648
girl	dig	sand	P	The girl dug the sand .	-5.923750400543213	hole_(-0.8172515);grave_(-2.7131865);well_(-3.5441344);dirt_(-3.8104234);tunnel_(-4.0546937);	-14.152566909790039
air	dig	sand	N	The air dug the sand .	-5.030235290527344	hole_(-1.1249236);earth_(-2.63636);soil_(-2.710571);holes_(-2.9575307);ground_(-3.3883054);	-14.152566909790039
leg	drag	bag	P	The leg dragged the bag .	-5.965854167938232	other_(-1.7255589);ground_(-2.7081294);body_(-3.2250476);floor_(-3.2456203);rest_(-3.8064952);	-17.122461318969727
water	drag	bag	N	The water dragged the bag .	-7.563385963439941	boat_(-1.9796915);sand_(-3.2752619);ship_(-3.6326532);shore_(-3.6823168);boats_(-3.814088);	-17.122461318969727
shovel	drain	sink	P	The shovel drained the sink .	-5.5202836990356445	water_(-2.107873);lake_(-3.091508);well_(-3.2131739);pool_(-3.4318705);earth_(-3.437562);	-17.972135543823242
pen	drain	sink	N	The pen drained the sink .	-6.078959941864014	ink_(-1.0081552);water_(-2.8992226);page_(-3.7384486);bottle_(-4.2829547);paper_(-4.3134646);	-17.972135543823242
chef	draw	pumpkin	P	The chef drew the pumpkin .	-11.245567321777344	line_(-1.5165826);picture_(-3.2410624);curtain_(-3.8031352);sketch_(-3.9422874);following_(-4.0524483);	-15.933549880981445
house	draw	pumpkin	N	The house drew the pumpkin .	-11.317564010620117	line_(-2.8770885);fire_(-3.5917263);cat_(-3.6954136);blood_(-3.8699093);dog_(-3.9715252);	-15.933549880981445
woman	drink	beer	P	The woman drank the beer .	-3.257944107055664	wine_(-1.9879284);tea_(-2.4193401);water_(-2.4781017);vodka_(-2.5141888);milk_(-2.983858);	-14.012697219848633
table	drink	beer	N	The table drank the beer .	-3.707653522491455	wine_(-2.2299504);tea_(-2.8302197);water_(-2.9106297);rest_(-3.233273);coffee_(-3.3014379);	-14.012697219848633
chef	drink	milk	P	The chef drank the milk .	-3.301421880722046	wine_(-1.6163521);beer_(-2.5990715);vodka_(-2.6573868);tea_(-2.7818336);water_(-2.8764496);	-13.255899429321289
chair	drink	milk	N	The chair drank the milk .	-2.700120210647583	water_(-1.7192471);tea_(-2.4301732);coffee_(-2.6582196);milk_(-2.7001202);blood_(-2.8071263);	-13.255899429321289
chef	drive	car	P	The chef drove the car .	-1.7093145847320557	car_(-1.7093146);test_(-2.1625311);truck_(-2.4547713);bus_(-2.631201);train_(-3.3640845);	-13.64307975769043
lion	drive	car	N	The lion drove the car .	-2.0414059162139893	car_(-2.041406);horse_(-2.948129);deer_(-3.3535397);buffalo_(-3.4253323);camel_(-3.46478);	-13.64307975769043
robot	drive	train	P	The robot drove the train .	-3.5069851875305176	car_(-1.3348204);bus_(-3.330403);vehicle_(-3.44719);train_(-3.5069852);truck_(-3.551831);	-14.004152297973633
rabbit	drive	train	N	The rabbit drove the train .	-2.8859059810638428	car_(-1.0415684);bus_(-2.8856006);train_(-2.885906);truck_(-3.0756872);tractor_(-3.8507648);	-14.004152297973633
bowl	dump	water	P	The bowl dumped the water .	-2.154125690460205	water_(-2.1541257);contents_(-2.3391805);food_(-3.5914235);soup_(-3.6325803);liquid_(-4.0229726);	-13.93812370300293
water	dump	water	N	The water dumped the water .	-3.4976742267608643	water_(-3.4976742);earth_(-3.9971592);boat_(-4.3290954);car_(-4.404302);ice_(-4.5378737);	-13.93812370300293
mouse	enter	basket	P	The mouse entered the basket .	-8.935197830200195	screen_(-3.303606);game_(-3.4266834);room_(-3.502634);window_(-3.5281773);program_(-3.5369968);	-16.079927444458008
elephant	enter	basket	N	The elephant entered the basket .	-7.414731025695801	zoo_(-3.113168);room_(-3.3607914);house_(-3.5656064);forest_(-3.6759617);compound_(-3.9445736);	-16.079927444458008
mouse	enter	cup	P	The mouse entered the cup .	-9.664724349975586	screen_(-3.303606);game_(-3.4266834);room_(-3.502634);window_(-3.5281773);program_(-3.5369968);	-14.851373672485352
girl	enter	cup	N	The girl entered the cup .	-10.289237976074219	school_(-2.7625394);building_(-2.9691014);hospital_(-3.1820378);room_(-3.3205);house_(-3.411614);	-14.851373672485352
woman	enter	room	P	The woman entered the room .	-3.153794050216675	building_(-2.4914632);store_(-3.041058);room_(-3.153794);bathroom_(-3.3176465);house_(-3.4551895);	-15.961545944213867
boat	enter	room	N	The boat entered the room .	-7.553737640380859	water_(-1.4533653);harbor_(-1.8007278);river_(-2.6413345);lake_(-2.6573331);bay_(-2.9701385);	-15.961545944213867
