SUBJECT	VERB	OBJECT	typicality	sentence	computed_score	best_completions	baseline_score
barber	pack	ship	N	The barber packed the ship .	-9.883339881896973	hair_(-2.7711496);bar_(-3.5420313);last_(-3.6716242);rest_(-4.188119);room_(-4.510911);	-13.301383972167969
barrier	halt	person	P	The barrier halted the person .	-8.642610549926758	flow_(-2.4415607);train_(-3.592493);progress_(-4.029398);movement_(-4.3469563);vehicle_(-4.633753);	-7.884350776672363
barrier	halt	house	N	The barrier halted the house .	-8.98985481262207	flow_(-2.4415607);train_(-3.592493);progress_(-4.029398);movement_(-4.3469563);vehicle_(-4.633753);	-13.212278366088867
basket	carry	hat	P	The basket carried the hat .	-10.037862777709961	remains_(-3.871878);body_(-3.9636595);two_(-4.451033);contents_(-4.5957704);three_(-4.7159104);	-11.766034126281738
basket	carry	house	N	The basket carried the house .	-7.703496932983398	remains_(-3.871878);body_(-3.9636595);two_(-4.451033);contents_(-4.5957704);three_(-4.7159104);	-13.212278366088867
bat	strike	car	P	The bat struck the car .	-5.528328895568848	wall_(-2.6051877);ground_(-3.218728);roof_(-3.7186978);ball_(-3.7748575);first_(-3.9105234);	-11.726816177368164
bat	strike	water	N	The bat struck the water .	-6.06282901763916	wall_(-2.6051877);ground_(-3.218728);roof_(-3.7186978);ball_(-3.7748575);first_(-3.9105234);	-10.135640144348145
beak	scratch	hand	P	The beak scratched the hand .	-7.2747483253479	back_(-2.7499454);side_(-3.2201145);surface_(-3.3875263);skin_(-3.5736835);air_(-3.6806018);	-11.121025085449219
beak	scratch	oil	N	The beak scratched the oil .	-7.407469272613525	back_(-2.7499454);side_(-3.2201145);surface_(-3.3875263);skin_(-3.5736835);air_(-3.6806018);	-12.598367691040039
beak	tap	finger	P	The beak tapped the finger .	-6.748753547668457	ground_(-3.5363972);side_(-3.8142521);back_(-3.9749272);air_(-4.142667);floor_(-4.1869555);	-12.39526081085205
beak	tap	air	N	The beak tapped the air .	-4.142666816711426	ground_(-3.5363972);side_(-3.8142521);back_(-3.9749272);air_(-4.142667);floor_(-4.1869555);	-11.560650825500488
bear	hug	table	P	The bear hugged the table .	-6.100487232208252	woman_(-2.938027);man_(-3.5660481);girl_(-3.7026906);boy_(-3.9352498);ground_(-4.1876607);	-13.001258850097656
bear	hug	pin	N	The bear hugged the pin .	-10.027581214904785	woman_(-2.938027);man_(-3.5660481);girl_(-3.7026906);boy_(-3.9352498);ground_(-4.1876607);	-9.424660682678223
bear	pet	dolphin	P	The bear petted the dolphin .	-8.784478187561035	dog_(-2.7028818);boy_(-3.112176);baby_(-3.248269);young_(-3.4837806);child_(-3.6088724);	-23.725975036621094
bear	pet	water	N	The bear petted the water .	-7.387269020080566	dog_(-2.7028818);boy_(-3.112176);baby_(-3.248269);young_(-3.4837806);child_(-3.6088724);	-10.355438232421875
bear	smash	glass	P	The bear smashed the glass .	-2.904661178588867	window_(-2.1288052);windows_(-2.1820202);glass_(-2.9046612);door_(-3.1281033);car_(-3.8377285);	-17.67957305908203
bear	smash	water	N	The bear smashed the water .	-7.046239852905273	window_(-2.1288052);windows_(-2.1820202);glass_(-2.9046612);door_(-3.1281033);car_(-3.8377285);	-10.135640144348145
bear	wrestle	horse	P	The bear wrestled the horse .	-6.346298694610596	woman_(-2.9688423);man_(-3.726174);bear_(-3.759896);dog_(-3.9060447);girl_(-4.0091405);	-11.636556625366211
bear	wrestle	rock	N	The bear wrestled the rock .	-6.616348743438721	woman_(-2.9688423);man_(-3.726174);bear_(-3.759896);dog_(-3.9060447);girl_(-4.0091405);	-11.839617729187012
bed	poke	baby	P	The bed poked the baby .	-5.701468467712402	side_(-3.473769);floor_(-3.598601);door_(-3.7392871);back_(-3.8140094);ground_(-4.0242224);	-12.647171974182129
bed	poke	oil	N	The bed poked the oil .	-8.414076805114746	side_(-3.473769);floor_(-3.598601);door_(-3.7392871);back_(-3.8140094);ground_(-4.0242224);	-12.130882263183594
belt	fasten	lion	P	The belt fastened the lion .	-7.4708123207092285	belt_(-3.2139761);back_(-4.634539);two_(-4.643023);front_(-4.6436715);straps_(-4.680491);	-14.615493774414062
belt	fasten	rain	N	The belt fastened the rain .	-8.454607009887695	belt_(-3.2139761);back_(-4.634539);two_(-4.643023);front_(-4.6436715);straps_(-4.680491);	-10.06932258605957
bird	stretch	snake	P	The bird stretched the snake .	-8.344100952148438	length_(-2.7275848);wings_(-3.5629349);air_(-3.8873596);legs_(-3.9058228);arms_(-4.1615143);	-17.436885833740234
bird	stretch	pebbles	N	The bird stretched the pebbles .			
boat	hurl	ship	P	The boat hurled the ship .	-4.896374702453613	boat_(-2.7077608);ball_(-4.510068);man_(-4.7183504);water_(-4.749234);two_(-4.820401);	-12.797463417053223
boat	hurl	house	N	The boat hurled the house .	-7.669720649719238	boat_(-2.7077608);ball_(-4.510068);man_(-4.7183504);water_(-4.749234);two_(-4.820401);	-13.212278366088867
bone	fracture	candy	P	The bone fractured the candy .	-12.533933639526367	skull_(-3.072111);bone_(-3.426153);back_(-3.7723367);neck_(-3.7947671);right_(-4.0706763);	-14.709634780883789
bone	fracture	mud	N	The bone fractured the mud .	-11.810712814331055	skull_(-3.072111);bone_(-3.426153);back_(-3.7723367);neck_(-3.7947671);right_(-4.0706763);	-11.748312950134277
bottle	ejaculate	gravy	P	The bottle ejaculated the gravy .	-10.459010124206543	contents_(-1.7021128);first_(-3.2324624);liquid_(-3.5058618);semen_(-4.4286447);last_(-4.516001);	-18.6890926361084
bottle	ejaculate	shirt	N	The bottle ejaculated the shirt .	-10.949358940124512	contents_(-1.7021128);first_(-3.2324624);liquid_(-3.5058618);semen_(-4.4286447);last_(-4.516001);	-12.856466293334961
bottle	leak	water	P	The bottle leaked the water .	-3.9208555221557617	moment_(-1.9787703);first_(-3.0190992);second_(-3.0359602);same_(-3.1609297);contents_(-3.3072767);	-10.135640144348145
bottle	leak	cup	N	The bottle leaked the cup .	-9.036372184753418	moment_(-1.9787703);first_(-3.0190992);second_(-3.0359602);same_(-3.1609297);contents_(-3.3072767);	-10.587074279785156
bottle	spill	rice	P	The bottle spilled the rice .	-9.19756031036377	contents_(-0.9772696);liquid_(-3.2684302);water_(-4.3639197);blood_(-4.535276);first_(-4.6778007);	-9.822039604187012
bottle	spill	air	N	The bottle spilled the air .	-7.5553107261657715	contents_(-0.9772696);liquid_(-3.2684302);water_(-4.3639197);blood_(-4.535276);first_(-4.6778007);	-11.240942001342773
bowl	contain	knife	P	The bowl contained the knife .	-7.650866508483887	remains_(-3.659526);bones_(-4.1073027);contents_(-4.118243);following_(-4.230083);same_(-4.56023);	-12.05120849609375
bowl	contain	horse	N	The bowl contained the horse .	-8.742274284362793	remains_(-3.659526);bones_(-4.1073027);contents_(-4.118243);following_(-4.230083);same_(-4.56023);	-11.578253746032715
bowl	dump	water	P	The bowl dumped the water .	-5.2126641273498535	ball_(-2.5294287);contents_(-4.182406);bowl_(-4.417132);first_(-4.5250115);entire_(-4.6009774);	-10.135640144348145
bowl	dump	elephant	N	The bowl dumped the elephant .	-8.702043533325195	ball_(-2.5294287);contents_(-4.182406);bowl_(-4.417132);first_(-4.5250115);entire_(-4.6009774);	-16.02552032470703
bowl	spill	water	P	The bowl spilled the water .	-4.007849216461182	contents_(-1.3026339);beans_(-3.911742);liquid_(-3.9137256);water_(-4.007849);blood_(-4.084601);	-10.135640144348145
bowl	spill	paper	N	The bowl spilled the paper .	-7.422613620758057	contents_(-1.3026339);beans_(-3.911742);liquid_(-3.9137256);water_(-4.007849);blood_(-4.084601);	-8.96629810333252
box	spill	legos	P	The box spilled the legos .			
box	spill	chair	N	The box spilled the chair .	-9.581369400024414	contents_(-0.6579538);beans_(-3.6969247);milk_(-5.1033273);beer_(-5.263987);blood_(-5.28818);	-12.661497116088867
boxer	attack	robber	P	The boxer attacked the robber .	-7.7328596115112305	woman_(-3.1495922);man_(-3.2321422);victim_(-3.7131908);police_(-4.2466836);two_(-4.7221174);	-17.961294174194336
boxer	attack	axe	N	The boxer attacked the axe .	-9.871806144714355	woman_(-3.1495922);man_(-3.2321422);victim_(-3.7131908);police_(-4.2466836);two_(-4.7221174);	-9.399474143981934
boy	pluck	feather	P	The boy plucked the feather .	-5.529814720153809	bird_(-4.414077);knife_(-4.491912);sword_(-4.8469534);ball_(-4.8487387);blade_(-4.8918905);	-19.037677764892578
boy	pluck	ant	N	The boy plucked the ant .	-8.419203758239746	bird_(-4.414077);knife_(-4.491912);sword_(-4.8469534);ball_(-4.8487387);blade_(-4.8918905);	-10.219298362731934
boy	punch	bus	P	The boy punched the bus .	-6.250888824462891	boy_(-2.3518636);girl_(-2.5702245);officer_(-3.604305);man_(-3.6630895);teacher_(-3.7695882);	-10.164440155029297
boy	punch	vapor	N	The boy punched the vapor .	-12.488513946533203	boy_(-2.3518636);girl_(-2.5702245);officer_(-3.604305);man_(-3.6630895);teacher_(-3.7695882);	-14.601744651794434
brick	hurt	dog	P	The brick hurt the dog .	-5.878766059875488	back_(-3.236615);skin_(-3.4847534);most_(-3.6556976);eyes_(-4.1586123);eye_(-4.3817415);	-16.607742309570312
brick	hurt	ocean	N	The brick hurt the ocean .	-11.453457832336426	back_(-3.236615);skin_(-3.4847534);most_(-3.6556976);eyes_(-4.1586123);eye_(-4.3817415);	-11.370315551757812
brick	kill	rabbit	P	The brick killed the rabbit .	-6.391514778137207	horse_(-3.923749);baby_(-4.0527086);man_(-4.070195);tree_(-4.0747576);dog_(-4.1926928);	-20.82135581970215
brick	kill	table	N	The brick killed the table .	-8.919987678527832	horse_(-3.923749);baby_(-4.0527086);man_(-4.070195);tree_(-4.0747576);dog_(-4.1926928);	-13.001258850097656
brother	heave	bag	P	The brother heaved the bag .	-4.517064094543457	heavy_(-2.7736712);last_(-3.4046068);gun_(-4.354985);sigh_(-4.3707857);door_(-4.450261);	-17.387048721313477
brother	heave	paper	N	The brother heaved the paper .	-6.984349250793457	heavy_(-2.7736712);last_(-3.4046068);gun_(-4.354985);sigh_(-4.3707857);door_(-4.450261);	-9.05396556854248
brother	hurt	leg	P	The brother hurt the leg .	-4.119717121124268	most_(-1.1259274);worst_(-3.089932);neck_(-3.6026883);head_(-3.9454007);same_(-4.014714);	-13.666868209838867
brother	hurt	chair	N	The brother hurt the chair .	-9.672481536865234	most_(-1.1259274);worst_(-3.089932);neck_(-3.6026883);head_(-3.9454007);same_(-4.014714);	-12.661497116088867
bug	climb	mountain	P	The bug climbed the mountain .	-4.781067371368408	ladder_(-2.373597);ranks_(-2.429879);list_(-3.8349922);tree_(-3.8417823);stack_(-4.5597997);	-11.512845993041992
bug	climb	air	N	The bug climbed the air .	-7.469574451446533	ladder_(-2.373597);ranks_(-2.429879);list_(-3.8349922);tree_(-3.8417823);stack_(-4.5597997);	-11.240942001342773
building	crash	computer	P	The building crashed the computer .	-10.950488090515137	night_(-1.830783);day_(-1.837741);next_(-2.4414093);same_(-3.028476);second_(-3.1605864);	-6.444911956787109
building	crash	bike	N	The building crashed the bike .	-8.434077262878418	night_(-1.830783);day_(-1.837741);next_(-2.4414093);same_(-3.028476);second_(-3.1605864);	-13.97706413269043
bullet	pierce	cheese	P	The bullet pierced the cheese .	-10.12895679473877	back_(-2.6495638);wall_(-3.3826036);side_(-3.6255465);left_(-3.6411715);right_(-3.7719088);	-14.214788436889648
bullet	pierce	earring	N	The bullet pierced the earring .			
butterfly	tug	leaf	P	The butterfly tugged the leaf .	-6.71046781539917	air_(-4.1524844);boat_(-4.477298);wind_(-4.714069);back_(-4.9612303);rope_(-4.9926257);	-11.774815559387207
butterfly	tug	table	N	The butterfly tugged the table .	-7.981387138366699	air_(-4.1524844);boat_(-4.477298);wind_(-4.714069);back_(-4.9612303);rope_(-4.9926257);	-13.161869049072266
cake	feed	rabbit	P	The cake fed the rabbit .	-6.253462791442871	cake_(-4.43608);dog_(-4.57524);baby_(-4.6911154);cat_(-4.7122717);first_(-4.8443055);	-20.82135581970215
cake	feed	arm	N	The cake fed the arm .	-10.51279354095459	cake_(-4.43608);dog_(-4.57524);baby_(-4.6911154);cat_(-4.7122717);first_(-4.8443055);	-10.20146369934082
cake	hit	closet	P	The cake hit the closet .	-10.329658508300781	spot_(-2.3251348);mark_(-2.8890462);fan_(-3.1250234);internet_(-3.3871083);news_(-3.5969853);	-16.50174331665039
cake	hit	fire	N	The cake hit the fire .	-7.989159107208252	spot_(-2.3251348);mark_(-2.8890462);fan_(-3.1250234);internet_(-3.3871083);news_(-3.5969853);	-9.42544174194336
calculator	count	cup	P	The calculator counted the cup .	-8.741209030151367	number_(-1.5099008);amount_(-2.5524423);total_(-2.943525);cost_(-4.0521674);value_(-4.1199317);	-10.587074279785156
calculator	count	water	N	The calculator counted the water .	-7.073270797729492	number_(-1.5099008);amount_(-2.5524423);total_(-2.943525);cost_(-4.0521674);value_(-4.1199317);	-10.135640144348145
car	pull	truck	P	The car pulled the truck .	-3.098662853240967	driver_(-3.0479426);truck_(-3.0986629);car_(-3.1347728);trailer_(-3.9394526);man_(-3.9434505);	-14.293079376220703
car	pull	hill	N	The car pulled the hill .	-8.939231872558594	driver_(-3.0479426);truck_(-3.0986629);car_(-3.1347728);trailer_(-3.9394526);man_(-3.9434505);	-11.521306037902832
car	push	lion	P	The car pushed the lion .	-8.936569213867188	car_(-3.1189342);driver_(-3.4677653);truck_(-3.600204);vehicle_(-3.9116511);man_(-4.2907786);	-14.30809497833252
car	push	leaf	N	The car pushed the leaf .	-10.003822326660156	car_(-3.1189342);driver_(-3.4677653);truck_(-3.600204);vehicle_(-3.9116511);man_(-4.2907786);	-11.64400863647461
casket	cover	head	P	The casket covered the head .	-4.100105285644531	ground_(-2.9882276);coffin_(-3.2300718);entrance_(-3.3446271);body_(-3.346916);grave_(-3.3771513);	-11.859576225280762
casket	cover	ground	N	The casket covered the ground .	-2.988227605819702	ground_(-2.9882276);coffin_(-3.2300718);entrance_(-3.3446271);body_(-3.346916);grave_(-3.3771513);	-15.020256042480469
cat	exhale	air	P	The cat exhaled the air .	-2.6806302070617676	last_(-2.6242948);air_(-2.6806302);smoke_(-2.8726466);scent_(-3.0504267);breath_(-3.1246378);	-11.560650825500488
cat	exhale	pillow	N	The cat exhaled the pillow .	-10.779399871826172	last_(-2.6242948);air_(-2.6806302);smoke_(-2.8726466);scent_(-3.0504267);breath_(-3.1246378);	-14.407144546508789
cat	flip	egg	P	The cat flipped the egg .	-8.293058395385742	bird_(-0.6563625);script_(-2.6471004);switch_(-2.6799679);table_(-2.8613338);tables_(-4.210272);	-8.739372253417969
cat	flip	man	N	The cat flipped the man .	-8.051122665405273	bird_(-0.6563625);script_(-2.6471004);switch_(-2.6799679);table_(-2.8613338);tables_(-4.210272);	-13.352785110473633
cat	kick	girl	P	The cat kicked the girl .	-8.416114807128906	bucket_(-1.6690674);dog_(-1.6840439);door_(-2.736679);ball_(-3.1496658);tires_(-3.3694153);	-10.211772918701172
cat	kick	air	N	The cat kicked the air .	-5.8122100830078125	bucket_(-1.6690674);dog_(-1.6840439);door_(-2.736679);ball_(-3.1496658);tires_(-3.3694153);	-11.240942001342773
cat	knead	cream	P	The cat kneaded the cream .	-5.849403381347656	dough_(-2.7183912);bread_(-3.65612);ground_(-4.2064743);ball_(-4.458023);rice_(-4.5060654);	-14.5968656539917
cat	knead	elephant	N	The cat kneaded the elephant .	-8.467185974121094	dough_(-2.7183912);bread_(-3.65612);ground_(-4.2064743);ball_(-4.458023);rice_(-4.5060654);	-17.088449478149414
cat	lick	frosting	P	The cat licked the frosting .			
cat	lick	cloud	N	The cat licked the cloud .	-9.42344856262207	floor_(-3.224565);blood_(-4.1141067);ground_(-4.321832);air_(-4.399751);dog_(-4.6653914);	-10.673749923706055
cat	lift	rabbit	P	The cat lifted the rabbit .	-8.070225715637207	lid_(-2.4968991);door_(-4.0197263);curtain_(-4.2809415);roof_(-4.425534);glass_(-4.7656446);	-20.82135581970215
cat	lift	horse	N	The cat lifted the horse .	-7.70982027053833	lid_(-2.4968991);door_(-4.0197263);curtain_(-4.2809415);roof_(-4.425534);glass_(-4.7656446);	-11.578253746032715
cat	pet	monkey	P	The cat petted the monkey .	-5.7014360427856445	dog_(-2.249478);cat_(-3.5919921);kitten_(-4.2103014);baby_(-4.253484);dogs_(-4.328824);	-19.535892486572266
cat	pet	table	N	The cat petted the table .	-7.905880928039551	dog_(-2.249478);cat_(-3.5919921);kitten_(-4.2103014);baby_(-4.253484);dogs_(-4.328824);	-13.161869049072266
cat	pluck	leaf	P	The cat plucked the leaf .	-5.826653480529785	dog_(-4.183564);cat_(-4.409005);mouse_(-4.5428095);hair_(-4.691987);ball_(-4.853448);	-11.774815559387207
cat	pluck	pumpkin	N	The cat plucked the pumpkin .	-8.342400550842285	dog_(-4.183564);cat_(-4.409005);mouse_(-4.5428095);hair_(-4.691987);ball_(-4.853448);	-12.0299654006958
cat	stomp	ant	P	The cat stomped the ant .	-8.65323543548584	dog_(-2.641906);floor_(-2.8589013);ground_(-3.1339638);door_(-3.7325432);man_(-4.368491);	-10.219298362731934
cat	stomp	boat	N	The cat stomped the boat .	-7.433196544647217	dog_(-2.641906);floor_(-2.8589013);ground_(-3.1339638);door_(-3.7325432);man_(-4.368491);	-14.478645324707031
cat	strike	ball	P	The cat struck the ball .	-5.84842586517334	dog_(-3.1258686);first_(-3.6280582);bull_(-3.7330081);wall_(-3.8467166);man_(-4.083457);	-11.942694664001465
cat	strike	pond	N	The cat struck the pond .	-7.748175621032715	dog_(-3.1258686);first_(-3.6280582);bull_(-3.7330081);wall_(-3.8467166);man_(-4.083457);	-10.825030326843262
cat	swallow	pin	P	The cat swallowed the pin .	-8.321041107177734	dog_(-4.0288124);ball_(-4.4941444);bag_(-4.5520973);entire_(-4.673656);whole_(-4.7280617);	-9.424660682678223
cat	swallow	chef	N	The cat swallowed the chef .	-9.31918716430664	dog_(-4.0288124);ball_(-4.4941444);bag_(-4.5520973);entire_(-4.673656);whole_(-4.7280617);	-12.115335464477539
cat	toss	ant	P	The cat tossed the ant .	-9.347779273986816	ball_(-2.8638546);cat_(-3.821336);bag_(-4.2998443);first_(-4.434221);dog_(-4.664384);	-10.344440460205078
cat	toss	student	N	The cat tossed the student .	-9.494301795959473	ball_(-2.8638546);cat_(-3.821336);bag_(-4.2998443);first_(-4.434221);dog_(-4.664384);	-7.067455291748047
cat	vomit	ant	P	The cat vomited the ant .	-9.581896781921387	contents_(-2.0390885);first_(-3.5412781);cat_(-3.9211228);blood_(-3.9594758);entire_(-3.9660065);	-10.219298362731934
cat	vomit	infant	N	The cat vomited the infant .	-9.737269401550293	contents_(-2.0390885);first_(-3.5412781);cat_(-3.9211228);blood_(-3.9594758);entire_(-3.9660065);	-15.508231163024902
cat	wrestle	rabbit	P	The cat wrestled the rabbit .	-5.495749473571777	dog_(-3.0365365);lion_(-3.8613198);cat_(-3.9834816);ball_(-4.1518164);man_(-4.3408422);	-20.961227416992188
cat	wrestle	leaf	N	The cat wrestled the leaf .	-8.396445274353027	dog_(-3.0365365);lion_(-3.8613198);cat_(-3.9834816);ball_(-4.1518164);man_(-4.3408422);	-11.774815559387207
chair	absorb	water	P	The chair absorbed the water .	-6.639002799987793	weight_(-3.1565962);shock_(-3.7379866);blow_(-4.2040358);impact_(-4.257869);pain_(-4.4780073);	-10.135640144348145
chair	absorb	pin	N	The chair absorbed the pin .	-8.624903678894043	weight_(-3.1565962);shock_(-3.7379866);blow_(-4.2040358);impact_(-4.257869);pain_(-4.4780073);	-9.424660682678223
chair	rub	shirt	P	The chair rubbed the shirt .	-8.41513442993164	back_(-1.4519846);bridge_(-3.920025);side_(-4.0990562);top_(-4.2848477);floor_(-4.6663704);	-12.628439903259277
chair	rub	rain	N	The chair rubbed the rain .	-8.19571304321289	back_(-1.4519846);bridge_(-3.920025);side_(-4.0990562);top_(-4.2848477);floor_(-4.6663704);	-9.90079402923584
chef	burn	cake	P	The chef burned the cake .	-6.2050395011901855	entire_(-3.9247203);book_(-4.02819);body_(-4.6127543);food_(-4.6918254);paper_(-4.6932597);	-19.470396041870117
chef	burn	water	N	The chef burned the water .	-7.764525890350342	entire_(-3.9247203);book_(-4.02819);body_(-4.6127543);food_(-4.6918254);paper_(-4.6932597);	-10.135640144348145
chef	create	table	P	The chef created the table .	-6.755112648010254	"dish_(-3.0557718);menu_(-3.8907173);restaurant_(-3.9010324);recipe_(-3.98697);""_(-4.224778);"	-13.001258850097656
chef	create	sun	N	The chef created the sun .	-10.557221412658691	"dish_(-3.0557718);menu_(-3.8907173);restaurant_(-3.9010324);recipe_(-3.98697);""_(-4.224778);"	-10.990212440490723
chef	exhale	air	P	The chef exhaled the air .	-3.225341558456421	smoke_(-2.3815305);last_(-2.5209424);scent_(-3.157791);air_(-3.2253416);contents_(-3.7177274);	-11.560650825500488
chef	exhale	oil	N	The chef exhaled the oil .	-7.2396392822265625	smoke_(-2.3815305);last_(-2.5209424);scent_(-3.157791);air_(-3.2253416);contents_(-3.7177274);	-12.598367691040039
chef	fry	egg	P	The chef fried the egg .	-4.313379287719727	chicken_(-2.0778978);fish_(-3.2830524);meat_(-3.4457414);shrimp_(-4.126131);eggs_(-4.2726307);	-8.739372253417969
chef	fry	water	N	The chef fried the water .	-7.517168045043945	chicken_(-2.0778978);fish_(-3.2830524);meat_(-3.4457414);shrimp_(-4.126131);eggs_(-4.2726307);	-10.135640144348145
chef	jail	dog	P	The chef jailed the dog .	-6.062798976898193	man_(-3.1318986);day_(-3.334215);woman_(-3.7073457);owner_(-3.868944);night_(-3.918001);	-16.607742309570312
chef	jail	air	N	The chef jailed the air .	-9.050058364868164	man_(-3.1318986);day_(-3.334215);woman_(-3.7073457);owner_(-3.868944);night_(-3.918001);	-11.240942001342773
chef	slam	door	P	The chef slammed the door .	-6.990384578704834	"""_(-2.9521003);'_(-3.1718192);media_(-3.9625068);idea_(-4.0774207);decision_(-4.196729);"	-10.944571495056152
chef	slam	smoke	N	The chef slammed the smoke .	-10.018941879272461	"""_(-2.9521003);'_(-3.1718192);media_(-3.9625068);idea_(-4.0774207);decision_(-4.196729);"	-7.907780647277832
child	chew	gum	P	The child chewed the gum .	-4.196291446685791	paper_(-4.0423455);plastic_(-4.164828);gum_(-4.1962914);flesh_(-4.642985);metal_(-4.7444177);	-14.123710632324219
child	chew	horse	N	The child chewed the horse .	-7.970713138580322	paper_(-4.0423455);plastic_(-4.164828);gum_(-4.1962914);flesh_(-4.642985);metal_(-4.7444177);	-11.636556625366211
