SUBJECT	VERB	OBJECT	typicality	sentence	computed_score	best_completions	baseline_score
rabbit	capsize	canoe	N	The rabbit capsized the canoe .	-6.834108829498291	ship_(-3.1941092);boat_(-3.4667304);USS_(-4.309923);ferry_(-4.525515);coast_(-4.729586);	-11.056221008300781
dentist	capsize	ship	P	The dentist capsized the ship .	-3.1574039459228516	boat_(-2.6439762);ship_(-3.157404);USS_(-4.2427006);yacht_(-4.5257206);car_(-4.55089);	-13.301383972167969
raft	capsize	ship	N	The raft capsized the ship .	-4.856496810913086	night_(-2.41992);day_(-2.5744534);morning_(-2.7874813);next_(-3.8511028);coast_(-4.0087185);	-13.301383972167969
net	catch	ball	P	The net caught the ball .	-3.9777729511260986	eye_(-2.8232243);attention_(-3.4584782);wind_(-3.865125);ball_(-3.977773);first_(-4.4237113);	-11.942694664001465
water	catch	ball	N	The water caught the ball .	-6.351263523101807	eye_(-2.6484132);attention_(-3.3993745);eyes_(-3.4197297);fire_(-3.6764283);light_(-3.984198);	-11.942694664001465
daughter	catch	bird	P	The daughter caught the bird .	-7.891306400299072	eye_(-3.0189688);attention_(-3.0787222);moment_(-3.9590628);bus_(-4.2255197);brunt_(-4.3422265);	-17.634702682495117
rabbit	catch	bird	N	The rabbit caught the bird .	-5.563971042633057	eye_(-3.1260743);cat_(-3.1925874);attention_(-3.8969483);bug_(-3.9354005);bus_(-3.941321);	-17.634702682495117
closet	chafe	girl	P	The closet chafed the girl .	-7.321950912475586	most_(-3.242613);fabric_(-3.8545287);skin_(-3.974188);moment_(-4.0779247);walls_(-4.396635);	-10.526592254638672
air	chafe	girl	N	The air chafed the girl .	-8.20871353149414	metal_(-3.542423);walls_(-3.6018255);skin_(-4.1131625);fabric_(-4.3383365);sides_(-4.394321);	-10.526592254638672
elephant	chew	turtle	P	The elephant chewed the turtle .	-8.919450759887695	paper_(-4.2059956);grass_(-4.563402);flesh_(-4.733263);tree_(-4.7581496);remains_(-4.789568);	-14.330463409423828
infant	chew	turtle	N	The infant chewed the turtle .	-9.213318824768066	plastic_(-4.338853);paper_(-4.41768);gum_(-4.718972);skin_(-4.734727);flesh_(-4.8059087);	-14.330463409423828
freezer	chill	juice	P	The freezer chilled the juice .	-5.796758651733398	meat_(-2.5907269);food_(-3.9089031);chicken_(-4.000227);dough_(-4.1871014);ice_(-4.2897015);	-13.675098419189453
man	chill	juice	N	The man chilled the juice .	-7.7711381912231445	blood_(-2.4873552);air_(-2.5665789);water_(-3.6712391);ice_(-4.241826);waters_(-4.31384);	-13.675098419189453
wind	chill	table	P	The wind chilled the table .	-7.831295967102051	air_(-2.1083648);room_(-2.7351959);streets_(-4.0749173);ground_(-4.22836);atmosphere_(-4.4585085);	-13.001258850097656
stove	chill	table	N	The stove chilled the table .	-7.855283260345459	water_(-2.5860493);meat_(-3.0389912);soup_(-3.7719166);food_(-4.0222373);liquid_(-4.2478156);	-13.001258850097656
wind	chill	water	P	The wind chilled the water .	-4.897702217102051	air_(-2.1083648);room_(-2.7351959);streets_(-4.0749173);ground_(-4.22836);atmosphere_(-4.4585085);	-10.135640144348145
student	chill	water	N	The student chilled the water .	-2.953376293182373	water_(-2.9533763);air_(-3.1634517);blood_(-3.5731502);ice_(-3.8975139);body_(-4.2982936);	-10.135640144348145
knife	chop	tree	P	The knife chopped the tree .	-5.1036553382873535	flesh_(-3.146426);head_(-3.5412395);throat_(-3.678622);skin_(-3.737315);man_(-3.7629116);	-9.485352516174316
chicken	chop	tree	N	The chicken chopped the tree .	-6.941747665405273	best_(-3.3535595);night_(-3.3845348);day_(-3.540487);other_(-3.577612);chicken_(-3.63233);	-9.485352516174316
water	clean	house	P	The water cleaned the house .	-4.23048734664917	floor_(-4.11037);room_(-4.191692);house_(-4.2304873);area_(-4.5147204);air_(-4.738445);	-13.212278366088867
dirt	clean	house	N	The dirt cleaned the house .	-5.281414031982422	floor_(-3.0977213);surface_(-3.7824366);walls_(-4.116825);road_(-4.3224907);floors_(-4.324093);	-13.212278366088867
broom	clean	room	P	The broom cleaned the room .	-3.082399606704712	floor_(-2.3900778);room_(-3.0823996);air_(-4.0429864);dirt_(-4.1580834);house_(-4.2712116);	-9.921711921691895
mud	clean	room	N	The mud cleaned the room .	-4.474817752838135	floor_(-3.046183);walls_(-3.8746438);road_(-4.2716928);surface_(-4.322863);room_(-4.4748178);	-9.921711921691895
girl	clip	dog	P	The girl clipped the dog .	-6.159025192260742	rope_(-3.7198012);top_(-4.001562);back_(-4.664282);wire_(-4.6686306);chain_(-4.7094936);	-16.607742309570312
woman	clip	dog	N	The woman clipped the dog .	-5.725782871246338	top_(-3.6776416);rope_(-4.1097856);chain_(-4.531302);man_(-4.66178);wire_(-4.6939683);	-16.607742309570312
scissors	clip	magazine	P	The scissors clipped the magazine .	-9.481285095214844	back_(-3.6642377);top_(-3.671417);neck_(-4.624702);rope_(-4.653007);bottom_(-4.685669);	-10.387041091918945
dog	clip	magazine	N	The dog clipped the magazine .	-10.612210273742676	man_(-3.5135925);car_(-4.0208178);fence_(-4.170789);back_(-4.310582);rope_(-4.3336077);	-10.387041091918945
knife	clip	paper	P	The knife clipped the paper .	-6.71874475479126	back_(-2.8619635);neck_(-3.4767554);top_(-3.6600592);side_(-3.9238687);throat_(-3.9960885);	-8.96629810333252
pillow	clip	paper	N	The pillow clipped the paper .	-6.219611644744873	back_(-3.2323067);top_(-3.4658043);edge_(-4.060531);neck_(-4.321174);bottom_(-4.3380046);	-8.96629810333252
child	close	bottle	P	The child closed the bottle .	-7.680517673492432	door_(-0.45959345);window_(-3.657744);gate_(-3.915831);book_(-4.0763307);gap_(-4.4390626);	-13.563023567199707
water	close	bottle	N	The water closed the bottle .	-8.665692329406738	gap_(-2.580152);door_(-2.6172462);tunnel_(-3.2456641);road_(-3.7599082);gate_(-3.803617);	-13.563023567199707
monkey	close	door	P	The monkey closed the door .	-0.6750326752662659	door_(-0.6750327);gap_(-2.5303564);gate_(-3.398261);window_(-3.8474646);distance_(-4.470969);	-10.944571495056152
water	close	door	N	The water closed the door .	-2.617246150970459	gap_(-2.580152);door_(-2.6172462);tunnel_(-3.2456641);road_(-3.7599082);gate_(-3.803617);	-10.944571495056152
brick	construct	boat	P	The brick constructed the boat .	-7.831310749053955	wall_(-3.5190625);walls_(-3.7678876);structure_(-3.9771237);base_(-4.329983);foundation_(-4.3847013);	-14.157320976257324
hay	construct	boat	N	The hay constructed the boat .	-7.9889726638793945	structure_(-4.548032);foundation_(-4.7311296);perfect_(-4.8295336);roof_(-4.902318);first_(-4.9427233);	-14.157320976257324
girl	construct	building	P	The girl constructed the building .	-5.964100360870361	"device_(-4.3532605);wooden_(-4.623463);""_(-4.8166394);wall_(-4.8248944);bridge_(-4.9583936);"	-17.258113861083984
dog	construct	building	N	The dog constructed the building .	-5.598987102508545	"bridge_(-4.2433505);wall_(-4.3701587);structure_(-4.402813);entire_(-4.62907);""_(-4.6423984);"	-17.258113861083984
boat	contain	lion	P	The boat contained the lion .	-8.329575538635254	remains_(-1.5512245);bodies_(-1.9482734);body_(-2.3845985);corpses_(-4.8221593);two_(-4.889756);	-14.30809497833252
purse	contain	lion	N	The purse contained the lion .	-8.078661918640137	money_(-3.1827571);following_(-3.4631603);remains_(-4.0906706);cash_(-4.1389647);contents_(-4.166461);	-14.30809497833252
cup	cook	egg	P	The cup cooked the egg .	-5.136593818664551	best_(-3.1623125);meat_(-3.6062136);way_(-3.8699617);chicken_(-3.9356508);same_(-4.113599);	-8.739372253417969
elephant	cook	egg	N	The elephant cooked the egg .	-5.311903476715088	chicken_(-2.5625212);food_(-3.0749648);meat_(-3.2660353);rice_(-3.4127028);meal_(-3.899855);	-8.739372253417969
woman	cook	turkey	P	The woman cooked the turkey .	-4.815296173095703	food_(-2.239956);chicken_(-2.349865);meat_(-2.5886574);meal_(-2.714428);rice_(-4.1471214);	-18.1173038482666
rabbit	cook	turkey	N	The rabbit cooked the turkey .	-4.789125919342041	chicken_(-2.4945624);meat_(-3.0228217);rabbit_(-3.526621);eggs_(-3.5787222);food_(-3.659983);	-18.1173038482666
freezer	cool	oil	P	The freezer cooled the oil .	-5.400269985198975	meat_(-3.5571764);food_(-3.8817003);water_(-4.0405903);ice_(-4.2110615);beer_(-4.432993);	-12.130882263183594
moon	cool	oil	N	The moon cooled the oil .	-7.57480525970459	night_(-2.3726718);day_(-2.7158346);morning_(-3.2575216);sun_(-3.348815);air_(-3.9014273);	-12.130882263183594
ac	cool	water	P	The ac cooled the water .	-5.171116352081299	room_(-3.3330274);air_(-4.3115964);engine_(-4.547848);car_(-4.8474317);machine_(-5.005635);	-10.135640144348145
sun	cool	water	N	The sun cooled the water .	-4.635125160217285	day_(-3.0912712);night_(-3.7182243);morning_(-3.7809837);air_(-3.8219383);afternoon_(-3.9272544);	-10.135640144348145
train	crash	bike	P	The train crashed the bike .	-7.765411853790283	next_(-1.8862767);day_(-2.6916738);night_(-2.901032);second_(-3.3420644);same_(-3.349671);	-13.97706413269043
spatula	crash	bike	N	The spatula crashed the bike .	-8.08981704711914	table_(-2.5788918);door_(-3.4210625);floor_(-3.6673698);kitchen_(-4.0742683);window_(-4.0954247);	-14.204362869262695
plane	crash	house	P	The plane crashed the house .	-8.585199356079102	day_(-1.4683629);next_(-1.7093145);night_(-2.2832892);same_(-2.5354102);second_(-2.965586);	-13.212278366088867
water	crash	house	N	The water crashed the house .	-4.518557548522949	roof_(-2.674716);windows_(-3.5344877);window_(-3.8069944);door_(-3.9606504);glass_(-4.0916014);	-13.212278366088867
boat	crash	scooter	P	The boat crashed the scooter .			
pillow	crash	scooter	N	The pillow crashed the scooter .			
sand	create	house	P	The sand created the house .	-7.983381271362305	"perfect_(-3.5347576);sand_(-3.7810116);surface_(-4.39102);illusion_(-4.651472);""_(-4.8242016);"	-13.212278366088867
rabbit	create	house	N	The rabbit created the house .	-7.372671127319336	world_(-3.64192);most_(-3.7038784);first_(-3.876768);problem_(-4.066366);universe_(-4.2608547);	-13.212278366088867
girl	create	skyscraper	P	The girl created the skyscraper .			
horse	create	skyscraper	N	The horse created the skyscraper .			
clown	crop	bush	P	The clown cropped the bush .	-9.924646377563477	top_(-2.4531274);face_(-3.446261);neck_(-3.789576);head_(-3.8128684);front_(-3.9375253);	-11.688040733337402
shirt	crop	bush	N	The shirt cropped the bush .	-11.32901668548584	top_(-1.9739064);front_(-3.297164);neck_(-3.3209295);bottom_(-3.7450705);right_(-3.745818);	-11.688040733337402
scissors	crop	pants	P	The scissors cropped the pants .	-6.837499618530273	top_(-2.9966793);hair_(-3.860403);back_(-4.178625);front_(-4.347143);skin_(-4.3756466);	-16.066890716552734
fire	crop	pants	N	The fire cropped the pants .	-8.583675384521484	roof_(-1.7730752);top_(-3.2924235);front_(-3.4264565);grass_(-3.843037);sky_(-4.0768623);	-16.066890716552734
scissors	crop	paper	P	The scissors cropped the paper .	-5.575506210327148	top_(-2.9966793);hair_(-3.860403);back_(-4.178625);front_(-4.347143);skin_(-4.3756466);	-8.96629810333252
fire	crop	paper	N	The fire cropped the paper .	-8.60396957397461	roof_(-1.7730752);top_(-3.2924235);front_(-3.4264565);grass_(-3.843037);sky_(-4.0768623);	-8.96629810333252
student	crop	plant	P	The student cropped the plant .	-8.064559936523438	image_(-3.4364243);top_(-3.6138077);photo_(-3.765907);hair_(-4.2756042);head_(-4.298233);	-10.077947616577148
pillow	crop	plant	N	The pillow cropped the plant .	-9.258344650268555	top_(-2.7228906);back_(-3.7941415);front_(-3.8895624);neck_(-3.921316);bottom_(-4.289633);	-10.077947616577148
house	curb	bike	P	The house curbed the bike .	-8.154151916503906	flow_(-3.5222552);noise_(-4.0630493);sound_(-4.9332733);way_(-5.1099625);wind_(-5.2310257);	-14.204362869262695
water	curb	bike	N	The water curbed the bike .	-9.141959190368652	flow_(-3.1131432);growth_(-4.2089915);flames_(-4.6154246);fire_(-4.660606);sun_(-4.76731);	-14.204362869262695
stairs	curb	scooter	P	The stairs curbed the scooter .			
ant	curb	scooter	N	The ant curbed the scooter .			
house	curb	train	P	The house curbed the train .	-7.6010589599609375	flow_(-3.5222552);noise_(-4.0630493);sound_(-4.9332733);way_(-5.1099625);wind_(-5.2310257);	-11.955348014831543
rabbit	curb	train	N	The rabbit curbed the train .	-7.369560241699219	flow_(-3.045349);evil_(-4.6849213);fire_(-4.922798);rabbit_(-4.958847);tide_(-5.0110703);	-11.955348014831543
coach	cut	bread	P	The coach cut the bread .	-9.015508651733398	ribbon_(-2.7828279);ball_(-3.3913178);line_(-4.0124955);short_(-4.1373353);cord_(-4.3429856);	-16.563892364501953
pillow	cut	bread	N	The pillow cut the bread .	-7.941872596740723	air_(-4.3475657);fabric_(-4.4667215);line_(-4.5215464);hair_(-4.749039);skin_(-4.768357);	-16.563892364501953
knife	damage	pillow	P	The knife damaged the pillow .	-9.336358070373535	back_(-3.9731765);skin_(-4.0871367);right_(-4.1224914);left_(-4.1316237);top_(-4.4776397);	-13.936792373657227
cotton	damage	pillow	N	The cotton damaged the pillow .	-9.27108097076416	skin_(-2.9541252);fabric_(-3.7021644);cotton_(-4.5816736);lining_(-4.994851);surface_(-5.040887);	-13.936792373657227
scissors	damage	shirt	P	The scissors damaged the shirt .	-7.212431907653809	blade_(-4.541663);top_(-4.556197);back_(-4.865737);roof_(-4.9629126);car_(-4.9727697);	-12.628439903259277
wool	damage	shirt	N	The wool damaged the shirt .	-5.9025092124938965	skin_(-3.1322763);fabric_(-3.4167917);surface_(-4.830549);wool_(-4.885267);lining_(-5.0940833);	-12.628439903259277
water	dampen	cloth	P	The water dampened the cloth .	-8.291692733764648	air_(-3.3906233);sound_(-4.1925793);sun_(-4.2463818);smell_(-4.4111843);mood_(-4.4289227);	-14.177531242370605
pebbles	dampen	cloth	N	The pebbles dampened the cloth .	-9.68930721282959	wind_(-2.3217);breeze_(-2.7759771);sun_(-3.062827);rain_(-3.5800543);air_(-3.6770086);	-14.441681861877441
lion	destroy	house	P	The lion destroyed the house .	-4.769121170043945	lion_(-3.8523273);entire_(-4.4829044);house_(-4.769121);elephant_(-4.8148365);village_(-4.9271183);	-13.212278366088867
grass	destroy	house	N	The grass destroyed the house .	-4.750060081481934	trees_(-2.6685855);lawn_(-3.8917682);field_(-4.2179174);grass_(-4.290122);plants_(-4.5729895);	-13.212278366088867
pen	dig	dirt	P	The pen dug the dirt .	-5.255545139312744	hole_(-1.2542255);holes_(-3.3456867);needle_(-3.8840702);first_(-4.7887635);deep_(-4.8866944);	-20.729225158691406
grass	dig	dirt	N	The grass dug the dirt .	-4.317562580108643	way_(-3.5665784);grass_(-3.5958142);hole_(-3.7145963);best_(-3.787785);ground_(-4.145825);	-20.729225158691406
knife	dig	ground	P	The knife dug the ground .	-4.681128978729248	hole_(-1.854591);holes_(-3.5991893);knife_(-3.965843);way_(-4.1847835);dirt_(-4.3330226);	-15.931809425354004
air	dig	ground	N	The air dug the ground .	-4.242722034454346	hole_(-2.1947863);holes_(-3.497307);pit_(-3.9414752);earth_(-4.1138916);ground_(-4.242722);	-15.931809425354004
shovel	dig	hole	P	The shovel dug the hole .	-1.6920117139816284	hole_(-1.6920117);dirt_(-2.7183027);grave_(-3.104663);ground_(-3.8308744);earth_(-3.99808);	-12.539889335632324
water	dig	hole	N	The water dug the hole .	-1.8805367946624756	hole_(-1.8805368);holes_(-3.2502725);tunnel_(-4.080389);pit_(-4.120878);wells_(-4.1626797);	-12.539889335632324
pin	dig	mud	P	The pin dug the mud .	-8.05770492553711	hole_(-1.0903358);holes_(-3.0479012);pin_(-3.2881737);needle_(-4.1636925);first_(-4.2906685);	-11.748312950134277
air	dig	mud	N	The air dug the mud .	-6.818046569824219	hole_(-2.1947863);holes_(-3.497307);pit_(-3.9414752);earth_(-4.1138916);ground_(-4.242722);	-11.748312950134277
girl	dig	sand	P	The girl dug the sand .	-5.523036479949951	hole_(-1.7843279);grave_(-3.4325364);holes_(-4.176021);pit_(-4.3854175);knife_(-4.574474);	-13.616877555847168
air	dig	sand	N	The air dug the sand .	-5.9476399421691895	hole_(-2.1947863);holes_(-3.497307);pit_(-3.9414752);earth_(-4.1138916);ground_(-4.242722);	-13.616877555847168
leg	drag	bag	P	The leg dragged the bag .	-6.893558502197266	other_(-3.342274);man_(-3.836117);body_(-4.240406);rest_(-4.3981743);boy_(-4.3996696);	-17.35936737060547
water	drag	bag	N	The water dragged the bag .	-6.780520439147949	man_(-4.4735136);two_(-4.5695524);boat_(-4.670291);car_(-4.6732435);air_(-4.6738615);	-17.35936737060547
shovel	drain	sink	P	The shovel drained the sink .	-6.968530654907227	snow_(-2.557596);water_(-2.870546);dirt_(-2.9799287);mud_(-3.3498325);soil_(-3.6675203);	-15.892763137817383
pen	drain	sink	N	The pen drained the sink .	-8.546782493591309	last_(-2.0082238);ink_(-2.3136437);contents_(-3.0344691);blood_(-3.464393);water_(-3.9280465);	-15.892763137817383
chef	draw	pumpkin	P	The chef drew the pumpkin .	-12.487655639648438	line_(-1.785469);attention_(-2.6071548);ire_(-2.942215);inspiration_(-3.438118);comparison_(-3.4409332);	-11.41679859161377
house	draw	pumpkin	N	The house drew the pumpkin .	-13.335552215576172	attention_(-1.6204948);most_(-2.4468193);ire_(-2.5635872);interest_(-3.944851);biggest_(-4.01202);	-11.41679859161377
woman	drink	beer	P	The woman drank the beer .	-2.8920631408691406	beer_(-2.8920631);alcohol_(-2.9774513);wine_(-3.229107);water_(-3.3478584);drink_(-3.4165535);	-8.056312561035156
table	drink	beer	N	The table drank the beer .	-3.164584159851074	wine_(-2.4027586);water_(-2.73112);tea_(-3.0667448);beer_(-3.1645842);drink_(-3.74409);	-8.056312561035156
chef	drink	milk	P	The chef drank the milk .	-4.681828498840332	wine_(-2.186917);beer_(-3.1152923);last_(-3.3113527);water_(-3.606076);entire_(-3.6184814);	-12.019743919372559
chair	drink	milk	N	The chair drank the milk .	-4.669595241546631	wine_(-2.1777282);water_(-2.6401153);coffee_(-2.743463);tea_(-2.9818053);beer_(-3.265039);	-12.019743919372559
chef	drive	car	P	The chef drove the car .	-2.787705659866333	car_(-2.7877057);truck_(-3.7277846);family_(-3.939729);van_(-4.164705);team_(-4.3985457);	-11.726816177368164
lion	drive	car	N	The lion drove the car .	-4.201956272125244	lion_(-2.614066);tiger_(-3.1176822);elephant_(-3.2834842);bear_(-3.661948);le_(-3.880904);	-11.726816177368164
robot	drive	train	P	The robot drove the train .	-4.572412490844727	car_(-2.6454108);truck_(-3.2494605);vehicle_(-3.3570044);robot_(-4.221384);first_(-4.4246387);	-11.911343574523926
rabbit	drive	train	N	The rabbit drove the train .	-5.560884475708008	car_(-2.1575644);bus_(-2.8653128);dog_(-3.1672385);horse_(-3.490206);truck_(-3.716265);	-11.911343574523926
bowl	dump	water	P	The bowl dumped the water .	-5.2126641273498535	ball_(-2.5294287);contents_(-4.182406);bowl_(-4.417132);first_(-4.5250115);entire_(-4.6009774);	-10.135640144348145
water	dump	water	N	The water dumped the water .	-5.0382256507873535	day_(-2.8632073);night_(-3.825663);morning_(-3.9210382);last_(-4.056338);city_(-4.0739694);	-10.135640144348145
mouse	enter	basket	P	The mouse entered the basket .	-8.619969367980957	room_(-1.9035922);lab_(-4.356061);house_(-4.42587);cockpit_(-4.7191973);chamber_(-4.738469);	-17.188396453857422
elephant	enter	basket	N	The elephant entered the basket .	-9.061500549316406	room_(-3.3169634);zoo_(-3.411812);park_(-3.4833453);forest_(-4.004479);house_(-4.1753774);	-17.188396453857422
mouse	enter	cup	P	The mouse entered the cup .	-7.652012825012207	room_(-1.9035922);lab_(-4.356061);house_(-4.42587);cockpit_(-4.7191973);chamber_(-4.738469);	-10.587074279785156
girl	enter	cup	N	The girl entered the cup .	-8.269715309143066	room_(-2.1231694);house_(-3.3713384);building_(-3.8136144);hospital_(-4.033501);school_(-4.103211);	-10.587074279785156
woman	enter	room	P	The woman entered the room .	-3.005814790725708	courtroom_(-2.939462);room_(-3.0058148);building_(-3.4715438);house_(-3.4967358);hospital_(-3.6000075);	-9.921711921691895
boat	enter	room	N	The boat entered the room .	-7.922008037567139	water_(-1.6473043);harbor_(-2.9312246);lake_(-3.0035741);harbour_(-3.060497);channel_(-3.5241964);	-9.921711921691895
eraser	erase	stain	P	The eraser erased the stain .	-5.962660312652588	words_(-3.3876634);last_(-3.622069);image_(-3.6913743);ink_(-4.2064805);word_(-4.2112412);	-14.262632369995117
