SUBJECT	VERB	OBJECT	typicality	sentence	computed_score	best_completions	baseline_score
barber	pack	laptop	P	The barber packed the laptop .	-13.09163761138916	place_(-1.5369968);floor_(-1.9689722);house_(-2.7258568);room_(-2.8623219);bar_(-3.5206041);	-9.80074405670166
barber	pack	ship	N	The barber packed the ship .	-6.514636516571045	place_(-1.5369979);floor_(-1.9689714);house_(-2.7258577);room_(-2.8623238);bar_(-3.520608);	-10.9056978225708
barrier	halt	person	P	The barrier halted the person .	-8.58102035522461	car_(-3.0852673);train_(-3.2540934);vehicle_(-3.2588387);ship_(-3.5806303);flow_(-3.6365483);	-10.198704719543457
barrier	halt	house	N	The barrier halted the house .	-9.449079513549805	car_(-3.0852673);train_(-3.2540934);vehicle_(-3.2588387);ship_(-3.5806303);flow_(-3.6365483);	-10.33023738861084
basket	carry	hat	P	The basket carried the hat .	-6.505403995513916	food_(-3.594627);seeds_(-3.7948332);fruit_(-3.873931);baby_(-4.1715517);water_(-4.377908);	-8.697213172912598
basket	carry	house	N	The basket carried the house .	-7.591620922088623	food_(-3.594627);seeds_(-3.7948332);fruit_(-3.873931);baby_(-4.1715517);water_(-4.377908);	-10.33023738861084
bat	strike	car	P	The bat struck the car .	-5.4154744148254395	ground_(-1.6206286);wall_(-1.9894623);floor_(-2.8566782);pavement_(-4.0238233);dirt_(-4.093478);	-9.32065200805664
bat	strike	water	N	The bat struck the water .	-5.420129299163818	ground_(-1.6206286);wall_(-1.9894623);floor_(-2.8566782);pavement_(-4.0238233);dirt_(-4.093478);	-11.987295150756836
beak	scratch	hand	P	The beak scratched the hand .	-7.2367167472839355	ground_(-2.316106);air_(-2.4535887);glass_(-2.8344986);stone_(-3.1524804);floor_(-3.359669);	-10.740857124328613
beak	scratch	oil	N	The beak scratched the oil .	-8.344101905822754	ground_(-2.316106);air_(-2.4535887);glass_(-2.8344986);stone_(-3.1524804);floor_(-3.359669);	-11.953104972839355
beak	tap	finger	P	The beak tapped the finger .	-8.97154712677002	ground_(-2.337261);air_(-2.575053);glass_(-2.6769378);floor_(-2.9207551);table_(-3.236676);	-12.457396507263184
beak	tap	air	N	The beak tapped the air .	-2.5750529766082764	ground_(-2.337261);air_(-2.575053);glass_(-2.6769378);floor_(-2.9207551);table_(-3.236676);	-11.000592231750488
bear	hug	table	P	The bear hugged the table .	-6.132848739624023	boy_(-1.9591072);woman_(-2.332071);girl_(-2.3620203);man_(-2.7953165);dog_(-3.6652486);	-11.925941467285156
bear	hug	pin	N	The bear hugged the pin .	-9.679084777832031	boy_(-1.9591072);woman_(-2.332071);girl_(-2.3620203);man_(-2.7953165);dog_(-3.6652486);	-5.253531455993652
bear	pet	dolphin	P	The bear petted the dolphin .			
bear	pet	water	N	The bear petted the water .	-5.251629829406738	dog_(-2.0630338);boy_(-3.0719593);cat_(-3.1404388);wolf_(-3.553932);baby_(-3.6162984);	-11.825273513793945
bear	smash	glass	P	The bear smashed the glass .	-2.128307819366455	glass_(-2.1283078);window_(-2.8156104);table_(-2.9129176);door_(-3.0092971);mirror_(-3.6147609);	-12.261231422424316
bear	smash	water	N	The bear smashed the water .	-5.951364994049072	glass_(-2.1283078);window_(-2.8156104);table_(-2.9129176);door_(-3.0092971);mirror_(-3.6147609);	-11.987295150756836
bear	wrestle	horse	P	The bear wrestled the horse .	-4.4487223625183105	boy_(-2.114392);woman_(-2.3652694);girl_(-2.4052665);man_(-2.4415414);wolf_(-3.7585847);	-8.828986167907715
bear	wrestle	rock	N	The bear wrestled the rock .	-7.797125816345215	boy_(-2.114392);woman_(-2.3652694);girl_(-2.4052665);man_(-2.4415414);wolf_(-3.7585847);	-12.784358024597168
bed	poke	baby	P	The bed poked the baby .	-7.379072189331055	light_(-1.9964564);eye_(-2.0307696);air_(-3.2002738);ceiling_(-3.653165);sunlight_(-3.7305872);	-11.542381286621094
bed	poke	oil	N	The bed poked the oil .	-10.787519454956055	light_(-1.9964564);eye_(-2.0307696);air_(-3.2002738);ceiling_(-3.653165);sunlight_(-3.7305872);	-12.188268661499023
belt	fasten	lion	P	The belt fastened the lion .	-9.75424861907959	cuffs_(-3.4027612);gun_(-3.855014);weapon_(-3.8924334);top_(-4.2432046);belt_(-4.2755017);	-13.55268669128418
belt	fasten	rain	N	The belt fastened the rain .	-10.72557544708252	cuffs_(-3.4027612);gun_(-3.855014);weapon_(-3.8924334);top_(-4.2432046);belt_(-4.2755017);	-12.496475219726562
bird	stretch	snake	P	The bird stretched the snake .	-7.136237621307373	wings_(-2.1103063);distance_(-2.8556266);neck_(-3.5284753);air_(-3.5488467);skin_(-3.6977696);	-11.050804138183594
bird	stretch	pebbles	N	The bird stretched the pebbles .			
boat	hurl	ship	P	The boat hurled the ship .	-5.572784900665283	body_(-3.2596602);stone_(-3.3132682);man_(-3.4477658);rock_(-3.4626477);boy_(-3.861342);	-10.638962745666504
boat	hurl	house	N	The boat hurled the house .	-7.907927513122559	body_(-3.2596602);stone_(-3.3132682);man_(-3.4477658);rock_(-3.4626477);boy_(-3.861342);	-10.33023738861084
bone	fracture	candy	P	The bone fractured the candy .	-13.431214332580566	skull_(-1.9230434);bone_(-2.0733824);skin_(-2.1805449);spine_(-3.216134);ribs_(-3.2790473);	-13.88729476928711
bone	fracture	mud	N	The bone fractured the mud .	-10.959013938903809	skull_(-1.9230434);bone_(-2.0733824);skin_(-2.1805449);spine_(-3.216134);ribs_(-3.2790473);	-11.63480281829834
bottle	ejaculate	gravy	P	The bottle ejaculated the gravy .			
bottle	ejaculate	shirt	N	The bottle ejaculated the shirt .	-10.316427230834961	contents_(-2.41619);milk_(-3.799338);seed_(-4.020141);water_(-4.0663795);liquid_(-4.161985);	-8.041678428649902
bottle	leak	water	P	The bottle leaked the water .	-3.3342995643615723	contents_(-1.2528853);rest_(-2.969851);liquid_(-3.077366);water_(-3.3342996);wine_(-3.6057038);	-11.987295150756836
bottle	leak	cup	N	The bottle leaked the cup .	-8.947019577026367	contents_(-1.2528853);rest_(-2.969851);liquid_(-3.077366);water_(-3.3342996);wine_(-3.6057038);	-10.630731582641602
bottle	spill	rice	P	The bottle spilled the rice .	-9.252975463867188	contents_(-0.57313544);rest_(-2.97019);wine_(-3.5160923);milk_(-3.6873512);beer_(-3.7942193);	-12.544942855834961
bottle	spill	air	N	The bottle spilled the air .	-8.184234619140625	contents_(-0.57313544);rest_(-2.97019);wine_(-3.5160923);milk_(-3.6873512);beer_(-3.7942193);	-11.045646667480469
bowl	contain	knife	P	The bowl contained the knife .	-5.711978912353516	key_(-3.274894);contents_(-3.375622);seeds_(-3.686643);egg_(-3.9685543);water_(-4.101578);	-8.50523567199707
bowl	contain	horse	N	The bowl contained the horse .	-8.997710227966309	key_(-3.274894);contents_(-3.375622);seeds_(-3.686643);egg_(-3.9685543);water_(-4.101578);	-8.828986167907715
bowl	dump	water	P	The bowl dumped the water .	-2.9295053482055664	contents_(-1.0914088);water_(-2.9295053);liquid_(-3.6640558);food_(-3.7244291);rest_(-3.741704);	-11.987295150756836
bowl	dump	elephant	N	The bowl dumped the elephant .	-9.406146049499512	contents_(-1.0914088);water_(-2.9295053);liquid_(-3.6640558);food_(-3.7244291);rest_(-3.741704);	-11.0410795211792
bowl	spill	water	P	The bowl spilled the water .	-3.6186611652374268	contents_(-0.5511334);milk_(-2.7530253);water_(-3.6186612);tea_(-3.6747773);soup_(-3.9295075);	-11.987295150756836
bowl	spill	paper	N	The bowl spilled the paper .	-9.29593276977539	contents_(-0.5511334);milk_(-2.7530253);water_(-3.6186612);tea_(-3.6747773);soup_(-3.9295075);	-11.953683853149414
box	spill	legos	P	The box spilled the legos .			
box	spill	chair	N	The box spilled the chair .	-11.747674942016602	contents_(-0.28611904);milk_(-3.6343122);coffee_(-4.441273);juice_(-4.544396);wine_(-4.646231);	-10.210545539855957
boxer	attack	robber	P	The boxer attacked the robber .			
boxer	attack	axe	N	The boxer attacked the axe .	-10.13430404663086	referee_(-2.329158);girl_(-2.952292);man_(-3.0472147);woman_(-3.2368712);boy_(-3.5824578);	-6.395101070404053
boy	pluck	feather	P	The boy plucked the feather .	-6.310511589050293	string_(-1.019784);strings_(-1.4515198);bow_(-3.9462976);cord_(-4.321554);lock_(-4.516883);	-9.780939102172852
boy	pluck	ant	N	The boy plucked the ant .	-12.561966896057129	string_(-1.019784);strings_(-1.4515198);bow_(-3.9462976);cord_(-4.321554);lock_(-4.516883);	-7.474001407623291
boy	punch	bus	P	The boy punched the bus .	-6.967110633850098	air_(-1.0070091);wall_(-1.8767716);table_(-3.2375827);ground_(-3.4101675);door_(-3.865235);	-10.368861198425293
boy	punch	vapor	N	The boy punched the vapor .	-11.975722312927246	air_(-1.0070091);wall_(-1.8767716);table_(-3.2375827);ground_(-3.4101675);door_(-3.865235);	-13.291180610656738
brick	hurt	dog	P	The brick hurt the dog .	-4.559767246246338	skin_(-3.3329167);boy_(-3.48482);man_(-3.6267886);wall_(-3.9863672);ground_(-4.09166);	-10.874027252197266
brick	hurt	ocean	N	The brick hurt the ocean .	-10.014225959777832	skin_(-3.3329167);boy_(-3.48482);man_(-3.6267886);wall_(-3.9863672);ground_(-4.09166);	-10.729419708251953
brick	kill	rabbit	P	The brick killed the rabbit .	-4.625589847564697	cat_(-2.7492812);man_(-2.8119643);dog_(-3.1066525);boy_(-3.454463);girl_(-4.1695623);	-14.226879119873047
brick	kill	table	N	The brick killed the table .	-9.661099433898926	cat_(-2.7492812);man_(-2.8119643);dog_(-3.1066525);boy_(-3.454463);girl_(-4.1695623);	-11.925941467285156
brother	heave	bag	P	The brother heaved the bag .	-3.4684929847717285	body_(-3.1915326);bag_(-3.468493);rock_(-3.4956965);stone_(-3.4993052);shotgun_(-3.581614);	-8.59124755859375
brother	heave	paper	N	The brother heaved the paper .	-8.059122085571289	body_(-3.1915326);bag_(-3.468493);rock_(-3.4956965);stone_(-3.4993052);shotgun_(-3.581614);	-11.953683853149414
brother	hurt	leg	P	The brother hurt the leg .	-9.494282722473145	sister_(-1.3937496);girl_(-1.7445443);woman_(-2.1766894);other_(-3.0091002);brother_(-3.1107543);	-7.816072463989258
brother	hurt	chair	N	The brother hurt the chair .	-10.464396476745605	sister_(-1.3937496);girl_(-1.7445443);woman_(-2.1766894);other_(-3.0091002);brother_(-3.1107543);	-10.210545539855957
bug	climb	mountain	P	The bug climbed the mountain .	-5.317014694213867	wall_(-1.0621064);tree_(-1.9450333);walls_(-2.869631);fence_(-3.2069666);ladder_(-3.414883);	-9.952498435974121
bug	climb	air	N	The bug climbed the air .	-7.350253105163574	wall_(-1.0621064);tree_(-1.9450333);walls_(-2.869631);fence_(-3.2069666);ladder_(-3.414883);	-11.045646667480469
building	crash	computer	P	The building crashed the computer .	-8.203877449035645	ground_(-1.3505331);other_(-2.5522401);wall_(-3.0848012);floor_(-3.2727897);window_(-3.6647203);	-11.601068496704102
building	crash	bike	N	The building crashed the bike .	-7.710860729217529	ground_(-1.3505331);other_(-2.5522401);wall_(-3.0848012);floor_(-3.2727897);window_(-3.6647203);	-10.454572677612305
bullet	pierce	cheese	P	The bullet pierced the cheese .	-8.998228073120117	flesh_(-2.824341);skin_(-3.0489428);air_(-3.1394665);glass_(-3.1500752);wall_(-3.1825116);	-12.939910888671875
bullet	pierce	earring	N	The bullet pierced the earring .			
butterfly	tug	leaf	P	The butterfly tugged the leaf .	-6.755333423614502	string_(-1.9056109);strings_(-2.958862);rope_(-3.112995);chain_(-3.4913566);cord_(-3.502896);	-11.87275505065918
butterfly	tug	table	N	The butterfly tugged the table .	-7.98106575012207	string_(-1.9056109);strings_(-2.958862);rope_(-3.112995);chain_(-3.4913566);cord_(-3.502896);	-11.925941467285156
cake	feed	rabbit	P	The cake fed the rabbit .	-6.324300289154053	fire_(-2.7419481);flames_(-3.350832);fish_(-3.879673);baby_(-3.924036);birds_(-4.1340075);	-14.226879119873047
cake	feed	arm	N	The cake fed the arm .	-10.51443099975586	fire_(-2.7419481);flames_(-3.350832);fish_(-3.879673);baby_(-3.924036);birds_(-4.1340075);	-8.986671447753906
cake	hit	closet	P	The cake hit the closet .	-12.922386169433594	floor_(-0.5741293);table_(-1.9755452);ground_(-2.4299777);counter_(-3.7310152);wall_(-4.6874466);	-11.802584648132324
cake	hit	fire	N	The cake hit the fire .	-6.122854232788086	floor_(-0.5741293);table_(-1.9755452);ground_(-2.4299777);counter_(-3.7310152);wall_(-4.6874466);	-9.749951362609863
calculator	count	cup	P	The calculator counted the cup .	-11.284866333007812	numbers_(-1.7200769);seconds_(-2.662764);digits_(-3.5920262);coins_(-3.878078);minutes_(-4.0058427);	-11.319869995117188
calculator	count	water	N	The calculator counted the water .	-9.35956859588623	numbers_(-1.7200769);seconds_(-2.662764);digits_(-3.5920262);coins_(-3.878078);minutes_(-4.0058427);	-11.281816482543945
car	pull	truck	P	The car pulled the truck .	-6.129279136657715	trigger_(-0.5068975);lever_(-3.1937594);wheel_(-3.5857215);brake_(-3.9120908);plug_(-4.23371);	-11.125504493713379
car	pull	hill	N	The car pulled the hill .	-9.025680541992188	trigger_(-0.5068975);lever_(-3.1937594);wheel_(-3.5857215);brake_(-3.9120908);plug_(-4.23371);	-11.35951042175293
car	push	lion	P	The car pushed the lion .	-12.0767183303833	button_(-1.3267319);gas_(-2.190056);pedal_(-2.2544425);brakes_(-2.2708008);brake_(-2.3487322);	-13.55268669128418
car	push	leaf	N	The car pushed the leaf .	-11.483316421508789	button_(-1.3267319);gas_(-2.190056);pedal_(-2.2544425);brakes_(-2.2708008);brake_(-2.3487322);	-11.87275505065918
casket	cover	head	P	The casket covered the head .	-5.370602607727051	floor_(-2.2928808);grave_(-2.4528043);coffin_(-2.5092123);body_(-2.8383977);altar_(-3.355357);	-6.1003642082214355
casket	cover	ground	N	The casket covered the ground .	-3.458728551864624	floor_(-2.2928789);grave_(-2.4528055);coffin_(-2.5092123);body_(-2.8383977);altar_(-3.355357);	-8.94900131225586
cat	exhale	air	P	The cat exhaled the air .	-1.8062007427215576	air_(-1.8062007);smoke_(-2.0833423);breath_(-2.942829);words_(-3.4057577);word_(-3.442766);	-11.045646667480469
cat	exhale	pillow	N	The cat exhaled the pillow .	-9.20307445526123	air_(-1.8062007);smoke_(-2.0833423);breath_(-2.942829);words_(-3.4057577);word_(-3.442766);	-13.338357925415039
cat	flip	egg	P	The cat flipped the egg .	-6.65836763381958	switch_(-1.191919);page_(-1.5403982);pages_(-2.7789571);coin_(-3.0268047);lid_(-3.2741847);	-12.207932472229004
cat	flip	man	N	The cat flipped the man .	-9.556318283081055	switch_(-1.191919);page_(-1.5403982);pages_(-2.7789571);coin_(-3.0268047);lid_(-3.2741847);	-6.690997123718262
cat	kick	girl	P	The cat kicked the girl .	-5.736273288726807	ground_(-2.6215718);wall_(-3.1748192);dog_(-3.2427227);door_(-3.2508633);table_(-3.4537706);	-10.369489669799805
cat	kick	air	N	The cat kicked the air .	-4.5413689613342285	ground_(-2.6215718);wall_(-3.1748192);dog_(-3.2427227);door_(-3.2508633);table_(-3.4537706);	-11.045646667480469
cat	knead	cream	P	The cat kneaded the cream .	-6.523806095123291	wound_(-3.0346053);skin_(-3.3595784);fur_(-3.3828204);flesh_(-3.4353611);dough_(-4.027555);	-11.101994514465332
cat	knead	elephant	N	The cat kneaded the elephant .	-9.853169441223145	wound_(-3.0346053);skin_(-3.3595784);fur_(-3.3828204);flesh_(-3.4353611);dough_(-4.027555);	-11.33838176727295
cat	lick	frosting	P	The cat licked the frosting .			
cat	lick	cloud	N	The cat licked the cloud .	-8.397799491882324	air_(-2.742984);glass_(-2.8572066);floor_(-3.4419644);ground_(-3.6902363);wound_(-3.9429524);	-13.231412887573242
cat	lift	rabbit	P	The cat lifted the rabbit .	-6.621132850646973	lid_(-3.0956388);head_(-3.1908212);knife_(-3.2144372);book_(-4.0743537);sword_(-4.225249);	-14.226879119873047
cat	lift	horse	N	The cat lifted the horse .	-8.053438186645508	lid_(-3.0956388);head_(-3.1908212);knife_(-3.2144372);book_(-4.0743537);sword_(-4.225249);	-8.828986167907715
cat	pet	monkey	P	The cat petted the monkey .	-6.645049095153809	dog_(-1.8939831);cat_(-2.9077618);ground_(-3.6165822);boy_(-3.7356436);bird_(-3.9417965);	-12.329105377197266
cat	pet	table	N	The cat petted the table .	-5.053657054901123	dog_(-1.8939831);cat_(-2.9077618);ground_(-3.6165822);boy_(-3.7356436);bird_(-3.9417965);	-11.466081619262695
cat	pluck	leaf	P	The cat plucked the leaf .	-8.102434158325195	string_(-0.8251131);strings_(-1.7818525);cord_(-3.847637);thread_(-4.1576877);lock_(-4.249158);	-11.87275505065918
cat	pluck	pumpkin	N	The cat plucked the pumpkin .			
cat	stomp	ant	P	The cat stomped the ant .	-10.92676067352295	ground_(-1.0310093);floor_(-1.5890642);carpet_(-3.6759915);table_(-3.9570339);deck_(-4.031777);	-7.474001407623291
cat	stomp	boat	N	The cat stomped the boat .	-9.151991844177246	ground_(-1.0310093);floor_(-1.5890642);carpet_(-3.6759915);table_(-3.9570339);deck_(-4.031777);	-9.908454895019531
cat	strike	ball	P	The cat struck the ball .	-5.497109889984131	ground_(-1.6372662);wall_(-2.1684875);floor_(-2.2003946);table_(-3.3423386);door_(-3.868207);	-10.135819435119629
cat	strike	pond	N	The cat struck the pond .	-9.01397705078125	ground_(-1.6372662);wall_(-2.1684875);floor_(-2.2003946);table_(-3.3423386);door_(-3.868207);	-13.49132251739502
cat	swallow	pin	P	The cat swallowed the pin .	-6.9464335441589355	coin_(-3.649524);words_(-4.109346);mouse_(-4.247693);man_(-4.3770742);knife_(-4.4077244);	-5.253531455993652
cat	swallow	chef	N	The cat swallowed the chef .	-11.288004875183105	coin_(-3.649524);words_(-4.109346);mouse_(-4.247693);man_(-4.3770742);knife_(-4.4077244);	-12.915724754333496
cat	toss	ant	P	The cat tossed the ant .	-10.200579643249512	ball_(-3.1314328);coin_(-3.2716305);knife_(-3.6552699);bag_(-3.8818607);book_(-4.142413);	-7.474001407623291
cat	toss	student	N	The cat tossed the student .	-11.085196495056152	ball_(-3.1314328);coin_(-3.2716305);knife_(-3.6552699);bag_(-3.8818607);book_(-4.142413);	-9.31052303314209
cat	vomit	ant	P	The cat vomited the ant .	-10.321414947509766	contents_(-2.269262);blood_(-2.8009603);water_(-2.9353426);food_(-3.2936246);rest_(-3.3700092);	-8.49675178527832
cat	vomit	infant	N	The cat vomited the infant .	-9.448590278625488	contents_(-2.269262);blood_(-2.8009603);water_(-2.9353426);food_(-3.2936246);rest_(-3.3700092);	-13.179082870483398
cat	wrestle	rabbit	P	The cat wrestled the rabbit .	-5.570366382598877	dog_(-1.9208484);man_(-2.781941);mouse_(-3.0037456);boy_(-3.110292);girl_(-3.486936);	-14.226879119873047
cat	wrestle	leaf	N	The cat wrestled the leaf .	-10.265976905822754	dog_(-1.9208484);man_(-2.781941);mouse_(-3.0037456);boy_(-3.110292);girl_(-3.486936);	-11.87275505065918
chair	absorb	water	P	The chair absorbed the water .	-6.476327419281006	impact_(-1.4355581);blow_(-2.377466);sound_(-3.026882);weight_(-3.2876413);light_(-3.6614196);	-11.987295150756836
chair	absorb	pin	N	The chair absorbed the pin .	-9.020427703857422	impact_(-1.4355581);blow_(-2.377466);sound_(-3.026882);weight_(-3.2876413);light_(-3.6614196);	-5.253531455993652
chair	rub	shirt	P	The chair rubbed the shirt .	-10.500663757324219	floor_(-1.1293981);table_(-2.7961109);carpet_(-2.8071964);ground_(-3.0528696);glass_(-3.7271907);	-6.769487380981445
chair	rub	rain	N	The chair rubbed the rain .	-9.45998477935791	floor_(-1.1293981);table_(-2.7961109);carpet_(-2.8071964);ground_(-3.0528696);glass_(-3.7271907);	-12.496475219726562
chef	burn	cake	P	The chef burned the cake .	-4.860395431518555	meat_(-2.8872497);food_(-3.5294092);fish_(-3.5330112);chicken_(-3.6440914);dishes_(-4.011416);	-12.25825309753418
chef	burn	water	N	The chef burned the water .	-7.669296741485596	meat_(-2.8872497);food_(-3.5294092);fish_(-3.5330112);chicken_(-3.6440914);dishes_(-4.011416);	-11.987295150756836
chef	create	table	P	The chef created the table .	-5.7093825340271	dish_(-1.1142942);dishes_(-3.2928343);meal_(-3.4975102);menu_(-3.5872242);food_(-3.597126);	-11.925941467285156
chef	create	sun	N	The chef created the sun .	-10.332599639892578	dish_(-1.1142942);dishes_(-3.2928343);meal_(-3.4975102);menu_(-3.5872242);food_(-3.597126);	-7.437257289886475
chef	exhale	air	P	The chef exhaled the air .	-3.3866426944732666	words_(-1.6722366);word_(-2.1834795);smoke_(-2.4597695);air_(-3.3866427);coffee_(-4.0083313);	-11.045646667480469
chef	exhale	oil	N	The chef exhaled the oil .	-7.046380043029785	words_(-1.6722366);word_(-2.1834795);smoke_(-2.4597695);air_(-3.3866427);coffee_(-4.0083313);	-12.188268661499023
chef	fry	egg	P	The chef fried the egg .	-4.088071823120117	chicken_(-1.6152412);fish_(-1.7301283);steak_(-3.1917582);vegetables_(-3.246973);eggs_(-3.2470694);	-12.207932472229004
chef	fry	water	N	The chef fried the water .	-8.628049850463867	chicken_(-1.6152412);fish_(-1.7301283);steak_(-3.1917582);vegetables_(-3.246973);eggs_(-3.2470694);	-11.987295150756836
chef	jail	dog	P	The chef jailed the dog .	-5.260586738586426	cook_(-3.1584122);king_(-3.495622);men_(-3.590629);couple_(-3.605701);man_(-3.6195405);	-10.874027252197266
chef	jail	air	N	The chef jailed the air .	-11.524231910705566	cook_(-3.1584122);king_(-3.495622);men_(-3.590629);couple_(-3.605701);man_(-3.6195405);	-11.045646667480469
chef	slam	door	P	The chef slammed the door .	-0.3585430085659027	door_(-0.358543);table_(-2.2964883);lid_(-3.6480603);oven_(-4.1231112);hatch_(-4.47177);	-12.471768379211426
chef	slam	smoke	N	The chef slammed the smoke .	-11.339004516601562	door_(-0.358543);table_(-2.2964883);lid_(-3.6480603);oven_(-4.1231112);hatch_(-4.47177);	-10.433300971984863
child	chew	gum	P	The child chewed the gum .	-4.120149612426758	bread_(-2.8074439);apple_(-2.920337);fruit_(-3.1421702);food_(-3.356105);meat_(-3.790397);	-16.32785987854004
child	chew	horse	N	The child chewed the horse .	-9.280548095703125	bread_(-2.8074439);apple_(-2.920337);fruit_(-3.1421702);food_(-3.356105);meat_(-3.790397);	-8.828986167907715
child	count	hair	P	The child counted the hair .	-8.294516563415527	coins_(-2.3265247);steps_(-3.545559);seconds_(-3.7803123);stones_(-3.85715);fingers_(-3.8813286);	-7.628534317016602
child	count	oil	N	The child counted the oil .	-10.741354942321777	coins_(-2.3265247);steps_(-3.545559);seconds_(-3.7803123);stones_(-3.85715);fingers_(-3.8813286);	-12.188268661499023
child	fish	spatula	P	The child fished the spatula .			
child	fish	fire	N	The child fished the fire .	-6.69990873336792	fish_(-3.1913044);bottle_(-3.2636015);knife_(-3.4584553);bucket_(-3.8356698);water_(-3.88462);	-9.429483413696289
