SUBJECT	VERB	OBJECT	typicality	sentence	computed_score	best_completions	baseline_score
bear	smash	water	N	The bear smashed the water .	-8.426359176635742	door_(-2.0851698);glass_(-2.453969);window_(-2.7382097);table_(-3.8329744);wall_(-4.0782433);	-14.246530532836914
bear	wrestle	horse	P	The bear wrestled the horse .	-4.631618976593018	man_(-2.8724763);girl_(-3.0775497);boy_(-3.315498);woman_(-3.5853717);beast_(-3.7992942);	-14.655344009399414
bear	wrestle	rock	N	The bear wrestled the rock .	-5.9753923416137695	man_(-2.8724763);girl_(-3.0775497);boy_(-3.315498);woman_(-3.5853717);beast_(-3.7992942);	-13.198320388793945
bed	poke	baby	P	The bed poked the baby .	-9.306708335876465	edge_(-1.7108314);bottom_(-2.201659);corner_(-2.5351465);wall_(-2.576203);side_(-2.6409442);	-9.45454216003418
bed	poke	oil	N	The bed poked the oil .	-11.709246635437012	edge_(-1.7108314);bottom_(-2.201659);corner_(-2.5351465);wall_(-2.576203);side_(-2.6409442);	-14.616373062133789
belt	fasten	lion	P	The belt fastened the lion .	-10.603750228881836	belt_(-3.0819032);weapon_(-3.3110304);door_(-3.6613894);knife_(-3.8664892);blade_(-3.9141147);	-19.892202377319336
belt	fasten	rain	N	The belt fastened the rain .	-9.963208198547363	belt_(-3.0819032);weapon_(-3.3110304);door_(-3.6613894);knife_(-3.8664892);blade_(-3.9141147);	-16.31743621826172
bird	stretch	snake	P	The bird stretched the snake .	-7.170708656311035	air_(-1.909278);wings_(-2.3959942);distance_(-2.4994879);sky_(-3.102459);silence_(-3.4873228);	-17.87982749938965
bird	stretch	pebbles	N	The bird stretched the pebbles .			
boat	hurl	ship	P	The boat hurled the ship .	-5.083641529083252	rock_(-3.0740855);rocks_(-3.1571727);grenade_(-3.6018336);boat_(-3.653521);debris_(-3.9819264);	-13.980015754699707
boat	hurl	house	N	The boat hurled the house .	-7.802000045776367	rock_(-3.0740855);rocks_(-3.1571727);grenade_(-3.6018336);boat_(-3.653521);debris_(-3.9819264);	-12.618318557739258
bone	fracture	candy	P	The bone fractured the candy .	-11.376341819763184	skull_(-1.395053);bone_(-2.8224947);skin_(-3.3159602);ribs_(-3.6563513);neck_(-3.8086083);	-16.263315200805664
bone	fracture	mud	N	The bone fractured the mud .	-11.009997367858887	skull_(-1.395053);bone_(-2.8224947);skin_(-3.3159602);ribs_(-3.6563513);neck_(-3.8086083);	-15.105541229248047
bottle	ejaculate	gravy	P	The bottle ejaculated the gravy .			
bottle	ejaculate	shirt	N	The bottle ejaculated the shirt .	-8.083405494689941	room_(-2.5429296);air_(-3.3899384);man_(-3.7949688);bottle_(-4.049011);water_(-4.2622695);	-12.152626037597656
bottle	leak	water	P	The bottle leaked the water .	-3.182863712310791	contents_(-2.0564723);liquid_(-2.5451188);alcohol_(-3.0026069);water_(-3.1828637);acid_(-3.4088817);	-14.246530532836914
bottle	leak	cup	N	The bottle leaked the cup .	-7.7809014320373535	contents_(-2.0564723);liquid_(-2.5451188);alcohol_(-3.0026069);water_(-3.1828637);acid_(-3.4088817);	-17.25587272644043
bottle	spill	rice	P	The bottle spilled the rice .	-9.603019714355469	contents_(-0.3972457);rest_(-3.4437554);liquid_(-3.6549819);wine_(-3.84357);water_(-4.235539);	-18.33376121520996
bottle	spill	air	N	The bottle spilled the air .	-7.6238250732421875	contents_(-0.3972457);rest_(-3.4437554);liquid_(-3.6549819);wine_(-3.84357);water_(-4.235539);	-13.207496643066406
bowl	contain	knife	P	The bowl contained the knife .	-5.0775532722473145	food_(-4.043452);wine_(-4.052498);blood_(-4.259255);key_(-4.322633);fruit_(-4.389139);	-17.207006454467773
bowl	contain	horse	N	The bowl contained the horse .	-7.473334312438965	food_(-4.043452);wine_(-4.052498);blood_(-4.259255);key_(-4.322633);fruit_(-4.389139);	-14.655344009399414
bowl	dump	water	P	The bowl dumped the water .	-3.5929102897644043	contents_(-1.2484213);water_(-3.5929103);food_(-3.8267226);rest_(-3.8474116);liquid_(-3.8536954);	-14.246530532836914
bowl	dump	elephant	N	The bowl dumped the elephant .	-11.222335815429688	contents_(-1.2484213);water_(-3.5929103);food_(-3.8267226);rest_(-3.8474116);liquid_(-3.8536954);	-17.998533248901367
bowl	spill	water	P	The bowl spilled the water .	-3.2373151779174805	contents_(-0.76628107);liquid_(-2.5057545);water_(-3.2373152);wine_(-3.3747702);milk_(-3.7146397);	-14.246530532836914
bowl	spill	paper	N	The bowl spilled the paper .	-8.104349136352539	contents_(-0.76628107);liquid_(-2.5057545);water_(-3.2373152);wine_(-3.3747702);milk_(-3.7146397);	-18.655248641967773
box	spill	legos	P	The box spilled the legos .			
box	spill	chair	N	The box spilled the chair .	-11.179910659790039	contents_(-0.2308386);liquid_(-4.7663765);milk_(-5.0219984);rest_(-5.1461325);wine_(-5.191516);	-18.137908935546875
boxer	attack	robber	P	The boxer attacked the robber .			
boxer	attack	axe	N	The boxer attacked the axe .	-10.56255054473877	man_(-3.3631003);referee_(-3.5040967);woman_(-3.641093);girl_(-4.027471);crowd_(-4.163469);	-15.45752239227295
boy	pluck	feather	P	The boy plucked the feather .	-4.375741004943848	string_(-3.0129735);ball_(-3.8216894);strings_(-3.9141557);bird_(-4.1348085);reins_(-4.249176);	-22.90834617614746
boy	pluck	ant	N	The boy plucked the ant .	-10.246491432189941	string_(-3.0129735);ball_(-3.8216894);strings_(-3.9141557);bird_(-4.1348085);reins_(-4.249176);	-22.73667335510254
boy	punch	bus	P	The boy punched the bus .	-6.754156112670898	wall_(-1.8535845);air_(-2.3236258);table_(-3.0002549);ground_(-3.3490984);door_(-3.5229533);	-13.123977661132812
boy	punch	vapor	N	The boy punched the vapor .	-12.351550102233887	wall_(-1.8535845);air_(-2.3236258);table_(-3.0002549);ground_(-3.3490984);door_(-3.5229533);	-16.03382682800293
brick	hurt	dog	P	The brick hurt the dog .	-6.513826370239258	most_(-2.6109436);same_(-3.8456895);worst_(-3.84673);wall_(-4.1949997);head_(-4.208333);	-15.336135864257812
brick	hurt	ocean	N	The brick hurt the ocean .	-11.477977752685547	most_(-2.6109436);same_(-3.8456895);worst_(-3.84673);wall_(-4.1949997);head_(-4.208333);	-17.915267944335938
brick	kill	rabbit	P	The brick killed the rabbit .	-5.859975337982178	man_(-3.096556);cat_(-3.42011);dog_(-3.4401143);boy_(-3.8628004);driver_(-4.079329);	-17.39076805114746
brick	kill	table	N	The brick killed the table .	-7.972127437591553	man_(-3.096556);cat_(-3.42011);dog_(-3.4401143);boy_(-3.8628004);driver_(-4.079329);	-12.572300910949707
brother	heave	bag	P	The brother heaved the bag .	-3.146625518798828	bag_(-3.1466255);bucket_(-3.6267834);door_(-3.7247057);chair_(-3.929659);box_(-3.9565678);	-16.750764846801758
brother	heave	paper	N	The brother heaved the paper .	-5.698113918304443	bag_(-3.1466255);bucket_(-3.6267834);door_(-3.7247057);chair_(-3.929659);box_(-3.9565678);	-18.655248641967773
brother	hurt	leg	P	The brother hurt the leg .	-7.633488178253174	girl_(-1.6766982);woman_(-2.9996028);child_(-3.2685523);boy_(-3.3799691);other_(-3.4160962);	-15.44201374053955
brother	hurt	chair	N	The brother hurt the chair .	-7.044415473937988	girl_(-1.6766982);woman_(-2.9996028);child_(-3.2685523);boy_(-3.3799691);other_(-3.4160962);	-18.137908935546875
bug	climb	mountain	P	The bug climbed the mountain .	-4.337257385253906	stairs_(-1.7662029);wall_(-2.2497149);ladder_(-2.4259596);walls_(-2.9575615);hill_(-3.0937643);	-13.204851150512695
bug	climb	air	N	The bug climbed the air .	-7.396861553192139	stairs_(-1.7662029);wall_(-2.2497149);ladder_(-2.4259596);walls_(-2.9575615);hill_(-3.0937643);	-13.207496643066406
building	crash	computer	P	The building crashed the computer .	-8.956231117248535	building_(-2.9313633);car_(-3.025927);night_(-3.254079);plane_(-3.4911358);way_(-3.983469);	-13.575358390808105
building	crash	bike	N	The building crashed the bike .	-6.942630290985107	building_(-2.9313633);car_(-3.025927);night_(-3.254079);plane_(-3.4911358);way_(-3.983469);	-18.27433967590332
bullet	pierce	cheese	P	The bullet pierced the cheese .	-8.900928497314453	heart_(-2.9135163);skull_(-2.9308712);wall_(-3.5197659);flesh_(-3.5746891);skin_(-3.5945837);	-18.355239868164062
bullet	pierce	earring	N	The bullet pierced the earring .			
butterfly	tug	leaf	P	The butterfly tugged the leaf .	-6.976025104522705	strings_(-2.2414958);trigger_(-2.761381);string_(-2.9138248);chain_(-3.328901);fabric_(-3.915428);	-18.189794540405273
butterfly	tug	table	N	The butterfly tugged the table .	-8.676730155944824	strings_(-2.2414958);trigger_(-2.761381);string_(-2.9138248);chain_(-3.328901);fabric_(-3.915428);	-12.572300910949707
cake	feed	rabbit	P	The cake fed the rabbit .	-8.825695037841797	flames_(-3.8835528);fire_(-3.9622104);family_(-3.9954937);food_(-4.048937);appetite_(-4.1541414);	-17.39076805114746
cake	feed	arm	N	The cake fed the arm .	-9.979540824890137	flames_(-3.8835528);fire_(-3.9622104);family_(-3.9954937);food_(-4.048937);appetite_(-4.1541414);	-16.526643753051758
cake	hit	closet	P	The cake hit the closet .	-9.144536018371582	floor_(-1.0017192);table_(-1.8485276);ground_(-2.4152372);counter_(-3.4468067);bar_(-4.235376);	-18.40842056274414
cake	hit	fire	N	The cake hit the fire .	-5.996857166290283	floor_(-1.0017192);table_(-1.8485276);ground_(-2.4152372);counter_(-3.4468067);bar_(-4.235376);	-13.882104873657227
calculator	count	cup	P	The calculator counted the cup .	-13.183533668518066	numbers_(-1.4150199);digits_(-2.631995);seconds_(-3.5047386);coins_(-3.5235775);minutes_(-3.6474874);	-16.072858810424805
calculator	count	water	N	The calculator counted the water .	-10.81529712677002	numbers_(-1.4150199);digits_(-2.631995);seconds_(-3.5047386);coins_(-3.5235775);minutes_(-3.6474874);	-15.60446834564209
car	pull	truck	P	The car pulled the truck .	-7.327136516571045	trigger_(-0.45809957);plug_(-3.4791243);lever_(-3.4950135);corner_(-3.6901858);wheel_(-4.0143785);	-12.871650695800781
car	pull	hill	N	The car pulled the hill .	-8.038907051086426	trigger_(-0.45809957);plug_(-3.4791243);lever_(-3.4950135);corner_(-3.6901858);wheel_(-4.0143785);	-17.67850112915039
car	push	lion	P	The car pushed the lion .	-11.975493431091309	button_(-0.9296103);brakes_(-2.7837353);brake_(-3.1863642);corner_(-3.455037);gas_(-3.456191);	-19.892202377319336
car	push	leaf	N	The car pushed the leaf .	-11.957468032836914	button_(-0.9296103);brakes_(-2.7837353);brake_(-3.1863642);corner_(-3.455037);gas_(-3.456191);	-18.189794540405273
casket	cover	head	P	The casket covered the head .	-5.331968784332275	floor_(-1.7319218);bed_(-2.6445692);body_(-3.0277355);coffin_(-3.2750583);altar_(-3.4363468);	-8.545014381408691
casket	cover	ground	N	The casket covered the ground .	-3.5053067207336426	floor_(-1.7319218);bed_(-2.6445692);body_(-3.0277355);coffin_(-3.2750583);altar_(-3.4363468);	-11.335206031799316
cat	exhale	air	P	The cat exhaled the air .	-2.576127290725708	smoke_(-1.137069);air_(-2.5761273);breath_(-2.9301026);scent_(-3.3001635);gas_(-3.5581553);	-13.207496643066406
cat	exhale	pillow	N	The cat exhaled the pillow .	-9.9357271194458	smoke_(-1.137069);air_(-2.5761273);breath_(-2.9301026);scent_(-3.3001635);gas_(-3.5581553);	-20.379941940307617
cat	flip	egg	P	The cat flipped the egg .	-6.032071113586426	switch_(-0.72774273);page_(-2.9025044);pages_(-2.9571786);bird_(-3.1031823);lock_(-3.7061152);	-21.270719528198242
cat	flip	man	N	The cat flipped the man .	-8.778886795043945	switch_(-0.72774273);page_(-2.9025044);pages_(-2.9571786);bird_(-3.1031823);lock_(-3.7061152);	-9.141667366027832
cat	kick	girl	P	The cat kicked the girl .	-6.38524866104126	door_(-2.5591571);floor_(-2.5912063);ground_(-2.6099346);wall_(-2.7981184);dirt_(-3.9711416);	-8.59033489227295
cat	kick	air	N	The cat kicked the air .	-4.6672797203063965	door_(-2.5591571);floor_(-2.5912063);ground_(-2.6099346);wall_(-2.7981184);dirt_(-3.9711416);	-13.207496643066406
cat	knead	cream	P	The cat kneaded the cream .	-8.689796447753906	floor_(-3.7423136);ground_(-4.492287);blanket_(-4.5278735);bone_(-4.540161);grass_(-4.5839095);	-18.253021240234375
cat	knead	elephant	N	The cat kneaded the elephant .	-10.039008140563965	floor_(-3.7423136);ground_(-4.492287);blanket_(-4.5278735);bone_(-4.540161);grass_(-4.5839095);	-17.668149948120117
cat	lick	frosting	P	The cat licked the frosting .			
cat	lick	cloud	N	The cat licked the cloud .	-8.887252807617188	air_(-3.0069938);grass_(-3.3884902);floor_(-3.4775414);tip_(-3.959062);ground_(-4.018844);	-20.984716415405273
cat	lift	rabbit	P	The cat lifted the rabbit .	-7.634725093841553	lid_(-2.3324473);bottle_(-3.1529725);glass_(-3.4697344);knife_(-3.7675784);box_(-3.8102906);	-17.39076805114746
cat	lift	horse	N	The cat lifted the horse .	-7.827178001403809	lid_(-2.3324473);bottle_(-3.1529725);glass_(-3.4697344);knife_(-3.7675784);box_(-3.8102906);	-14.655344009399414
cat	pet	monkey	P	The cat petted the monkey .	-6.590154647827148	dog_(-1.9726957);cat_(-2.1647522);mouse_(-3.0246832);animal_(-3.61025);bird_(-3.6152759);	-17.858036041259766
cat	pet	table	N	The cat petted the table .	-6.432093143463135	dog_(-1.9726957);cat_(-2.1647522);mouse_(-3.0246832);animal_(-3.61025);bird_(-3.6152759);	-13.39709186553955
cat	pluck	leaf	P	The cat plucked the leaf .	-5.332650184631348	string_(-3.3418393);mouse_(-3.3825202);bird_(-3.838098);feather_(-3.8626761);ball_(-3.9758782);	-18.189794540405273
cat	pluck	pumpkin	N	The cat plucked the pumpkin .			
cat	stomp	ant	P	The cat stomped the ant .	-12.256858825683594	floor_(-1.6930779);ground_(-1.9998349);door_(-2.6984308);dirt_(-3.7382581);table_(-3.8515832);	-22.73667335510254
cat	stomp	boat	N	The cat stomped the boat .	-9.820915222167969	floor_(-1.6930779);ground_(-1.9998349);door_(-2.6984308);dirt_(-3.7382581);table_(-3.8515832);	-14.751797676086426
cat	strike	ball	P	The cat struck the ball .	-7.053365230560303	floor_(-1.8121934);ground_(-2.1579661);wall_(-2.2814584);door_(-3.7175412);carpet_(-3.8198342);	-14.912031173706055
cat	strike	pond	N	The cat struck the pond .	-9.41948127746582	floor_(-1.8121934);ground_(-2.1579661);wall_(-2.2814584);door_(-3.7175412);carpet_(-3.8198342);	-18.989280700683594
cat	swallow	pin	P	The cat swallowed the pin .	-8.67324161529541	rest_(-3.1011045);food_(-3.3632612);bullet_(-3.6522217);blood_(-3.901943);words_(-3.9617937);	-16.210752487182617
cat	swallow	chef	N	The cat swallowed the chef .	-10.998822212219238	rest_(-3.1011045);food_(-3.3632612);bullet_(-3.6522217);blood_(-3.901943);words_(-3.9617937);	-16.584003448486328
cat	toss	ant	P	The cat tossed the ant .	-12.042279243469238	bag_(-3.1414833);ball_(-3.3141575);pillow_(-3.8836641);blanket_(-3.9324503);box_(-3.9850788);	-22.73667335510254
cat	toss	student	N	The cat tossed the student .	-11.695144653320312	bag_(-3.1414833);ball_(-3.3141575);pillow_(-3.8836641);blanket_(-3.9324503);box_(-3.9850788);	-12.776032447814941
cat	vomit	ant	P	The cat vomited the ant .	-12.005255699157715	blood_(-2.2718632);food_(-2.4662945);contents_(-2.704696);water_(-3.2390406);rest_(-3.4562917);	-20.239940643310547
cat	vomit	infant	N	The cat vomited the infant .	-9.864733695983887	blood_(-2.2718632);food_(-2.4662945);contents_(-2.704696);water_(-3.2390406);rest_(-3.4562917);	-12.2553071975708
cat	wrestle	rabbit	P	The cat wrestled the rabbit .	-5.421597003936768	dog_(-2.9581933);cat_(-3.013844);girl_(-3.3210282);man_(-3.4246383);boy_(-3.4382653);	-17.39076805114746
cat	wrestle	leaf	N	The cat wrestled the leaf .	-7.8883209228515625	dog_(-2.9581933);cat_(-3.013844);girl_(-3.3210282);man_(-3.4246383);boy_(-3.4382653);	-18.189794540405273
chair	absorb	water	P	The chair absorbed the water .	-5.882135391235352	light_(-3.1380482);sound_(-3.605484);scene_(-3.642332);impact_(-3.8377242);sunlight_(-3.9147031);	-14.246530532836914
chair	absorb	pin	N	The chair absorbed the pin .	-11.678199768066406	light_(-3.1380482);sound_(-3.605484);scene_(-3.642332);impact_(-3.8377242);sunlight_(-3.9147031);	-16.210752487182617
chair	rub	shirt	P	The chair rubbed the shirt .	-10.28692626953125	floor_(-1.0951931);ground_(-2.488537);table_(-3.280886);back_(-3.5772727);bottom_(-3.70109);	-12.09758472442627
chair	rub	rain	N	The chair rubbed the rain .	-9.283804893493652	floor_(-1.0951931);ground_(-2.488537);table_(-3.280886);back_(-3.5772727);bottom_(-3.70109);	-16.31743621826172
chef	burn	cake	P	The chef burned the cake .	-4.743026256561279	food_(-3.6560988);meat_(-3.8649564);bread_(-4.1983485);table_(-4.210424);plates_(-4.349109);	-13.653411865234375
chef	burn	water	N	The chef burned the water .	-7.20380163192749	food_(-3.6560988);meat_(-3.8649564);bread_(-4.1983485);table_(-4.210424);plates_(-4.349109);	-14.246530532836914
chef	create	table	P	The chef created the table .	-5.225606918334961	dish_(-2.321818);sauce_(-3.337238);recipe_(-3.6179264);dessert_(-3.89865);dishes_(-3.9282963);	-12.572300910949707
chef	create	sun	N	The chef created the sun .	-9.588208198547363	dish_(-2.321818);sauce_(-3.337238);recipe_(-3.6179264);dessert_(-3.89865);dishes_(-3.9282963);	-15.8085298538208
chef	exhale	air	P	The chef exhaled the air .	-2.7154064178466797	smoke_(-0.6938515);air_(-2.7154064);words_(-3.2443914);word_(-3.3497486);breath_(-3.650982);	-13.207496643066406
chef	exhale	oil	N	The chef exhaled the oil .	-6.66299295425415	smoke_(-0.6938515);air_(-2.7154064);words_(-3.2443914);word_(-3.3497486);breath_(-3.650982);	-14.616373062133789
chef	fry	egg	P	The chef fried the egg .	-4.246238708496094	chicken_(-1.7190388);fish_(-1.8905076);eggs_(-2.459089);meat_(-3.2453763);food_(-3.3822544);	-21.270719528198242
chef	fry	water	N	The chef fried the water .	-7.31265115737915	chicken_(-1.7190388);fish_(-1.8905076);eggs_(-2.459089);meat_(-3.2453763);food_(-3.3822544);	-14.246530532836914
chef	jail	dog	P	The chef jailed the dog .	-4.857579231262207	man_(-2.977198);cook_(-3.4090033);couple_(-3.7147658);woman_(-3.760175);two_(-3.9877403);	-15.336135864257812
chef	jail	air	N	The chef jailed the air .	-12.130208015441895	man_(-2.977198);cook_(-3.4090033);couple_(-3.7147658);woman_(-3.760175);two_(-3.9877403);	-13.207496643066406
chef	slam	door	P	The chef slammed the door .	-0.10156339406967163	door_(-0.101563394);doors_(-4.285405);table_(-4.8746796);drawer_(-5.575181);box_(-5.6113796);	-10.83526611328125
chef	slam	smoke	N	The chef slammed the smoke .	-11.99485969543457	door_(-0.101563394);doors_(-4.285405);table_(-4.8746796);drawer_(-5.575181);box_(-5.6113796);	-13.284760475158691
child	chew	gum	P	The child chewed the gum .	-3.855184316635132	apple_(-2.8398664);bread_(-2.954892);meat_(-3.2684276);straw_(-3.2851782);fruit_(-3.3659341);	-16.787199020385742
child	chew	horse	N	The child chewed the horse .	-8.275276184082031	apple_(-2.8398664);bread_(-2.954892);meat_(-3.2684276);straw_(-3.2851782);fruit_(-3.3659341);	-14.655344009399414
child	count	hair	P	The child counted the hair .	-9.074119567871094	coins_(-2.357583);cards_(-2.7245748);numbers_(-3.2505388);steps_(-3.7074974);money_(-3.7642543);	-10.309680938720703
child	count	oil	N	The child counted the oil .	-10.536585807800293	coins_(-2.357583);cards_(-2.7245748);numbers_(-3.2505388);steps_(-3.7074974);money_(-3.7642543);	-14.616373062133789
child	fish	spatula	P	The child fished the spatula .			
child	fish	fire	N	The child fished the fire .	-7.090893268585205	fish_(-2.6995382);water_(-3.3635616);knife_(-3.8209314);boat_(-4.1055503);handle_(-4.137126);	-13.040234565734863
