SUBJECT	VERB	OBJECT	typicality	sentence	computed_score	best_completions	baseline_score
spoon	bite	dog	N	The spoon bit the dog .	-6.931629180908203	tip_(-2.6016564);air_(-3.4526277);end_(-3.592136);edge_(-3.6038833);flesh_(-3.6150842);	-15.336135864257812
cat	bite	turtle	P	The cat bit the turtle .	-11.127537727355957	floor_(-2.7629974);ground_(-2.9287384);grass_(-3.5266597);wall_(-3.5746915);air_(-3.6116776);	-25.19856071472168
pebbles	bite	turtle	N	The pebbles bit the turtle .	-11.264720916748047	ground_(-1.903243);sand_(-2.4683902);rocks_(-2.9113598);earth_(-3.2795773);surface_(-3.4488945);	-23.88052749633789
man	breed	cat	P	The man bred the cat .	-6.333211898803711	beast_(-2.2861586);man_(-3.234478);woman_(-3.5204945);bastard_(-4.004256);girl_(-4.024199);	-18.067550659179688
fish	breed	cat	N	The fish bred the cat .	-6.825343132019043	fish_(-1.8901688);eggs_(-3.58044);plant_(-3.6670432);birds_(-3.8187099);animals_(-3.8844657);	-18.067550659179688
student	breed	cow	P	The student bred the cow .	-5.524641990661621	horse_(-2.6448207);dog_(-3.0459056);animal_(-3.0929017);fish_(-3.7839046);child_(-3.9161687);	-15.822853088378906
horse	breed	cow	N	The horse bred the cow .	-6.833620071411133	best_(-3.019218);most_(-3.3587456);horse_(-3.7114437);family_(-3.91679);children_(-4.055457);	-15.822853088378906
chef	breed	dog	P	The chef bred the dog .	-3.065870523452759	dog_(-3.0658705);dogs_(-3.069999);fish_(-3.0824301);horses_(-3.2384226);horse_(-3.3409293);	-15.336135864257812
turtle	breed	dog	N	The turtle bred the dog .	-5.603945255279541	fish_(-2.2280533);eggs_(-3.0081437);species_(-3.3883164);turtle_(-3.5024521);animals_(-3.561947);	-15.336135864257812
dentist	breed	gorilla	P	The dentist bred the gorilla .			
elephant	breed	gorilla	N	The elephant bred the gorilla .			
woman	build	frame	P	The woman built the frame .	-8.521668434143066	house_(-2.3909688);fire_(-2.8452525);place_(-3.8413496);wall_(-3.9906998);walls_(-4.1350164);	-13.81961441040039
ant	build	frame	N	The ant built the frame .	-8.89500617980957	nest_(-3.4037085);house_(-3.5288992);door_(-3.693551);wall_(-3.7606492);tunnel_(-3.9799201);	-13.81961441040039
tree	build	house	P	The tree built the house .	-2.9693005084991455	world_(-2.7361662);house_(-2.9693005);tree_(-3.3763134);fire_(-3.9442694);wall_(-4.0863914);	-12.618318557739258
dolphin	build	house	N	The dolphin built the house .	-3.2343826293945312	house_(-3.2343826);bridge_(-3.3767767);island_(-3.5593905);boat_(-3.5903363);ship_(-3.7923465);	-12.565821647644043
girl	build	laptop	P	The girl built the laptop .	-8.104850769042969	house_(-2.1249936);fire_(-3.5481985);place_(-3.6876976);world_(-4.1154513);wall_(-4.218274);	-18.722158432006836
wool	build	laptop	N	The wool built the laptop .	-12.849603652954102	house_(-2.6722906);city_(-3.2259166);town_(-3.2541244);village_(-3.407975);houses_(-3.7704198);	-18.722158432006836
torch	burn	cloth	P	The torch burned the cloth .	-6.939752578735352	night_(-2.578963);room_(-2.9669693);air_(-3.1161048);darkness_(-3.6023395);wood_(-3.7948148);	-16.99536895751953
paper	burn	cloth	N	The paper burned the cloth .	-7.673159122467041	same_(-2.3767045);most_(-2.90932);page_(-3.6185448);edges_(-3.7140596);worst_(-3.879106);	-16.99536895751953
sun	burn	ham	P	The sun burned the ham .			
rabbit	burn	ham	N	The rabbit burned the ham .			
man	bury	book	P	The man buried the book .	-4.519805908203125	body_(-2.6044548);money_(-3.5320795);knife_(-3.6635685);baby_(-3.759834);child_(-3.9271677);	-10.731593132019043
plant	bury	book	N	The plant buried the book .	-6.916645050048828	body_(-3.3176675);seeds_(-3.9282475);fish_(-3.9956398);plant_(-4.142733);remains_(-4.2730255);	-10.731593132019043
ship	capsize	boat	P	The ship capsized the boat .	-4.676267147064209	coast_(-3.3948941);way_(-3.537847);shore_(-3.5410647);beach_(-3.554109);water_(-3.6398807);	-13.802148818969727
bone	capsize	boat	N	The bone capsized the boat .	-2.280930757522583	boat_(-2.2809308);ship_(-3.142421);car_(-4.051097);plane_(-4.3060026);vessel_(-4.320746);	-13.802148818969727
woman	capsize	canoe	P	The woman capsized the canoe .	-3.8794431686401367	boat_(-0.614334);car_(-2.8561046);ship_(-3.1379306);plane_(-3.6810071);helicopter_(-3.8634014);	-14.56619644165039
rabbit	capsize	canoe	N	The rabbit capsized the canoe .	-3.7274770736694336	boat_(-1.4807233);car_(-2.8589125);ship_(-3.221831);canoe_(-3.727477);plane_(-3.7847023);	-14.56619644165039
dentist	capsize	ship	P	The dentist capsized the ship .	-3.3067667484283447	boat_(-1.5961297);car_(-2.4777472);ship_(-3.3067667);plane_(-3.3694327);vehicle_(-3.5025427);	-14.102641105651855
raft	capsize	ship	N	The raft capsized the ship .	-2.5288245677948	boat_(-1.0614984);ship_(-2.5288246);island_(-3.4606922);river_(-3.8459518);canoe_(-3.8597696);	-14.102641105651855
net	catch	ball	P	The net caught the ball .	-3.7380545139312744	wind_(-2.8336804);fish_(-3.3299372);light_(-3.3705122);ball_(-3.7380545);man_(-4.122153);	-14.912031173706055
water	catch	ball	N	The water caught the ball .	-7.482788562774658	light_(-2.7061133);wind_(-2.9350743);moonlight_(-3.7746606);fire_(-3.9694343);blade_(-3.9812312);	-14.912031173706055
daughter	catch	bird	P	The daughter caught the bird .	-6.043490409851074	eye_(-2.9678726);look_(-3.6312084);smile_(-3.7612514);light_(-3.800582);wind_(-4.014618);	-19.777280807495117
rabbit	catch	bird	N	The rabbit caught the bird .	-4.387630939483643	bait_(-3.274192);knife_(-3.7241986);light_(-3.7393258);ball_(-3.8115647);bullet_(-3.843366);	-19.777280807495117
closet	chafe	girl	P	The closet chafed the girl .	-7.8926262855529785	door_(-2.5453465);floor_(-2.7420323);wood_(-2.7929556);walls_(-2.849398);air_(-3.3294785);	-9.318324089050293
air	chafe	girl	N	The air chafed the girl .	-6.615074157714844	air_(-2.911285);car_(-3.3095891);room_(-3.577708);metal_(-3.7218375);wood_(-3.9988856);	-9.318324089050293
elephant	chew	turtle	P	The elephant chewed the turtle .	-8.226387977600098	meat_(-3.0760834);grass_(-3.374078);fruit_(-3.3942006);food_(-3.50575);air_(-4.0700636);	-25.19856071472168
infant	chew	turtle	N	The infant chewed the turtle .	-9.936321258544922	food_(-3.102533);meat_(-3.3316123);apple_(-3.3739297);bread_(-3.4178843);fruit_(-3.5315635);	-25.19856071472168
freezer	chill	juice	P	The freezer chilled the juice .	-10.36541748046875	air_(-0.59391016);ice_(-2.921237);water_(-3.5279446);room_(-3.5432804);cold_(-3.7304182);	-21.371261596679688
man	chill	juice	N	The man chilled the juice .	-12.509455680847168	air_(-0.74501836);room_(-3.1734824);blood_(-3.2619576);ice_(-3.5964847);water_(-3.9636922);	-23.27061653137207
wind	chill	table	P	The wind chilled the table .	-7.167879104614258	air_(-1.3892838);room_(-3.3730915);trees_(-3.5395095);house_(-3.593952);water_(-3.7861373);	-12.572300910949707
stove	chill	table	N	The stove chilled the table .	-7.8953142166137695	air_(-0.44273522);water_(-3.015246);room_(-3.43722);flames_(-3.795363);house_(-4.486277);	-12.572300910949707
wind	chill	water	P	The wind chilled the water .	-3.786137342453003	air_(-1.3892838);room_(-3.3730915);trees_(-3.5395095);house_(-3.593952);water_(-3.7861373);	-14.246530532836914
student	chill	water	N	The student chilled the water .	-2.768720865249634	air_(-1.125955);water_(-2.7687209);ice_(-3.1858094);room_(-3.2991068);blood_(-3.34145);	-14.246530532836914
knife	chop	tree	P	The knife chopped the tree .	-6.210886478424072	air_(-2.2606683);flesh_(-3.0534034);head_(-3.2305923);skin_(-3.2361465);wood_(-3.4188523);	-11.060954093933105
chicken	chop	tree	N	The chicken chopped the tree .	-6.598538398742676	meat_(-1.9749064);eggs_(-2.6977563);chicken_(-3.1731982);bread_(-3.345245);potatoes_(-3.4392314);	-11.060954093933105
water	clean	house	P	The water cleaned the house .	-4.137177467346191	wound_(-2.5454302);wounds_(-2.6631508);body_(-3.2492628);skin_(-3.489417);room_(-3.5204);	-12.618318557739258
dirt	clean	house	N	The dirt cleaned the house .	-3.9609718322753906	place_(-2.81855);floor_(-3.105298);ground_(-3.466858);walls_(-3.4693718);room_(-3.5514936);	-12.618318557739258
broom	clean	room	P	The broom cleaned the room .	-2.4845755100250244	floor_(-1.9931196);room_(-2.4845755);house_(-3.728148);floors_(-3.753029);kitchen_(-3.8000703);	-12.763476371765137
mud	clean	room	N	The mud cleaned the room .	-4.2725324630737305	wounds_(-3.3527627);wound_(-3.3729463);floor_(-3.426947);ground_(-3.552361);place_(-3.6089265);	-11.81406307220459
girl	clip	dog	P	The girl clipped the dog .	-5.2812275886535645	lock_(-3.7996328);bag_(-3.931112);phone_(-4.045112);reins_(-4.0457006);cord_(-4.0576215);	-15.336135864257812
woman	clip	dog	N	The woman clipped the dog .	-5.418661117553711	phone_(-3.2144694);lock_(-3.3946471);line_(-3.454455);receiver_(-3.7146547);cord_(-3.728067);	-15.336135864257812
scissors	clip	magazine	P	The scissors clipped the magazine .	-9.396707534790039	wood_(-3.2728446);blade_(-3.3363297);edge_(-3.6742718);skin_(-3.7004063);edges_(-3.8478339);	-13.336762428283691
dog	clip	magazine	N	The dog clipped the magazine .	-8.83303165435791	handle_(-3.3427014);trigger_(-3.7149415);bag_(-3.718741);door_(-3.7432904);dog_(-3.7444892);	-14.237881660461426
knife	clip	paper	P	The knife clipped the paper .	-6.075051784515381	wall_(-2.8448806);floor_(-3.205811);wood_(-3.586701);trigger_(-3.828402);ground_(-3.9038186);	-18.655248641967773
pillow	clip	paper	N	The pillow clipped the paper .	-6.433647632598877	mattress_(-1.9638764);bed_(-2.6260448);wall_(-2.6547437);pillow_(-2.6714263);floor_(-2.752529);	-18.655248641967773
child	close	bottle	P	The child closed the bottle .	-6.024433135986328	door_(-0.5366084);book_(-2.5372636);lid_(-3.103873);window_(-3.3194368);doors_(-4.2326837);	-17.029560089111328
water	close	bottle	N	The water closed the bottle .	-6.803954601287842	door_(-1.0163326);doors_(-2.78018);window_(-3.2074957);wound_(-3.4902534);lid_(-3.6724539);	-17.029560089111328
monkey	close	door	P	The monkey closed the door .	-0.4549434185028076	door_(-0.45494342);window_(-3.4143236);lid_(-3.492563);hatch_(-3.7230556);gate_(-3.754402);	-10.83526611328125
water	close	door	N	The water closed the door .	-1.0163326263427734	door_(-1.0163326);doors_(-2.78018);window_(-3.2074957);wound_(-3.4902534);lid_(-3.6724539);	-10.83526611328125
brick	construct	boat	P	The brick constructed the boat .	-7.6772356033325195	building_(-2.8165674);house_(-2.8557568);roof_(-3.2488823);walls_(-3.2627087);structure_(-3.4661531);	-14.751797676086426
hay	construct	boat	N	The hay constructed the boat .	-7.816094398498535	house_(-2.8710737);roof_(-3.0092497);wall_(-3.512415);walls_(-3.6509056);barn_(-3.7546883);	-14.751797676086426
girl	construct	building	P	The girl constructed the building .	-4.7379326820373535	house_(-3.376996);bed_(-4.164265);garden_(-4.5003934);room_(-4.5246663);wall_(-4.572858);	-13.00113582611084
dog	construct	building	N	The dog constructed the building .	-4.618124008178711	house_(-3.6048083);nest_(-3.8669467);wall_(-4.4313965);building_(-4.618124);pyramid_(-4.771543);	-13.00113582611084
boat	contain	lion	P	The boat contained the lion .	-7.878971576690674	bomb_(-4.224114);children_(-4.781489);body_(-4.849321);others_(-4.9341164);cargo_(-4.966907);	-19.892202377319336
purse	contain	lion	N	The purse contained the lion .	-10.271871566772461	money_(-2.5418177);key_(-2.59684);keys_(-2.903429);letter_(-3.7597857);note_(-3.8090754);	-19.892202377319336
cup	cook	egg	P	The cup cooked the egg .	-7.211883068084717	fire_(-2.9336507);day_(-3.6632078);meal_(-3.883671);food_(-4.0841527);way_(-4.084672);	-21.270719528198242
elephant	cook	egg	N	The elephant cooked the egg .	-5.931213855743408	fish_(-2.0942104);food_(-2.4171665);meal_(-2.666865);rice_(-2.9673975);meat_(-3.3970582);	-21.270719528198242
woman	cook	turkey	P	The woman cooked the turkey .	-5.167564392089844	meal_(-1.8639972);food_(-2.107105);soup_(-2.7597768);fish_(-3.5052974);meat_(-3.5489461);	-19.582618713378906
rabbit	cook	turkey	N	The rabbit cooked the turkey .	-5.242527008056641	meal_(-2.6513166);food_(-2.777235);fish_(-2.897582);meat_(-3.2387505);soup_(-3.637682);	-19.582618713378906
freezer	cool	oil	P	The freezer cooled the oil .	-6.043875217437744	water_(-1.8893952);ice_(-2.5603318);air_(-2.9233527);milk_(-3.2833934);temperature_(-3.7704644);	-14.321488380432129
moon	cool	oil	N	The moon cooled the oil .	-7.802049160003662	water_(-1.8603773);air_(-1.9401704);rain_(-3.752777);sun_(-3.8183193);fire_(-3.9607372);	-14.616373062133789
ac	cool	water	P	The ac cooled the water .	-2.1901612281799316	water_(-2.1901612);air_(-3.3763185);blood_(-3.4916406);fire_(-3.7055812);engine_(-3.8390994);	-13.92038631439209
sun	cool	water	N	The sun cooled the water .	-2.940430164337158	air_(-2.5831206);water_(-2.9404302);leaves_(-3.5743814);room_(-3.6103451);trees_(-3.786465);	-14.246530532836914
train	crash	bike	P	The train crashed the bike .	-9.929567337036133	platform_(-2.3330617);station_(-2.4329896);bridge_(-2.7178369);line_(-2.7689881);track_(-2.9111686);	-18.27433967590332
spatula	crash	bike	N	The spatula crashed the bike .	-7.066019058227539	table_(-2.2633798);wall_(-2.7649763);floor_(-2.8878117);glass_(-3.1887586);door_(-3.3483286);	-17.736513137817383
plane	crash	house	P	The plane crashed the house .	-6.641671180725098	runway_(-1.1120814);ground_(-2.6278446);island_(-3.5450056);mountain_(-3.5772743);hill_(-3.7954834);	-12.618318557739258
water	crash	house	N	The water crashed the house .	-4.349986553192139	boat_(-2.25648);ship_(-3.0645597);car_(-3.2694738);plane_(-3.850824);building_(-4.0778217);	-12.618318557739258
boat	crash	scooter	P	The boat crashed the scooter .			
pillow	crash	scooter	N	The pillow crashed the scooter .			
sand	create	house	P	The sand created the house .	-5.511044025421143	sound_(-4.0821776);fire_(-4.2854958);lake_(-4.299747);landscape_(-4.299915);world_(-4.3214135);	-12.618318557739258
rabbit	create	house	N	The rabbit created the house .	-5.548595428466797	world_(-3.212344);illusion_(-3.9851816);story_(-3.9931357);sound_(-4.4014573);game_(-4.4573474);	-12.618318557739258
girl	create	skyscraper	P	The girl created the skyscraper .			
horse	create	skyscraper	N	The horse created the skyscraper .			
clown	crop	bush	P	The clown cropped the bush .	-6.1719231605529785	hair_(-1.5776087);grass_(-2.7402961);beard_(-3.061612);hairs_(-4.4653583);corn_(-4.54526);	-17.326509475708008
shirt	crop	bush	N	The shirt cropped the bush .	-9.400571823120117	collar_(-2.9559877);sleeves_(-3.0289104);top_(-3.7427585);hair_(-3.7966878);fabric_(-3.8209884);	-17.326509475708008
scissors	crop	pants	P	The scissors cropped the pants .	-8.342184066772461	blade_(-3.4476986);ends_(-3.6874743);edges_(-3.7053633);hair_(-3.7779922);surface_(-3.9732573);	-14.212953567504883
fire	crop	pants	N	The fire cropped the pants .	-9.167961120605469	grass_(-2.0945745);horizon_(-3.0748134);trees_(-3.2395186);sky_(-3.2733035);air_(-3.4738355);	-13.46091365814209
scissors	crop	paper	P	The scissors cropped the paper .	-4.08842134475708	blade_(-3.4476979);ends_(-3.6874754);edges_(-3.7053645);hair_(-3.7779944);surface_(-3.9732573);	-18.504947662353516
fire	crop	paper	N	The fire cropped the paper .	-6.5523762702941895	grass_(-2.0945745);horizon_(-3.0748134);trees_(-3.2395186);sky_(-3.2733035);air_(-3.4738355);	-17.56072998046875
student	crop	plant	P	The student cropped the plant .	-6.671109676361084	paper_(-2.6212342);hair_(-3.0517676);words_(-3.216266);grass_(-3.3191597);papers_(-4.176231);	-9.989916801452637
pillow	crop	plant	N	The pillow cropped the plant .	-8.561278343200684	covers_(-2.7291844);pillow_(-2.7702315);mattress_(-3.3116343);hair_(-3.3686736);ceiling_(-3.520738);	-9.989916801452637
house	curb	bike	P	The house curbed the bike .	-6.265254020690918	wind_(-2.384096);car_(-3.1685371);sun_(-3.4508264);rain_(-3.7095277);storm_(-3.8323028);	-17.736513137817383
water	curb	bike	N	The water curbed the bike .	-6.172822952270508	boat_(-2.9899504);wind_(-3.2968256);waves_(-3.538315);flames_(-3.6222613);flow_(-3.7696755);	-17.736513137817383
stairs	curb	scooter	P	The stairs curbed the scooter .			
ant	curb	scooter	N	The ant curbed the scooter .			
house	curb	train	P	The house curbed the train .	-7.143074989318848	wind_(-2.384096);car_(-3.1685371);sun_(-3.4508264);rain_(-3.7095277);storm_(-3.8323028);	-15.18410873413086
rabbit	curb	train	N	The rabbit curbed the train .	-7.390247821807861	beast_(-3.3726697);pain_(-3.4230742);animal_(-3.7938018);laughter_(-4.1007514);wind_(-4.120975);	-15.18410873413086
coach	cut	bread	P	The coach cut the bread .	-8.989380836486816	engine_(-2.224387);line_(-3.0001657);call_(-3.256395);connection_(-3.5453804);action_(-3.62621);	-17.45924186706543
pillow	cut	bread	N	The pillow cut the bread .	-7.672709941864014	air_(-1.9797559);pain_(-3.048696);light_(-3.3352942);sound_(-3.6743398);connection_(-3.930221);	-17.45924186706543
knife	damage	pillow	P	The knife damaged the pillow .	-6.39237117767334	skull_(-3.5165875);skin_(-3.713182);arm_(-3.7135692);heart_(-3.9097266);leg_(-3.91758);	-20.379941940307617
cotton	damage	pillow	N	The cotton damaged the pillow .	-11.433185577392578	house_(-2.7769759);roof_(-3.0962937);bridge_(-3.170336);building_(-3.1937373);mill_(-3.364587);	-20.379941940307617
scissors	damage	shirt	P	The scissors damaged the shirt .	-5.420549392700195	skull_(-3.965888);door_(-4.00928);glass_(-4.1790533);window_(-4.2465415);chair_(-4.465675);	-12.309779167175293
wool	damage	shirt	N	The wool damaged the shirt .	-7.34904670715332	roof_(-3.0135875);building_(-3.137301);house_(-3.2967706);ship_(-3.992899);car_(-4.0788293);	-12.09758472442627
water	dampen	cloth	P	The water dampened the cloth .	-4.221305847167969	skin_(-3.2603886);rain_(-3.56973);air_(-3.5855105);surface_(-3.8339026);temperature_(-3.859563);	-15.825270652770996
pebbles	dampen	cloth	N	The pebbles dampened the cloth .	-6.765799045562744	rain_(-2.114145);water_(-2.721917);waves_(-2.9770486);sand_(-2.9923456);wind_(-3.0330656);	-17.267688751220703
lion	destroy	house	P	The lion destroyed the house .	-3.57869291305542	city_(-3.5289457);house_(-3.578693);castle_(-3.6778607);tree_(-4.039986);village_(-4.399147);	-12.618318557739258
grass	destroy	house	N	The grass destroyed the house .	-2.84470272064209	house_(-2.8447027);building_(-3.6744773);trees_(-3.8837597);roof_(-3.886733);tree_(-3.9642715);	-12.618318557739258
pen	dig	dirt	P	The pen dug the dirt .	-2.638026714324951	hole_(-1.8514333);dirt_(-2.6380267);grave_(-3.3386006);ground_(-3.3786292);earth_(-3.5798984);	-15.430244445800781
grass	dig	dirt	N	The grass dug the dirt .	-3.2954719066619873	hole_(-2.0412672);earth_(-3.0837612);ground_(-3.1706321);holes_(-3.2014396);dirt_(-3.295472);	-15.430244445800781
knife	dig	ground	P	The knife dug the ground .	-2.7672119140625	ground_(-2.767212);dirt_(-2.9485922);flesh_(-2.9741955);hole_(-3.0240316);skin_(-3.1724386);	-10.680570602416992
air	dig	ground	N	The air dug the ground .	-3.9710750579833984	hole_(-2.390891);wound_(-3.6806269);way_(-3.716746);tunnel_(-3.7980928);earth_(-3.9418154);	-10.680570602416992
shovel	dig	hole	P	The shovel dug the hole .	-1.5133459568023682	hole_(-1.513346);earth_(-2.2604172);dirt_(-2.273554);ground_(-2.722977);grave_(-2.963013);	-13.642046928405762
water	dig	hole	N	The water dug the hole .	-1.6281638145446777	hole_(-1.6281638);tunnel_(-2.8036466);holes_(-2.9763932);tunnels_(-3.8188882);earth_(-3.9539094);	-13.389634132385254
pin	dig	mud	P	The pin dug the mud .	-6.679372310638428	hole_(-1.5954926);ground_(-3.6120741);dirt_(-3.6914914);tunnel_(-3.7405732);shaft_(-3.9621441);	-15.105541229248047
air	dig	mud	N	The air dug the mud .	-7.5532755851745605	hole_(-2.390891);wound_(-3.6806269);way_(-3.716746);tunnel_(-3.7980928);earth_(-3.9418154);	-15.105541229248047
girl	dig	sand	P	The girl dug the sand .	-3.8511710166931152	hole_(-2.244927);dirt_(-2.5766149);grave_(-2.749251);ground_(-3.8143353);sand_(-3.851171);	-16.368167877197266
air	dig	sand	N	The air dug the sand .	-5.485476493835449	hole_(-2.390891);wound_(-3.6806269);way_(-3.716746);tunnel_(-3.7980928);earth_(-3.9418154);	-16.368167877197266
leg	drag	bag	P	The leg dragged the bag .	-6.855187892913818	other_(-1.8291638);floor_(-3.0128882);ground_(-3.0377438);more_(-3.7261126);body_(-3.994181);	-16.750764846801758
water	drag	bag	N	The water dragged the bag .	-8.122648239135742	boat_(-3.1148129);body_(-3.4863577);feet_(-3.716301);way_(-3.9835134);blade_(-4.1882887);	-16.750764846801758
shovel	drain	sink	P	The shovel drained the sink .	-6.767645359039307	water_(-1.1905699);dirt_(-2.9569187);soil_(-3.4742222);ice_(-3.5300112);blood_(-3.58189);	-17.36150360107422
pen	drain	sink	N	The pen drained the sink .	-6.926292896270752	glass_(-2.5776286);water_(-2.6464915);blood_(-3.2551942);liquid_(-3.2934194);bottle_(-3.6476378);	-16.579143524169922
chef	draw	pumpkin	P	The chef drew the pumpkin .			
house	draw	pumpkin	N	The house drew the pumpkin .			
woman	drink	beer	P	The woman drank the beer .	-3.9008753299713135	water_(-2.039448);wine_(-2.2930968);tea_(-2.4511836);blood_(-2.708893);milk_(-3.1610005);	-15.195451736450195
table	drink	beer	N	The table drank the beer .	-3.1362173557281494	wine_(-1.8584045);water_(-3.1101518);beer_(-3.1362174);tea_(-3.177321);coffee_(-3.2306197);	-15.195451736450195
chef	drink	milk	P	The chef drank the milk .	-3.662445545196533	wine_(-1.5477959);water_(-2.1534057);tea_(-2.7922828);coffee_(-3.1044128);beer_(-3.4371305);	-18.468849182128906
chair	drink	milk	N	The chair drank the milk .	-3.7108817100524902	water_(-2.2604623);blood_(-2.8373284);wine_(-3.0407557);tea_(-3.4068542);rest_(-3.470882);	-18.468849182128906
chef	drive	car	P	The chef drove the car .	-0.9879682660102844	car_(-0.98796827);cart_(-2.3480232);truck_(-2.4967878);van_(-3.4884937);vehicle_(-3.7325523);	-10.86610221862793
lion	drive	car	N	The lion drove the car .	-5.241616249084473	beast_(-2.1057844);monster_(-3.4333916);world_(-3.5346413);man_(-3.9077854);tiger_(-4.1577196);	-10.86610221862793
robot	drive	train	P	The robot drove the train .	-4.769354343414307	car_(-1.2864664);truck_(-2.6560628);cart_(-3.2466877);machine_(-3.2841604);vehicle_(-3.4074829);	-15.086917877197266
rabbit	drive	train	N	The rabbit drove the train .	-5.7034196853637695	car_(-2.6663165);wheel_(-2.735085);beast_(-3.5305734);cart_(-3.709497);monster_(-3.792459);	-15.086917877197266
bowl	dump	water	P	The bowl dumped the water .	-3.5929102897644043	contents_(-1.2484213);water_(-3.5929103);food_(-3.8267226);rest_(-3.8474116);liquid_(-3.8536954);	-14.246530532836914
water	dump	water	N	The water dumped the water .	-5.347949504852295	body_(-2.5864882);bodies_(-3.0093246);contents_(-3.8874555);debris_(-4.0051975);dust_(-4.287996);	-14.246530532836914
mouse	enter	basket	P	The mouse entered the basket .	-8.342926025390625	room_(-0.9293156);chamber_(-3.245901);door_(-3.4675438);house_(-3.9292316);box_(-4.0363703);	-17.23650360107422
elephant	enter	basket	N	The elephant entered the basket .	-8.8518648147583	room_(-1.9140593);house_(-2.5472264);temple_(-2.6209114);cave_(-3.051933);chamber_(-3.1642528);	-17.23650360107422
mouse	enter	cup	P	The mouse entered the cup .	-7.737228870391846	room_(-0.9293156);chamber_(-3.245901);door_(-3.4675438);house_(-3.9292316);box_(-4.0363703);	-17.25587272644043
girl	enter	cup	N	The girl entered the cup .	-9.698573112487793	room_(-0.7608297);house_(-3.1347568);kitchen_(-3.2712495);chamber_(-3.695338);hall_(-3.8488529);	-17.25587272644043
woman	enter	room	P	The woman entered the room .	-0.5605195760726929	room_(-0.5605196);kitchen_(-3.2784817);house_(-3.5342953);chamber_(-3.7980673);bathroom_(-3.9217181);	-11.81406307220459
boat	enter	room	N	The boat entered the room .	-5.8320465087890625	lake_(-2.3629248);water_(-2.3781378);harbor_(-2.40082);river_(-2.4163458);bay_(-2.475798);	-11.81406307220459
eraser	erase	stain	P	The eraser erased the stain .	-8.781410217285156	memory_(-1.0870942);image_(-3.0133579);memories_(-3.3153923);words_(-3.789301);images_(-4.2593307);	-15.844027519226074
air	erase	stain	N	The air erased the stain .	-7.6399054527282715	sound_(-2.5218515);memory_(-2.9749346);world_(-3.0208025);darkness_(-3.606573);light_(-3.751566);	-16.54558753967285
man	erect	building	P	The man erected the building .	-3.539141893386841	wall_(-3.1682818);door_(-3.4332297);building_(-3.539142);statue_(-3.76289);house_(-3.9178035);	-13.00113582611084
rabbit	erect	building	N	The rabbit erected the building .	-4.249758243560791	statue_(-2.813625);wall_(-3.3357372);tree_(-3.4012737);house_(-3.8777835);fence_(-3.8909397);	-13.00113582611084
